2,-3:-4, -6, -4, 0
3,-5:-4, -6, -4, -10, -6
5,-8:-4, 0, 4, 6, -8
10,-1:-4, 4, -8, -6, 2
10,-1:-4, 4, -8, 2, -6
-1,3:6, 6, 8, 6, 2
4,-8:-4, -6, 6, 10, -4, -2
6,-10:-4, 0, 4, 6, -18, -14
17,-2:-4, 0, 8, -2, -6, 18
17,-2:-4, 0, 8, -2, 18, -6
17,-2:-4, 0, 8, -2, 18, -4
-9,-4:-4, 2, 6, 10, 14, 10
11,-3:-4, 4, -8, -16, -12, 2
11,-3:-4, 4, -8, -16, 2, -12
10,-1:-4, 4, -8, -4, -6, -2
2,-3:-4, 4, -8, -4, 0, -10
2,-3:-4, 4, -8, -4, 0, -8
5,0:6, -4, -4, -6, -4, 0
1,11:6, 6, -2, 10, 0, 8
1,11:6, 6, -2, 10, 8, 0
-6,6:6, 6, 2, -2, -4, 10
-3,4:6, 6, 8, 6, 12, 8
5,-6:-4, -6, -14, -2, -2, -2, 2, 6, 8, -6
10,1:-4, -6, -14, -2, -2, -2, 6, -6, -4, 4
10,1:-4, -6, -14, -2, -2, -2, 6, -6, 4, -4
-1,5:-4, -6, -14, -2, -2, 8, 8, 10, 8, 4
-4,11:-4, -6, -14, -2, 8, 0, 12, 2, 20, 16
-4,2:-4, -6, -14, -2, 8, 0, 12, 8, 4, 12
-4,2:-4, -6, -14, -2, 8, 0, 12, 8, 4, 14
-2,10:-4, -6, -14, -2, 8, 0, 12, 8, 10, 6
-4,11:-4, -6, -14, -2, 8, 0, 12, 20, 16, 2
-3,17:-4, -6, -14, -2, 8, 4, -4, 6, -14, 8
-3,17:-4, -6, -14, -2, 8, 4, -4, 6, -14, 10
-3,17:-4, -6, -14, -2, 8, 4, -4, 6, 8, -14
-11,6:-4, -6, -14, -2, 8, 4, 0, -2, 22, 18
-9,4:-4, -6, -14, -2, 8, 10, -2, -6, 8, 6
11,2:-4, -6, -14, 2, 4, -2, 0, -4, -4, 2
11,2:-4, -6, -14, 2, 4, -2, 0, -4, -4, 12
2,2:-4, -6, -14, 2, 4, -2, 6, 12, 10, 6
2,2:-4, -6, -14, 2, 4, -2, 6, 12, 10, 10
1,7:-4, -6, -14, 2, 4, 2, 0, 10, 4, 4
-3,12:-4, -6, -14, 2, 4, 4, 14, 16, 2, 16
-3,12:-4, -6, -14, 2, 4, 4, 14, 16, 16, 2
-4,6:-4, -6, -14, 2, 4, 12, 4, 16, 8, 8
7,13:-4, -6, -14, 2, 4, 12, 10, 12, 4, 8
1,8:-4, -6, -14, 2, 4, 14, 10, 2, 12, 8
2,2:-4, -6, -14, 2, 4, 14, 12, -2, 14, 14
2,2:-4, -6, -14, 2, 4, 14, 12, -2, 18, 10
2,2:-4, -6, -14, 2, 4, 14, 12, -2, 18, 12
2,2:-4, -6, -14, 2, 4, 14, 12, -2, 18, 14
0,14:-4, -6, -14, 2, 4, 14, 12, 6, 12, 12
0,3:-4, -6, -14, 2, 4, 14, 12, 8, 4, 16
0,3:-4, -6, -14, 2, 4, 14, 12, 8, 4, 20
3,8:-4, -6, -14, 2, 4, 14, 14, 6, 2, 18
7,11:-4, -6, -14, 2, 6, 6, 0, -14, -14, 2
7,11:-4, -6, -14, 2, 6, 6, 0, -14, 2, -14
7,11:-4, -6, -14, 2, 6, 6, 0, -12, 2, -16
7,11:-4, -6, -14, 2, 6, 6, 0, -12, 2, -6
7,11:-4, -6, -14, 2, 6, 6, 0, -10, 2, -12
7,11:-4, -6, -14, 2, 6, 6, 0, -10, 2, -10
7,11:-4, -6, -14, 2, 6, 6, 0, -10, 2, -8
7,11:-4, -6, -14, 2, 6, 6, 0, -4, 2, -6
-2,7:-4, -6, -14, 2, 6, 8, 10, 4, 14, 10
-2,7:-4, -6, -14, 2, 6, 8, 10, 14, 10, 4
-2,8:-4, -6, -14, 2, 6, 14, 10, 12, 8, 8
2,3:-4, -6, -14, 2, 8, -12, 0, 8, 6, 24
4,3:-4, -6, -14, 2, 8, -12, 6, 4, 10, 24
4,3:-4, -6, -14, 2, 8, -12, 6, 4, 24, 10
-3,17:-4, -6, -14, 2, 8, -2, 28, 26, 30, 18
2,3:-4, -6, -14, 2, 8, 0, 8, 6, 24, -12
2,3:-4, -6, -14, 2, 8, 0, 8, 6, 24, -10
2,3:-4, -6, -14, 2, 8, 0, 8, 6, 24, -8
-2,5:-4, -6, -14, 2, 10, 8, 8, 6, 8, 12
-6,16:-4, -6, -14, 2, 10, 18, 10, 22, 12, 20
-6,16:-4, -6, -14, 2, 10, 18, 10, 22, 20, 12
-13,11:-4, -6, -14, 2, 10, 18, 14, 10, 8, 22
-10,9:-4, -6, -14, 2, 10, 18, 20, 18, 24, 20
3,10:-4, -6, -14, 2, 12, 6, 16, -2, 12, 20
3,10:-4, -6, -14, 2, 12, 6, 16, -2, 12, 24
-6,14:-4, -6, -14, 2, 12, 18, 22, 26, 18, 22
2,2:-4, -6, -14, 2, 14, 12, 12, 0, -2, 14
2,2:-4, -6, -14, 2, 14, 12, 12, 0, -2, 16
0,14:-4, -6, -14, 2, 14, 12, 12, 0, 12, 0
0,14:-4, -6, -14, 2, 14, 12, 12, 0, 12, 2
2,8:-4, -6, -14, 6, -4, -12, -4, 6, 4, 8
10,3:-4, -6, -14, 6, -4, -12, 12, -2, -2, -18
2,7:-4, -6, -14, 6, -4, 6, -10, -2, 10, -2
2,7:-4, -6, -14, 6, -4, 6, -2, 10, -2, -10
2,7:-4, -6, -14, 6, -4, 6, -2, 10, -2, -8
19,-4:-4, -6, -14, 6, -4, 6, 8, -6, -22, -18
3,-3:-4, -6, -14, 6, -4, 12, 8, -4, -8, 2
3,-3:-4, -6, -14, 6, -4, 12, 8, -4, -8, 12
-4,12:-4, -6, -14, 6, -4, 14, 6, -4, -2, 14
-4,12:-4, -6, -14, 6, -4, 14, 6, -4, 14, -2
-4,12:-4, -6, -14, 6, -4, 14, 6, 2, 14, 8
-4,12:-4, -6, -14, 6, -4, 14, 6, 12, 14, 2
-4,12:-4, -6, -14, 6, -4, 14, 6, 12, 14, 8
6,-10:-4, -6, -14, 6, -2, -16, -12, -14, -18, -4
6,-10:-4, -6, -14, 6, -2, -16, -12, -14, -18, 0
6,-10:-4, -6, -14, 6, -2, -16, -12, -14, -4, -18
7,6:-4, -6, -14, 6, 0, 8, 14, 2, 4, 12
0,-3:-4, -6, -14, 6, 0, 14, -14, 0, 2, -2
22,0:-4, -6, -14, 6, 0, 14, 0, -16, -24, -6
22,0:-4, -6, -14, 6, 0, 14, 0, -16, -24, -4
2,-4:-4, -6, -14, 6, 0, 14, 0, -16, -8, -22
2,-4:-4, -6, -14, 6, 0, 14, 0, -16, -8, -20
0,-3:-4, -6, -14, 6, 0, 14, 0, 2, -2, -14
0,-3:-4, -6, -14, 6, 0, 14, 0, 2, -2, -6
10,3:-4, -6, -14, 6, 4, 0, 8, -4, -2, 6
-3,14:-4, -6, -14, 6, 6, 12, 2, 12, 22, 18
4,21:-4, -6, -14, 6, 12, -2, 18, 16, 18, 22
12,-14:-4, -6, -8, -20, -20, -20, -8, -4, -18, -16
14,-16:-4, -6, -8, -20, -20, -14, -10, -8, -32, -28
25,-8:-4, -6, -8, -20, -20, -14, -6, -16, -20, 4
25,-8:-4, -6, -8, -20, -20, -14, -6, -16, 4, -20
25,-8:-4, -6, -8, -20, -20, -14, -6, -16, 4, -18
-1,-10:-4, -6, -8, -20, -20, -12, -8, -4, 0, -4
19,-9:-4, -6, -8, -20, -20, -10, -22, -30, -26, -12
19,-9:-4, -6, -8, -20, -20, -10, -22, -30, -12, -26
18,-7:-4, -6, -8, -20, -20, -10, -22, -18, -20, -16
10,-9:-4, -6, -8, -20, -20, -10, -22, -18, -14, -24
10,-9:-4, -6, -8, -20, -20, -10, -22, -18, -14, -22
19,2:-4, -6, -8, -18, -20, -6, -16, -8, -6, -12
10,3:-4, -6, -8, -18, -20, -6, -10, -8, -2, -14
10,3:-4, -6, -8, -18, -20, -6, -8, -14, -2, -14
10,-3:-4, -6, -8, -18, -20, -2, -12, -14, -12, -8
11,-15:-4, -6, -8, -18, -10, -10, -16, -24, -18, -28
3,-8:-4, -6, -8, -18, -10, -10, -16, -12, -6, -24
3,-8:-4, -6, -8, -18, -10, -10, -16, -12, -6, -20
15,8:-4, -6, -8, -18, -6, -16, -8, -10, -2, -6
11,1:-4, -6, -8, -18, -6, -10, -14, -12, -8, -20
15,-1:-4, -6, -8, -18, -6, -10, -10, -14, -12, -18
14,2:-4, -6, -8, -18, -6, -10, -8, -12, -14, -20
7,-13:-4, -6, -8, -18, -4, -14, -18, -16, -22, -18
9,-16:-4, -6, -8, -18, -4, -14, -12, -8, -6, -20
14,-9:-4, -6, -8, -18, -4, -14, -8, -20, -18, -10
14,-9:-4, -6, -8, -18, -4, -14, -8, -20, -10, -18
7,-18:-4, -6, -8, -18, -4, -8, -36, -22, -20, -24
29,-15:-4, -6, -8, -18, -4, -8, -22, -38, -46, -28
29,-15:-4, -6, -8, -18, -4, -8, -22, -38, -46, -26
9,-19:-4, -6, -8, -18, -4, -8, -22, -38, -30, -44
9,-19:-4, -6, -8, -18, -4, -8, -22, -38, -30, -42
7,-18:-4, -6, -8, -18, -4, -8, -22, -20, -24, -36
7,-18:-4, -6, -8, -18, -4, -8, -22, -20, -24, -28
27,-14:-4, -6, -8, -18, -4, -8, -20, -38, -36, -40
4,-6:-4, -6, -8, -18, -2, -14, 4, -24, -8, -24
4,-6:-4, -6, -8, -18, -2, -14, 4, -24, -8, -16
10,-3:-4, -6, -8, -18, -2, -12, -14, -12, -8, -20
10,-20:-4, -6, -8, -16, -28, -28, -28, -8, -20, -18
10,-20:-4, -6, -8, -16, -28, -28, -28, -8, -20, -16
10,-20:-4, -6, -8, -16, -28, -28, -28, -8, -18, -20
10,-20:-4, -6, -8, -16, -28, -28, -28, -8, -14, -14
10,-20:-4, -6, -8, -16, -28, -28, -28, -8, -14, -12
10,-20:-4, -6, -8, -16, -28, -28, -28, -8, -14, -10
4,-14:-4, -6, -8, -16, -28, -28, -28, 2, -24, -20
7,-13:-4, -6, -8, -16, -28, -28, -28, 2, -22, -30
7,-13:-4, -6, -8, -16, -28, -28, -28, 2, -22, -28
10,-20:-4, -6, -8, -16, -28, -28, -28, 2, -22, -18
10,-20:-4, -6, -8, -16, -28, -28, -28, 2, -22, -12
10,-20:-4, -6, -8, -16, -28, -28, -28, 2, -16, -20
10,-20:-4, -6, -8, -16, -28, -28, -28, 2, -16, -18
10,-20:-4, -6, -8, -16, -28, -28, -28, 2, -16, -16
10,-20:-4, -6, -8, -16, -28, -28, -28, 2, -14, -12
10,-20:-4, -6, -8, -16, -28, -28, -28, 2, -12, -18
9,-10:-4, -6, -8, -16, -28, -28, -8, -26, -20, -14
9,-10:-4, -6, -8, -16, -28, -28, -8, -20, -14, -26
3,-27:-4, -6, -8, -16, -28, -28, -6, -32, -40, -32
7,-13:-4, -6, -8, -16, -28, -28, 2, -32, -22, -32
7,-13:-4, -6, -8, -16, -28, -28, 2, -32, -22, -30
7,-13:-4, -6, -8, -16, -28, -28, 2, -32, -22, -28
5,-12:-4, -6, -8, -16, -28, -28, 2, -26, -12, -16
12,-22:-4, -6, -8, -16, -28, -28, 2, -16, -22, -36
5,-12:-4, -6, -8, -16, -28, -28, 2, -12, -16, -26
9,-7:-4, -6, -8, -16, -28, -24, -8, 2, -4, -18
10,-11:-4, -6, -8, -16, -26, -20, -22, -4, -16, -16
14,-5:-4, -6, -8, -16, -26, -20, -14, -12, -24, -14
4,-16:-4, -6, -8, -16, -26, -14, -18, -22, -8, 2
4,-16:-4, -6, -8, -16, -26, -14, -18, -22, -6, -14
4,-16:-4, -6, -8, -16, -26, -14, -18, -22, -6, -12
4,-16:-4, -6, -8, -16, -26, -14, -18, -22, 6, -2
6,-8:-4, -6, -8, -16, -26, -14, -18, -16, -6, -20
4,-7:-4, -6, -8, -16, -26, -14, -6, -6, -10, -24
6,-8:-4, -6, -8, -16, -26, -12, -14, -18, -16, -22
8,-10:-4, -6, -8, -16, -26, -10, -16, -12, -14, -20
5,-1:-4, -6, -8, -16, -22, -30, 4, -20, -40, -18
5,-1:-4, -6, -8, -16, -22, -30, 4, -20, -40, -16
5,-1:-4, -6, -8, -16, -22, -30, 4, -20, -18, -40
10,-17:-4, -6, -8, -16, -22, -28, -16, -18, -22, -6
10,-17:-4, -6, -8, -16, -22, -28, -16, -18, -6, -22
-3,-12:-4, -6, -8, -16, -22, -26, -28, -6, -4, -8
23,-2:-4, -6, -8, -16, -22, -24, -16, -20, -8, -16
23,-2:-4, -6, -8, -16, -22, -24, -16, -20, -8, -12
23,-2:-4, -6, -8, -16, -22, -24, -16, -18, -16, -20
4,3:-4, -6, -8, -16, -22, -24, -8, -4, 4, -18
4,3:-4, -6, -8, -16, -22, -8, -4, -24, 4, -10
4,3:-4, -6, -8, -16, -22, -8, -4, -24, 4, -8
4,3:-4, -6, -8, -16, -22, -8, -4, -8, 4, -24
-1,-14:-4, -6, -8, -16, -16, -28, -32, -18, -20, -6
-1,-14:-4, -6, -8, -16, -16, -28, -32, -18, -20, 4
-1,-14:-4, -6, -8, -16, -16, -28, -32, -18, -6, -20
10,-20:-4, -6, -8, -16, -16, -28, -28, -14, -14, 2
5,-9:-4, -6, -8, -16, -16, -24, 6, -22, -8, -16
25,-5:-4, -6, -8, -16, -16, -24, 6, -6, -24, -32
4,-16:-4, -6, -8, -16, -16, -18, -22, 0, -4, 4
4,-16:-4, -6, -8, -16, -16, -18, -22, 6, -22, -6
4,-16:-4, -6, -8, -16, -16, -18, -22, 6, -22, 2
4,-16:-4, -6, -8, -16, -16, -18, -22, 6, -6, -22
4,-16:-4, -6, -8, -16, -16, -18, -22, 6, -6, -14
5,-9:-4, -6, -8, -16, -16, 6, -22, -8, -16, -24
8,-12:-4, -6, -8, -16, -10, -22, -14, -24, 2, -22
22,-11:-4, -6, -8, -10, -20, -12, -20, -4, -28, -24
22,-11:-4, -6, -8, -10, -20, -12, -20, -4, -24, -28
14,-2:-4, -6, -8, -10, -20, -10, -12, -18, -6, -4
14,-2:-4, -6, -8, -10, -20, -10, -12, -18, -6, -2
14,-2:-4, -6, -8, -10, -20, -10, -12, -18, -6, 0
12,-1:-4, -6, -8, -10, -20, -10, -12, -8, -12, -2
12,-1:-4, -6, -8, -10, -20, -10, -12, -8, -12, 0
12,-1:-4, -6, -8, -10, -20, -10, -12, -8, -12, 2
12,-1:-4, -6, -8, -10, -20, -10, -12, -8, -2, -12
4,2:-4, -6, -8, -10, -14, 0, 2, 0, -4, -20
4,2:-4, -6, -8, -10, -14, 0, 2, 0, -4, -10
13,-24:-4, -6, -8, -10, -12, -34, -26, -30, -32, -24
13,-24:-4, -6, -8, -10, -12, -34, -26, -30, -32, -22
13,-24:-4, -6, -8, -10, -12, -34, -26, -30, -32, -20
13,-24:-4, -6, -8, -10, -12, -34, -26, -30, -24, -32
9,-6:-4, -6, -8, -10, -12, -34, -22, -24, -10, -10
11,1:-4, -6, -8, -10, -12, -34, -22, -14, -12, -24
11,1:-4, -6, -8, -10, -12, -34, -22, -14, -12, -22
11,1:-4, -6, -8, -10, -12, -34, -22, -14, -12, -20
9,-6:-4, -6, -8, -10, -12, -34, -22, -10, -10, -24
9,-6:-4, -6, -8, -10, -12, -34, -22, -10, -10, -22
9,-6:-4, -6, -8, -10, -12, -34, -22, -10, -10, -20
16,-9:-4, -6, -8, -10, -12, -34, -20, -24, -20, -6
9,2:-4, -6, -8, -10, -12, -30, -28, -2, -6, -12
11,1:-4, -6, -8, -10, -12, -30, -20, -12, -12, -26
11,1:-4, -6, -8, -10, -12, -30, -20, -12, -12, -24
11,1:-4, -6, -8, -10, -12, -30, -20, -12, -12, -22
9,2:-4, -6, -8, -10, -12, -30, -12, -2, -6, -28
9,2:-4, -6, -8, -10, -12, -30, -12, -2, -6, -26
9,2:-4, -6, -8, -10, -12, -30, -12, -2, -6, -24
12,-14:-4, -6, -8, -10, -12, -24, -22, -24, -28, -6
12,-14:-4, -6, -8, -10, -12, -24, -22, -24, -6, -28
11,1:-4, -6, -8, -10, -12, -24, -22, -12, -12, -30
11,1:-4, -6, -8, -10, -12, -20, -34, -12, -12, -32
11,1:-4, -6, -8, -10, -12, -20, -34, -12, -12, -30
11,1:-4, -6, -8, -10, -12, -20, -34, -12, -12, -28
9,2:-4, -6, -8, -10, -12, -20, -12, -2, -6, -30
9,2:-4, -6, -8, -10, -12, -20, -12, -2, -6, -28
9,2:-4, -6, -8, -10, -12, -20, -12, -2, -6, -26
18,2:-4, -6, -8, -10, -12, -20, -10, -16, -18, -14
17,4:-4, -6, -8, -10, -12, -20, -4, -16, -8, -2
11,-10:-4, -6, -8, -10, -12, -16, -22, -24, -16, -10
11,-10:-4, -6, -8, -10, -12, -16, -22, -24, -16, -8
11,-10:-4, -6, -8, -10, -12, -16, -22, -24, -12, -16
24,6:-4, -6, -8, -10, -12, -14, -28, -12, -20, 2
24,6:-4, -6, -8, -10, -12, -14, -28, -12, -20, 4
24,6:-4, -6, -8, -10, -12, -14, -28, -12, -20, 6
24,6:-4, -6, -8, -10, -12, -14, -28, -12, 2, -20
26,1:-4, -6, -8, -10, -12, -14, -20, -12, -20, 4
26,1:-4, -6, -8, -10, -12, -14, -20, -12, -20, 6
26,1:-4, -6, -8, -10, -12, -14, -20, -12, -20, 8
26,1:-4, -6, -8, -10, -12, -14, -20, -12, 4, -20
24,6:-4, -6, -8, -10, -12, -14, -12, -20, 2, -28
24,6:-4, -6, -8, -10, -12, -14, -12, -20, 2, -26
24,6:-4, -6, -8, -10, -12, -14, -12, -20, 2, -24
17,4:-4, -6, -8, -10, -12, -10, -16, -20, -8, -26
17,4:-4, -6, -8, -10, -12, -10, -16, -20, -8, -24
17,4:-4, -6, -8, -10, -12, -10, -16, -20, -8, -22
18,2:-4, -6, -8, -10, -12, -10, -16, -18, -14, -28
18,2:-4, -6, -8, -10, -12, -10, -16, -18, -14, -26
18,2:-4, -6, -8, -10, -12, -10, -16, -18, -14, -24
12,-1:-4, -6, -8, -10, -10, -12, -8, -12, -2, -20
3,2:-4, -6, -8, -10, -2, -14, -12, -14, 0, 4
3,2:-4, -6, -8, -10, -2, -14, -12, 0, 4, -14
3,2:-4, -6, -8, -10, -2, -14, -12, 0, 4, -12
3,2:-4, -6, -8, -10, -2, -14, -12, 0, 4, -10
8,3:-4, -6, -8, -10, -2, -8, -6, -4, 0, -20
4,-4:-4, -6, -8, -10, -2, -8, -2, -8, -6, -10
7,-2:-4, -6, -8, -10, -2, -8, -2, -6, -4, -12
7,-2:-4, -6, -8, -10, -2, -8, -2, -6, -4, -10
8,-3:-4, -6, -8, -6, -16, -32, -10, -20, -6, -24
8,-3:-4, -6, -8, -6, -16, -28, -6, -6, -6, -20
8,-3:-4, -6, -8, -6, -16, -22, -32, -4, -6, -30
8,-3:-4, -6, -8, -6, -16, -22, -32, -4, -6, -28
8,-3:-4, -6, -8, -6, -16, -22, -32, -4, -6, -26
9,-5:-4, -6, -8, -6, -16, -22, -16, -12, -4, -28
9,-5:-4, -6, -8, -6, -16, -22, -16, -12, -4, -26
9,-5:-4, -6, -8, -6, -16, -22, -16, -12, -4, -24
14,-6:-4, -6, -8, -6, -16, -20, -28, -12, -16, -6
14,-6:-4, -6, -8, -6, -16, -20, -28, -12, -6, -16
14,-6:-4, -6, -8, -6, -16, -20, -28, -12, -6, -14
8,-3:-4, -6, -8, -6, -16, -20, -22, -16, -6, -34
8,-3:-4, -6, -8, -6, -16, -20, -22, -16, -6, -32
8,-3:-4, -6, -8, -6, -16, -20, -22, -16, -6, -30
31,2:-4, -6, -8, -6, -16, -20, -10, -12, -24, -20
31,2:-4, -6, -8, -6, -16, -20, -10, -12, -24, -18
31,2:-4, -6, -8, -6, -16, -20, -10, -12, -24, -16
31,2:-4, -6, -8, -6, -16, -20, -10, -12, -20, -24
8,-3:-4, -6, -8, -6, -16, -20, -6, -4, -6, -24
8,-3:-4, -6, -8, -6, -16, -20, -6, 0, -6, -30
8,-3:-4, -6, -8, -6, -16, -16, -22, -4, -6, -20
8,-3:-4, -6, -8, -6, -16, -16, -22, -4, -6, -18
8,-3:-4, -6, -8, -6, -16, -16, -22, -4, -6, -16
8,-3:-4, -6, -8, -6, -12, -12, -6, -14, -6, -22
8,-3:-4, -6, -8, -6, -12, -12, -6, -14, -6, -12
8,-3:-4, -6, -8, -6, -12, -12, 0, -8, -6, -14
8,-3:-4, -6, -8, -6, -12, -6, -8, 0, -6, 2
8,-3:-4, -6, -8, -6, -12, -6, -8, 0, -6, 4
8,-3:-4, -6, -8, -6, -12, -6, -8, 0, -6, 6
8,-3:-4, -6, -8, -6, -12, 4, -10, -20, -6, -18
8,-3:-4, -6, -8, -6, -12, 4, -10, -20, -6, -16
8,-3:-4, -6, -8, -6, -12, 4, -10, -20, -6, -14
9,-5:-4, -6, -8, -6, -10, -16, -14, -8, -12, 14
9,-5:-4, -6, -8, -6, -10, -16, -14, -8, -12, 16
9,-5:-4, -6, -8, -6, -10, -16, -14, -8, -12, 18
9,-5:-4, -6, -8, -6, -10, -16, -6, -14, -12, -4
9,-5:-4, -6, -8, -6, -10, -16, -6, -14, -12, 0
9,-5:-4, -6, -8, -6, -10, -16, -6, -4, -12, -4
9,-5:-4, -6, -8, -6, -10, -16, -6, -4, -12, -2
8,-3:-4, -6, -8, -6, -10, -14, -8, -6, 10, 12
8,-3:-4, -6, -8, -6, -10, -14, -8, -6, 10, 14
8,-3:-4, -6, -8, -6, -10, -14, -8, -6, 10, 16
8,-3:-4, -6, -8, -6, -10, -6, -14, -6, -2, 2
8,-3:-4, -6, -8, -6, -10, -6, -14, -6, -2, 4
8,-3:-4, -6, -8, -6, -10, -6, -14, -6, -2, 6
8,-3:-4, -6, -8, -6, -10, -6, -14, -6, 2, 2
8,-3:-4, -6, -8, -6, -10, -6, -8, -20, -6, -16
8,-3:-4, -6, -8, -6, -10, -6, -8, -20, -6, -14
10,5:-4, -6, -8, -6, -10, -6, -4, -14, 0, -16
10,5:-4, -6, -8, -6, -10, -6, -4, -12, 0, -12
8,-3:-4, -6, -8, -6, -10, 0, -2, -10, -6, 8
8,-3:-4, -6, -8, -6, -10, 0, 4, 6, -6, -10
25,4:-4, -6, -8, -6, -10, 0, 10, -20, -6, -2
25,4:-4, -6, -8, -6, -10, 0, 10, -20, -6, 0
25,4:-4, -6, -8, -6, -10, 0, 10, -20, -6, 2
25,4:-4, -6, -8, -6, -10, 0, 10, -20, 0, -6
25,4:-4, -6, -8, -6, -10, 0, 10, -6, -2, -20
8,-3:-4, -6, -8, -6, -2, -6, -10, -18, -6, -18
8,-3:-4, -6, -8, -6, -2, -6, -10, -18, -6, -16
8,-3:-4, -6, -8, -6, -2, -6, -10, -18, -6, -14
8,-3:-4, -6, -8, -6, -2, -6, -10, -14, -6, -12
8,-3:-4, -6, -8, -6, -2, -6, -6, -10, -12, -16
8,-3:-4, -6, -8, -6, -2, -6, -6, -10, -12, -12
8,-3:-4, -6, -8, -6, -2, -6, -6, -8, -6, -4
8,-3:-4, -6, -8, -6, -2, -6, -6, -8, -6, -2
8,-3:-4, -6, -8, -6, -2, -6, -6, -8, -6, 0
8,-3:-4, -6, -8, -6, -2, -2, -16, -32, -6, -26
8,-3:-4, -6, -8, -6, -2, -2, -16, -30, -6, -34
8,-3:-4, -6, -8, -6, -2, -2, -16, -30, -6, -32
9,-5:-4, -6, -8, -6, -2, -2, -16, -16, -12, -28
8,-3:-4, -6, -8, -6, -2, -2, -10, -22, -6, -18
8,-3:-4, -6, -8, -6, -2, -2, -10, -22, -6, -8
9,-5:-4, -6, -8, -6, 4, -10, -16, -12, -6, -4
9,-5:-4, -6, -8, -6, 4, -10, -16, -12, -6, -2
9,-5:-4, -6, -8, -6, 4, -10, -16, -12, -6, 0
20,-4:-4, -6, -8, -6, 4, -8, -24, -26, -22, 4
19,-2:-4, -6, -8, -6, 4, -8, -24, -16, 0, -6
19,-2:-4, -6, -8, -6, 4, -8, -24, -16, 2, -4
19,-2:-4, -6, -8, -6, 4, -8, -24, -16, 2, -2
19,-2:-4, -6, -8, -6, 4, -8, -24, -16, 2, 0
20,-10:-4, -6, -8, -4, -14, -22, -2, -32, -16, -6
20,-10:-4, -6, -8, -4, -14, -22, -2, -32, -16, -4
20,-10:-4, -6, -8, -4, -14, -22, -2, -32, -16, -2
20,-10:-4, -6, -8, -4, -14, -22, -2, -32, -6, -16
20,-10:-4, -6, -8, -4, -14, -22, -2, -32, 0, 6
20,-10:-4, -6, -8, -4, -14, -22, -2, -16, -6, -32
9,-10:-4, -6, -8, -4, -14, -20, -14, -10, -4, -18
11,3:-4, -6, -8, -4, -14, -20, -8, -18, -10, -20
2,-2:-4, -6, -8, -4, -14, -20, -4, -8, -8, -2
15,-9:-4, -6, -8, -4, -14, -10, -22, -22, -8, -4
7,-4:-4, -6, -8, -4, -14, -10, -12, -6, -10, -20
4,-1:-4, -6, -8, -4, -14, -8, -4, -2, 0, -20
4,-1:-4, -6, -8, -4, -14, -8, -4, -2, 0, -18
13,-22:-4, -6, -8, -4, -14, -2, -30, -28, -30, -30
2,-10:-4, -6, -8, -2, -20, -20, -10, -8, -10, -14
4,-15:-4, -6, -8, -2, -20, -16, -16, -10, -10, -14
8,-2:-4, -6, -8, -2, -20, -16, -16, -8, -12, -16
18,1:-4, -6, -8, -2, -20, -16, -10, -8, -10, -12
18,1:-4, -6, -8, -2, -20, -16, -4, -10, -12, -8
8,0:-4, -6, -8, -2, -12, -6, -4, -6, -10, -20
12,-2:-4, -6, -8, -2, -10, -20, -6, -8, -4, -16
11,7:-4, -6, -8, -2, -10, -6, -14, -26, -6, -22
12,-2:-4, -6, -8, -2, -10, -6, -8, -4, -16, -20
15,-5:-4, -6, -8, -2, -2, -16, -20, -16, -18, -22
14,-7:-4, -6, -8, -2, -2, -16, -6, -2, -16, -20
2,0:-4, -6, -6, -16, -8, -8, 2, 0, 4, -12
-4,-1:-4, -6, -6, -16, -8, -6, -12, 2, 8, -8
-4,-1:-4, -6, -6, -16, -8, -6, -12, 2, 8, -6
-4,-1:-4, -6, -6, -16, -8, -6, -12, 2, 8, -4
8,-3:-4, -6, -6, -16, -8, -6, -6, 6, -6, 4
8,-3:-4, -6, -6, -16, -8, -6, -6, 6, -6, 6
-4,-1:-4, -6, -6, -16, -8, -6, -6, 6, 8, -10
-4,-1:-4, -6, -6, -16, -8, -6, -6, 6, 8, -8
-4,-1:-4, -6, -6, -16, -8, -6, 2, -8, 8, -8
-3,-3:-4, -6, -6, -16, -8, -6, 2, -2, 2, -14
-3,-3:-4, -6, -6, -16, -8, -6, 2, -2, 2, -10
8,-9:-4, -6, -6, -16, -6, -12, -16, -20, -12, -16
4,0:-4, -6, -6, -16, -6, -10, 0, 8, -6, -18
4,0:-4, -6, -6, -16, -6, -10, 0, 8, -6, -14
0,-7:-4, -6, -6, -16, -6, -10, 2, 2, -2, -2
3,-13:-4, -6, -6, -16, -4, -12, -14, -12, -18, -14
5,-16:-4, -6, -6, -16, -4, -12, -8, -4, -2, -16
10,-9:-4, -6, -6, -16, -4, -12, -4, -16, -14, -6
-1,-5:-4, -6, -6, -16, -4, -2, -2, 0, -2, -6
-3,1:-4, -6, -6, -16, -2, -18, 0, 2, 18, -4
-3,-1:-4, -6, -6, -16, -2, -18, 6, -2, 0, 14
-3,-1:-4, -6, -6, -16, -2, -18, 6, -2, 0, 16
-3,-1:-4, -6, -6, -16, -2, -18, 6, -2, 0, 18
-3,1:-4, -6, -6, -16, -2, 0, 2, 18, -4, -18
-3,-1:-4, -6, -6, -16, -2, 6, -2, 0, 14, -18
1,-5:-4, -6, -6, -16, 0, -8, -6, -8, -6, -4
