4,-6:-4, -6, 0
4,-6:-4, 2, 0, -12
4,-6:-4, 2, 0, -2
1,9:6, 6, -4, 0
1,0:6, 6, -2, 16
1,0:6, 6, 8, 16
-1,5:-4, -6, -14, 6, 0
7,0:-4, -6, -8, -18, -20
6,-10:-4, -6, -8, -18, -4
6,-10:-4, -6, -8, -18, 0
6,-10:-4, -6, -8, -4, -18
6,-10:-4, -6, -8, -4, -8
6,-10:-4, -6, -8, -2, -14
-1,5:-4, -6, 6, 0, -14
-1,5:-4, -6, 6, 0, -4
4,-6:-4, -6, 6, 0, 2
4,-6:-4, -6, 6, 0, 12
4,-6:-4, -6, 6, 4, 2
4,-6:-4, -6, 6, 4, 4
4,-6:-4, -6, 6, 4, 6
6,10:-4, -4, -14, 6, -4
6,10:-4, -4, 6, -4, -4
6,10:-4, -4, 6, -4, -2
2,4:-4, 0, -12, -10, 4
2,4:-4, 0, -12, 4, -10
2,4:-4, 0, -12, 4, -6
1,6:-4, 0, -12, 4, 6
-5,6:-4, 2, 6, 10, 6
4,-6:-4, 4, -10, -12, 2
4,-6:-4, 4, -10, 2, -14
4,-6:-4, 4, -10, 2, -12
4,-6:-4, 4, -10, 2, -10
4,-6:-4, 4, -8, 0, -10
4,-6:-4, 4, -8, 0, -8
6,6:-4, 4, -2, -12, -6
7,-3:6, -4, -4, -6, 0
-5,6:6, 6, 8, 8, -2
1,0:6, 6, 14, 16, -4
1,0:6, 6, 14, 16, 0
12,6:-4, 4, -10, 0, -8, -18, -14
12,-3:-4, 4, -10, 0, -8, -16, 2
12,-3:-4, 4, -10, 0, -8, -6, 2
12,0:-4, 4, -10, 0, -6, -14, -14
4,-6:-4, 4, -10, 2, -16, -18, -10
4,-6:-4, 4, -10, 2, -6, -16, -14
4,-6:-4, 4, -10, 2, -6, -16, -12
4,-6:-4, 4, -10, 2, -6, -16, -10
-1,5:-4, 4, -10, 6, 0, -4, -14
-1,5:-4, 4, -10, 6, 0, -4, -12
-1,5:-4, 4, -10, 6, 0, -4, -10
4,-6:-4, 4, -8, -16, -16, 0, -16
4,-6:-4, 4, -8, -16, -16, 0, -14
4,-6:-4, 4, -8, -16, -16, 0, -12
11,5:-4, 4, -8, -16, -12, -6, 4
11,5:-4, 4, -8, -16, -12, -6, 6
4,-6:-4, 4, -8, -16, -12, 0, -14
4,-6:-4, 4, -8, -16, -12, 0, -12
17,-10:-4, 4, -8, -16, -10, -16, -20
3,0:-4, 4, -8, -16, 0, -6, -2
7,0:-4, 4, -8, -16, 2, -6, -4
6,7:-4, 4, -8, -16, 2, -6, -2
4,-6:-4, 4, -8, -14, -20, 0, -14
17,-2:-4, 4, -8, -14, -18, -16, 2
4,-6:-4, 4, -8, -14, -18, 0, -22
4,-6:-4, 4, -8, -14, -18, 0, -20
17,-2:-4, 4, -8, -14, -18, 2, -16
-4,-1:-4, 4, -8, -14, -12, -6, 6
-4,-1:-4, 4, -8, -14, -12, 6, -6
-4,-1:-4, 4, -8, -14, -12, 6, -4
-4,-1:-4, 4, -8, -14, -12, 6, -2
4,-6:-4, 4, -8, -12, -4, 0, -10
4,-6:-4, 4, -8, -12, -4, 0, -8
4,-6:-4, 4, -8, -12, -4, 0, -6
-1,5:-4, 4, -8, 6, -4, 0, -10
-1,5:-4, 4, -8, 6, -4, 0, -8
4,7:-4, 4, -8, 6, 4, 0, -14
4,7:-4, 4, -8, 6, 4, 0, -12
4,7:-4, 4, -8, 6, 4, 0, -10
22,-9:-4, 4, -4, -28, -26, -22, -16
22,-9:-4, 4, -4, -28, -26, -22, -14
22,-9:-4, 4, -4, -28, -26, -22, -12
22,-9:-4, 4, -4, -28, -26, -16, -22
14,-13:-4, 4, -4, -26, -12, -18, -18
14,-13:-4, 4, -4, -26, -12, -18, -16
14,-13:-4, 4, -4, -26, -12, -18, -14
6,-17:-4, 4, -4, -22, -10, -18, -26
6,-17:-4, 4, -4, -22, -10, -18, -24
6,-17:-4, 4, -4, -22, -10, -18, -22
14,-17:-4, 4, -4, -16, -22, -18, -22
14,-17:-4, 4, -4, -16, -16, -22, -34
14,-17:-4, 4, -4, -16, -16, -22, -30
7,3:-4, 4, -2, -12, -8, -22, -10
-1,11:-4, 4, -2, -12, 2, 14, -6
-1,5:-4, 4, -2, -12, 6, 0, -14
-1,5:-4, 4, -2, -12, 6, 0, -4
7,17:-4, 4, -2, -12, 6, 2, 2
0,2:-4, 4, -2, 2, 6, -16, 4
17,-10:-4, 4, -2, 6, 0, -2, -4
17,-10:-4, 4, -2, 6, 0, -2, 0
17,-10:-4, 4, -2, 6, 0, 6, 6
17,-10:-4, 4, -2, 6, 0, 6, 8
17,-10:-4, 4, -2, 6, 0, 6, 10
-4,10:-4, 4, 4, -6, -14, 4, -4
-4,10:-4, 4, 4, -6, -14, 4, 0
-4,10:-4, 4, 4, -6, -4, 4, -4
-4,10:-4, 4, 4, -6, -4, 4, -2
-4,10:-4, 4, 4, -6, 0, 4, -14
-4,10:-4, 4, 4, -6, 0, 4, -4
4,-6:-4, 4, 4, -6, 0, 4, 10
4,-6:-4, 4, 4, -6, 0, 4, 20
4,-6:-4, 4, 4, -6, 0, 8, 6
4,-6:-4, 4, 4, -6, 0, 8, 8
4,-6:-4, 4, 4, -6, 0, 8, 10
4,-6:-4, 4, 4, -6, 4, 6, 10
4,-6:-4, 4, 4, -6, 4, 6, 14
4,-6:-4, 4, 4, 4, 6, 0, 4
4,-6:-4, 4, 4, 4, 6, 0, 14
4,-6:-4, 4, 4, 4, 8, 0, -2
4,-6:-4, 4, 4, 4, 8, 0, 0
-5,6:-4, 4, 4, 6, 10, 6, -2
-5,6:-4, 4, 4, 6, 10, 6, 0
-5,6:-4, 4, 4, 6, 10, 6, 2
16,-9:-4, 4, 6, 4, -8, 6, -8
-3,10:-4, 4, 6, 6, 12, 6, -14
2,8:6, -4, -4, -6, -14, 6, 0
10,3:6, -4, -4, -6, -8, -18, -20
9,-7:6, -4, -4, -6, -8, -18, -4
9,-7:6, -4, -4, -6, -8, -18, 0
9,-7:6, -4, -4, -6, -8, -4, -18
9,-7:6, -4, -4, -6, -8, -4, -8
9,-7:6, -4, -4, -6, -8, -2, -14
2,8:6, -4, -4, -6, 6, 0, -14
2,8:6, -4, -4, -6, 6, 0, -4
7,-3:6, -4, -4, -6, 6, 0, 2
7,-3:6, -4, -4, -6, 6, 0, 12
7,-3:6, -4, -4, -6, 6, 4, 2
7,-3:6, -4, -4, -6, 6, 4, 4
7,-3:6, -4, -4, -6, 6, 4, 6
9,13:6, -4, -4, -4, -14, 6, -4
9,13:6, -4, -4, -4, 6, -4, -4
9,13:6, -4, -4, -4, 6, -4, -2
5,7:6, -4, -4, 0, -12, -10, 4
5,7:6, -4, -4, 0, -12, 4, -10
5,7:6, -4, -4, 0, -12, 4, -6
4,9:6, -4, -4, 0, -12, 4, 6
-2,9:6, -4, -4, 2, 6, 10, 6
7,-3:6, -4, -4, 4, -10, -12, 2
7,-3:6, -4, -4, 4, -10, 2, -14
7,-3:6, -4, -4, 4, -10, 2, -12
7,-3:6, -4, -4, 4, -10, 2, -10
7,-3:6, -4, -4, 4, -8, 0, -10
7,-3:6, -4, -4, 4, -8, 0, -8
9,9:6, -4, -4, 4, -2, -12, -6
10,0:6, -4, 6, -4, -4, -6, 0
-2,9:6, -4, 6, 6, 8, 8, -2
4,3:6, -4, 6, 6, 14, 16, -4
4,3:6, -4, 6, 6, 14, 16, 0
3,5:6, 6, -4, 0, 10, 6, 12
-12,11:6, 6, -2, -4, 4, 0, -4
13,2:6, 6, -2, -4, 12, -2, 2
1,0:6, 6, -2, -2, 8, 16, -12
1,0:6, 6, -2, -2, 14, 16, 0
1,0:6, 6, -2, -2, 14, 16, 2
1,0:6, 6, -2, -2, 14, 16, 4
-3,7:6, 6, -2, 4, 0, 8, 0
2,0:6, 6, -2, 4, 0, 8, 6
-3,7:6, 6, -2, 4, 8, 4, -4
-3,7:6, 6, -2, 4, 8, 4, -2
-3,7:6, 6, -2, 4, 8, 4, 0
1,0:6, 6, -2, 4, 10, 16, 6
1,0:6, 6, -2, 4, 10, 16, 8
1,0:6, 6, -2, 4, 10, 16, 10
1,0:6, 6, -2, 12, 8, 0, 10
1,0:6, 6, -2, 12, 8, 4, 12
1,0:6, 6, -2, 12, 8, 4, 14
1,0:6, 6, -2, 12, 8, 6, 6
1,0:6, 6, -2, 12, 8, 6, 8
1,0:6, 6, -2, 12, 8, 14, 4
1,0:6, 6, -2, 12, 10, 8, 16
8,-7:6, 6, 2, -6, -10, 18, 12
8,-7:6, 6, 2, -6, -10, 18, 14
8,-7:6, 6, 2, -6, -10, 18, 16
7,9:6, 6, 2, -6, 10, -6, 12
7,9:6, 6, 2, -6, 10, 12, -6
8,9:6, 6, 2, 10, 4, 16, 12
1,0:6, 6, 6, -8, -4, 16, -4
1,0:6, 6, 6, -8, -4, 16, -2
1,0:6, 6, 6, -8, -4, 16, 0
1,0:6, 6, 6, -6, -10, 16, 2
1,0:6, 6, 6, -6, 0, 16, -6
1,0:6, 6, 6, -6, 4, 16, -6
1,0:6, 6, 6, -6, 6, 16, -4
1,0:6, 6, 6, -2, 4, 16, -2
1,0:6, 6, 6, -2, 4, 16, 0
1,0:6, 6, 6, -2, 4, 16, 2
-2,7:6, 6, 8, -4, 4, -16, 12
-3,14:6, 6, 8, -4, 4, -16, 14
-2,7:6, 6, 8, -4, 4, 12, -16
-2,7:6, 6, 8, -4, 4, 12, -14
-2,7:6, 6, 8, -4, 4, 12, -12
-3,11:6, 6, 8, 2, 10, 2, 6
-3,2:6, 6, 8, 2, 10, 4, 22
-3,2:6, 6, 8, 2, 10, 14, 22
-5,6:6, 6, 8, 8, 0, -6, 4
-5,6:6, 6, 8, 8, 0, 0, 2
-5,6:6, 6, 8, 8, 0, 2, 2
-5,6:6, 6, 8, 8, 2, 2, 4
-5,6:6, 6, 8, 8, 2, 6, -4
-5,6:6, 6, 8, 8, 2, 6, -2
-7,-3:6, 6, 8, 8, 6, -8, -2
-7,-3:6, 6, 8, 8, 6, -6, -10
-7,-3:6, 6, 8, 8, 6, -6, -8
1,0:6, 6, 14, 2, 16, 10, 12
1,0:6, 6, 14, 2, 16, 10, 14
1,0:6, 6, 14, 2, 16, 10, 16
1,0:6, 6, 14, 6, 0, 16, 2
1,0:6, 6, 14, 6, 0, 16, 12
1,0:6, 6, 14, 6, 4, 16, 2
1,0:6, 6, 14, 6, 4, 16, 4
1,0:6, 6, 14, 6, 4, 16, 6
1,0:6, 6, 14, 6, 6, 16, -2
10,8:6, 6, 16, -16, 4, 2, 8
