4,-6:-4, -6, 0
4,-6:-4, 2, 0, -12
4,-6:-4, 2, 0, -2
1,9:6, 6, -4, 0
1,0:6, 6, -2, 16
1,0:6, 6, 8, 16
-1,5:-4, -6, -14, 6, 0
7,0:-4, -6, -8, -18, -20
6,-10:-4, -6, -8, -18, -4
6,-10:-4, -6, -8, -18, 0
6,-10:-4, -6, -8, -4, -18
6,-10:-4, -6, -8, -4, -8
6,-10:-4, -6, -8, -2, -14
-1,5:-4, -6, 6, 0, -14
-1,5:-4, -6, 6, 0, -4
4,-6:-4, -6, 6, 0, 2
4,-6:-4, -6, 6, 0, 12
4,-6:-4, -6, 6, 4, 2
4,-6:-4, -6, 6, 4, 4
4,-6:-4, -6, 6, 4, 6
6,10:-4, -4, -14, 6, -4
6,10:-4, -4, 6, -4, -4
6,10:-4, -4, 6, -4, -2
2,4:-4, 0, -12, -10, 4
2,4:-4, 0, -12, 4, -10
2,4:-4, 0, -12, 4, -6
1,6:-4, 0, -12, 4, 6
-5,6:-4, 2, 6, 10, 6
4,-6:-4, 4, -10, -12, 2
4,-6:-4, 4, -10, 2, -14
4,-6:-4, 4, -10, 2, -12
4,-6:-4, 4, -10, 2, -10
4,-6:-4, 4, -8, 0, -10
4,-6:-4, 4, -8, 0, -8
6,6:-4, 4, -2, -12, -6
7,-3:6, -4, -4, -6, 0
-5,6:6, 6, 8, 8, -2
1,0:6, 6, 14, 16, -4
1,0:6, 6, 14, 16, 0
12,6:-4, 4, -10, 0, -8, -18, -14
12,-3:-4, 4, -10, 0, -8, -16, 2
12,-3:-4, 4, -10, 0, -8, -6, 2
12,0:-4, 4, -10, 0, -6, -14, -14
4,-6:-4, 4, -10, 2, -16, -18, -10
4,-6:-4, 4, -10, 2, -6, -16, -14
4,-6:-4, 4, -10, 2, -6, -16, -12
4,-6:-4, 4, -10, 2, -6, -16, -10
-1,5:-4, 4, -10, 6, 0, -4, -14
-1,5:-4, 4, -10, 6, 0, -4, -12
-1,5:-4, 4, -10, 6, 0, -4, -10
4,-6:-4, 4, -8, -16, -16, 0, -16
4,-6:-4, 4, -8, -16, -16, 0, -14
4,-6:-4, 4, -8, -16, -16, 0, -12
11,5:-4, 4, -8, -16, -12, -6, 4
11,5:-4, 4, -8, -16, -12, -6, 6
4,-6:-4, 4, -8, -16, -12, 0, -14
4,-6:-4, 4, -8, -16, -12, 0, -12
17,-10:-4, 4, -8, -16, -10, -16, -20
3,0:-4, 4, -8, -16, 0, -6, -2
7,0:-4, 4, -8, -16, 2, -6, -4
6,7:-4, 4, -8, -16, 2, -6, -2
4,-6:-4, 4, -8, -14, -20, 0, -14
17,-2:-4, 4, -8, -14, -18, -16, 2
4,-6:-4, 4, -8, -14, -18, 0, -22
4,-6:-4, 4, -8, -14, -18, 0, -20
17,-2:-4, 4, -8, -14, -18, 2, -16
-4,-1:-4, 4, -8, -14, -12, -6, 6
-4,-1:-4, 4, -8, -14, -12, 6, -6
-4,-1:-4, 4, -8, -14, -12, 6, -4
-4,-1:-4, 4, -8, -14, -12, 6, -2
4,-6:-4, 4, -8, -12, -4, 0, -10
4,-6:-4, 4, -8, -12, -4, 0, -8
4,-6:-4, 4, -8, -12, -4, 0, -6
-1,5:-4, 4, -8, 6, -4, 0, -10
-1,5:-4, 4, -8, 6, -4, 0, -8
4,7:-4, 4, -8, 6, 4, 0, -14
4,7:-4, 4, -8, 6, 4, 0, -12
4,7:-4, 4, -8, 6, 4, 0, -10
22,-9:-4, 4, -4, -28, -26, -22, -16
22,-9:-4, 4, -4, -28, -26, -22, -14
22,-9:-4, 4, -4, -28, -26, -22, -12
22,-9:-4, 4, -4, -28, -26, -16, -22
14,-13:-4, 4, -4, -26, -12, -18, -18
14,-13:-4, 4, -4, -26, -12, -18, -16
14,-13:-4, 4, -4, -26, -12, -18, -14
6,-17:-4, 4, -4, -22, -10, -18, -26
6,-17:-4, 4, -4, -22, -10, -18, -24
6,-17:-4, 4, -4, -22, -10, -18, -22
14,-17:-4, 4, -4, -16, -22, -18, -22
14,-17:-4, 4, -4, -16, -16, -22, -34
14,-17:-4, 4, -4, -16, -16, -22, -30
7,3:-4, 4, -2, -12, -8, -22, -10
-1,11:-4, 4, -2, -12, 2, 14, -6
-1,5:-4, 4, -2, -12, 6, 0, -14
-1,5:-4, 4, -2, -12, 6, 0, -4
7,17:-4, 4, -2, -12, 6, 2, 2
0,2:-4, 4, -2, 2, 6, -16, 4
17,-10:-4, 4, -2, 6, 0, -2, -4
17,-10:-4, 4, -2, 6, 0, -2, 0
17,-10:-4, 4, -2, 6, 0, 6, 6
17,-10:-4, 4, -2, 6, 0, 6, 8
17,-10:-4, 4, -2, 6, 0, 6, 10
-4,10:-4, 4, 4, -6, -14, 4, -4
-4,10:-4, 4, 4, -6, -14, 4, 0
-4,10:-4, 4, 4, -6, -4, 4, -4
-4,10:-4, 4, 4, -6, -4, 4, -2
-4,10:-4, 4, 4, -6, 0, 4, -14
-4,10:-4, 4, 4, -6, 0, 4, -4
4,-6:-4, 4, 4, -6, 0, 4, 10
4,-6:-4, 4, 4, -6, 0, 4, 20
4,-6:-4, 4, 4, -6, 0, 8, 6
4,-6:-4, 4, 4, -6, 0, 8, 8
4,-6:-4, 4, 4, -6, 0, 8, 10
4,-6:-4, 4, 4, -6, 4, 6, 10
4,-6:-4, 4, 4, -6, 4, 6, 14
4,-6:-4, 4, 4, 4, 6, 0, 4
4,-6:-4, 4, 4, 4, 6, 0, 14
4,-6:-4, 4, 4, 4, 8, 0, -2
4,-6:-4, 4, 4, 4, 8, 0, 0
-5,6:-4, 4, 4, 6, 10, 6, -2
-5,6:-4, 4, 4, 6, 10, 6, 0
-5,6:-4, 4, 4, 6, 10, 6, 2
16,-9:-4, 4, 6, 4, -8, 6, -8
-3,10:-4, 4, 6, 6, 12, 6, -14
2,8:6, -4, -4, -6, -14, 6, 0
10,3:6, -4, -4, -6, -8, -18, -20
9,-7:6, -4, -4, -6, -8, -18, -4
9,-7:6, -4, -4, -6, -8, -18, 0
9,-7:6, -4, -4, -6, -8, -4, -18
9,-7:6, -4, -4, -6, -8, -4, -8
9,-7:6, -4, -4, -6, -8, -2, -14
2,8:6, -4, -4, -6, 6, 0, -14
2,8:6, -4, -4, -6, 6, 0, -4
7,-3:6, -4, -4, -6, 6, 0, 2
7,-3:6, -4, -4, -6, 6, 0, 12
7,-3:6, -4, -4, -6, 6, 4, 2
7,-3:6, -4, -4, -6, 6, 4, 4
7,-3:6, -4, -4, -6, 6, 4, 6
9,13:6, -4, -4, -4, -14, 6, -4
9,13:6, -4, -4, -4, 6, -4, -4
9,13:6, -4, -4, -4, 6, -4, -2
5,7:6, -4, -4, 0, -12, -10, 4
5,7:6, -4, -4, 0, -12, 4, -10
5,7:6, -4, -4, 0, -12, 4, -6
4,9:6, -4, -4, 0, -12, 4, 6
-2,9:6, -4, -4, 2, 6, 10, 6
7,-3:6, -4, -4, 4, -10, -12, 2
7,-3:6, -4, -4, 4, -10, 2, -14
7,-3:6, -4, -4, 4, -10, 2, -12
7,-3:6, -4, -4, 4, -10, 2, -10
7,-3:6, -4, -4, 4, -8, 0, -10
7,-3:6, -4, -4, 4, -8, 0, -8
9,9:6, -4, -4, 4, -2, -12, -6
10,0:6, -4, 6, -4, -4, -6, 0
-2,9:6, -4, 6, 6, 8, 8, -2
4,3:6, -4, 6, 6, 14, 16, -4
4,3:6, -4, 6, 6, 14, 16, 0
3,5:6, 6, -4, 0, 10, 6, 12
-12,11:6, 6, -2, -4, 4, 0, -4
13,2:6, 6, -2, -4, 12, -2, 2
1,0:6, 6, -2, -2, 8, 16, -12
1,0:6, 6, -2, -2, 14, 16, 0
1,0:6, 6, -2, -2, 14, 16, 2
1,0:6, 6, -2, -2, 14, 16, 4
-3,7:6, 6, -2, 4, 0, 8, 0
2,0:6, 6, -2, 4, 0, 8, 6
-3,7:6, 6, -2, 4, 8, 4, -4
-3,7:6, 6, -2, 4, 8, 4, -2
-3,7:6, 6, -2, 4, 8, 4, 0
1,0:6, 6, -2, 4, 10, 16, 6
1,0:6, 6, -2, 4, 10, 16, 8
1,0:6, 6, -2, 4, 10, 16, 10
1,0:6, 6, -2, 12, 8, 0, 10
1,0:6, 6, -2, 12, 8, 4, 12
1,0:6, 6, -2, 12, 8, 4, 14
1,0:6, 6, -2, 12, 8, 6, 6
1,0:6, 6, -2, 12, 8, 6, 8
1,0:6, 6, -2, 12, 8, 14, 4
1,0:6, 6, -2, 12, 10, 8, 16
8,-7:6, 6, 2, -6, -10, 18, 12
8,-7:6, 6, 2, -6, -10, 18, 14
8,-7:6, 6, 2, -6, -10, 18, 16
7,9:6, 6, 2, -6, 10, -6, 12
7,9:6, 6, 2, -6, 10, 12, -6
8,9:6, 6, 2, 10, 4, 16, 12
1,0:6, 6, 6, -8, -4, 16, -4
1,0:6, 6, 6, -8, -4, 16, -2
1,0:6, 6, 6, -8, -4, 16, 0
1,0:6, 6, 6, -6, -10, 16, 2
1,0:6, 6, 6, -6, 0, 16, -6
1,0:6, 6, 6, -6, 4, 16, -6
1,0:6, 6, 6, -6, 6, 16, -4
1,0:6, 6, 6, -2, 4, 16, -2
1,0:6, 6, 6, -2, 4, 16, 0
1,0:6, 6, 6, -2, 4, 16, 2
-2,7:6, 6, 8, -4, 4, -16, 12
-3,14:6, 6, 8, -4, 4, -16, 14
-2,7:6, 6, 8, -4, 4, 12, -16
-2,7:6, 6, 8, -4, 4, 12, -14
-2,7:6, 6, 8, -4, 4, 12, -12
-3,11:6, 6, 8, 2, 10, 2, 6
-3,2:6, 6, 8, 2, 10, 4, 22
-3,2:6, 6, 8, 2, 10, 14, 22
-5,6:6, 6, 8, 8, 0, -6, 4
-5,6:6, 6, 8, 8, 0, 0, 2
-5,6:6, 6, 8, 8, 0, 2, 2
-5,6:6, 6, 8, 8, 2, 2, 4
-5,6:6, 6, 8, 8, 2, 6, -4
-5,6:6, 6, 8, 8, 2, 6, -2
-7,-3:6, 6, 8, 8, 6, -8, -2
-7,-3:6, 6, 8, 8, 6, -6, -10
-7,-3:6, 6, 8, 8, 6, -6, -8
1,0:6, 6, 14, 2, 16, 10, 12
1,0:6, 6, 14, 2, 16, 10, 14
1,0:6, 6, 14, 2, 16, 10, 16
1,0:6, 6, 14, 6, 0, 16, 2
1,0:6, 6, 14, 6, 0, 16, 12
1,0:6, 6, 14, 6, 4, 16, 2
1,0:6, 6, 14, 6, 4, 16, 4
1,0:6, 6, 14, 6, 4, 16, 6
1,0:6, 6, 14, 6, 6, 16, -2
10,8:6, 6, 16, -16, 4, 2, 8
15,15:-4, -14, -12, -2, 14, -2, -12, -8
15,6:-4, -14, -12, -2, 14, -2, -10, 8
15,6:-4, -14, -12, -2, 14, -2, 0, 8
-2,2:-4, -14, -12, 10, 10, 8, 14, -10
-2,2:-4, -14, -12, 10, 10, 8, 14, -8
-2,2:-4, -14, -12, 10, 10, 8, 14, -6
18,0:-4, -14, -12, 14, -12, -6, -8, -20
18,0:-4, -14, -12, 14, -12, -6, -8, -10
-2,2:-4, -14, -8, 10, 10, 16, 14, 2
-2,2:-4, -14, -8, 10, 10, 16, 14, 12
-5,17:-4, -14, -8, 10, 20, 20, 10, 14
-5,8:-4, -14, -8, 10, 20, 20, 12, 30
-5,8:-4, -14, -8, 10, 20, 20, 22, 30
-12,12:-4, -14, -8, 20, 12, 18, 22, 16
-8,5:-4, -14, -8, 20, 12, 18, 22, 30
-8,5:-4, -14, -8, 20, 12, 18, 30, 22
-8,5:-4, -14, -8, 20, 12, 18, 30, 28
-8,5:-4, -14, -8, 20, 12, 28, 30, 16
-8,5:-4, -14, -8, 20, 12, 28, 30, 18
-8,5:-4, -14, -8, 20, 12, 28, 30, 20
-1,-2:-4, -14, -8, 20, 16, 8, 4, 24
-1,-2:-4, -14, -8, 20, 16, 8, 4, 26
-1,-2:-4, -14, -8, 20, 16, 8, 4, 28
-1,-2:-4, -14, -8, 20, 16, 8, 26, 4
-8,5:-4, -14, -8, 20, 20, 8, 30, 8
-8,5:-4, -14, -8, 20, 20, 10, 30, 6
-8,5:-4, -14, -8, 20, 20, 10, 30, 16
-8,5:-4, -14, -8, 20, 20, 12, 30, 10
-8,5:-4, -14, -8, 20, 20, 12, 30, 12
-8,5:-4, -14, -8, 20, 20, 12, 30, 14
-8,5:-4, -14, -8, 20, 20, 18, 30, 16
-16,2:-4, -14, -8, 20, 22, 22, 20, 10
-8,5:-4, -14, -8, 20, 28, 16, 30, 16
-4,16:-4, -14, -8, 20, 28, 20, 14, 14
12,12:-4, -14, 10, -2, -12, -8, 20, 14
12,12:-4, -14, 10, -2, -12, -8, 20, 16
12,12:-4, -14, 10, -2, -12, -8, 20, 18
12,3:-4, -14, 10, -2, -10, 8, 20, 14
12,3:-4, -14, 10, -2, -10, 8, 20, 16
12,3:-4, -14, 10, -2, -10, 8, 20, 18
6,9:-4, -14, 10, -2, 0, 0, -10, 14
6,9:-4, -14, 10, -2, 0, 0, -10, 16
12,3:-4, -14, 10, -2, 0, 20, 10, 12
12,3:-4, -14, 10, -2, 20, 10, 12, 0
-4,12:-4, -14, 10, 10, 14, -4, 4, 18
-4,12:-4, -14, 10, 10, 14, -4, 18, 4
-4,12:-4, -14, 10, 10, 14, -4, 18, 8
-5,14:-4, -14, 10, 10, 14, -4, 18, 20
0,14:-4, -14, 10, 10, 18, 12, 2, 8
-5,17:-4, -14, 10, 20, 20, 10, 14, -8
-5,17:-4, -14, 10, 20, 20, 10, 14, -6
-5,17:-4, -14, 10, 20, 20, 10, 14, -4
-5,8:-4, -14, 10, 20, 20, 12, 30, -8
-5,8:-4, -14, 10, 20, 20, 12, 30, -6
-5,8:-4, -14, 10, 20, 20, 12, 30, -4
8,10:-4, -14, 14, -2, -10, -4, 0, -6
12,3:-4, -14, 14, -2, -10, -4, 0, 8
12,3:-4, -14, 14, -2, -10, -4, 8, 0
12,3:-4, -14, 14, -2, -10, -4, 8, 6
12,3:-4, -14, 14, -2, -10, 6, 8, -6
12,3:-4, -14, 14, -2, -10, 6, 8, -4
12,3:-4, -14, 14, -2, -10, 6, 8, -2
19,-4:-4, -14, 14, -2, -6, -14, -18, 2
19,-4:-4, -14, 14, -2, -6, -14, -18, 4
19,-4:-4, -14, 14, -2, -6, -14, -18, 6
19,-4:-4, -14, 14, -2, -6, -14, 4, -18
12,3:-4, -14, 14, -2, -2, -14, 8, -14
12,3:-4, -14, 14, -2, -2, -12, 8, -16
12,3:-4, -14, 14, -2, -2, -12, 8, -6
12,3:-4, -14, 14, -2, -2, -10, 8, -12
12,3:-4, -14, 14, -2, -2, -10, 8, -10
12,3:-4, -14, 14, -2, -2, -10, 8, -8
12,3:-4, -14, 14, -2, -2, -4, 8, -6
4,0:-4, -14, 14, -2, 0, 0, -2, -12
12,3:-4, -14, 14, -2, 6, -6, 8, -6
16,14:-4, -14, 14, -2, 6, -2, -8, -8
3,-2:-4, -12, -14, -4, -6, -2, -14, -18
7,-1:-4, -12, -14, -4, -4, -10, -18, -2
7,-1:-4, -12, -14, -4, -4, -10, -2, -18
7,-1:-4, -12, -14, -4, -4, -10, -2, -14
-3,16:-4, -12, -14, 0, -8, -2, 8, 12
-1,5:-4, -12, -14, 0, -8, 6, 0, -14
-1,5:-4, -12, -14, 0, -8, 6, 0, -12
-1,5:-4, -12, -14, 0, -8, 6, 0, -10
14,5:-4, -12, -14, 0, -2, -12, -2, 0
9,-3:-4, -12, -14, 4, -6, -8, -2, 0
8,-7:-4, -12, -14, 4, -6, -8, 6, 4
11,13:-4, -12, -14, 4, -6, -6, -8, 4
11,13:-4, -12, -14, 4, -6, -6, 4, -8
9,-9:-4, -12, -14, 4, -6, 6, -12, -20
9,-9:-4, -12, -14, 4, -6, 6, -12, -10
8,-14:-4, -12, -8, -18, -14, -18, -8, 2
8,-14:-4, -12, -8, -18, -14, -18, -8, 4
8,-14:-4, -12, -8, -18, -14, -18, -8, 6
8,-14:-4, -12, -8, -18, -14, -18, 2, -8
6,-10:-4, -12, -8, -18, -4, -4, 2, -2
6,-10:-4, -12, -8, -18, -4, -4, 2, 0
6,-10:-4, -12, -8, -18, -4, -4, 2, 2
-3,14:-4, -12, -8, -18, -4, 2, 6, 10
6,-10:-4, -12, -8, -14, -20, 0, -16, 2
6,-10:-4, -12, -8, -14, -20, 0, 2, -16
6,-10:-4, -12, -8, -14, -20, 0, 2, -12
11,-8:-4, -12, -8, -14, -20, 0, 2, -10
6,-10:-4, -12, -8, -14, -14, -12, 0, -10
6,-10:-4, -12, -8, -14, -14, -12, 0, -8
6,-10:-4, -12, -8, -14, -14, -12, 0, -6
6,-10:-4, -12, -8, -14, -14, -10, 0, -6
6,-10:-4, -12, -8, -14, -14, -8, -4, 2
6,-10:-4, -12, -8, -14, -14, -8, -2, -6
6,-10:-4, -12, -8, -14, -14, -8, -2, -4
6,-10:-4, -12, -8, -14, -14, -2, 0, -2
9,-9:-4, -12, -8, -14, -10, -16, -20, -6
6,-10:-4, -12, -8, -14, 0, -20, -16, 4
6,-10:-4, -12, -8, -14, 0, -20, 4, -16
17,5:-4, -12, -8, -14, 0, -14, -24, -18
17,-4:-4, -12, -8, -14, 0, -14, -24, -16
17,-4:-4, -12, -8, -14, 0, -14, -24, -6
17,-4:-4, -12, -8, -14, 0, -14, -22, -12
17,-4:-4, -12, -8, -14, 0, -14, -8, -12
17,-4:-4, -12, -8, -14, 0, -14, -8, -8
17,-4:-4, -12, -8, -14, 0, -14, -6, -24
17,-4:-4, -12, -8, -14, 0, -14, -6, -20
17,4:-4, -12, -8, -14, 0, -8, -14, -14
10,-3:-4, -12, -8, -14, 0, -8, -12, -8
6,-10:-4, -12, -8, -4, -4, -14, -10, -4
19,4:-4, -12, -8, -2, -14, -8, -20, -12
8,-9:-4, -12, -8, -2, -14, -8, -18, -14
19,4:-4, -12, -8, -2, -14, -8, -12, -20
5,-14:-4, -12, -8, 2, 0, -28, -18, -16
5,6:-4, -12, -6, -14, -14, -4, -4, 8
8,1:-4, -12, -6, -14, -8, 8, 8, 2
8,1:-4, -12, -6, -14, -8, 8, 8, 4
1,9:-4, -12, -6, -14, -2, 6, -10, 2
12,-3:-4, -12, -6, -14, 0, -12, -8, -10
10,-2:-4, -12, -6, -14, 4, -6, -8, -2
4,8:-4, -12, -6, -14, 8, -2, 8, 0
3,10:-4, -12, -6, -14, 8, 2, 8, 10
-4,11:-4, -12, -6, -14, 8, 8, 8, 18
3,10:-4, -12, -6, -14, 8, 8, 10, 2
0,-8:-4, -12, -6, -2, -10, -8, -6, 4
10,-10:-4, -12, -6, -2, -8, -6, 6, 0
13,-7:-4, -12, -6, -2, -6, -2, -10, 0
7,5:-4, -12, -6, 0, -2, 4, 4, -8
7,5:-4, -12, -6, 0, -2, 4, 4, -6
7,5:-4, -12, -6, 0, -2, 4, 4, -4
11,-11:-4, -12, -4, -8, -16, -16, -18, -12
-1,-2:-4, -12, -4, -8, -6, -4, -4, -14
5,-8:-4, -12, -4, -8, -6, 2, 4, -16
5,-8:-4, -12, -4, -8, -6, 2, 4, -12
7,-1:-4, -12, -4, -4, -10, -18, -2, -14
4,-6:-4, -12, -4, -4, -10, -18, -2, -12
4,-6:-4, -12, -4, -4, -10, -18, -2, -2
4,-6:-4, -12, -4, -4, -10, -18, 6, 2
4,-6:-4, -12, -4, -4, -10, -18, 6, 4
3,7:-4, -12, -4, -4, -10, -8, 2, 8
4,-6:-4, -12, -4, -4, -10, -4, 0, -18
4,-6:-4, -12, -4, -4, -10, -4, 0, -14
11,0:-4, -12, -4, 2, -6, -12, 6, 2
11,9:-4, -12, -4, 2, 2, -6, -14, -10
11,0:-4, -12, -4, 2, 2, -6, -12, 6
11,0:-4, -12, -4, 2, 2, -6, -2, 6
4,-6:-4, -12, -4, 2, 6, 2, -12, 6
4,-6:-4, -12, -4, 2, 6, 2, -10, 6
4,-6:-4, -12, -4, 2, 6, 2, 6, -12
4,-6:-4, -12, -4, 2, 6, 2, 6, -8
4,-6:-4, -12, -4, 2, 6, 4, 4, -10
4,-6:-4, -12, -4, 2, 6, 4, 4, 0
4,-6:-4, -12, -4, 2, 6, 4, 10, 2
0,13:-4, -12, -4, 6, -12, -14, 0, 16
0,13:-4, -12, -4, 6, -12, -14, 16, 0
0,1:-4, -12, -4, 6, -10, 2, 10, -14
0,1:-4, -12, -4, 6, -10, 2, 10, -12
4,-6:-4, -12, -4, 6, -8, 0, 8, 10
4,-6:-4, -12, -4, 6, -8, 0, 8, 12
4,-6:-4, -12, -4, 6, -8, 0, 14, 20
4,-6:-4, -12, -4, 6, -8, 0, 16, 8
4,-6:-4, -12, -4, 6, -8, 0, 16, 14
4,-6:-4, -12, -4, 6, -8, 0, 18, 16
0,13:-4, -12, -4, 6, -8, 2, 16, 4
0,13:-4, -12, -4, 6, -8, 2, 16, 8
0,1:-4, -12, -4, 6, -8, 2, 16, 16
0,1:-4, -12, -4, 6, -8, 2, 16, 20
0,1:-4, -12, -4, 6, -8, 2, 18, 16
0,1:-4, -12, -4, 6, -8, 2, 22, 18
0,1:-4, -12, -4, 6, -8, 2, 22, 20
0,1:-4, -12, -4, 6, -8, 2, 22, 22
0,13:-4, -12, -4, 6, -8, 8, 16, 2
0,1:-4, -12, -4, 6, -8, 16, 2, 20
0,1:-4, -12, -4, 6, -8, 16, 2, 22
0,1:-4, -12, -4, 6, -8, 16, 16, 2
-3,10:-4, -12, -4, 6, -8, 18, 2, 10
-3,10:-4, -12, -4, 6, -8, 18, 2, 12
-3,10:-4, -12, -4, 6, -8, 18, 10, 2
1,-6:-4, -12, -4, 6, -4, -2, 16, -2
3,-8:-4, -12, -4, 6, -4, 2, 14, 10
4,-6:-4, -12, -4, 6, 0, 8, 10, -8
0,1:-4, -12, -4, 6, 2, -12, 10, -6
0,13:-4, -12, -4, 6, 2, -12, 16, 0
11,13:-4, -12, -4, 6, 2, 0, -4, 18
0,13:-4, -12, -4, 6, 2, 2, 16, -4
0,13:-4, -12, -4, 6, 2, 2, 16, 0
0,13:-4, -12, -4, 6, 2, 4, 16, -8
-3,10:-4, -12, -4, 6, 18, 2, 10, -8
4,-6:-4, -12, -4, 6, 18, 4, -4, 12
4,-6:-4, -12, -4, 6, 18, 4, -4, 20
4,-6:-4, -12, -4, 6, 18, 4, 12, -4
-3,3:-4, -12, 0, -12, -12, -6, -16, 4
-3,3:-4, -12, 0, -12, -12, -6, -16, 6
-3,3:-4, -12, 0, -12, -12, -6, -16, 8
-3,3:-4, -12, 0, -12, -12, -6, 4, -16
4,-6:-4, -12, 0, -12, -8, -6, 6, 2
4,-6:-4, -12, 0, -10, -4, -6, 0, -12
4,-6:-4, -12, 0, -10, -4, 0, 0, -22
4,-6:-4, -12, 0, -10, -4, 0, 0, -16
4,-6:-4, -12, 0, -10, -2, 0, 0, -10
4,-6:-4, -12, 0, -10, -2, 0, 0, -8
4,-6:-4, -12, 0, -10, -2, 2, 0, -4
15,-7:-4, -12, 0, -8, -16, -18, -12, 2
4,-6:-4, -12, 0, -8, -16, -18, 0, -10
15,-7:-4, -12, 0, -8, -16, -18, 2, -12
4,-6:-4, -12, 0, -8, -6, -16, 0, -14
4,-6:-4, -12, 0, -8, -6, -16, 0, -12
4,-6:-4, -12, 0, -8, -6, -16, 0, -10
4,-7:-4, -12, 0, -8, 6, 0, -8, -18
4,-6:-4, -12, 0, -4, -12, -6, 0, -10
4,-6:-4, -12, 0, -4, -12, -6, 0, -8
4,-6:-4, -12, 0, -4, -12, -6, 0, -6
6,-10:-4, -12, 0, -4, -8, -8, -18, 0
6,-10:-4, -12, 0, -4, -8, -8, -10, -8
2,-1:-4, -12, 0, -4, -6, -10, 0, -14
2,-1:-4, -12, 0, -4, -6, -10, 0, -12
2,-1:-4, -12, 0, -4, -6, -10, 0, -10
4,-6:-4, -12, 0, -4, -2, 2, 0, -8
4,-6:-4, -12, 0, -2, -12, -6, 0, -10
14,5:-4, -12, 0, -2, -12, -2, 0, -14
4,-6:-4, -12, 0, -2, -12, -2, 0, -6
4,-6:-4, -12, 0, -2, -12, -2, 0, -2
4,-6:-4, -12, 0, -2, -12, 4, -2, 6
13,2:-4, -12, 0, -2, -2, -12, 6, 2
4,-6:-4, -12, 0, -2, 2, 0, -8, -12
4,-6:-4, -12, 0, -2, 2, 0, -8, -8
4,-6:-4, -12, 0, -2, 2, 0, -6, -4
4,-6:-4, -12, 0, -2, 2, 0, -2, -12
10,19:-4, -12, 0, -2, 6, 12, 22, 28
9,6:-4, -12, 4, -6, -14, -16, 6, 10
8,-5:-4, -12, 4, -6, -14, -8, -2, -10
4,-6:-4, -12, 4, -6, -8, -6, -2, -4
4,-6:-4, -12, 4, -6, -8, -6, 0, -6
4,-6:-4, -12, 4, -6, -8, -6, 0, -4
4,-6:-4, -12, 4, -6, -8, -2, 0, -16
4,-6:-4, -12, 4, -6, -8, -2, 0, -6
11,13:-4, -12, 4, -6, -6, -16, 4, -4
10,8:-4, -12, 4, -6, -2, 2, 0, -10
9,-3:-4, -12, 4, -6, 0, -2, 2, -14
9,-3:-4, -12, 4, -6, 0, -2, 2, -4
4,-6:-4, -12, 4, -6, 0, 0, 0, -14
4,-6:-4, -12, 4, -6, 0, 0, 0, -4
6,-10:-4, -12, 4, 4, -8, -18, -2, 2
6,-10:-4, -12, 4, 4, -8, -18, -2, 4
6,-10:-4, -12, 4, 4, -8, -18, -2, 6
6,-10:-4, -12, 4, 4, -8, -10, -20, -2
6,-10:-4, -12, 4, 4, -8, -10, -20, 2
6,-10:-4, -12, 4, 4, -8, -10, -2, -20
6,-10:-4, -12, 4, 4, -8, -10, -2, -16
6,-10:-4, -12, 4, 4, -6, -8, -10, -16
6,-10:-4, -12, 4, 6, -8, -18, 0, -6
6,-10:-4, -12, 4, 6, -8, -18, 0, 2
6,-10:-4, -12, 4, 6, -8, -18, 6, 0
6,-10:-4, -12, 4, 6, -8, -18, 6, 6
6,-10:-4, -12, 4, 6, -8, -18, 6, 8
6,-10:-4, -12, 4, 6, -8, -18, 10, 6
6,-10:-4, -12, 4, 6, -8, -18, 10, 8
6,-10:-4, -12, 4, 6, -8, -18, 10, 10
2,-8:-4, -12, 4, 6, 10, -10, 0, -6
2,-8:-4, -12, 4, 6, 10, -10, 0, -4
2,-8:-4, -12, 4, 6, 10, -10, 0, -2
2,-8:-4, -12, 4, 6, 10, 0, 2, -6
4,-4:-4, -6, -14, -2, -2, -2, -4, 2
-8,5:-4, -6, -14, -2, 8, 10, 10, 0
-2,-1:-4, -6, -14, -2, 8, 16, 18, -2
-2,-1:-4, -6, -14, -2, 8, 16, 18, 2
3,3:-4, -6, -14, 2, 4, -2, 6, -2
3,3:-4, -6, -14, 2, 4, -2, 14, -2
5,6:-4, -6, -14, 2, 4, 0, 4, 6
-2,11:-4, -6, -14, 2, 4, 0, 14, 12
-2,11:-4, -6, -14, 2, 4, 14, 12, 0
-2,11:-4, -6, -14, 2, 4, 14, 12, 2
-1,21:-4, -6, -14, 2, 6, 6, 12, 8
-6,14:-4, -6, -14, 2, 10, 18, 8, 12
-6,5:-4, -6, -14, 2, 10, 18, 10, 28
-6,5:-4, -6, -14, 2, 10, 18, 20, 28
4,-5:-4, -6, -14, 6, -4, -14, -18, 10
4,-5:-4, -6, -14, 6, -4, -14, 10, -18
4,-5:-4, -6, -14, 6, -4, -14, 10, -14
14,2:-4, -6, -14, 6, -2, -22, -2, 2
14,2:-4, -6, -14, 6, -2, -22, -2, 4
14,2:-4, -6, -14, 6, -2, -22, -2, 6
14,2:-4, -6, -14, 6, -2, -22, 2, 2
14,2:-4, -6, -14, 6, -2, -20, -4, -30
14,2:-4, -6, -14, 6, -2, -20, -4, -26
14,2:-4, -6, -14, 6, -2, -18, -4, -22
