-8,-6:-4, -6, -6, -4, -10, 2
-8,-6:-4, -6, -6, -4, -10, 4
-8,-6:-4, -6, -6, -4, -10, 6
4,-7:-4, -6, -4, -8, -12, -8
3,4:-4, -6, 6, 10, -10, -2
5,-3:-4, -4, 2, 8, -12, -14
4,14:-4, 0, -8, -10, 4, 0
4,14:-4, 0, -8, -10, 4, 2
4,14:-4, 0, -8, 4, -4, -2
4,14:-4, 0, -8, 4, -2, -4
4,14:-4, 0, -8, 4, 0, -10
4,14:-4, 0, -8, 4, 0, -6
-4,3:-4, 0, -2, -10, 6, 10
-4,3:-4, 0, -2, 6, 10, -10
-4,3:-4, 0, -2, 6, 10, -6
9,5:-4, 4, -10, -6, 2, 4
5,8:-4, -12, -14, 0, -10, -14, -6
-4,-3:-4, -12, -8, -14, -14, 2, 4
8,-10:-4, -12, 4, -6, -14, -8, -12
4,-4:-4, -6, -6, -14, 0, 2, 0
-8,-6:-4, -6, -6, -4, -10, 10, 4
-8,-6:-4, -6, -6, -4, -10, 10, 6
-8,-6:-4, -6, -6, -4, -10, 10, 8
-2,0:-4, -6, -6, -4, -8, 8, 4
-2,0:-4, -6, -6, -4, 8, 4, -8
0,-7:-4, -6, -6, 0, 2, -2, -4
13,-11:-4, -6, -6, 2, -10, -12, 0
-2,-4:-4, -6, 6, 6, 12, 16, 0
14,-4:-4, -4, -8, -12, -12, -16, 6
14,-4:-4, -4, -8, -12, -12, -16, 8
14,-4:-4, -4, -8, -12, -12, -16, 10
14,-4:-4, -4, -8, -12, -12, 6, -16
5,-3:-4, -4, 2, 8, -12, -18, -12
5,-3:-4, -4, 2, 8, -12, -16, -20
5,-3:-4, -4, 2, 8, -12, -16, -18
2,-16:-4, -4, 2, 12, 14, -8, -16
10,-6:-4, 0, -12, -12, -6, 8, -8
2,-5:-4, 0, -12, -6, -6, -14, -14
-2,1:-4, 0, -8, -4, -10, -6, 8
4,14:-4, 0, -8, 4, -4, 0, -12
4,14:-4, 0, -8, 4, -4, 0, -10
4,14:-4, 0, -8, 4, -4, 0, -8
8,6:-4, 0, -2, -4, -14, 4, -20
-4,3:-4, 0, -2, -4, 6, 10, -12
-4,3:-4, 0, -2, -4, 6, 10, -10
-4,3:-4, 0, -2, -4, 6, 10, -8
7,9:-4, 0, 4, 4, -8, -12, 2
7,9:-4, 0, 4, 4, -8, 2, -12
7,9:-4, 0, 4, 4, -8, 2, -10
7,9:-4, 0, 4, 4, -8, 2, -8
7,-12:-4, 0, 4, 6, -16, -20, -16
-1,-1:-4, 4, -10, -6, -14, -4, -2
-1,-1:-4, 4, -10, -6, -14, -4, 2
12,-5:-4, 4, -8, -14, -18, -14, 2
12,-5:-4, 4, -8, -14, -18, 2, -14
-9,-4:-4, 4, -8, -14, -12, -6, 8
-9,-4:-4, 4, -8, -14, -12, 8, -6
-9,-4:-4, 4, -8, -14, -12, 8, -4
-9,-4:-4, 4, -8, -14, -12, 8, -2
4,4:-4, 4, -8, -14, 0, -12, -6
23,-5:-4, 4, -8, -14, 0, -6, -36
27,-10:-4, 4, -8, -14, 0, -6, -24
3,-2:-4, 4, -2, -12, -2, -2, -12
7,8:-4, 4, 4, 4, 6, 8, 16
8,9:6, 6, -2, 12, 8, 0, -2
6,-4:6, 6, 2, 4, -4, -8, 8
6,-4:6, 6, 2, 4, -4, -8, 12
6,-4:6, 6, 2, 4, -4, 8, -8
17,4:6, 6, 2, 10, -2, 0, 8
17,4:6, 6, 2, 10, -2, 0, 12
17,4:6, 6, 2, 10, -2, 4, 6
17,4:6, 6, 2, 10, -2, 6, 4
17,4:6, 6, 2, 10, -2, 8, 0
17,4:6, 6, 2, 10, -2, 8, 2
0,5:6, 6, 6, -6, 0, 14, 16
7,3:6, 6, 8, -4, -8, 10, 4
-4,4:6, 6, 8, 6, 10, 14, 10
-3,-8:6, 6, 8, 8, 6, 12, -4
-3,-8:6, 6, 8, 8, 6, 12, -2
-3,-8:6, 6, 8, 8, 6, 12, 0
0,-7:-4, -12, -6, 0, -8, 0, 2, -2, -4
30,1:-4, -12, -4, -2, 2, 12, -4, -14, -20
-5,10:-4, -12, -4, 6, -12, -14, -8, 18, -14
-5,10:-4, -12, -4, 6, -12, -14, -8, 18, -12
-5,10:-4, -12, -4, 6, -12, -14, -8, 18, -10
5,2:-4, -12, -4, 6, -12, -10, -16, -4, 20
-5,10:-4, -12, -4, 6, -12, -8, 8, 18, -12
6,-1:-4, -12, -4, 6, -12, 4, -2, 2, -26
-5,10:-4, -12, -4, 6, -10, -6, 8, 18, 2
8,-1:-4, -12, -4, 6, -10, 2, -6, 4, 10
8,-1:-4, -12, -4, 6, -10, 2, -6, 4, 12
8,-1:-4, -12, -4, 6, -10, 2, -6, 10, 4
8,-1:-4, -12, -4, 6, -10, 2, -6, 10, 8
8,-1:-4, -12, -4, 6, -10, 2, 4, 10, -6
-5,10:-4, -12, -4, 6, -10, 2, 4, 18, -14
-5,10:-4, -12, -4, 6, -10, 2, 4, 18, -12
8,-1:-4, -12, -4, 6, -10, 16, 12, -6, 10
8,-1:-4, -12, -4, 6, -10, 16, 12, -6, 12
8,-1:-4, -12, -4, 6, -10, 18, 2, -6, 16
-5,10:-4, -12, -4, 6, -8, -6, 2, -2, 18
-5,10:-4, -12, -4, 6, -8, -4, 8, 18, -4
-5,10:-4, -12, -4, 6, -8, -4, 8, 18, -2
-5,10:-4, -12, -4, 6, -8, 0, 8, 18, -14
-5,10:-4, -12, -4, 6, -8, 0, 8, 18, -4
-5,10:-4, -12, -4, 6, -8, 2, 2, 18, 2
-5,10:-4, -12, -4, 6, -8, 2, 6, 18, -2
-5,10:-4, -12, -4, 6, -8, 2, 6, 18, 0
-5,10:-4, -12, -4, 6, -8, 2, 6, 18, 2
-1,11:-4, -12, -4, 6, -8, 16, 2, 4, 14
-1,11:-4, -12, -4, 6, -8, 16, 2, 14, 4
-5,10:-4, -12, -4, 6, -4, -8, 18, 6, -2
-5,10:-4, -12, -4, 6, -4, 6, 0, 18, -4
-5,10:-4, -12, -4, 6, 2, -12, 4, 18, -6
-5,10:-4, -12, -4, 6, 2, 0, -10, 18, -4
-5,10:-4, -12, -4, 6, 2, 0, -8, 18, -2
-5,10:-4, -12, -4, 6, 2, 0, 6, 6, 18
-5,10:-4, -12, -4, 6, 2, 0, 6, 18, -2
-5,10:-4, -12, -4, 6, 2, 2, 2, 18, -6
-5,10:-4, -12, -4, 6, 2, 2, 2, 18, -4
-5,10:-4, -12, -4, 6, 2, 2, 2, 18, -2
-13,-1:-4, -12, -4, 6, 2, 16, -2, -2, 2
-13,-1:-4, -12, -4, 6, 2, 16, -2, -2, 12
-13,-1:-4, -12, -4, 6, 2, 16, -2, 12, -2
-13,-1:-4, -12, -4, 6, 2, 16, -2, 12, 0
-13,-1:-4, -12, -4, 6, 2, 16, -2, 12, 2
-5,10:-4, -12, -4, 6, 8, 6, 4, 18, 2
4,8:-4, -12, -4, 6, 14, 8, -4, -10, -14
4,8:-4, -12, -4, 6, 14, 8, -4, -10, -4
-1,11:-4, -12, -4, 6, 16, 2, -12, 14, 0
-1,11:-4, -12, -4, 6, 16, 2, 2, 14, -4
-1,11:-4, -12, -4, 6, 16, 2, 2, 14, 0
-1,11:-4, -12, -4, 6, 16, 2, 4, 14, -8
15,2:-4, -12, 0, -10, -4, -6, -14, -10, 2
15,2:-4, -12, 0, -10, -4, -6, -14, 2, -10
9,0:-4, -12, 0, -4, -10, -2, 0, 2, -6
10,3:-4, -12, 0, -4, -8, -8, -10, -20, -16
10,3:-4, -12, 0, -4, -8, -8, -10, -16, -20
17,-5:-4, -12, 0, -4, -8, -4, -12, -34, -4
17,-5:-4, -12, 0, -4, -8, -4, -12, -34, 0
17,-5:-4, -12, 0, -4, -8, -4, -12, -4, -34
9,2:-4, -12, 0, -4, -8, -4, -8, 2, -4
3,-2:-4, -12, 0, -4, -8, 4, -6, -14, -10
-8,6:-4, -12, 0, -4, -6, -10, 0, -6, 4
-1,5:-4, -12, 0, -4, 6, 10, -14, 12, 18
-1,5:-4, -12, 0, -4, 6, 10, 12, 18, -14
15,1:-4, -12, 0, -2, -12, -6, -8, -12, 2
15,1:-4, -12, 0, -2, -12, -6, -8, 2, -12
4,4:-4, -12, 0, -2, -2, 6, -12, -8, 2
7,-5:-4, -12, 0, -2, -2, 6, 10, 2, -10
2,2:-4, -12, 0, -2, 2, -8, 6, 2, -14
8,-10:-4, -12, 4, -6, -8, -8, -8, -12, -4
8,-10:-4, -12, 4, -6, -8, -8, -8, -12, -2
8,-10:-4, -12, 4, -6, -8, -8, -8, -12, 0
1,3:-4, -12, 4, 4, 4, 6, -8, -20, 0
1,3:-4, -12, 4, 4, 4, 6, -8, 0, -20
1,3:-4, -12, 4, 4, 4, 6, -8, 0, -10
1,5:-4, -12, 4, 6, -8, -14, -20, -14, -16
1,-10:-4, -12, 4, 6, 10, 0, 6, -12, -8
-3,3:-4, -6, -14, 2, 4, 0, 6, 12, 8
1,3:-4, -6, -14, 2, 4, 4, 2, 4, 4
-1,9:-4, -6, -14, 2, 4, 12, 16, 6, 12
-2,9:-4, -6, -14, 2, 4, 14, 8, 10, 14
-1,3:-4, -6, -14, 2, 6, 10, 6, 10, 6
5,5:-4, -6, -14, 2, 12, 6, 18, 6, 14
5,5:-4, -6, -14, 2, 12, 6, 18, 6, 22
-4,2:-4, -6, -14, 6, -4, -16, -14, 12, 8
-4,2:-4, -6, -14, 6, -4, -16, 12, 8, -14
-4,2:-4, -6, -14, 6, -4, -14, 12, 8, -12
-4,2:-4, -6, -14, 6, -4, -14, 12, 8, -6
-4,2:-4, -6, -14, 6, -4, -12, 12, 8, -18
7,-11:-4, -6, -14, 6, -4, -6, -16, 12, 14
7,-11:-4, -6, -14, 6, -4, -6, -16, 12, 16
7,-11:-4, -6, -14, 6, -4, -6, -16, 14, 8
-4,2:-4, -6, -14, 6, -4, -6, 12, 8, -10
-4,2:-4, -6, -14, 6, -4, -6, 12, 8, -8
7,-11:-4, -6, -14, 6, -4, 6, -16, -2, -2
7,-11:-4, -6, -14, 6, -4, 6, -16, 0, -4
7,-11:-4, -6, -14, 6, -4, 6, -16, 0, 6
7,-11:-4, -6, -14, 6, -4, 6, -16, 2, 0
7,-11:-4, -6, -14, 6, -4, 6, -16, 2, 2
7,-11:-4, -6, -14, 6, -4, 6, -16, 2, 4
7,-11:-4, -6, -14, 6, -4, 6, -16, 8, 6
5,8:-4, -6, -14, 6, -2, -22, -10, -20, 2
13,-25:-4, -6, -8, -16, -22, -28, -12, -8, -36
10,-7:-4, -6, -8, -6, -2, -10, -14, -18, -14
14,-23:-4, -6, -8, -4, -14, -2, -34, -28, -26
14,-23:-4, -6, -8, -4, -14, -2, -28, -28, -34
0,1:-4, -6, -6, -16, -6, -12, 0, 0, -16
0,1:-4, -6, -6, -16, -6, -12, 0, 0, -8
4,-5:-4, -6, -6, -16, -6, -10, 2, 0, -6
-2,-7:-4, -6, -6, -16, 0, -6, 2, 4, -2
-2,-5:-4, -6, -6, -16, 0, -4, 0, -4, 0
4,-6:-4, -6, -6, -16, 2, -8, -2, -4, -8
5,-2:-4, -6, -6, -14, -14, -6, -8, -4, 4
5,-2:-4, -6, -6, -14, -14, -6, -8, -4, 6
5,-2:-4, -6, -6, -14, -14, -6, -8, -4, 8
5,-2:-4, -6, -6, -14, -14, -6, -8, 4, -4
-9,-1:-4, -6, -6, -14, -14, -2, -10, -2, 8
-9,-1:-4, -6, -6, -14, -14, -2, -2, -4, 8
-9,-1:-4, -6, -6, -14, -14, -2, -2, 8, -4
-9,-1:-4, -6, -6, -14, -14, -2, -2, 8, -2
-9,-1:-4, -6, -6, -14, -14, -2, -2, 8, 0
5,-11:-4, -6, -6, -14, -14, 0, 2, -2, -14
-8,-6:-4, -6, -6, -4, -10, 0, -10, -4, 18
-8,-6:-4, -6, -6, -4, -10, 0, -10, -4, 20
-8,-6:-4, -6, -6, -4, -10, 0, -10, -4, 22
-8,-6:-4, -6, -6, -4, -10, 0, -10, 18, -4
-8,-6:-4, -6, -6, -4, -10, 0, -10, 18, -2
-8,-6:-4, -6, -6, -4, -10, 0, -10, 18, 0
-8,-6:-4, -6, -6, -4, -10, 0, -2, -10, 0
-8,-6:-4, -6, -6, -4, -10, 0, -2, -10, 4
-8,-6:-4, -6, -6, -4, -10, 0, -2, 0, 0
-8,-6:-4, -6, -6, -4, -10, 0, -2, 0, 2
-8,-6:-4, -6, -6, -4, -10, 0, -2, 4, -10
-8,-6:-4, -6, -6, -4, -10, 0, -2, 4, 0
-8,-6:-4, -6, -6, -4, -10, 0, 6, 6, -8
-8,-6:-4, -6, -6, -4, -10, 0, 6, 6, 2
-8,-6:-4, -6, -6, -4, -10, 10, 0, 10, 4
-8,-6:-4, -6, -6, -4, -10, 10, 0, 10, 6
-8,-6:-4, -6, -6, -4, -10, 10, 0, 10, 8
-8,-6:-4, -6, -6, -4, -10, 10, 10, 12, 4
5,4:-4, -6, -6, -4, 2, -8, 2, -2, 2
-18,-9:-4, -6, -6, -4, 8, -2, -4, -2, 2
-11,2:-4, -6, -6, 0, -8, -18, -4, -10, 16
2,-2:-4, -6, -6, 0, -8, -18, -4, -8, -4
3,2:-4, -6, -6, 0, -8, -16, 4, -12, -24
3,2:-4, -6, -6, 0, -8, -16, 4, -12, -22
3,2:-4, -6, -6, 0, -8, -16, 4, -12, -20
-3,-8:-4, -6, -6, 0, -4, 2, 0, -14, -2
8,-1:-4, -6, -6, 0, -2, 2, -4, -10, -14
-2,-6:-4, -6, -6, 2, -10, -12, -20, 2, -2
13,-11:-4, -6, -6, 2, -10, -12, 2, -6, -6
13,-11:-4, -6, -6, 2, -10, -12, 2, -6, -4
13,-11:-4, -6, -6, 2, -10, -12, 2, -6, -2
-2,-6:-4, -6, -6, 2, -10, -12, 2, -2, -20
13,-11:-4, -6, -6, 2, -10, -12, 2, -2, 0
13,-11:-4, -6, -6, 2, -10, -12, 2, 0, -4
13,-11:-4, -6, -6, 2, -10, -12, 2, 0, 0
13,-11:-4, -6, -6, 2, -10, -12, 4, 6, 8
13,-11:-4, -6, -6, 2, -10, -12, 4, 6, 10
13,-11:-4, -6, -6, 2, -10, -12, 4, 6, 12
4,-7:-4, -6, -6, 2, 4, -6, 6, -14, 8
4,-7:-4, -6, -6, 2, 4, -6, 6, -14, 12
2,10:-4, -6, -6, 4, -10, -4, 14, 10, -14
13,-17:-4, -6, -6, 4, -6, -16, -18, -28, -2
13,-17:-4, -6, -6, 4, -6, -16, -18, -2, -28
13,-17:-4, -6, -6, 4, -6, -16, -6, -16, -28
4,-10:-4, -6, -6, 4, -6, -6, 0, 4, -12
19,-12:-4, -6, -4, -8, -14, -14, -32, -28, -4
19,-12:-4, -6, -4, -8, -14, -14, -32, -4, -28
-6,-10:-4, -6, 0, -8, -12, -12, -10, -16, -4
-6,-10:-4, -6, 0, -8, -12, -12, -10, -16, -2
-6,-10:-4, -6, 0, -8, -12, -12, -10, -16, 0
6,-11:-4, -6, 0, -8, -12, -10, -14, -18, -14
5,0:-4, -6, 0, -8, -12, 0, 4, -16, -8
7,-7:-4, -6, 0, -8, -10, -4, 2, -18, -20
6,10:-4, -6, 0, -8, -6, -14, -16, -2, -6
6,10:-4, -6, 0, -8, -6, -14, -16, -2, -4
6,10:-4, -6, 0, -8, -6, -14, -2, -10, -8
6,10:-4, -6, 0, -8, -6, -14, -2, -8, -10
6,10:-4, -6, 0, -8, -6, -14, -2, -6, -16
6,10:-4, -6, 0, -8, -6, -14, -2, -6, -12
-2,-1:-4, -6, 0, -8, -6, -8, -16, 0, 4
-2,-1:-4, -6, 0, -8, -6, -8, 0, 4, -16
-2,-1:-4, -6, 0, -8, -6, -8, 0, 4, -12
11,1:-4, -6, 0, -8, -2, -16, -12, -4, -2
4,-14:-4, -6, 0, -2, -30, -16, -16, -12, -16
4,-14:-4, -6, 0, -2, -16, -16, -12, -16, -30
4,-14:-4, -6, 0, -2, -16, -16, -12, -16, -22
24,-10:-4, -6, 0, -2, -14, -32, -32, -28, -32
6,-3:-4, -6, 6, -8, -20, -20, -10, -6, 4
6,-3:-4, -6, 6, -8, -20, -20, -10, 4, -6
0,3:-4, -6, 6, -8, -20, -14, -10, 6, -2
0,3:-4, -6, 6, -8, -20, -14, 6, -2, -10
0,3:-4, -6, 6, -8, -20, -14, 6, -2, -8
0,3:-4, -6, 6, -8, -20, -14, 6, -2, -6
7,-5:-4, -6, 6, -8, -12, -24, -16, 0, 4
0,3:-4, -6, 6, -8, -12, -16, 0, 2, -20
7,-5:-4, -6, 6, -8, -12, -16, 0, 4, -24
7,-5:-4, -6, 6, -8, -12, -16, 0, 4, -22
-6,12:-4, -6, 6, 0, -8, -16, 8, 24, 20
-6,12:-4, -6, 6, 0, -8, -16, 24, 20, 8
6,2:-4, -6, 6, 4, -8, -12, -12, -8, -14
6,2:-4, -6, 6, 4, -8, -12, -12, -8, -12
6,2:-4, -6, 6, 4, -8, -12, -12, -8, -10
-2,-4:-4, -6, 6, 6, 12, 10, 12, 0, 10
-2,-4:-4, -6, 6, 6, 12, 10, 12, 0, 12
-2,-4:-4, -6, 6, 6, 12, 10, 12, 0, 14
-2,-4:-4, -6, 6, 6, 12, 10, 16, 0, 4
-2,-4:-4, -6, 6, 6, 12, 10, 16, 0, 14
-2,-4:-4, -6, 6, 6, 12, 14, 0, 6, 0
-2,-4:-4, -6, 6, 6, 12, 14, 0, 6, 2
-2,-4:-4, -6, 6, 6, 12, 14, 0, 6, 4
4,-1:-4, -6, 6, 6, 12, 18, 0, 2, 14
4,-1:-4, -6, 6, 6, 12, 18, 0, 2, 18
-2,-4:-4, -6, 6, 6, 12, 18, 18, 0, 12
-2,-4:-4, -6, 6, 6, 12, 18, 18, 0, 14
-2,-4:-4, -6, 6, 6, 12, 18, 18, 0, 16
-3,8:-4, -6, 6, 10, -14, -4, -2, -4, 14
-3,8:-4, -6, 6, 10, -14, -4, -2, 14, -4
-3,8:-4, -6, 6, 10, -14, -4, -2, 14, 0
6,5:-4, -6, 6, 10, -14, 2, 2, 8, -8
10,10:-4, -6, 6, 10, -10, 0, 4, -14, -10
14,4:-4, -6, 6, 10, 2, -6, 2, 0, -2
0,11:-4, -4, -14, -4, 12, 16, -4, -4, 8
0,11:-4, -4, -14, -4, 12, 16, -4, -4, 18
0,11:-4, -4, -14, -4, 12, 16, -4, 8, -4
0,11:-4, -4, -14, -4, 12, 16, -4, 8, 0
10,4:-4, -4, -14, -2, 8, -2, 0, -6, 4
10,4:-4, -4, -14, -2, 8, -2, 0, -6, 6
10,4:-4, -4, -14, -2, 8, -2, 0, -6, 8
8,8:-4, -4, -14, 2, -6, 2, 2, 4, 8
7,9:-4, -4, -14, 2, 8, 12, 2, -4, 4
7,9:-4, -4, -14, 2, 8, 12, 2, 4, -4
9,17:-4, -4, -14, 2, 12, 18, 16, -4, -4
9,17:-4, -4, -14, 2, 12, 18, 16, -4, -2
9,17:-4, -4, -14, 2, 12, 18, 16, -4, 0
2,10:-4, -4, -14, 8, 6, 10, 14, 10, -4
2,10:-4, -4, -14, 8, 6, 10, 14, 10, 0
4,14:-4, -4, -14, 10, 12, -10, -6, -4, 12
4,14:-4, -4, -14, 10, 12, -10, -6, 12, -4
4,14:-4, -4, -14, 10, 12, -10, -6, 12, 0
16,-9:-4, -4, -8, -18, -4, -14, -2, -12, -26
15,8:-4, -4, -8, -12, -16, -14, -8, -4, 6
15,8:-4, -4, -8, -12, -16, -14, -8, 6, -4
-1,4:-4, -4, -8, -12, -16, -14, 4, 8, -6
8,9:-4, -4, -8, -12, -16, -8, 6, -8, 4
-1,4:-4, -4, -8, -12, -16, -6, 4, 8, -14
-1,4:-4, -4, -8, -12, -16, -6, 4, 8, -12
-1,4:-4, -4, -8, -12, -16, -6, 4, 8, -10
13,2:-4, -4, -8, -12, -14, -8, -12, -8, 6
13,2:-4, -4, -8, -12, -14, -8, -12, -8, 8
13,2:-4, -4, -8, -12, -14, -8, -12, -8, 10
13,2:-4, -4, -8, -12, -14, -8, -12, 6, -8
14,-4:-4, -4, -8, -12, -12, -16, 4, 2, 10
14,-4:-4, -4, -8, -12, -12, -16, 14, 4, 6
14,-4:-4, -4, -8, -12, -12, -16, 14, 4, 8
14,-4:-4, -4, -8, -12, -12, -16, 14, 4, 10
14,-4:-4, -4, -8, -12, -12, -6, 0, -16, 10
14,-4:-4, -4, -8, -12, -12, -6, 0, 12, -16
14,-4:-4, -4, -8, -12, -12, 0, -16, -14, 6
14,-4:-4, -4, -8, -12, -12, 0, -16, 6, -14
14,-4:-4, -4, -8, -12, -12, 0, -16, 6, -12
14,-4:-4, -4, -8, -12, -12, 0, -16, 6, -10
10,4:-4, -4, -8, -12, -12, 0, -16, 8, -10
14,-4:-4, -4, -8, -12, -12, 0, -16, 8, -6
14,-4:-4, -4, -8, -12, -10, 0, -12, -16, 6
6,1:-4, -4, -8, -12, -10, 0, -10, 0, -8
10,-1:-4, -4, -8, -12, -6, 0, 12, -16, -8
13,11:-4, -4, -8, -12, 0, -16, 4, 0, 8
13,11:-4, -4, -8, -12, 0, -16, 4, 0, 10
13,11:-4, -4, -8, -12, 0, -16, 4, 10, 0
10,-1:-4, -4, -8, -12, 0, 0, -16, -8, 6
10,-1:-4, -4, -8, -12, 0, 0, -16, -8, 8
10,-1:-4, -4, -8, -12, 0, 0, -16, -8, 10
6,10:-4, -4, -8, -10, -20, -6, 14, 10, 6
10,11:-4, -4, -8, -10, -20, -2, 8, 4, -2
-1,12:-4, -4, -8, -10, -20, 10, 8, -8, 16
-6,3:-4, -4, -8, -10, -16, -10, 8, 6, 12
26,-5:-4, -4, -8, -10, -2, -16, -12, -20, -10
10,11:-4, -4, -8, -10, -2, 8, 4, -2, -20
10,11:-4, -4, -8, -10, -2, 8, 4, -2, -10
3,8:-4, -4, -8, -10, 8, 6, -16, 10, 8
3,8:-4, -4, -8, -10, 8, 6, -16, 10, 10
10,7:-4, -4, -8, -2, 8, -4, -10, -12, 4
10,7:-4, -4, -8, -2, 8, -4, -10, 4, -12
10,7:-4, -4, -8, -2, 8, -4, -10, 4, -8
8,10:-4, -4, -8, 6, -4, -14, 12, -4, -20
8,10:-4, -4, -8, 6, -4, -14, 12, -4, -10
8,0:-4, -4, -8, 8, -6, -2, -18, -10, 4
8,0:-4, -4, -8, 8, -6, -2, -18, -10, 6
8,0:-4, -4, -8, 8, -6, -2, -18, -10, 8
8,0:-4, -4, -8, 8, -6, -2, -18, 4, -10
11,2:-4, -4, -8, 8, 6, -6, -8, 8, -6
4,1:-4, -4, -8, 8, 12, -12, -14, 6, 0
4,1:-4, -4, -8, 8, 12, -12, 6, 0, -14
14,2:-4, -4, -6, -16, -8, 8, 0, 10, 0
8,3:-4, -4, -6, -14, -8, 2, 10, 4, -2
12,1:-4, -4, -6, -14, -2, 4, 0, -4, 6
12,1:-4, -4, -6, -14, -2, 4, 0, -4, 10
2,-1:-4, -4, -6, -4, 8, 8, -8, -30, -18
2,-1:-4, -4, -6, -4, 8, 8, -8, -26, -24
2,-1:-4, -4, -6, -4, 8, 8, -8, -18, -30
19,-15:-4, -4, -6, -2, -8, -28, -32, -18, -12
19,-15:-4, -4, -6, -2, -8, -28, -32, -10, -8
19,-15:-4, -4, -6, -2, -8, -28, -32, -10, -6
19,-15:-4, -4, -6, -2, -8, -28, -32, -6, -12
19,-15:-4, -4, -6, -2, -8, -28, -32, -6, -10
19,-15:-4, -4, -6, -2, -8, -28, -32, -2, -10
19,-15:-4, -4, -6, -2, -8, -28, -32, -2, -6
19,-15:-4, -4, -6, -2, -8, -28, -32, -2, 0
19,-15:-4, -4, -6, -2, -8, -28, -32, 0, -10
19,-15:-4, -4, -6, -2, -8, -28, -32, 0, 0
14,-5:-4, -4, -6, -2, -8, -28, -28, -16, -16
19,-15:-4, -4, -6, -2, -8, -28, -18, -12, -32
4,-3:-4, -4, -6, -2, -8, -14, -4, -8, -32
14,-7:-4, -4, -6, -2, 8, -6, -54, -42, -18
14,-7:-4, -4, -6, -2, 8, -6, -54, -18, -42
14,-7:-4, -4, -6, -2, 8, -6, -42, -18, -54
14,-7:-4, -4, -6, -2, 8, -6, -42, -18, -52
14,-7:-4, -4, -6, -2, 8, -6, -42, -18, -50
19,-15:-4, -4, -6, 2, -8, -28, -32, -20, 6
19,-15:-4, -4, -6, 2, -8, -28, -32, 6, -20
19,-15:-4, -4, -6, 2, -8, -28, -32, 6, -16
-7,-4:-4, -4, -6, 2, 10, 4, -2, 4, -8
30,4:-4, -4, -4, 4, 2, 12, -10, -12, -12
5,11:-4, -4, -4, 10, -2, 2, -4, 2, 8
10,-5:-4, -4, -4, 12, -2, -4, 6, 2, 12
-3,4:-4, -4, -2, 4, -8, -6, 0, 4, 4
-3,4:-4, -4, -2, 4, -8, 0, 4, 4, -6
-1,8:-4, -4, -2, 4, 0, -4, 2, 8, 12
-1,8:-4, -4, -2, 4, 0, -4, 8, 12, 2
-3,4:-4, -4, -2, 4, 0, 0, 4, 4, -8
-3,4:-4, -4, -2, 4, 0, 0, 4, 4, -6
-3,4:-4, -4, -2, 4, 0, 0, 4, 4, -4
11,-1:-4, -4, -2, 10, 8, 0, -6, -10, 2
11,-1:-4, -4, -2, 10, 8, 0, -6, -10, 4
11,-1:-4, -4, -2, 10, 8, 0, -6, -10, 6
11,-1:-4, -4, -2, 10, 8, 0, -6, 2, -10
5,-3:-4, -4, 2, 8, -12, -18, -20, -18, -24
5,-3:-4, -4, 2, 8, -12, -18, -20, -18, -22
5,-3:-4, -4, 2, 8, -12, -18, -20, -18, -20
5,-3:-4, -4, 2, 8, -12, -18, -16, -20, -12
5,-3:-4, -4, 2, 8, -12, -18, -16, -20, -10
5,-3:-4, -4, 2, 8, -12, -18, -16, -16, -18
5,-3:-4, -4, 2, 8, -12, -18, -14, -24, -12
5,-3:-4, -4, 2, 8, -12, -18, -14, -14, -16
5,-3:-4, -4, 2, 8, -12, -18, -14, -8, -18
5,-3:-4, -4, 2, 8, -12, -16, -16, -22, -14
5,-3:-4, -4, 2, 8, -12, -16, -14, -16, -16
5,-3:-4, -4, 2, 8, -12, -16, -14, -12, -20
5,-3:-4, -4, 2, 8, -12, -16, -14, -12, -18
5,-3:-4, -4, 2, 8, -12, -16, -14, -12, -16
5,-3:-4, -4, 2, 8, -12, -16, -12, -12, -18
5,-3:-4, -4, 2, 8, -12, -16, -12, -12, -12
5,-3:-4, -4, 2, 8, -12, -16, -12, -10, -8
5,-3:-4, -4, 2, 8, -12, -16, -8, -4, -10
5,-3:-4, -4, 2, 8, -12, -16, -8, -4, -8
5,-3:-4, -4, 2, 8, -12, -16, -8, -4, -6
13,-2:-4, -4, 2, 8, -12, -16, -6, -12, 0
7,9:-4, -4, 2, 8, 12, 2, -4, 4, -4
5,-3:-4, -4, 2, 10, 8, -12, -14, 6, 10
5,-3:-4, -4, 2, 10, 8, -12, -14, 6, 12
5,-3:-4, -4, 2, 10, 8, -12, -14, 6, 14
4,-7:-4, -4, 4, -4, -8, -12, -8, -2, 0
4,-7:-4, -4, 4, -4, -8, -12, -8, -2, 2
4,-7:-4, -4, 4, -4, -8, -12, -8, -2, 4
3,-1:-4, -4, 6, -4, 12, -16, -2, 0, -6
14,12:-4, -4, 6, 6, 10, -8, 10, -12, -24
14,12:-4, -4, 6, 6, 10, -8, 10, -12, -20
3,14:-4, -4, 8, 4, 8, 8, 2, 2, 14
3,14:-4, -4, 8, 4, 8, 8, 2, 14, 2
2,10:-4, -4, 8, 6, 10, -4, 14, 10, -4
2,10:-4, -4, 8, 6, 10, -4, 14, 10, -2
2,10:-4, -4, 8, 6, 10, 0, 14, 10, -14
2,10:-4, -4, 8, 6, 10, 0, 14, 10, -4
