2,-3:-4, -6, -4, 0
3,-5:-4, -6, -4, -10, -6
5,-8:-4, 0, 4, 6, -8
10,-1:-4, 4, -8, -6, 2
10,-1:-4, 4, -8, 2, -6
-1,3:6, 6, 8, 6, 2
4,-8:-4, -6, 6, 10, -4, -2
6,-10:-4, 0, 4, 6, -18, -14
17,-2:-4, 0, 8, -2, -6, 18
17,-2:-4, 0, 8, -2, 18, -6
17,-2:-4, 0, 8, -2, 18, -4
-9,-4:-4, 2, 6, 10, 14, 10
11,-3:-4, 4, -8, -16, -12, 2
11,-3:-4, 4, -8, -16, 2, -12
10,-1:-4, 4, -8, -4, -6, -2
2,-3:-4, 4, -8, -4, 0, -10
2,-3:-4, 4, -8, -4, 0, -8
5,0:6, -4, -4, -6, -4, 0
1,11:6, 6, -2, 10, 0, 8
1,11:6, 6, -2, 10, 8, 0
-6,6:6, 6, 2, -2, -4, 10
-3,4:6, 6, 8, 6, 12, 8
9,7:-4, 2, 2, -8, -14, -2, -4, -12
5,0:-4, 2, 2, -8, -4, -6, 0, -4
-2,3:-4, 2, 6, -14, -18, -18, 6, 2
-2,3:-4, 2, 6, -14, -18, -6, 6, -18
-2,3:-4, 2, 6, -14, -18, -6, 6, -8
-2,3:-4, 2, 6, -14, -18, 2, 6, -18
-2,3:-4, 2, 6, -14, -18, 2, 6, -16
-2,3:-4, 2, 6, -14, -18, 2, 6, -14
0,5:-4, 2, 6, -14, -2, -8, -14, 10
5,0:-4, 2, 6, -14, -2, -8, 10, 4
-2,3:-4, 2, 6, -8, 6, 4, -36, -20
9,8:-4, 2, 6, -8, 10, 10, 6, 4
11,-3:-4, 2, 6, 2, -4, -8, -16, 2
11,-3:-4, 2, 6, 2, -4, -8, -16, 4
11,-3:-4, 2, 6, 2, -4, -8, -16, 6
11,-3:-4, 2, 6, 2, -4, -8, 2, -16
3,-5:-4, 2, 6, 2, -2, -4, -10, 10
8,-9:-4, 2, 6, 2, 0, -10, -18, -12
-8,-6:-4, 2, 6, 10, 0, 4, 12, 12
-8,-6:-4, 2, 6, 10, 0, 4, 16, 8
-8,-6:-4, 2, 6, 10, 0, 4, 16, 10
-8,-6:-4, 2, 6, 10, 0, 4, 16, 12
-9,-4:-4, 2, 6, 10, 12, 4, 10, -2
-9,-4:-4, 2, 6, 10, 12, 4, 10, 0
-9,-4:-4, 2, 6, 10, 12, 4, 10, 2
3,-3:-4, 4, -10, -12, -14, -2, -8, -4
-2,3:-4, 4, -10, -12, 6, -14, 6, -6
-2,3:-4, 4, -10, -12, 6, -14, 6, -4
10,0:-4, 4, -10, -8, -6, -8, -12, 0
11,-1:-4, 4, -10, -6, -14, -2, -2, 2
11,-1:-4, 4, -10, -6, -14, -2, -2, 4
11,-1:-4, 4, -10, -6, -14, -2, -2, 6
11,-1:-4, 4, -10, -6, -14, -2, 2, 2
8,8:-4, 4, -10, -6, -12, 6, -4, -2
11,1:-4, 4, -10, -6, -4, -12, -8, 0
11,1:-4, 4, -10, -6, -4, -12, 0, -8
9,0:-4, 4, -10, -6, -2, -4, -8, 0
9,0:-4, 4, -10, -6, -2, -4, 0, -8
12,5:-4, 4, -10, -6, 2, -2, -4, -2
15,-3:-4, 4, -10, -6, 6, 2, -20, 2
15,-3:-4, 4, -10, -6, 6, 2, 2, -20
17,2:-4, 4, -10, 0, -14, -24, -4, 2
17,2:-4, 4, -10, 0, -14, -24, -2, -6
17,2:-4, 4, -10, 0, -14, -24, -2, -4
18,-3:-4, 4, -10, 0, -14, -12, -16, 0
18,-3:-4, 4, -10, 0, -14, -12, 0, -16
11,-1:-4, 4, -10, 0, -6, -14, 0, 2
2,-3:-4, 4, -8, -16, -16, -4, 0, -16
2,-3:-4, 4, -8, -16, -16, -4, 0, -14
2,-3:-4, 4, -8, -16, -16, -4, 0, -12
2,-3:-4, 4, -8, -16, -12, -4, 0, -14
2,-3:-4, 4, -8, -16, -12, -4, 0, -12
11,-3:-4, 4, -8, -16, -12, -4, 0, -4
11,-3:-4, 4, -8, -16, -12, -4, 0, -2
11,-3:-4, 4, -8, -16, -12, 6, 6, 10
6,-12:-4, 4, -8, -16, -10, -20, -14, -8
6,-12:-4, 4, -8, -16, -10, -14, -8, -20
2,-3:-4, 4, -8, -14, -20, -4, 0, -14
2,-3:-4, 4, -8, -14, -18, -4, 0, -22
2,-3:-4, 4, -8, -14, -18, -4, 0, -20
5,17:-4, 4, -8, -12, 6, 0, 4, 14
3,-7:-4, 4, -8, -4, -12, -14, -24, -18
3,-7:-4, 4, -8, -4, -12, -14, -24, -16
3,-7:-4, 4, -8, -4, -12, -14, -24, -14
2,-3:-4, 4, -8, -4, -12, -4, 0, -10
2,-3:-4, 4, -8, -4, -12, -4, 0, -8
2,-3:-4, 4, -8, -4, -12, -4, 0, -6
10,-1:-4, 4, -8, 6, -4, -6, 0, 2
10,-1:-4, 4, -8, 6, -4, -6, 0, 12
10,-1:-4, 4, -8, 6, -4, -6, 4, 2
10,-1:-4, 4, -8, 6, -4, -6, 4, 4
10,-1:-4, 4, -8, 6, -4, -6, 4, 6
10,-1:-4, 4, -8, 6, -4, -6, 6, -2
8,-1:-4, 4, -8, 6, -4, -4, -8, 10
8,-1:-4, 4, -8, 6, -4, -4, 10, -8
6,10:-4, 4, -8, 6, 4, 0, 2, 2
24,-10:-4, 4, -4, -16, -14, -36, -32, -24
24,-10:-4, 4, -4, -16, -14, -36, -32, -22
24,-10:-4, 4, -4, -16, -14, -36, -24, -32
23,-8:-4, 4, -4, -16, -14, -26, -18, -22
23,-8:-4, 4, -4, -16, -14, -26, -18, -20
27,-17:-4, 4, -4, -12, -10, -46, -42, -28
27,-17:-4, 4, -4, -12, -10, -46, -42, -26
27,-17:-4, 4, -4, -12, -10, -46, -42, -24
27,-17:-4, 4, -4, -12, -10, -46, -28, -42
26,-15:-4, 4, -4, -12, -10, -36, -32, -30
26,-15:-4, 4, -4, -12, -10, -36, -32, -28
26,-15:-4, 4, -4, -12, -10, -36, -32, -26
-2,3:-4, 4, -2, -12, 6, -16, 6, -6
13,-3:-4, 4, -2, -8, -12, -18, -18, -4
13,-3:-4, 4, -2, -8, -12, -18, -18, 0
13,-3:-4, 4, -2, -8, -12, -18, -4, -18
13,7:-4, 4, -2, -8, -10, -18, 2, -8
4,11:-4, 4, -2, -8, 2, 6, 12, -16
-1,-3:-4, 4, -2, 2, 4, 2, -16, -4
3,-5:-4, 4, 4, -6, -4, -10, -6, 14
2,-3:-4, 4, 4, -6, -4, 0, 4, 10
2,-3:-4, 4, 4, -6, -4, 0, 4, 20
2,-3:-4, 4, 4, -6, -4, 0, 8, 6
2,-3:-4, 4, 4, -6, -4, 0, 8, 8
2,-3:-4, 4, 4, -6, -4, 0, 8, 10
8,6:-4, 4, 4, 4, -14, 8, 0, -4
2,-3:-4, 4, 4, 4, 6, -4, 0, 4
2,-3:-4, 4, 4, 4, 6, -4, 0, 14
8,6:-4, 4, 4, 4, 8, 0, -4, -14
4,11:-4, 4, 4, 6, -14, -14, 12, -12
4,11:-4, 4, 4, 6, -14, -14, 12, -10
4,11:-4, 4, 4, 6, -14, -14, 12, -8
5,9:-4, 4, 4, 6, -14, -10, 2, 6
5,9:-4, 4, 4, 6, -14, 2, 6, -10
5,9:-4, 4, 4, 6, -14, 2, 6, -8
5,9:-4, 4, 4, 6, -14, 2, 6, -6
-9,-4:-4, 4, 4, 6, 10, 14, 10, -2
-9,-4:-4, 4, 4, 6, 10, 14, 10, 0
-9,-4:-4, 4, 4, 6, 10, 14, 10, 2
18,8:-4, 4, 6, 2, -16, -12, 2, 12
18,8:-4, 4, 6, 2, -16, -12, 2, 14
18,8:-4, 4, 6, 2, -16, -12, 2, 16
18,8:-4, 4, 6, 2, -16, -12, 12, 2
18,8:-4, 4, 6, 2, -16, -12, 12, 4
18,8:-4, 4, 6, 2, -16, 2, 12, -12
18,8:-4, 4, 6, 2, -12, 2, 12, -16
7,-5:6, -4, -4, -6, 6, 10, -4, -2
9,-7:6, -4, -4, 0, 4, 6, -18, -14
20,1:6, -4, -4, 0, 8, -2, -6, 18
20,1:6, -4, -4, 0, 8, -2, 18, -6
20,1:6, -4, -4, 0, 8, -2, 18, -4
-6,-1:6, -4, -4, 2, 6, 10, 14, 10
14,0:6, -4, -4, 4, -8, -16, -12, 2
14,0:6, -4, -4, 4, -8, -16, 2, -12
13,2:6, -4, -4, 4, -8, -4, -6, -2
5,0:6, -4, -4, 4, -8, -4, 0, -10
5,0:6, -4, -4, 4, -8, -4, 0, -8
8,3:6, -4, 6, -4, -4, -6, -4, 0
4,14:6, -4, 6, 6, -2, 10, 0, 8
4,14:6, -4, 6, 6, -2, 10, 8, 0
-3,9:6, -4, 6, 6, 2, -2, -4, 10
0,7:6, -4, 6, 6, 8, 6, 12, 8
-4,-7:6, 6, -4, -4, -8, -16, 2, -2
-4,-7:6, 6, -4, -4, -8, 2, -2, -16
-4,-7:6, 6, -4, -4, -8, 2, -2, -12
-2,11:6, 6, -4, -4, 2, -12, 6, 14
-2,11:6, 6, -4, -4, 2, -12, 14, 6
1,8:6, 6, -4, 0, 10, 6, 8, 12
4,0:6, 6, -4, 0, 16, -12, 2, -6
24,4:6, 6, -4, 0, 16, 4, -14, -22
5,-1:6, 6, -2, -4, -4, 10, 8, 18
13,5:6, 6, -2, -2, -4, 16, -10, 8
13,5:6, 6, -2, -2, -4, 16, -10, 10
13,5:6, 6, -2, -2, -4, 16, -10, 12
13,5:6, 6, -2, -2, -4, 16, 8, -10
-1,3:6, 6, -2, -2, 8, 6, 2, -12
-13,27:6, 6, -2, 6, 14, 12, 26, 38
-13,27:6, 6, -2, 6, 14, 12, 38, 26
-13,27:6, 6, -2, 6, 14, 12, 38, 28
-13,27:6, 6, -2, 6, 14, 12, 38, 30
-6,24:6, 6, -2, 6, 18, 16, 24, 28
-6,24:6, 6, -2, 6, 18, 16, 28, 24
-1,12:6, 6, -2, 10, 2, 18, 14, 6
1,11:6, 6, -2, 10, 6, 2, 8, 4
-1,3:6, 6, -2, 10, 6, 2, 8, 10
-1,3:6, 6, -2, 10, 6, 2, 8, 12
-1,3:6, 6, -2, 10, 6, 2, 14, 10
-1,3:6, 6, -2, 10, 6, 2, 14, 12
-1,3:6, 6, -2, 10, 6, 2, 14, 14
-1,3:6, 6, -2, 10, 6, 2, 16, 18
-1,3:6, 6, -2, 10, 6, 2, 18, 12
-1,12:6, 6, -2, 10, 6, 18, 14, 4
-1,12:6, 6, -2, 10, 6, 18, 14, 6
1,12:6, 6, -2, 12, 2, 8, 4, 16
5,11:6, 6, -2, 12, 2, 8, 6, 4
1,12:6, 6, -2, 12, 2, 8, 16, 4
4,18:6, 6, -2, 12, 2, 16, 2, 26
4,18:6, 6, -2, 12, 2, 16, 26, 2
1,12:6, 6, -2, 12, 8, 4, 16, 2
4,3:6, 6, -2, 16, 0, -4, -8, 4
-6,-6:6, 6, 2, -8, 4, -10, 10, 20
-6,-6:6, 6, 2, -8, 4, -10, 20, 10
-6,-6:6, 6, 2, -8, 4, -10, 20, 12
-6,-6:6, 6, 2, -8, 4, -10, 20, 14
-6,-6:6, 6, 2, -8, 4, 10, 20, -10
5,2:6, 6, 2, -6, -4, 8, 14, 2
0,18:6, 6, 2, -6, 4, -20, -10, 8
0,18:6, 6, 2, -6, 4, -20, 8, -10
0,18:6, 6, 2, -6, 4, -20, 8, -6
0,18:6, 6, 2, -6, 4, -18, 6, -4
0,18:6, 6, 2, -6, 4, -18, 6, 0
0,18:6, 6, 2, -6, 4, -16, 4, 6
0,18:6, 6, 2, -6, 4, -16, 4, 8
4,10:6, 6, 2, -6, 4, -16, 4, 18
4,10:6, 6, 2, -6, 4, -16, 4, 20
4,10:6, 6, 2, -6, 4, -16, 4, 26
0,18:6, 6, 2, -6, 4, -16, 10, 6
0,18:6, 6, 2, -6, 4, -16, 10, 8
4,10:6, 6, 2, -6, 4, -16, 18, 4
0,18:6, 6, 2, -6, 4, -4, 6, -18
0,18:6, 6, 2, -6, 4, -4, 6, -8
0,18:6, 6, 2, -6, 4, 4, -20, 2
0,18:6, 6, 2, -6, 4, 4, -20, 4
0,18:6, 6, 2, -6, 4, 4, -20, 10
-2,0:6, 6, 2, -6, 4, 4, -20, 18
-2,0:6, 6, 2, -6, 4, 4, -20, 20
-2,0:6, 6, 2, -6, 4, 4, -20, 26
-2,0:6, 6, 2, -6, 4, 4, 18, -20
4,10:6, 6, 2, -6, 4, 4, 18, -16
11,3:6, 6, 2, -6, 10, -8, -10, 10
11,3:6, 6, 2, -6, 10, -8, 10, -10
0,12:6, 6, 2, -4, -2, 8, 4, 14
5,2:6, 6, 2, -4, 0, 6, 2, 8
5,2:6, 6, 2, -4, 0, 6, 2, 12
5,2:6, 6, 2, -4, 8, 6, 2, 20
5,8:6, 6, 2, -4, 12, 8, -4, 12
5,8:6, 6, 2, -4, 12, 8, 12, -4
10,22:6, 6, 2, -2, 8, -2, 8, 10
18,17:6, 6, 2, 0, 8, 4, 16, 8
18,17:6, 6, 2, 0, 8, 4, 16, 12
18,17:6, 6, 2, 0, 8, 6, 8, 4
13,4:6, 6, 2, 2, -8, 4, -4, 10
13,4:6, 6, 2, 2, -8, 4, -4, 12
13,4:6, 6, 2, 2, -8, 4, -4, 14
13,4:6, 6, 2, 2, -8, 4, 10, -4
7,-3:6, 6, 2, 4, -2, 2, 10, -12
6,23:6, 6, 6, -6, -8, 2, 6, 22
-3,4:6, 6, 6, -4, 6, 12, 8, -8
-3,4:6, 6, 6, -4, 6, 12, 8, 2
-3,4:6, 6, 6, -2, 6, 12, 8, -4
-3,4:6, 6, 6, -2, 6, 12, 8, -2
-3,4:6, 6, 6, -2, 6, 12, 8, 0
8,12:6, 6, 6, 10, 14, -8, 2, 16
8,12:6, 6, 6, 10, 14, -8, 16, 2
8,12:6, 6, 6, 10, 14, 2, 16, -8
8,12:6, 6, 6, 10, 14, 2, 16, -6
-6,5:6, 6, 8, -4, -8, -8, 6, 4
-6,5:6, 6, 8, -4, -8, -8, 6, 6
-6,5:6, 6, 8, -4, -8, -8, 6, 8
-6,5:6, 6, 8, -4, -8, 6, 6, -8
-6,5:6, 6, 8, -4, -8, 6, 6, -6
-6,5:6, 6, 8, -4, -8, 6, 6, -4
5,-1:6, 6, 8, -4, -4, 10, 10, 14
5,-1:6, 6, 8, -4, -4, 10, 10, 20
5,-1:6, 6, 8, -4, -4, 10, 14, 16
5,-1:6, 6, 8, -4, -4, 10, 22, 8
-9,28:6, 6, 8, 2, 4, 8, 34, 42
-13,8:6, 6, 8, 2, 4, 18, 24, 26
-5,5:6, 6, 8, 2, 10, 14, 12, 8
1,-3:6, 6, 8, 8, 0, -6, 16, 10
1,-3:6, 6, 8, 8, 0, 16, 10, -6
1,-3:6, 6, 8, 8, 2, 6, -6, 14
1,-3:6, 6, 8, 8, 2, 6, -6, 18
10,4:6, 6, 8, 8, 6, 0, -8, 6
10,4:6, 6, 8, 8, 6, 0, -8, 8
10,4:6, 6, 8, 8, 6, 0, -8, 10
10,4:6, 6, 8, 8, 6, 0, 6, -8
-1,9:6, 6, 8, 10, 8, 2, 12, 8
-1,3:6, 6, 14, 2, 10, 6, 2, 12
-1,3:6, 6, 14, 2, 10, 6, 2, 14
-1,3:6, 6, 14, 2, 10, 6, 2, 16
8,11:6, 6, 16, -16, 4, 2, 4, 8
