3,-5:-4, -6, -4, -10
6,-10:-4, 0, 4, 6, -18
11,-3:-4, 4, -8, -16, 2
11,-3:-4, 4, -8, 2, -16
-3,4:6, 6, 8, 6, 12
-2,3:-4, -6, 6, -8, -20, -6
-2,3:-4, -6, 6, -8, -12, -14
-2,3:-4, -6, 6, -8, -8, -18
-2,3:-4, -6, 6, -8, -8, -12
3,-5:-4, -4, 4, -4, -10, 2
3,-5:-4, -4, 4, -4, -10, 4
3,-5:-4, -4, 4, -4, -10, 6
3,-5:-4, -4, 6, -4, -10, 0
3,-5:-4, -4, 6, -4, -10, 10
10,-4:-4, 2, 6, 0, 14, -4
-8,-6:-4, 2, 6, 10, 0, 14
-8,-6:-4, 2, 6, 10, 0, 18
-8,-6:-4, 2, 6, 10, 14, 0
11,-3:-4, 4, -8, -16, -4, -4
11,-3:-4, 4, -8, -16, -4, -2
11,-3:-4, 4, -8, -16, 0, -4
-2,3:-4, 4, -8, -6, 6, -16
6,-2:6, -4, -4, -6, -4, -10
-1,12:6, 6, -2, 10, 0, 18
-1,12:6, 6, -2, 10, 18, 0
-8,7:6, 6, 2, -2, -4, 20
-1,4:-4, 0, 6, -6, -6, -10, 10, -14
-1,4:-4, 0, 6, -6, -6, -10, 10, -10
13,-3:-4, 0, 6, -6, -6, -6, -18, 4
10,-2:-4, 0, 6, 2, 8, 14, 12, -6
-1,4:-4, 0, 6, 4, -6, -10, 10, -6
15,-5:-4, 0, 6, 4, -6, 6, -6, -22
4,-7:-4, 0, 6, 8, -2, -4, 10, -6
3,-6:-4, 0, 6, 8, -2, 12, 8, -4
4,2:-4, 0, 8, -6, -14, -16, 2, -16
4,2:-4, 0, 8, -6, -14, -16, 2, -8
10,0:-4, 0, 8, -2, -24, -12, 2, 10
10,0:-4, 0, 8, -2, -24, -12, 2, 20
10,0:-4, 0, 8, -2, -24, -12, 10, 2
10,0:-4, 0, 8, -2, -24, -12, 10, 6
10,0:-4, 0, 8, -2, -14, -12, 18, -20
10,0:-4, 0, 8, -2, -14, -12, 18, -18
10,0:-4, 0, 8, -2, -14, -12, 18, -16
-10,6:-4, 0, 8, 8, 12, -2, -2, 14
-10,6:-4, 0, 8, 8, 12, -2, 14, -2
5,-1:-4, 0, 8, 8, 12, -2, 14, 20
5,-1:-4, 0, 8, 8, 12, -2, 16, 14
5,-1:-4, 0, 8, 8, 12, -2, 18, 18
5,-1:-4, 0, 8, 8, 12, -2, 18, 20
5,-1:-4, 0, 8, 8, 12, -2, 18, 22
5,-1:-4, 0, 8, 8, 12, -2, 24, 14
5,-1:-4, 0, 8, 8, 12, -2, 24, 20
5,-1:-4, 0, 8, 8, 12, -2, 24, 22
7,-19:-4, 0, 10, 4, 8, 0, -28, -12
7,-19:-4, 0, 10, 4, 8, 0, -28, -10
7,-19:-4, 0, 10, 4, 8, 0, -28, -8
7,-6:-4, 2, 0, -8, -14, -8, -4, 2
0,2:-4, 2, 0, -8, -14, 2, -2, -2
0,2:-4, 2, 0, -8, -14, 2, -2, 8
13,-5:-4, 2, 0, -8, -4, -16, -2, 2
5,0:-4, 2, 0, -8, -4, -6, 0, -14
0,0:-4, 2, 2, -14, 0, -2, 8, 10
0,0:-4, 2, 2, -14, 0, -2, 8, 12
0,0:-4, 2, 2, -14, 0, -2, 8, 14
0,0:-4, 2, 2, -14, 0, -2, 16, 20
0,0:-4, 2, 2, -14, 0, -2, 16, 22
4,20:-4, 2, 2, -14, 0, 16, 14, 4
4,20:-4, 2, 2, -14, 0, 16, 14, 6
7,8:-4, 2, 2, -8, -14, -2, -12, 6
7,8:-4, 2, 2, -8, -14, -2, 6, -12
-2,3:-4, 2, 6, -14, -22, -6, -8, -20
-2,3:-4, 2, 6, -14, -22, -6, -8, -18
-2,3:-4, 2, 6, -14, -22, -6, -8, -16
-2,3:-4, 2, 6, -14, -22, -2, -14, -2
-2,3:-4, 2, 6, -14, -18, -22, -6, -4
-2,3:-4, 2, 6, -14, -18, -22, 2, -20
-2,3:-4, 2, 6, -14, -18, -22, 2, -18
-2,3:-4, 2, 6, -14, -18, -22, 2, -16
-2,3:-4, 2, 6, -14, -18, -18, -8, -12
-2,3:-4, 2, 6, -14, -18, -18, -8, -10
-2,3:-4, 2, 6, -14, -18, -18, -8, -8
-2,3:-4, 2, 6, -14, -18, -18, -4, -2
-2,3:-4, 2, 6, -14, -18, -18, -2, -6
-2,3:-4, 2, 6, -14, -18, -18, -2, -4
-2,3:-4, 2, 6, -14, -18, -2, -2, -14
-2,3:-4, 2, 6, -14, -8, -12, -18, -10
1,3:-4, 2, 6, -14, -2, -8, -14, 0
-2,3:-4, 2, 6, -8, -14, 4, -8, -14
-2,3:-4, 2, 6, -8, -14, 4, -8, -12
-2,3:-4, 2, 6, -8, -14, 4, -8, -10
12,5:-4, 2, 6, -8, 2, -6, 2, -22
12,5:-4, 2, 6, -8, 2, -6, 2, -16
10,6:-4, 2, 6, -8, 10, -6, 10, 6
10,6:-4, 2, 6, -8, 10, 10, 6, -6
9,-2:-4, 2, 6, 2, -4, -8, -6, 2
9,-2:-4, 2, 6, 2, -4, -8, -6, 4
9,-2:-4, 2, 6, 2, -4, -8, -6, 6
9,-2:-4, 2, 6, 2, -4, -8, 2, -6
1,-4:-4, 2, 6, 2, -2, -4, 0, 10
9,-11:-4, 2, 6, 2, 0, -10, -18, -22
-8,-6:-4, 2, 6, 10, 0, 8, 8, 16
-8,-6:-4, 2, 6, 10, 0, 8, 10, 8
-8,-6:-4, 2, 6, 10, 0, 8, 10, 10
-8,-6:-4, 2, 6, 10, 0, 8, 10, 12
-8,-6:-4, 2, 6, 10, 0, 8, 14, 2
-8,-6:-4, 2, 6, 10, 0, 8, 14, 12
-8,-6:-4, 2, 6, 10, 0, 12, 4, -2
-8,-6:-4, 2, 6, 10, 0, 12, 4, 0
-8,-6:-4, 2, 6, 10, 0, 12, 4, 2
-8,-6:-4, 2, 6, 10, 0, 16, 16, 10
-8,-6:-4, 2, 6, 10, 0, 16, 16, 12
-8,-6:-4, 2, 6, 10, 0, 16, 16, 14
5,-3:-4, 4, -10, -8, -12, -10, 0, -22
6,9:-4, 4, -10, -6, -12, 6, -4, 8
9,0:-4, 4, -10, -6, -2, -2, -4, 2
9,0:-4, 4, -10, -6, -2, -2, -4, 4
9,0:-4, 4, -10, -6, -2, -2, -4, 6
13,3:-4, 4, -10, -6, 2, -2, -4, -12
13,-2:-4, 4, -10, -6, 6, 2, -10, 2
13,-2:-4, 4, -10, -6, 6, 2, 2, -10
19,-5:-4, 4, -10, 0, -14, -12, -26, 0
19,-5:-4, 4, -10, 0, -14, -12, 0, -26
4,-11:-4, 4, -8, -16, -10, -14, -8, -10
11,-3:-4, 4, -8, -16, -4, 0, 0, -4
11,-3:-4, 4, -8, -16, 6, -4, 0, 2
11,-3:-4, 4, -8, -16, 6, -4, 0, 12
11,-3:-4, 4, -8, -16, 6, -4, 4, 2
11,-3:-4, 4, -8, -16, 6, -4, 4, 4
11,-3:-4, 4, -8, -16, 6, -4, 4, 6
11,-3:-4, 4, -8, -16, 6, -4, 6, -2
7,-3:-4, 4, -8, -14, -6, 4, -6, -8
8,-1:-4, 4, -8, 6, -4, -4, 12, 14
8,-1:-4, 4, -8, 6, -4, -4, 12, 16
8,-1:-4, 4, -8, 6, -4, -4, 14, 8
4,11:-4, 4, -8, 6, 4, 0, 2, 12
15,2:-4, 4, -4, -26, -18, -12, -10, -26
15,2:-4, 4, -4, -26, -18, -12, -10, -24
15,2:-4, 4, -4, -26, -18, -12, -10, -22
11,-2:-4, 4, -4, -18, -14, -28, -18, -26
11,-2:-4, 4, -4, -18, -14, -28, -18, -24
11,-2:-4, 4, -4, -18, -14, -28, -18, -22
24,-10:-4, 4, -4, -16, -14, -36, -18, -24
24,-10:-4, 4, -4, -16, -14, -36, -18, -22
24,-10:-4, 4, -4, -16, -14, -36, -18, -20
27,-17:-4, 4, -4, -12, -10, -46, -32, -30
27,-17:-4, 4, -4, -12, -10, -46, -32, -28
27,-17:-4, 4, -4, -12, -10, -46, -32, -26
19,-15:-4, 4, -4, -12, -10, -32, -24, -14
19,-15:-4, 4, -4, -12, -10, -32, -24, -10
11,2:-4, 4, -2, -14, 2, 10, 2, 10
11,2:-4, 4, -2, -14, 2, 10, 2, 20
11,2:-4, 4, -2, -14, 2, 10, 10, 2
11,-2:-4, 4, -2, -8, -12, -18, -8, -4
11,-2:-4, 4, -2, -8, -12, -18, -8, 0
11,-2:-4, 4, -2, -8, -12, -18, -4, -8
8,-3:-4, 4, -2, -8, -10, -18, -2, 2
11,8:-4, 4, -2, -8, -10, -18, 2, 2
29,-1:-4, 4, -2, -8, -10, 2, -28, -16
-2,3:-4, 4, -2, -8, 6, -16, -14, -12
-3,-2:-4, 4, -2, 2, 4, 2, -16, 6
3,-5:-4, 4, 4, -6, -4, -10, 4, 10
3,-5:-4, 4, 4, -6, -4, -10, 4, 20
3,-5:-4, 4, 4, -6, -4, -10, 8, 6
3,-5:-4, 4, 4, -6, -4, -10, 8, 8
3,-5:-4, 4, 4, -6, -4, -10, 8, 10
6,7:-4, 4, 4, 4, -14, 8, 0, 6
3,-5:-4, 4, 4, 4, 6, -4, -10, 4
3,-5:-4, 4, 4, 4, 6, -4, -10, 14
6,7:-4, 4, 4, 4, 8, 0, 6, -14
5,9:-4, 4, 4, 6, -14, -14, 2, -12
5,9:-4, 4, 4, 6, -14, -14, 2, -10
5,9:-4, 4, 4, 6, -14, -14, 2, -8
16,9:-4, 4, 6, 2, -16, -2, 2, 12
16,9:-4, 4, 6, 2, -16, -2, 2, 14
16,9:-4, 4, 6, 2, -16, -2, 2, 16
16,9:-4, 4, 6, 2, -16, -2, 12, 2
16,9:-4, 4, 6, 2, -16, -2, 12, 4
16,9:-4, 4, 6, 2, -16, 2, 12, -2
1,6:-4, 4, 6, 2, -6, 0, 10, -8
16,9:-4, 4, 6, 2, -2, 2, 12, -16
16,9:-4, 4, 6, 2, -2, 2, 12, -14
16,-16:-4, 4, 6, 4, -8, 4, -30, -20
1,6:6, -4, -4, -6, 6, -8, -20, -6
1,6:6, -4, -4, -6, 6, -8, -12, -14
1,6:6, -4, -4, -6, 6, -8, -8, -18
1,6:6, -4, -4, -6, 6, -8, -8, -12
6,-2:6, -4, -4, -4, 4, -4, -10, 2
6,-2:6, -4, -4, -4, 4, -4, -10, 4
6,-2:6, -4, -4, -4, 4, -4, -10, 6
6,-2:6, -4, -4, -4, 6, -4, -10, 0
6,-2:6, -4, -4, -4, 6, -4, -10, 10
13,-1:6, -4, -4, 2, 6, 0, 14, -4
-5,-3:6, -4, -4, 2, 6, 10, 0, 14
-5,-3:6, -4, -4, 2, 6, 10, 0, 18
-5,-3:6, -4, -4, 2, 6, 10, 14, 0
14,0:6, -4, -4, 4, -8, -16, -4, -4
14,0:6, -4, -4, 4, -8, -16, -4, -2
14,0:6, -4, -4, 4, -8, -16, 0, -4
1,6:6, -4, -4, 4, -8, -6, 6, -16
9,1:6, -4, 6, -4, -4, -6, -4, -10
2,15:6, -4, 6, 6, -2, 10, 0, 18
2,15:6, -4, 6, 6, -2, 10, 18, 0
-5,10:6, -4, 6, 6, 2, -2, -4, 20
-4,-7:6, 6, -4, -4, -8, -14, 2, -10
-4,-7:6, 6, -4, -4, -8, -14, 2, -8
-4,-7:6, 6, -4, -4, -8, -14, 2, -6
-4,-7:6, 6, -4, -4, -8, 2, -10, -10
5,-1:6, 6, -4, -4, 16, 0, 16, 16
5,-1:6, 6, -4, -4, 16, 0, 16, 18
5,-1:6, 6, -4, -4, 16, 0, 16, 20
5,-1:6, 6, -4, -4, 16, 16, 8, 10
5,-1:6, 6, -4, -4, 16, 16, 8, 20
5,-1:6, 6, -4, -4, 16, 16, 16, 0
2,6:6, 6, -4, 0, 10, 6, 8, 2
2,1:6, 6, -4, 0, 16, -12, 2, 4
2,1:6, 6, -4, 0, 16, 2, 4, -12
2,1:6, 6, -4, 0, 16, 2, 4, -4
22,5:6, 6, -4, 0, 16, 4, -14, -12
-1,12:6, 6, -2, -4, -4, 10, 18, -8
5,-1:6, 6, -2, -4, 4, 8, 18, 8
19,6:6, 6, -2, -4, 10, 2, 14, -2
1,9:6, 6, -2, -4, 10, 6, 6, -8
5,-1:6, 6, -2, -4, 12, 12, 16, 6
5,-1:6, 6, -2, -4, 12, 12, 16, 8
5,-1:6, 6, -2, -4, 14, 10, 10, 12
5,-1:6, 6, -2, -4, 14, 10, 10, 22
11,6:6, 6, -2, -2, -4, 16, 0, 8
11,6:6, 6, -2, -2, -4, 16, 0, 10
11,6:6, 6, -2, -2, -4, 16, 0, 12
11,6:6, 6, -2, -2, -4, 16, 8, 0
-3,4:6, 6, -2, -2, 8, 6, 12, -12
-15,28:6, 6, -2, 6, 14, 12, 26, 48
-15,28:6, 6, -2, 6, 14, 12, 48, 26
-15,28:6, 6, -2, 6, 14, 12, 48, 28
-15,28:6, 6, -2, 6, 14, 12, 48, 30
-8,25:6, 6, -2, 6, 18, 16, 24, 38
-8,25:6, 6, -2, 6, 18, 16, 38, 24
-8,25:6, 6, -2, 6, 18, 16, 38, 26
-1,12:6, 6, -2, 10, 6, 2, 18, 4
-1,12:6, 6, -2, 10, 6, 2, 18, 6
2,10:6, 6, -2, 12, 2, 8, 4, 6
3,12:6, 6, -2, 12, 2, 8, 6, 14
2,10:6, 6, -2, 12, 8, 4, 6, 2
3,12:6, 6, -2, 12, 8, 6, 14, 2
5,1:6, 6, -2, 16, 0, -4, -8, -6
1,6:6, 6, 2, -6, -6, -10, 4, -20
1,6:6, 6, 2, -6, -6, -10, 4, -18
6,0:6, 6, 2, -6, -4, 8, 14, -8
2,11:6, 6, 2, -6, 4, -16, 18, 14
2,11:6, 6, 2, -6, 4, 18, 14, -16
9,4:6, 6, 2, -6, 10, -8, 0, 10
9,4:6, 6, 2, -6, 10, -8, 10, 0
5,-2:6, 6, 2, -6, 10, 10, -20, 8
5,-2:6, 6, 2, -6, 10, 10, -20, 12
5,-2:6, 6, 2, -6, 10, 10, 8, -20
5,-2:6, 6, 2, -6, 10, 10, 8, -14
5,-2:6, 6, 2, -6, 10, 10, 8, -10
6,0:6, 6, 2, -4, -8, 0, 2, 14
6,0:6, 6, 2, -4, -8, 0, 6, 8
6,0:6, 6, 2, -4, -8, 0, 6, 12
6,0:6, 6, 2, -4, -8, 2, 12, 14
6,0:6, 6, 2, -4, -8, 8, 6, 20
6,0:6, 6, 2, -4, -8, 8, 20, 6
6,0:6, 6, 2, -4, -8, 10, 12, 0
6,0:6, 6, 2, -4, -8, 10, 12, 10
6,0:6, 6, 2, -4, -8, 12, 14, 4
6,0:6, 6, 2, -4, -8, 12, 14, 6
8,23:6, 6, 2, -2, 8, -2, 8, 20
8,23:6, 6, 2, -2, 8, -2, 20, 8
19,15:6, 6, 2, 0, 8, 6, 8, -6
14,2:6, 6, 2, 2, -8, -14, 4, 10
14,2:6, 6, 2, 2, -8, -14, 4, 12
14,2:6, 6, 2, 2, -8, -14, 4, 14
14,2:6, 6, 2, 2, -8, -14, 10, 4
14,2:6, 6, 2, 2, -8, 4, 10, -14
5,-2:6, 6, 2, 4, -2, 2, 10, -2
-8,4:6, 6, 2, 10, -2, -12, 16, 8
6,0:6, 6, 2, 10, 6, 4, -8, 14
-3,4:6, 6, 6, -8, -4, 6, 12, -4
-3,4:6, 6, 6, -8, -4, 6, 12, -2
-3,4:6, 6, 6, -8, -4, 6, 12, 0
7,21:6, 6, 6, -6, -8, 2, 6, 12
-3,4:6, 6, 6, -2, 4, 6, 12, -2
-3,4:6, 6, 6, -2, 4, 6, 12, 0
-3,4:6, 6, 6, -2, 4, 6, 12, 2
6,13:6, 6, 6, 10, 14, -8, 12, 16
6,13:6, 6, 6, 10, 14, -8, 16, 12
6,13:6, 6, 6, 10, 14, 12, 16, -8
6,13:6, 6, 6, 10, 14, 12, 16, -6
6,13:6, 6, 6, 10, 14, 12, 16, -4
5,-1:6, 6, 8, -4, 10, 10, 18, 18
5,-1:6, 6, 8, -4, 10, 10, 18, 20
5,-1:6, 6, 8, -4, 10, 10, 18, 22
5,-1:6, 6, 8, -4, 10, 12, 22, 10
5,-1:6, 6, 8, -4, 10, 12, 22, 12
5,-1:6, 6, 8, -4, 10, 12, 22, 14
5,-1:6, 6, 8, -4, 10, 14, 14, 12
5,-1:6, 6, 8, -4, 10, 14, 14, 14
5,-1:6, 6, 8, -4, 10, 20, 22, 6
5,-1:6, 6, 8, -4, 10, 20, 22, 8
5,-1:6, 6, 8, -4, 10, 20, 22, 10
5,-1:6, 6, 8, -4, 10, 22, 10, 18
5,-1:6, 6, 8, -4, 10, 22, 10, 20
5,-1:6, 6, 8, -4, 10, 22, 10, 22
5,-1:6, 6, 8, -4, 10, 22, 12, 16
5,-1:6, 6, 8, -4, 10, 22, 18, 10
-8,26:6, 6, 8, 2, 4, 8, 34, 32
-12,6:6, 6, 8, 2, 4, 18, 16, 24
-12,6:6, 6, 8, 2, 4, 18, 16, 32
-12,6:6, 6, 8, 2, 4, 18, 24, 16
-7,6:6, 6, 8, 2, 10, 14, 12, 18
-4,1:6, 6, 8, 8, 0, 12, 6, 16
-4,1:6, 6, 8, 8, 0, 12, 6, 20
-4,1:6, 6, 8, 8, 0, 12, 16, 6
-1,-2:6, 6, 8, 8, 0, 16, 10, 4
-1,-2:6, 6, 8, 8, 2, 6, 4, 14
-1,-2:6, 6, 8, 8, 2, 6, 4, 18
8,5:6, 6, 8, 8, 6, 0, 2, 6
8,5:6, 6, 8, 8, 6, 0, 2, 8
8,5:6, 6, 8, 8, 6, 0, 2, 10
8,5:6, 6, 8, 8, 6, 0, 6, 2
-3,10:6, 6, 8, 10, 8, 2, 12, 18
9,9:6, 6, 16, -16, 4, 2, 4, -2
