3,-4:-4, 0, -16, -6, 4, -4, 0, -8
-14,7:-4, 0, -2, 4, -14, -2, 6, 10
-14,7:-4, 0, -2, 4, -14, -2, 6, 14
-14,7:-4, 0, -2, 4, -14, -2, 10, 6
-14,7:-4, 0, -2, 4, -14, 4, 12, 0
-14,7:-4, 0, -2, 4, -14, 4, 12, 2
-14,7:-4, 0, -2, 4, -14, 4, 12, 4
-14,7:-4, 0, -2, 4, -14, 6, 10, -2
-14,7:-4, 0, -2, 4, -14, 6, 10, 2
6,8:-4, 0, 8, -6, -12, 10, 8, 0
2,8:6, 6, -2, -4, 4, -2, -4, 18
4,-9:-4, -12, -6, -16, -6, -4, 2, 4, -10
10,7:-4, -12, -4, 6, 16, 2, 10, 6, -4
2,-2:-4, -6, -14, 2, 4, -2, 14, 10, -4
-4,2:-4, -6, -6, -14, 0, -2, -6, 4, 6
8,7:-4, -6, -6, 0, -10, -8, -14, 0, -12
3,-4:-4, 0, -16, -6, 4, -4, 0, -10, -14
3,-4:-4, 0, -16, -6, 4, -4, 0, -10, -12
13,2:-4, 0, -16, 6, 4, 4, 4, 4, 10
2,6:-4, 0, -12, 6, -2, -12, -4, 2, 16
-6,-3:-4, 0, -12, 6, -2, 6, -2, -18, -6
-6,-3:-4, 0, -12, 6, -2, 6, -2, -2, -22
-6,-3:-4, 0, -12, 6, -2, 6, -2, -2, -20
-6,-3:-4, 0, -12, 6, -2, 6, -2, -2, -18
4,-1:-4, 0, -12, 10, -10, 6, 8, -6, 0
-4,0:-4, 0, -8, -4, -8, -2, -6, -10, -10
-14,7:-4, 0, -2, 4, -14, -2, 2, 14, 8
-14,7:-4, 0, -2, 4, -14, -2, 4, 14, 0
-14,7:-4, 0, -2, 4, -14, -2, 4, 14, 2
-14,7:-4, 0, -2, 4, -14, -2, 6, 12, 16
-14,7:-4, 0, -2, 4, -14, -2, 6, 12, 18
-14,7:-4, 0, -2, 4, -14, -2, 6, 12, 20
-14,7:-4, 0, -2, 4, -14, -2, 6, 16, 16
-14,7:-4, 0, -2, 4, -14, -2, 12, 16, 4
-14,7:-4, 0, -2, 4, -14, -2, 12, 20, 6
-14,7:-4, 0, -2, 4, -14, -2, 12, 20, 10
-14,7:-4, 0, -2, 4, -14, 0, 6, 10, 4
-14,7:-4, 0, -2, 4, -14, 0, 6, 10, 6
-14,7:-4, 0, -2, 4, -14, 0, 6, 10, 8
-14,7:-4, 0, -2, 4, -14, 0, 12, 2, -10
-14,7:-4, 0, -2, 4, -14, 0, 12, 2, -8
-14,7:-4, 0, -2, 4, -14, 0, 12, 20, 2
-14,7:-4, 0, -2, 4, -14, 2, 0, 4, 14
-14,7:-4, 0, -2, 4, -14, 2, 0, 4, 16
-14,7:-4, 0, -2, 4, -14, 2, 0, 4, 18
-14,7:-4, 0, -2, 4, -14, 2, 0, 14, 4
-14,7:-4, 0, -2, 4, -14, 4, 12, 8, 2
-14,7:-4, 0, -2, 4, -14, 4, 12, 8, 4
-14,7:-4, 0, -2, 4, -14, 4, 12, 8, 6
-14,7:-4, 0, -2, 4, -14, 6, 4, 10, 4
-14,7:-4, 0, -2, 4, -14, 12, 2, -10, -8
-14,7:-4, 0, -2, 4, -14, 12, 2, 2, -4
1,4:-4, 0, -2, 6, 10, 4, 4, 10, 24
1,4:-4, 0, -2, 6, 10, 4, 4, 10, 34
1,4:-4, 0, -2, 6, 10, 4, 4, 24, 10
2,6:-4, 0, 6, -2, -4, 2, -4, 16, -12
2,6:-4, 0, 6, -2, -4, 2, -4, 16, -10
2,6:-4, 0, 6, -2, -4, 2, -4, 16, -8
-6,-3:-4, 0, 6, -2, 6, -2, -4, -22, -14
-6,-3:-4, 0, 6, -2, 6, -2, -4, -22, -12
-6,-3:-4, 0, 6, -2, 6, -2, -4, -22, -10
-6,-3:-4, 0, 6, -2, 6, -2, -2, -22, -12
-6,-3:-4, 0, 6, -2, 6, -2, -2, -22, -10
-6,-3:-4, 0, 6, -2, 6, -2, -2, -22, -8
10,-9:-4, 4, -8, -12, -14, -16, -14, -14, -6
10,-9:-4, 4, -8, -12, -14, -16, -14, -14, -2
7,-8:-4, 4, -4, -10, -14, -38, -16, -26, -24
7,-8:-4, 4, -4, -10, -14, -16, -26, -24, -38
7,-8:-4, 4, -4, -10, -14, -16, -26, -24, -36
7,-8:-4, 4, -4, -10, -14, -16, -26, -24, -34
7,11:-4, 4, 4, 4, -14, -4, 2, -4, 16
7,11:-4, 4, 4, 4, -14, -4, 2, 16, -4
7,11:-4, 4, 4, 4, -4, 2, -4, 16, -4
7,11:-4, 4, 4, 4, -4, 2, -4, 16, -2
11,3:6, 6, -4, -4, 16, 6, 2, 2, 12
11,3:6, 6, -4, -4, 16, 6, 2, 2, 22
2,8:6, 6, -2, -4, -4, 4, 0, 18, -8
10,9:6, 6, -2, -4, 4, 18, 16, 0, 18
10,-9:-4, 4, -8, -12, -14, -16, -14, -14, -4, -12
10,-9:-4, 4, -8, -12, -14, -16, -14, -14, -4, -10
10,-9:-4, 4, -8, -12, -14, -16, -14, -14, -4, -8
23,0:-4, 4, -8, 6, 4, -2, -34, -12, -8, -18
7,-8:-4, 4, -4, -10, -14, -42, -16, -26, -24, -40
7,-8:-4, 4, -4, -10, -14, -42, -16, -26, -24, -38
7,-8:-4, 4, -4, -10, -14, -42, -16, -26, -24, -36
7,-8:-4, 4, -4, -10, -14, -38, -16, -26, -22, -20
7,-8:-4, 4, -4, -10, -14, -38, -16, -26, -20, -26
0,17:-4, 4, -2, -8, -10, -6, -8, -16, 0, -6
0,17:-4, 4, -2, -8, -10, -6, -8, 0, -6, -16
0,17:-4, 4, -2, -8, -10, -6, -8, 0, -6, -12
6,2:-4, 4, -2, -8, 2, -16, 6, 8, 8, 6
-2,-4:-4, 4, -2, 6, -16, 10, 2, 0, -14, 0
-2,-4:-4, 4, -2, 6, -16, 10, 2, 0, -14, 2
-2,-4:-4, 4, -2, 6, -16, 10, 2, 0, -10, -2
-2,-4:-4, 4, -2, 6, -16, 10, 2, 0, -10, 0
-2,-4:-4, 4, -2, 6, -16, 10, 2, 0, -10, 2
-2,-4:-4, 4, -2, 6, -16, 10, 2, 0, 0, -14
-2,-4:-4, 4, -2, 6, -16, 10, 2, 0, 0, -12
-2,-4:-4, 4, -2, 6, -16, 10, 2, 0, 0, -10
7,11:-4, 4, 4, 4, -4, -6, -14, 2, 16, -4
7,11:-4, 4, 4, 4, -4, 2, -4, -10, 16, -4
7,11:-4, 4, 4, 4, -4, 2, -4, -8, 16, -10
7,11:-4, 4, 4, 4, -4, 2, -4, -6, 16, -6
7,11:-4, 4, 4, 4, -4, 2, -4, -6, 16, -4
7,11:-4, 4, 4, 4, -4, 2, -4, -6, 16, -2
7,11:-4, 4, 4, 4, -4, 2, 16, -8, -20, -16
7,11:-4, 4, 4, 4, -4, 2, 16, -8, -20, -14
7,11:-4, 4, 4, 4, -4, 2, 16, -8, -2, -16
7,11:-4, 4, 4, 6, 6, 4, -4, 2, 16, -2
6,-1:6, -4, -4, 0, -16, -6, 4, -4, 0, -8
-11,10:6, -4, -4, 0, -2, 4, -14, -2, 6, 10
-11,10:6, -4, -4, 0, -2, 4, -14, -2, 6, 14
-11,10:6, -4, -4, 0, -2, 4, -14, -2, 10, 6
-11,10:6, -4, -4, 0, -2, 4, -14, 4, 12, 0
-11,10:6, -4, -4, 0, -2, 4, -14, 4, 12, 2
-11,10:6, -4, -4, 0, -2, 4, -14, 4, 12, 4
-11,10:6, -4, -4, 0, -2, 4, -14, 6, 10, -2
-11,10:6, -4, -4, 0, -2, 4, -14, 6, 10, 2
9,11:6, -4, -4, 0, 8, -6, -12, 10, 8, 0
5,11:6, -4, 6, 6, -2, -4, 4, -2, -4, 18
-6,19:6, 6, -4, -4, 10, 4, -2, 4, 18, 38
-6,19:6, 6, -4, -4, 10, 4, -2, 4, 38, 18
-6,19:6, 6, -4, -4, 10, 4, -2, 4, 38, 20
-6,19:6, 6, -4, -4, 10, 4, -2, 4, 38, 22
2,8:6, 6, -2, -4, -4, -10, -6, 4, 18, -18
2,8:6, 6, -2, -4, -4, -10, -6, 4, 18, -14
2,8:6, 6, -2, -4, -4, 4, 0, -10, 18, -8
2,8:6, 6, -2, -4, -4, 4, 0, -10, 18, -6
2,8:6, 6, -2, -4, -4, 4, 0, -10, 18, -4
10,9:6, 6, -2, -4, 4, 18, 16, 0, 12, 14
10,9:6, 6, -2, -4, 4, 18, 16, 0, 14, 10
10,9:6, 6, -2, -4, 4, 18, 16, 0, 14, 12
2,8:6, 6, -2, 4, 0, -10, -4, -6, 18, -12
2,8:6, 6, -2, 4, 0, -10, -2, 0, 18, -10
2,8:6, 6, -2, 4, 0, -10, -2, 0, 18, -8
2,8:6, 6, -2, 4, 0, -2, -12, -6, 18, -10
2,8:6, 6, -2, 4, 0, -2, -12, -2, 18, -6
2,8:6, 6, -2, 4, 0, -2, -12, -2, 18, -2
2,8:6, 6, -2, 4, 0, -2, 0, -6, 18, -10
2,8:6, 6, -2, 4, 0, -2, 0, -6, 18, 0
2,8:6, 6, -2, 4, 0, -2, 0, -4, 18, -6
2,8:6, 6, -2, 4, 0, -2, 0, -4, 18, -4
2,8:6, 6, -2, 4, 0, -2, 0, -4, 18, -2
5,13:6, 6, -2, 14, 8, -4, 0, 6, -8, 20
-4,-1:6, 6, 2, -8, 10, 22, 16, 24, 20, 24
-13,0:6, 6, 2, -4, 6, 6, -8, 20, 20, 8
12,13:6, 6, 2, 6, -8, -6, 4, 8, 6, 2
4,26:6, 6, 6, -6, 4, -2, 10, 12, 16, 6
1,-7:6, 6, 8, 8, 0, -6, 14, 10, 6, -8
8,1:6, 6, 14, 6, -4, -14, 16, 0, 0, 6
5,12:6, 6, 14, 6, -4, 2, 12, 10, -20, -18
5,12:6, 6, 14, 6, -4, 2, 12, 10, -20, -14
1,13:6, 6, 14, 10, -4, 16, 12, 18, 16, -4
