-3,-3:-4, -6, -4, -10, 0
5,-6:-4, -6, 6, -2, 14
5,-6:-4, -6, 6, -2, 16
5,-6:-4, -6, 6, -2, 18
-3,-2:-4, -6, -6, 2, 8, 8
5,-6:-4, -6, 6, -2, 22, 16
5,-6:-4, -6, 6, -2, 22, 18
5,-6:-4, -6, 6, -2, 22, 20
2,-3:-4, 0, -12, 8, 8, 16
-3,0:-4, 0, -8, 6, 10, 0
0,-8:-4, 0, 4, 6, -18, -8
2,-3:-4, 0, 8, 8, 16, -12
2,-3:-4, 0, 8, 8, 16, -10
2,-3:-4, 0, 8, 8, 16, -8
5,-1:-4, 4, -8, -16, 2, -6
-4,6:6, 6, 8, -4, 4, -16
-4,6:6, 6, 8, -4, 4, -14
-4,6:6, 6, 8, -4, 4, -12
-1,-2:6, 6, 8, 6, 12, 2
10,5:-4, -12, -14, -4, -4, -6, 6
5,-6:-4, -12, 4, 6, 4, -2, 0
5,-6:-4, -12, 4, 6, 4, -2, 2
5,-14:-4, -6, -14, 6, -2, -16, -4
5,-14:-4, -6, -14, 6, -2, -16, 0
5,-14:-4, -6, -14, 6, -2, -4, -16
5,-14:-4, -6, -14, 6, -2, -4, -6
4,2:-4, -6, -8, -10, -20, -2, -8
4,2:-4, -6, -8, -10, -20, -2, -6
4,2:-4, -6, -8, -10, -20, -2, -4
4,2:-4, -6, -8, -10, -2, -8, -20
4,2:-4, -6, -8, -10, -2, -8, -10
-2,-2:-4, -6, -6, 0, -6, -6, 0
0,-3:-4, -6, 6, -8, -20, -6, 0
0,-3:-4, -6, 6, -8, -8, 0, -18
0,-3:-4, -6, 6, -8, -8, 0, -12
5,-6:-4, -6, 6, -2, 12, 10, 18
5,-6:-4, -6, 6, -2, 22, 12, 14
5,-6:-4, -6, 6, -2, 22, 12, 16
5,-6:-4, -6, 6, -2, 22, 12, 18
6,13:-4, 0, -16, 0, 10, 8, 0
2,-3:-4, 0, -12, 8, 8, 12, 14
2,-3:-4, 0, -12, 8, 8, 12, 16
2,-3:-4, 0, -12, 8, 8, 12, 18
2,-3:-4, 0, -12, 8, 8, 14, 18
4,12:-4, 0, 6, 2, -2, -10, -2
4,12:-4, 0, 6, 2, -2, -2, -10
4,12:-4, 0, 6, 2, -2, -2, -6
16,13:-4, 0, 8, -6, -12, -14, 6
2,-3:-4, 0, 8, 8, 16, -16, -14
2,-3:-4, 0, 8, 8, 16, -16, -12
2,-3:-4, 0, 8, 8, 16, -16, -10
2,14:-4, 2, 6, 0, 4, -10, 2
2,14:-4, 2, 6, 0, 4, -2, -2
2,14:-4, 2, 6, 0, 4, 0, -2
2,14:-4, 2, 6, 0, 4, 6, -4
4,-2:-4, 2, 6, 0, 14, -4, -6
-14,-4:-4, 2, 6, 10, 0, 14, 10
36,-8:-4, 4, -10, 2, -16, -26, -8
36,-8:-4, 4, -10, 2, -16, -26, -6
36,-8:-4, 4, -10, 2, -16, -26, -4
5,-6:-4, 4, -8, 6, -2, 14, -10
5,-6:-4, 4, -8, 6, -2, 14, -8
19,-12:-4, 4, -4, -10, -18, -28, -20
9,0:-4, 4, -2, -14, 6, 2, 6
0,0:6, -4, -4, -6, -4, -10, 0
8,-3:6, -4, -4, -6, 6, -2, 14
8,-3:6, -4, -4, -6, 6, -2, 16
8,-3:6, -4, -4, -6, 6, -2, 18
1,6:6, 6, -2, 10, 0, 18, 8
-1,3:6, 6, 2, -6, -6, -14, 10
-1,3:6, 6, 2, -6, -6, -14, 12
-1,3:6, 6, 2, -6, -6, -14, 14
-1,3:6, 6, 2, -6, -6, 10, -14
2,-2:6, 6, 2, -4, -8, 10, 2
-6,1:6, 6, 2, -2, -4, 20, 10
-4,6:6, 6, 8, -4, 4, -20, -18
-4,6:6, 6, 8, -4, 4, -20, -16
-4,6:6, 6, 8, -4, 4, -20, -14
0,-2:6, 6, 8, 8, 0, -6, -6
16,3:6, 6, -4, -4, 2, -2, 4, 8, 0
16,3:6, 6, -4, -4, 2, -2, 4, 12, 2
16,3:6, 6, -4, -4, 2, -2, 10, 0, 8
16,3:6, 6, -4, -4, 2, -2, 10, 0, 10
16,3:6, 6, -4, -4, 2, -2, 12, 2, 2
16,3:6, 6, -4, -4, 2, -2, 12, 2, 6
16,3:6, 6, -4, -4, 2, -2, 12, 6, 10
16,3:6, 6, -4, -4, 2, -2, 12, 8, 6
-1,1:6, 6, -4, -4, 16, 0, 2, 16, 16
-1,1:6, 6, -4, -4, 16, 0, 2, 16, 18
-1,1:6, 6, -4, -4, 16, 0, 2, 16, 20
-1,1:6, 6, -4, -4, 16, 16, 8, 2, 10
-1,1:6, 6, -4, -4, 16, 16, 8, 2, 20
-4,8:6, 6, -4, 0, 10, 6, 8, 2, 12
4,5:6, 6, -4, 0, 10, 6, 18, 10, 26
4,5:6, 6, -4, 0, 10, 6, 18, 10, 28
4,5:6, 6, -4, 0, 10, 6, 18, 10, 30
4,-5:6, 6, -4, 0, 16, -12, 2, 4, -6
24,-1:6, 6, -4, 0, 16, 4, -14, -12, -22
7,12:6, 6, -4, 2, 10, 4, 0, 0, 14
7,12:6, 6, -4, 2, 10, 4, 0, 0, 16
7,12:6, 6, -4, 2, 10, 4, 0, 14, 0
-4,6:6, 6, -2, -4, -2, 4, 4, -4, -2
-4,6:6, 6, -2, -4, -2, 4, 4, -4, 0
-4,6:6, 6, -2, -4, -2, 4, 4, -4, 2
21,0:6, 6, -2, -4, 10, 2, 14, -2, -18
-4,6:6, 6, -2, -4, 10, 4, -16, 8, 10
-4,6:6, 6, -2, -4, 10, 4, -16, 8, 12
-4,6:6, 6, -2, -4, 10, 4, -16, 14, 10
-4,6:6, 6, -2, -4, 10, 4, -16, 14, 12
-4,6:6, 6, -2, -4, 10, 4, -16, 14, 14
-4,6:6, 6, -2, -4, 10, 4, -16, 16, 18
-5,11:6, 6, -2, -4, 10, 6, 6, -8, 16
-5,11:6, 6, -2, -4, 10, 6, 6, 16, -8
-12,6:6, 6, -2, -4, 10, 6, 16, 4, 6
-12,6:6, 6, -2, -4, 10, 6, 16, 4, 8
-12,6:6, 6, -2, -4, 10, 6, 16, 4, 10
-1,1:6, 6, -2, -4, 14, 10, 2, 10, 12
-1,1:6, 6, -2, -4, 14, 10, 2, 10, 22
-9,-6:6, 6, -2, -4, 16, 6, -2, -16, -4
7,10:6, 6, -2, -2, -4, -8, -4, -2, -14
7,10:6, 6, -2, -2, -4, -8, -2, -14, -6
7,10:6, 6, -2, -2, -4, -8, -2, -14, -4
-4,6:6, 6, -2, -2, -4, 8, 4, -16, -12
13,0:6, 6, -2, -2, -4, 16, 0, -10, 8
13,0:6, 6, -2, -2, -4, 16, 0, -10, 10
13,0:6, 6, -2, -2, -4, 16, 0, -10, 12
13,0:6, 6, -2, -2, -4, 16, 0, 8, -10
18,-9:6, 6, -2, -2, 8, -2, 10, -20, -6
18,-9:6, 6, -2, -2, 8, -2, 10, -20, -4
18,-9:6, 6, -2, -2, 8, -2, 10, -20, -2
-1,-2:6, 6, -2, -2, 8, 6, 12, 2, -12
-10,20:6, 6, -2, 6, 12, 18, 20, 30, 20
-10,20:6, 6, -2, 6, 12, 18, 20, 30, 22
-10,20:6, 6, -2, 6, 12, 18, 20, 30, 24
-10,20:6, 6, -2, 6, 12, 20, 30, 20, 18
-10,20:6, 6, -2, 6, 12, 20, 30, 20, 22
-13,22:6, 6, -2, 6, 14, 12, 26, 48, 38
-13,22:6, 6, -2, 6, 14, 12, 48, 38, 26
-13,22:6, 6, -2, 6, 14, 12, 48, 38, 28
-13,22:6, 6, -2, 6, 14, 12, 48, 38, 30
-6,19:6, 6, -2, 6, 18, 16, 24, 38, 28
-4,10:6, 6, -2, 10, 2, 18, 8, 0, -6
-4,10:6, 6, -2, 10, 2, 18, 8, 0, -4
-4,10:6, 6, -2, 10, 2, 18, 8, 0, -2
-6,37:6, 6, -2, 12, 0, 18, 28, 14, 8
-6,37:6, 6, -2, 12, 0, 18, 28, 14, 10
-6,37:6, 6, -2, 12, 0, 18, 28, 14, 12
-4,12:6, 6, -2, 12, 2, 8, 4, 6, 16
5,6:6, 6, -2, 12, 2, 8, 6, 14, 4
-4,12:6, 6, -2, 12, 8, 4, 6, 16, 2
-4,12:6, 6, -2, 12, 8, 4, 6, 16, 6
18,3:6, 6, -2, 12, 10, 14, 22, 12, 28
-10,7:6, 6, -2, 14, 8, 16, 10, 4, 14
-1,3:6, 6, -2, 16, 0, -4, -8, -6, 4
2,9:6, 6, 2, -8, 4, 4, 0, 10, 4
2,10:6, 6, 2, -8, 10, 18, 14, 12, 2
-1,3:6, 6, 2, -6, -6, -14, 8, 6, 14
-1,3:6, 6, 2, -6, -6, -14, 18, 8, 10
-1,3:6, 6, 2, -6, -6, -14, 18, 8, 12
-1,3:6, 6, 2, -6, -6, -14, 18, 8, 14
-1,3:6, 6, 2, -6, -6, -12, -14, 10, -18
-1,3:6, 6, 2, -6, -6, -12, -12, 10, -18
-1,3:6, 6, 2, -6, -6, -12, -12, 10, -16
-1,3:6, 6, 2, -6, -6, -12, -12, 10, -14
-1,3:6, 6, 2, -6, -6, -10, -20, 10, -18
-1,3:6, 6, 2, -6, -6, -10, -20, 10, -16
-1,3:6, 6, 2, -6, -6, -10, -20, 10, -14
3,0:6, 6, 2, -6, -6, -10, 4, 0, -20
3,0:6, 6, 2, -6, -6, -10, 4, 0, -18
-1,3:6, 6, 2, -6, -6, 10, -18, -14, -6
0,2:6, 6, 2, -6, -4, 8, 14, -8, 2
4,5:6, 6, 2, -6, 4, -16, 18, 14, 4
-3,10:6, 6, 2, -6, 8, 16, 18, 0, 0
11,-2:6, 6, 2, -6, 10, -8, 0, -10, 10
11,-2:6, 6, 2, -6, 10, -8, 0, 10, -10
7,-8:6, 6, 2, -6, 10, 10, -20, -12, 8
7,-8:6, 6, 2, -6, 10, 10, -20, -12, 12
7,-8:6, 6, 2, -6, 10, 10, -20, 8, -12
0,5:6, 6, 2, -4, -8, -4, 12, -6, -18
0,2:6, 6, 2, -4, -8, 0, 6, 2, 12
0,2:6, 6, 2, -4, -8, 8, 6, 2, 20
14,5:6, 6, 2, -4, 0, 4, 2, 8, 0
14,5:6, 6, 2, -4, 0, 4, 4, 6, 10
14,5:6, 6, 2, -4, 0, 4, 4, 6, 12
14,5:6, 6, 2, -4, 0, 4, 4, 6, 14
-3,24:6, 6, 2, -4, 10, 4, 2, 0, 8
-3,11:6, 6, 2, -4, 12, 8, 6, -10, 12
-3,11:6, 6, 2, -4, 12, 8, 6, 12, -10
-3,11:6, 6, 2, -4, 12, 8, 6, 12, -8
-3,11:6, 6, 2, -4, 12, 8, 6, 12, -6
10,17:6, 6, 2, -2, 8, -2, 8, 20, 10
14,3:6, 6, 2, 0, -4, -6, 12, 6, -2
13,17:6, 6, 2, 0, 8, 6, 8, -6, 4
8,4:6, 6, 2, 2, -8, -14, 4, -4, 10
8,4:6, 6, 2, 2, -8, -14, 4, -4, 12
8,4:6, 6, 2, 2, -8, -14, 4, -4, 14
8,4:6, 6, 2, 2, -8, -14, 4, 10, -4
1,12:6, 6, 2, 2, -8, 8, 16, 10, 0
3,20:6, 6, 2, 6, 8, -2, 16, 0, -2
-14,6:6, 6, 2, 10, -2, -12, 16, 8, 20
-14,6:6, 6, 2, 10, -2, -12, 16, 20, 6
-14,6:6, 6, 2, 10, -2, -12, 16, 20, 8
7,3:6, 6, 2, 10, 4, 6, -2, 2, 14
7,3:6, 6, 2, 10, 4, 6, -2, 14, 2
7,7:6, 6, 6, -6, -10, -6, 4, -12, -16
7,7:6, 6, 6, -6, -10, -6, 4, -12, -14
7,7:6, 6, 6, -6, -10, -6, 4, -12, -12
1,23:6, 6, 6, -6, -8, 2, 6, 12, 22
7,6:6, 6, 6, -6, 10, 8, 4, 2, 6
4,12:6, 6, 6, -6, 10, 8, 4, 12, 4
4,5:6, 6, 6, -4, 10, 12, 4, 22, -6
2,8:6, 6, 6, 4, 8, 10, 10, 20, 32
2,8:6, 6, 6, 4, 8, 10, 10, 32, 20
7,-6:6, 6, 6, 4, 10, 14, 10, -12, -14
7,-6:6, 6, 6, 4, 10, 14, 10, -12, -12
7,-6:6, 6, 6, 4, 10, 14, 10, -12, -10
5,-9:6, 6, 6, 8, 6, 16, -10, 0, -2
8,7:6, 6, 6, 10, 14, -8, 12, 2, 16
8,7:6, 6, 6, 10, 14, -8, 12, 16, 2
8,7:6, 6, 6, 10, 14, 12, 2, 16, -8
8,7:6, 6, 6, 10, 14, 12, 2, 16, -6
-4,2:6, 6, 8, -4, 2, 10, -12, 20, 10
-4,6:6, 6, 8, -4, 4, -20, -10, -20, -18
-4,6:6, 6, 8, -4, 4, -20, -10, -20, -16
-4,6:6, 6, 8, -4, 4, -20, -10, -20, -14
-4,6:6, 6, 8, -4, 4, -10, -20, -16, -12
-4,6:6, 6, 8, -4, 4, -10, -20, -16, -2
-4,6:6, 6, 8, -4, 4, -10, -18, 0, -14
-4,6:6, 6, 8, -4, 4, -10, -18, 0, -10
-4,6:6, 6, 8, -4, 4, -10, -8, -14, -10
-4,6:6, 6, 8, -4, 4, -10, -8, -14, 0
-4,6:6, 6, 8, -4, 4, -10, -8, -10, -12
-4,6:6, 6, 8, -4, 4, -10, -8, -10, -10
-2,17:6, 6, 8, -4, 10, 2, 0, 12, 12
10,5:6, 6, 8, -4, 10, 4, 12, 8, 12
10,5:6, 6, 8, -4, 10, 4, 12, 8, 22
10,5:6, 6, 8, -4, 10, 4, 12, 12, 8
-1,1:6, 6, 8, -4, 10, 10, 2, 18, 18
-1,1:6, 6, 8, -4, 10, 10, 2, 18, 20
-1,1:6, 6, 8, -4, 10, 10, 2, 18, 22
-1,1:6, 6, 8, -4, 10, 12, 2, 22, 10
-1,1:6, 6, 8, -4, 10, 12, 2, 22, 12
-1,1:6, 6, 8, -4, 10, 12, 2, 22, 14
-1,1:6, 6, 8, -4, 10, 14, 14, 2, 12
-1,1:6, 6, 8, -4, 10, 14, 14, 2, 14
-1,1:6, 6, 8, -4, 10, 22, 2, 10, 18
-1,1:6, 6, 8, -4, 10, 22, 2, 10, 20
-1,1:6, 6, 8, -4, 10, 22, 2, 10, 22
-1,1:6, 6, 8, -4, 10, 22, 2, 12, 16
-1,1:6, 6, 8, -4, 10, 22, 2, 18, 10
-14,28:6, 6, 8, 2, 4, 8, 34, 32, 42
-18,8:6, 6, 8, 2, 4, 18, 16, 24, 26
-8,8:6, 6, 8, 2, 10, 14, 2, 10, -10
-8,8:6, 6, 8, 2, 10, 14, 2, 10, -8
-8,8:6, 6, 8, 2, 10, 14, 2, 10, -6
-5,0:6, 6, 8, 2, 10, 14, 12, 18, 8
20,4:6, 6, 8, 8, 0, 0, 8, -10, -6
-2,-5:6, 6, 8, 8, 0, 12, 6, 0, 16
-2,-5:6, 6, 8, 8, 0, 12, 6, 0, 20
-2,-5:6, 6, 8, 8, 0, 12, 6, 16, 0
1,-8:6, 6, 8, 8, 0, 16, 10, 4, -6
1,-8:6, 6, 8, 8, 2, 6, 4, -6, 14
1,-8:6, 6, 8, 8, 2, 6, 4, -6, 18
4,-5:6, 6, 8, 8, 6, -6, -2, -8, -2
10,-1:6, 6, 8, 8, 6, 0, 2, -8, 6
10,-1:6, 6, 8, 8, 6, 0, 2, -8, 8
10,-1:6, 6, 8, 8, 6, 0, 2, -8, 10
10,-1:6, 6, 8, 8, 6, 0, 2, 6, -8
-1,4:6, 6, 8, 10, 8, 2, 12, 18, 8
13,-3:6, 6, 14, 6, -4, -16, -2, 6, 6
13,-3:6, 6, 14, 6, -4, -16, -2, 6, 16
13,-3:6, 6, 14, 6, -4, -16, -2, 10, -4
13,-3:6, 6, 14, 6, -4, -16, -2, 16, 6
11,-8:6, 6, 14, 6, 16, -2, -16, -4, 2
11,-8:6, 6, 14, 6, 16, -2, -16, -4, 6
11,-8:6, 6, 14, 6, 16, -2, -4, 2, -16
11,-8:6, 6, 14, 6, 16, -2, -4, 2, -6
-1,0:6, 6, 14, 8, 4, -6, 6, 10, 4
3,11:6, 6, 16, -16, 4, 2, 4, -2, 8
11,8:6, 6, 16, -16, 4, 2, 14, 6, 22
11,8:6, 6, 16, -16, 4, 2, 14, 6, 24
11,8:6, 6, 16, -16, 4, 2, 14, 6, 26
10,12:-4, -14, -12, -2, 14, -2, 0, -12, -4, -24
10,12:-4, -14, -12, -2, 14, -2, 0, -12, -4, -22
10,12:-4, -14, -12, -2, 14, -2, 0, -12, -4, -20
13,4:-4, -14, -12, -2, 14, -2, 0, -2, 4, -6
11,4:-4, -14, -12, 14, -12, -14, -14, -6, 0, 0
19,0:-4, -14, -12, 14, -12, -14, -2, -10, 14, 8
19,0:-4, -14, -12, 14, -12, -14, -2, -10, 14, 10
19,0:-4, -14, -12, 14, -12, -14, -2, -10, 14, 12
16,3:-4, -14, -12, 14, -12, -8, -20, 0, 0, 8
11,6:-4, -14, -12, 14, -12, -8, -16, -2, 2, -8
14,-2:-4, -14, -12, 14, -12, -8, -4, -2, -26, -16
16,3:-4, -14, -12, 14, -12, -8, 0, 0, 8, -20
16,3:-4, -14, -12, 14, -12, -8, 0, 0, 8, -18
16,3:-4, -14, -12, 14, -12, -8, 0, 0, 8, -16
19,5:-4, -14, -12, 14, -12, -4, -16, -24, -6, -14
-9,6:-4, -14, -8, 10, 10, 8, 8, 16, 22, 22
-1,2:-4, -14, -8, 10, 10, 8, 20, 12, 36, 30
-1,2:-4, -14, -8, 10, 10, 8, 20, 12, 36, 32
-1,2:-4, -14, -8, 10, 10, 8, 20, 12, 36, 34
-9,8:-4, -14, -8, 10, 10, 14, 6, 20, 24, 14
-6,0:-4, -14, -8, 10, 10, 14, 18, 20, -4, 6
-4,5:-4, -14, -8, 10, 10, 14, 22, 22, 30, 2
-4,5:-4, -14, -8, 10, 10, 14, 22, 22, 30, 4
-4,5:-4, -14, -8, 10, 10, 14, 22, 22, 30, 6
-1,7:-4, -14, -8, 10, 10, 18, 6, -2, 16, 8
-10,14:-4, -14, -8, 10, 20, 20, 22, 10, 18, -2
-10,14:-4, -14, -8, 10, 20, 20, 22, 10, 18, 0
-10,14:-4, -14, -8, 10, 20, 20, 22, 10, 18, 2
-7,6:-4, -14, -8, 10, 20, 20, 22, 20, 26, 16
-11,-8:-4, -14, -8, 20, 10, 10, 6, -2, 16, 6
-9,10:-4, -14, -8, 20, 10, 10, 16, 2, 20, 22
7,8:-4, -14, -8, 20, 10, 10, 16, 12, 10, 20
7,8:-4, -14, -8, 20, 10, 10, 16, 12, 16, 18
7,8:-4, -14, -8, 20, 10, 10, 16, 12, 18, 18
7,8:-4, -14, -8, 20, 10, 10, 16, 12, 26, 14
-13,11:-4, -14, -8, 20, 12, 10, 12, 18, 18, 14
-13,11:-4, -14, -8, 20, 12, 10, 12, 18, 18, 16
-7,15:-4, -14, -8, 20, 12, 10, 18, 30, 14, 10
-13,11:-4, -14, -8, 20, 12, 10, 24, 18, -2, 24
-13,11:-4, -14, -8, 20, 12, 10, 24, 18, -2, 26
-10,6:-4, -14, -8, 20, 12, 10, 24, 22, 32, 16
-21,11:-4, -14, -8, 20, 12, 10, 30, 18, 16, 22
-21,11:-4, -14, -8, 20, 12, 10, 30, 18, 16, 32
-21,11:-4, -14, -8, 20, 12, 10, 30, 18, 22, 16
-21,11:-4, -14, -8, 20, 12, 10, 30, 18, 22, 20
-19,25:-4, -14, -8, 20, 12, 20, 26, 34, 44, 36
-15,42:-4, -14, -8, 20, 12, 26, 14, 32, 42, 20
-15,42:-4, -14, -8, 20, 12, 26, 14, 32, 42, 22
-15,42:-4, -14, -8, 20, 12, 26, 14, 32, 42, 24
-10,8:-4, -14, -8, 20, 16, 8, 8, 0, 32, 26
-10,8:-4, -14, -8, 20, 16, 8, 8, 0, 32, 28
-10,8:-4, -14, -8, 20, 16, 8, 8, 0, 32, 30
-10,8:-4, -14, -8, 20, 16, 8, 8, 2, 24, -2
-10,8:-4, -14, -8, 20, 16, 8, 8, 4, 24, -2
-10,8:-4, -14, -8, 20, 16, 8, 8, 4, 24, 0
-10,8:-4, -14, -8, 20, 16, 8, 8, 4, 24, 2
6,22:-4, -14, -8, 20, 16, 8, 22, 28, 30, 10
5,10:-4, -14, -8, 20, 16, 10, 14, 18, 18, 22
5,10:-4, -14, -8, 20, 16, 10, 14, 18, 18, 26
5,10:-4, -14, -8, 20, 16, 10, 14, 18, 26, 18
6,12:-4, -14, -8, 20, 16, 16, 6, 8, 32, 16
-13,11:-4, -14, -8, 20, 22, 10, 18, -6, 4, -2
-13,11:-4, -14, -8, 20, 22, 10, 18, -6, 4, 0
-13,11:-4, -14, -8, 20, 22, 10, 18, -6, 4, 2
-13,11:-4, -14, -8, 20, 22, 10, 18, 4, 6, -2
-10,6:-4, -14, -8, 20, 22, 10, 24, 24, 16, 28
-10,6:-4, -14, -8, 20, 22, 10, 24, 24, 16, 34
-9,4:-4, -14, -8, 20, 22, 22, 16, 22, 22, 16
-5,10:-4, -14, -8, 20, 22, 24, 26, 18, 20, 26
-5,10:-4, -14, -8, 20, 22, 24, 26, 18, 20, 36
-5,10:-4, -14, -8, 20, 22, 24, 26, 18, 36, 20
-5,10:-4, -14, -8, 20, 22, 24, 26, 18, 36, 22
-5,10:-4, -14, -8, 20, 22, 24, 26, 18, 36, 24
-2,16:-4, -14, -8, 20, 28, 20, 20, 20, 30, 10
12,9:-4, -14, 10, -2, -10, 2, -8, 10, 0, 12
12,9:-4, -14, 10, -2, -10, 2, -8, 10, 0, 14
12,9:-4, -14, 10, -2, -10, 2, -8, 10, 0, 16
7,9:-4, -14, 10, -2, 0, -12, -4, -24, 20, 14
7,9:-4, -14, 10, -2, 0, -12, -4, -24, 20, 16
7,9:-4, -14, 10, -2, 0, -12, -4, -24, 20, 18
15,-4:-4, -14, 10, -2, 0, -12, 2, 2, 20, 18
10,1:-4, -14, 10, -2, 0, -2, 4, -6, 20, 14
10,1:-4, -14, 10, -2, 0, -2, 4, -6, 20, 16
10,1:-4, -14, 10, -2, 0, -2, 4, -6, 20, 18
4,10:-4, -14, 10, -2, 0, 0, -10, 0, 12, 6
11,1:-4, -14, 10, -2, 0, 0, -8, -14, -14, 12
11,1:-4, -14, 10, -2, 0, 0, -8, -14, -14, 14
11,1:-4, -14, 10, -2, 0, 0, -8, -14, -14, 16
2,5:-4, -14, 10, -2, 0, 0, -8, -2, -10, -12
2,5:-4, -14, 10, -2, 0, 0, -8, -2, -10, -10
4,19:-4, -14, 10, -2, 0, 20, 10, 0, -8, 12
2,8:-4, -14, 10, -2, 0, 20, 10, 2, -4, 14
16,12:-4, -14, 10, -2, 20, 10, 12, 8, -14, -4
-1,-6:-4, -14, 10, 10, 8, 0, 20, 12, 2, 10
-1,-6:-4, -14, 10, 10, 8, 0, 20, 12, 2, 14
-1,-6:-4, -14, 10, 10, 8, 0, 20, 12, 10, 2
-9,6:-4, -14, 10, 10, 8, 8, 16, 22, 22, -8
-9,6:-4, -14, 10, 10, 8, 8, 16, 22, 22, -6
-9,6:-4, -14, 10, 10, 8, 8, 16, 22, 22, -4
-4,5:-4, -14, 10, 10, 14, -4, 22, 22, 26, 28
-4,5:-4, -14, 10, 10, 14, -4, 22, 22, 26, 30
-4,5:-4, -14, 10, 10, 14, -4, 22, 22, 26, 32
-4,5:-4, -14, 10, 10, 14, -4, 22, 22, 28, 32
-9,8:-4, -14, 10, 10, 14, 6, 20, 24, 14, -8
-9,8:-4, -14, 10, 10, 14, 6, 20, 24, 14, -6
-9,8:-4, -14, 10, 10, 14, 6, 20, 24, 14, -4
18,4:-4, -14, 10, 10, 14, 18, 8, -4, -4, 4
18,4:-4, -14, 10, 10, 14, 18, 8, -4, -4, 8
-6,5:-4, -14, 10, 10, 16, 20, 0, 8, 14, 0
-6,5:-4, -14, 10, 10, 16, 20, 0, 8, 14, 4
-6,5:-4, -14, 10, 10, 16, 20, 0, 10, 14, -2
-6,5:-4, -14, 10, 10, 16, 20, 0, 10, 14, 8
1,-4:-4, -14, 10, 10, 16, 20, 6, -4, 10, 20
1,-4:-4, -14, 10, 10, 16, 20, 6, -4, 10, 22
1,-4:-4, -14, 10, 10, 16, 20, 6, -4, 10, 24
1,-4:-4, -14, 10, 10, 16, 20, 6, -4, 20, 6
1,-4:-4, -14, 10, 10, 16, 20, 6, -4, 20, 14
1,-4:-4, -14, 10, 10, 16, 20, 14, 6, -4, 14
1,-4:-4, -14, 10, 10, 18, 20, 18, 6, -4, 20
1,-4:-4, -14, 10, 10, 18, 20, 18, 6, 20, -4
9,6:-4, -14, 10, 20, 10, 10, 16, -4, -2, -8
-10,14:-4, -14, 10, 20, 20, 22, 10, 18, 0, -8
-10,14:-4, -14, 10, 20, 20, 22, 10, 18, 0, -6
-10,14:-4, -14, 10, 20, 20, 22, 10, 18, 0, -4
-7,6:-4, -14, 10, 20, 20, 22, 20, 26, 16, -8
-7,6:-4, -14, 10, 20, 20, 22, 20, 26, 16, -6
-7,6:-4, -14, 10, 20, 20, 22, 20, 26, 16, -4
9,-10:-4, -14, 14, -2, -12, -12, -16, -24, -6, -16
11,8:-4, -14, 14, -2, -12, -12, -6, -20, -2, 0
27,6:-4, -14, 14, -2, -12, -12, -6, -10, -12, -2
27,6:-4, -14, 14, -2, -12, -12, -6, -10, -6, -4
27,6:-4, -14, 14, -2, -12, -12, -6, -10, -4, -4
27,6:-4, -14, 14, -2, -12, -12, -6, -10, 4, -8
7,9:-4, -14, 14, -2, -10, -12, -10, -4, -4, -8
7,9:-4, -14, 14, -2, -10, -12, -10, -4, -4, -6
13,13:-4, -14, 14, -2, -10, -12, -4, 8, -8, -12
7,9:-4, -14, 14, -2, -10, -12, 2, -4, -24, 2
7,9:-4, -14, 14, -2, -10, -12, 2, -4, -24, 4
10,4:-4, -14, 14, -2, -10, -12, 2, 0, 10, -6
-1,9:-4, -14, 14, -2, -10, -12, 8, -4, -6, 0
-1,9:-4, -14, 14, -2, -10, -12, 8, -4, -6, 10
-1,9:-4, -14, 14, -2, -10, -12, 8, -4, 0, -6
-1,9:-4, -14, 14, -2, -10, -12, 8, -4, 0, -2
1,23:-4, -14, 14, -2, -10, -2, 4, 12, 22, 14
5,40:-4, -14, 14, -2, -10, 4, -8, 10, 20, -2
5,40:-4, -14, 14, -2, -10, 4, -8, 10, 20, 0
5,40:-4, -14, 14, -2, -10, 4, -8, 10, 20, 2
10,6:-4, -14, 14, -2, -6, -14, -14, -22, 10, 4
10,6:-4, -14, 14, -2, -6, -14, -14, -22, 10, 6
10,6:-4, -14, 14, -2, -6, -14, -14, -22, 10, 8
10,6:-4, -14, 14, -2, -6, -14, -14, -20, 2, -24
10,6:-4, -14, 14, -2, -6, -14, -14, -18, 2, -24
10,6:-4, -14, 14, -2, -6, -14, -14, -18, 2, -22
10,6:-4, -14, 14, -2, -6, -14, -14, -18, 2, -20
26,20:-4, -14, 14, -2, -6, -14, 0, 6, 8, -12
25,8:-4, -14, 14, -2, -6, -12, -8, -4, -4, 0
25,8:-4, -14, 14, -2, -6, -12, -8, -4, -4, 4
25,8:-4, -14, 14, -2, -6, -12, -8, -4, 4, -4
26,10:-4, -14, 14, -2, -6, -6, -16, -14, 10, -6
7,9:-4, -14, 14, -2, 0, -12, -4, -28, -18, -24
7,9:-4, -14, 14, -2, 0, -12, -4, -28, -18, -22
7,9:-4, -14, 14, -2, 0, -12, -4, -28, -18, -20
7,9:-4, -14, 14, -2, 0, -12, -4, -18, -16, -24
10,4:-4, -14, 14, -2, 0, -12, 2, 2, -6, 6
10,4:-4, -14, 14, -2, 0, -12, 2, 2, -6, 12
11,2:-4, -14, 14, -2, 0, 0, -6, 0, 0, -6
15,8:-4, -14, 14, -2, 0, 2, 4, -4, -2, 4
15,8:-4, -14, 14, -2, 0, 2, 4, -4, -2, 14
