3,4:-4, -6, 6, 10, -10, -2
8,-10:-4, -12, 4, -6, -14, -8, -12
-2,-4:-4, -6, 6, 6, 12, 16, 0
3,-2:-4, 4, -2, -12, -2, -2, -12
7,8:-4, 4, 4, 4, 6, 8, 16
7,3:6, 6, 8, -4, -8, 10, 4
2,-13:-4, -12, -8, -14, -22, 2, 4, -20
2,-9:-4, -12, -8, -14, -22, 2, 4, -14
2,-9:-4, -12, -8, -14, -22, 2, 4, -8
2,-9:-4, -12, -8, -14, 2, 4, -14, -18
2,-9:-4, -12, -8, -14, 2, 4, -14, -16
2,-9:-4, -12, -8, -14, 2, 4, -14, -14
2,-9:-4, -12, -8, -14, 2, 4, -8, -22
2,-9:-4, -12, -8, -14, 2, 4, -8, -20
2,-9:-4, -12, -8, -14, 2, 4, -8, -18
14,1:-4, -12, -8, -2, -14, -8, -20, -10
3,-12:-4, -12, -8, -2, -14, -8, -18, -12
14,1:-4, -12, -8, -2, -14, -8, -10, -20
14,1:-4, -12, -8, -2, -14, -8, -10, -18
-2,-4:-4, -6, -14, 6, 6, 12, 16, 0
12,-19:-4, 2, 0, -8, 4, -28, -22, -20
12,-19:-4, 2, 0, -8, 4, -22, -22, -28
15,4:-4, 2, 6, -14, -8, -12, -18, 4
15,4:-4, 2, 6, -14, -8, -12, 4, -18
15,4:-4, 2, 6, -14, -8, -12, 4, -16
1,-8:-4, 2, 6, -8, 6, -2, -14, -6
21,7:-4, 2, 6, 0, -4, -22, -22, 4
21,7:-4, 2, 6, 0, -4, -22, -22, 6
21,7:-4, 2, 6, 0, -4, -22, -22, 8
21,7:-4, 2, 6, 0, -4, -22, 4, -22
21,7:-4, 2, 6, 0, -4, -22, 4, -20
12,-8:-4, 2, 6, 0, -4, -10, 4, -18
-2,-4:-4, 2, 6, 6, 12, 16, 0, -12
-2,-4:-4, 2, 6, 6, 12, 16, 0, -2
0,-6:-4, 4, -2, -12, 6, 4, -12, -4
-1,-1:-4, 4, -2, -8, 6, 4, 2, -8
-1,-1:-4, 4, -2, -8, 6, 4, 2, -6
6,7:6, -4, -4, -6, 6, 10, -10, -2
11,7:6, 6, -2, -2, -2, -4, -6, -14
1,3:6, 6, -2, 4, 8, 4, 4, 14
-7,8:6, 6, -2, 14, 8, 16, 10, 14
-1,-2:6, 6, 8, -4, -4, -10, -18, 2
17,-7:-4, 4, -2, -12, -2, -2, -2, -8, 8, -22
-2,-9:-4, 4, -2, -12, 6, 6, 10, -2, 10, 0
-2,-9:-4, 4, -2, -12, 6, 6, 10, -2, 10, 2
-2,-9:-4, 4, -2, -12, 6, 6, 10, -2, 10, 4
-2,-9:-4, 4, -2, -12, 6, 6, 10, 2, 12, 6
-2,-9:-4, 4, -2, -12, 6, 6, 10, 2, 12, 8
-2,-9:-4, 4, -2, -12, 6, 6, 10, 2, 12, 10
-2,-4:-4, 4, -2, -12, 6, 6, 12, 16, 0, -14
-2,-4:-4, 4, -2, -12, 6, 6, 12, 16, 0, -4
6,-4:-4, 4, -2, -8, -10, -12, 0, -8, -16, -26
6,-4:-4, 4, -2, -8, -10, -12, 0, -8, -16, -24
6,-4:-4, 4, -2, -8, -10, -12, 0, -8, -16, -22
-2,-9:-4, 4, -2, -8, 0, 6, 6, 10, -6, -8
-2,-9:-4, 4, -2, -8, 0, 6, 6, 10, -6, 2
-2,-9:-4, 4, -2, -8, 0, 6, 6, 10, 2, -6
-2,-9:-4, 4, -2, -8, 0, 6, 6, 10, 2, -4
-2,-9:-4, 4, -2, -8, 0, 6, 6, 10, 2, -2
-1,-1:-4, 4, -2, -8, 6, 4, 2, -12, -2, -8
-1,-1:-4, 4, -2, -8, 6, 4, 2, -12, -2, -6
-1,-1:-4, 4, -2, -8, 6, 4, 2, -12, -2, -4
1,6:-4, 4, -2, -8, 6, 6, 2, -16, -6, 4
1,6:-4, 4, -2, -8, 6, 6, 2, -16, 4, -6
1,6:-4, 4, -2, -8, 6, 6, 2, -16, 4, -4
-1,5:-4, 4, 4, -6, 0, 4, -8, -20, -14, 18
-1,5:-4, 4, 4, -6, 0, 4, -8, -20, 18, -14
-1,5:-4, 4, 4, -6, 0, 4, -8, -20, 18, -12
-1,5:-4, 4, 4, -6, 0, 4, -8, -20, 18, -10
3,11:-4, 4, 4, 6, 6, 4, -14, 8, -6, 8
8,2:-4, 4, 4, 6, 6, 4, -14, 8, 2, -4
3,11:-4, 4, 4, 6, 6, 4, 8, -6, 8, -14
3,11:-4, 4, 4, 6, 6, 4, 8, -6, 8, -4
8,2:-4, 4, 4, 6, 6, 4, 8, 2, -4, -14
-2,-4:-4, 4, 4, 6, 6, 12, -6, 16, 0, 14
-2,-4:-4, 4, 4, 6, 6, 12, 4, -6, 0, 2
-2,-4:-4, 4, 4, 6, 6, 12, 4, -6, 0, 12
-2,-4:-4, 4, 4, 6, 6, 12, 4, 10, 0, 6
-2,-4:-4, 4, 4, 6, 6, 12, 4, 10, 0, 10
12,-19:-4, 4, 6, 4, -8, 4, -28, -22, -20, -2
12,-19:-4, 4, 6, 4, -8, 4, -28, -22, -20, 0
12,-19:-4, 4, 6, 4, -8, 4, -28, -22, -20, 2
-2,-4:-4, 4, 6, 6, 12, 18, 18, 2, 0, -10
-2,-4:-4, 4, 6, 6, 12, 18, 18, 2, 0, -8
-2,-4:-4, 4, 6, 6, 12, 18, 18, 2, 0, -6
5,-10:6, -4, -4, -12, -8, -14, -22, 2, 4, -20
5,-6:6, -4, -4, -12, -8, -14, -22, 2, 4, -14
5,-6:6, -4, -4, -12, -8, -14, -22, 2, 4, -8
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -14, -18
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -14, -16
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -14, -14
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -8, -22
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -8, -20
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -8, -18
17,4:6, -4, -4, -12, -8, -2, -14, -8, -20, -10
6,-9:6, -4, -4, -12, -8, -2, -14, -8, -18, -12
17,4:6, -4, -4, -12, -8, -2, -14, -8, -10, -20
17,4:6, -4, -4, -12, -8, -2, -14, -8, -10, -18
1,-1:6, -4, -4, -6, -14, 6, 6, 12, 16, 0
15,-16:6, -4, -4, 2, 0, -8, 4, -28, -22, -20
15,-16:6, -4, -4, 2, 0, -8, 4, -22, -22, -28
18,7:6, -4, -4, 2, 6, -14, -8, -12, -18, 4
18,7:6, -4, -4, 2, 6, -14, -8, -12, 4, -18
18,7:6, -4, -4, 2, 6, -14, -8, -12, 4, -16
4,-5:6, -4, -4, 2, 6, -8, 6, -2, -14, -6
24,10:6, -4, -4, 2, 6, 0, -4, -22, -22, 4
24,10:6, -4, -4, 2, 6, 0, -4, -22, -22, 6
24,10:6, -4, -4, 2, 6, 0, -4, -22, -22, 8
24,10:6, -4, -4, 2, 6, 0, -4, -22, 4, -22
24,10:6, -4, -4, 2, 6, 0, -4, -22, 4, -20
15,-5:6, -4, -4, 2, 6, 0, -4, -10, 4, -18
1,-1:6, -4, -4, 2, 6, 6, 12, 16, 0, -12
1,-1:6, -4, -4, 2, 6, 6, 12, 16, 0, -2
3,-3:6, -4, -4, 4, -2, -12, 6, 4, -12, -4
2,2:6, -4, -4, 4, -2, -8, 6, 4, 2, -8
2,2:6, -4, -4, 4, -2, -8, 6, 4, 2, -6
9,10:6, -4, 6, -4, -4, -6, 6, 10, -10, -2
14,10:6, -4, 6, 6, -2, -2, -2, -4, -6, -14
4,6:6, -4, 6, 6, -2, 4, 8, 4, 4, 14
-4,11:6, -4, 6, 6, -2, 14, 8, 16, 10, 14
2,1:6, -4, 6, 6, 8, -4, -4, -10, -18, 2
10,7:6, 6, -4, -4, -4, 0, 6, 0, -4, 16
10,7:6, 6, -4, -4, -4, 0, 6, 0, 16, -4
7,15:6, 6, -4, -4, -4, 16, 10, 14, 18, -6
7,15:6, 6, -4, -4, -4, 16, 10, 14, 18, -4
7,15:6, 6, -4, -4, -4, 16, 10, 14, 18, 2
10,21:6, 6, -4, -4, 2, 6, -6, 24, 28, 22
10,21:6, 6, -4, -4, 2, 6, -6, 24, 28, 24
10,21:6, 6, -4, -4, 2, 6, -6, 24, 28, 26
10,21:6, 6, -4, -4, 2, 6, 24, 22, -10, -8
10,21:6, 6, -4, -4, 2, 6, 24, 22, -10, -6
10,21:6, 6, -4, -4, 2, 6, 24, 22, -10, -4
0,8:6, 6, -4, -4, 2, 10, 14, -12, -6, 2
0,8:6, 6, -4, -4, 2, 10, 14, -12, -6, 4
0,8:6, 6, -4, -4, 2, 10, 14, -12, -6, 6
0,8:6, 6, -4, -4, 2, 10, 14, -12, 2, -6
7,15:6, 6, -4, -4, 16, -8, 10, 14, 18, -8
7,15:6, 6, -4, -4, 16, -8, 10, 14, 18, -6
7,15:6, 6, -4, -4, 16, -8, 10, 14, 18, -4
7,15:6, 6, -4, -4, 16, -2, 10, 14, 24, 18
7,15:6, 6, -4, -4, 16, -2, 10, 14, 24, 20
7,15:6, 6, -4, -4, 16, -2, 10, 14, 24, 22
7,15:6, 6, -4, -4, 16, 10, 2, -2, 4, 14
7,15:6, 6, -4, -4, 16, 10, 2, 14, 18, 0
2,15:6, 6, -4, 0, 10, 6, 18, 22, 2, 10
-16,12:6, 6, -4, 2, 10, -2, 14, 18, 30, 22
-1,-2:6, 6, -2, -4, -4, -10, -18, 12, 2, 12
-1,-2:6, 6, -2, -4, -4, -10, -18, 12, 2, 14
-1,-2:6, 6, -2, -4, -4, -10, -18, 12, 2, 16
-1,-2:6, 6, -2, -4, -4, -10, -18, 12, 12, 2
-6,-2:6, 6, -2, -4, -4, 4, 8, -8, -8, -4
-6,-2:6, 6, -2, -4, -4, 4, 8, -8, -8, -2
-6,-2:6, 6, -2, -4, -4, 4, 8, -8, -8, 0
-6,-2:6, 6, -2, -4, -4, 4, 8, -8, -4, -8
-6,-2:6, 6, -2, -4, -4, 4, 8, -8, -4, -4
2,0:6, 6, -2, -4, -4, 12, 12, 16, 2, -8
2,-1:6, 6, -2, -4, 4, -2, 10, 0, 14, 8
2,-1:6, 6, -2, -4, 4, -2, 10, 0, 14, 10
2,-1:6, 6, -2, -4, 4, -2, 10, 0, 14, 12
8,1:6, 6, -2, -4, 14, 10, 16, 22, 16, 18
11,5:6, 6, -2, -4, 16, 4, 24, 12, 22, 0
6,1:6, 6, -2, -2, 14, -2, -4, 10, 2, 12
6,1:6, 6, -2, -2, 14, -2, -4, 10, 2, 22
6,1:6, 6, -2, -2, 14, -2, -4, 10, 12, 2
3,1:6, 6, -2, 12, 0, 18, 8, 8, 12, 0
-7,8:6, 6, -2, 14, 8, 10, 10, 6, 14, 2
-7,8:6, 6, -2, 14, 8, 10, 10, 6, 14, 4
-7,8:6, 6, -2, 14, 8, 10, 10, 6, 14, 6
7,14:6, 6, 8, -4, -8, 0, 8, 0, 2, 4
8,6:6, 6, 8, -4, -8, 0, 16, 0, -10, 10
13,10:6, 6, 8, -4, -8, 2, 10, -2, 12, 12
11,-3:6, 6, 8, -4, -8, 16, 6, 4, -12, 2
11,-3:6, 6, 8, -4, -8, 16, 6, 4, -12, 6
11,-3:6, 6, 8, -4, -8, 16, 6, 4, 2, -12
-1,-2:6, 6, 8, -4, -4, -10, -16, -16, 2, -14
-1,-2:6, 6, 8, -4, -4, -10, -16, -16, 2, -12
-1,-2:6, 6, 8, -4, -4, -10, -16, -16, 2, -10
-1,-2:6, 6, 8, -4, -4, -10, -8, -14, 2, -12
-1,-2:6, 6, 8, -4, -4, -10, -8, -14, 2, -2
-1,-2:6, 6, 8, -4, -4, -10, -8, -10, 2, -12
-1,-2:6, 6, 8, -4, -4, -10, -8, -10, 2, -10
-1,-2:6, 6, 8, -4, -4, -10, -8, -10, 2, -8
3,5:6, 6, 8, 2, 10, 14, 2, -2, 16, 10
-20,14:6, 6, 8, 10, 2, 16, 4, 20, 28, 36
-20,14:6, 6, 8, 10, 2, 16, 4, 20, 36, 28
-6,2:6, 6, 14, 10, -4, 16, -2, 10, 26, 26
-6,2:6, 6, 14, 10, -4, 16, -2, 14, 20, 14
-6,2:6, 6, 14, 10, -4, 16, -2, 14, 20, 16
-6,2:6, 6, 14, 10, -4, 16, -2, 14, 20, 18
-6,2:6, 6, 14, 10, -4, 16, -2, 16, 24, 18
-6,2:6, 6, 14, 10, -4, 16, -2, 16, 24, 20
-6,2:6, 6, 14, 10, -4, 16, -2, 16, 24, 22
-1,0:6, 6, 14, 10, 6, 16, 22, 8, 16, 10
-1,0:6, 6, 14, 10, 6, 16, 22, 8, 16, 14
-5,16:6, 6, 14, 10, 16, 6, 14, 16, 8, 4
-5,16:6, 6, 14, 10, 16, 6, 22, 22, 8, 2
-5,16:6, 6, 14, 10, 16, 6, 22, 22, 8, 12
9,18:6, 6, 16, -16, 4, 2, 14, 18, -2, 6
11,10:6, 6, 16, -8, -8, -6, -4, -12, 2, -10
20,-18:6, 6, 16, -8, -8, 0, -4, 0, -26, -36
