-2,-1:-4, -6, -14, 6, 6, 12, 16
-2,-1:-4, -6, -14, 6, 6, 12, 20
-2,-1:-4, -6, 6, 6, 12, 16, -14
-2,-1:-4, -6, 6, 6, 12, 16, -4
12,-5:-4, 2, 6, 0, -4, -10, 4
12,-5:-4, 2, 6, 0, -4, -10, 6
12,-5:-4, 2, 6, 0, -4, -10, 8
12,-5:-4, 2, 6, 0, -4, 4, -10
0,-3:-4, 4, -2, -12, 6, 4, -12
-2,-1:-4, 4, 6, 6, 12, 16, -14
-2,2:-4, -12, -4, -4, -10, -18, -8, -10
-2,-1:-4, -6, -14, 6, 6, 12, 18, 10
-2,-1:-4, -6, -14, 6, 6, 12, 18, 12
-2,-1:-4, -6, -14, 6, 6, 12, 18, 14
0,-3:-4, -6, 6, 0, -8, -4, 10, -8
0,-3:-4, -6, 6, 0, -8, -4, 10, -4
13,19:-4, 2, 2, -14, -10, 4, -2, -2
13,19:-4, 2, 2, -14, -10, 4, -2, 0
9,-1:-4, 2, 2, -14, 6, -12, -18, -18
9,-1:-4, 2, 2, -14, 6, -12, -18, -16
12,-5:-4, 2, 6, 0, -4, -12, 4, -12
12,-5:-4, 2, 6, 0, -4, -12, 4, -6
12,-5:-4, 2, 6, 0, -4, -10, 12, 6
12,-5:-4, 2, 6, 0, -4, -10, 12, 8
12,-5:-4, 2, 6, 0, -4, -10, 12, 10
8,2:-4, 2, 6, 6, 12, -14, -20, 16
8,2:-4, 2, 6, 6, 12, -14, -20, 20
8,2:-4, 2, 6, 6, 12, -14, 16, -20
8,2:-4, 2, 6, 6, 12, -14, 16, -16
-5,4:6, 6, -4, -4, -4, 10, 4, 12
-5,4:6, 6, -4, -4, -4, 10, 4, 14
-5,4:6, 6, -4, -4, -4, 10, 4, 16
-16,15:6, 6, -4, 2, 10, -2, 14, 22
-16,15:6, 6, -4, 2, 10, -2, 14, 24
-13,11:6, 6, 8, -4, -4, 10, 14, 6
-9,6:6, 6, 14, 10, 4, 16, 10, 18
-9,6:6, 6, 14, 10, 4, 16, 10, 20
4,17:6, 6, 14, 10, 4, 16, 10, 22
12,1:-4, 2, 6, 6, 12, -8, -6, -6, 0, 4, 4
12,1:-4, 2, 6, 6, 12, -8, -6, -6, 0, 4, 6
12,1:-4, 2, 6, 6, 12, -8, -6, -6, 2, 0, 4
12,1:-4, 2, 6, 6, 12, -8, -6, -6, 2, 0, 8
-2,-1:-4, 2, 6, 6, 12, 10, 10, 4, 20, -10, -6
-2,-1:-4, 2, 6, 6, 12, 10, 10, 4, 20, -10, -4
-2,-1:-4, 4, -10, -12, -12, -14, 6, 6, 12, 16, -10
-2,-1:-4, 4, -10, -12, -12, -14, 6, 6, 12, 16, -8
-2,-1:-4, 4, -10, -12, -12, -14, 6, 6, 12, 16, -6
9,-6:-4, 4, -10, -12, -12, -12, -14, -16, -10, -24, -4
9,-6:-4, 4, -10, -12, -12, -12, -14, -16, -10, -24, 0
9,-6:-4, 4, -10, -12, -12, -12, -14, -16, -10, 0, -24
-2,1:-4, 4, -10, -12, 6, -4, 10, -2, -4, -4, 14
31,7:-4, 4, -10, -12, 6, 6, 2, 12, 4, -16, -26
-2,-1:-4, 4, -10, -12, 6, 6, 12, -14, -10, 16, -8
-2,-1:-4, 4, -10, -12, 6, 6, 12, -14, -10, 16, -6
-2,-1:-4, 4, -10, -12, 6, 6, 12, -14, -10, 16, -4
-2,-1:-4, 4, -10, -8, -18, -14, 6, 6, 12, 16, -10
-2,-1:-4, 4, -10, -8, -18, -14, 6, 6, 12, 16, 0
-2,-1:-4, 4, -10, -8, -16, -18, 6, 6, 12, 18, -22
-2,-1:-4, 4, -10, -8, -16, 2, 6, 6, 12, 16, -12
-2,-1:-4, 4, -10, -8, -16, 2, 6, 6, 12, 16, -8
-2,-1:-4, 4, -10, -8, -6, -12, 6, 6, 12, 16, -8
-2,-1:-4, 4, -10, -8, -6, -12, 6, 6, 12, 16, 2
-2,-1:-4, 4, -10, -8, 0, 6, 6, 12, 18, 0, -6
-2,-1:-4, 4, -10, -8, 0, 6, 6, 12, 18, 0, -4
-2,-1:-4, 4, -10, -8, 2, -30, 6, 6, 12, 16, -8
-2,-1:-4, 4, -10, -8, 2, -30, 6, 6, 12, 16, -6
-2,-1:-4, 4, -10, -8, 2, -30, 6, 6, 12, 16, -4
-2,-1:-4, 4, -10, -8, 2, -8, 6, 6, 12, 16, -30
-2,-1:-4, 4, -10, -8, 2, -8, 6, 6, 12, 16, -28
-2,-1:-4, 4, -10, -8, 2, -8, 6, 6, 12, 16, -26
6,1:-4, 4, -10, 0, -8, -18, -18, -18, -4, -10, -2
6,1:-4, 4, -10, 0, -8, -18, -18, -18, -4, -10, 0
6,1:-4, 4, -10, 0, -8, -18, -18, -18, -4, -10, 2
-5,12:-4, 4, -10, 0, -8, -18, -12, -4, -16, 0, 8
-5,12:-4, 4, -10, 0, -8, -18, -12, -4, -16, 0, 10
-2,8:-4, 4, -10, 0, -8, -6, -18, -18, -4, 0, -8
2,3:-4, 4, -10, 0, -8, 0, -4, -10, 2, -4, 4
2,3:-4, 4, -10, 0, -8, 0, -4, -10, 2, -4, 6
15,14:-4, 4, -10, 0, -8, 0, -4, -10, 2, -4, 8
7,-8:-4, 4, -10, 6, 0, -16, -18, -26, -6, 10, 2
7,-8:-4, 4, -10, 6, 0, -16, -18, -26, -6, 10, 4
7,-8:-4, 4, -10, 6, 0, -16, -18, -26, -6, 10, 6
7,-8:-4, 4, -10, 6, 0, -16, -18, -6, 10, 2, -26
7,-8:-4, 4, -10, 6, 0, -16, -18, -6, 10, 2, -16
3,1:-4, 4, -10, 6, 0, -16, -10, -6, -10, 6, 12
7,-8:-4, 4, -10, 6, 0, -16, -8, -6, 10, 2, -26
8,3:-4, 4, -10, 6, 0, -6, -6, -4, -10, 6, 0
6,1:-4, 4, -10, 6, 0, 8, 4, 10, -16, -4, -14
0,11:-4, 4, -10, 6, 4, 0, 16, 16, 22, 28, 20
0,11:-4, 4, -10, 6, 4, 0, 16, 16, 22, 28, 22
0,11:-4, 4, -10, 6, 4, 0, 16, 16, 22, 28, 24
-2,-1:-4, 4, -10, 6, 6, 12, 10, 10, 4, 10, -8
-2,-1:-4, 4, -2, -14, -8, 0, 6, 6, 12, 16, -6
-2,-1:-4, 4, -2, -14, -8, 0, 6, 6, 12, 16, -4
-2,-1:-4, 4, -2, -14, -8, 0, 6, 6, 12, 16, -2
8,4:-4, 4, -2, -14, 6, 6, 6, 6, -2, -12, -12
8,4:-4, 4, -2, -14, 6, 6, 6, 6, -2, -12, -10
13,17:-4, 4, -2, -12, -2, -10, -2, -12, 2, -4, -4
13,17:-4, 4, -2, -12, -2, -10, -2, -12, 2, -4, -2
9,-3:-4, 4, -2, -12, -2, -10, -2, 4, -14, -20, -20
9,-3:-4, 4, -2, -12, -2, -10, -2, 4, -14, -20, -18
17,-4:-4, 4, -2, -12, -2, -2, -2, -8, -8, -2, 10
17,-4:-4, 4, -2, -12, -2, -2, -2, -8, -8, -2, 12
17,-4:-4, 4, -2, -12, -2, -2, -2, -8, -8, -2, 14
17,-4:-4, 4, -2, -12, -2, -2, -2, -8, -8, 10, -2
17,-4:-4, 4, -2, -12, -2, -2, -2, -8, -8, 10, 0
17,-4:-4, 4, -2, -12, -2, -2, -2, -8, -8, 10, 2
17,-4:-4, 4, -2, -12, -2, -2, -2, 8, -8, -2, -8
17,-4:-4, 4, -2, -12, -2, -2, -2, 8, -8, -2, -6
17,-4:-4, 4, -2, -12, -2, -2, -2, 8, -8, -2, -4
6,-1:-4, 4, -2, -12, -2, 8, -10, -12, 8, -16, 16
6,-1:-4, 4, -2, -12, -2, 8, -10, -12, 8, 16, -16
11,15:-4, 4, -2, -12, 0, -16, -12, 2, -4, -8, -6
11,15:-4, 4, -2, -12, 0, -16, -12, 2, -4, -8, -4
11,15:-4, 4, -2, -12, 0, -16, -12, 2, -4, -8, -2
12,18:-4, 4, -2, -12, 0, -16, -12, 2, -4, -4, 4
7,-5:-4, 4, -2, -12, 0, -16, 4, -14, -20, -24, -22
7,-5:-4, 4, -2, -12, 0, -16, 4, -14, -20, -24, -20
7,-5:-4, 4, -2, -12, 0, -16, 4, -14, -20, -24, -18
8,-2:-4, 4, -2, -12, 0, -16, 4, -14, -20, -20, -12
-1,4:-4, 4, -2, -12, 6, 0, -10, -6, 14, -10, -18
-1,4:-4, 4, -2, -12, 6, 0, -10, -6, 14, -10, -16
-1,4:-4, 4, -2, -12, 6, 0, -10, -6, 14, -10, -14
8,-8:-4, 4, -2, -12, 6, 0, -10, 0, -8, 6, -6
6,18:-4, 4, -2, -12, 6, 2, -2, -2, 4, 2, 4
6,18:-4, 4, -2, -12, 6, 2, 4, -2, -2, 4, 2
6,18:-4, 4, -2, -12, 6, 2, 4, -2, -2, 4, 4
6,18:-4, 4, -2, -12, 6, 2, 4, -2, -2, 4, 6
10,6:-4, 4, -2, -12, 6, 2, 12, -2, 8, 14, 8
10,6:-4, 4, -2, -12, 6, 2, 12, -2, 8, 20, 8
-4,-1:-4, 4, -2, -12, 6, 4, -10, -6, -12, 10, -6
0,0:-4, 4, -2, -12, 6, 4, 10, 10, -16, 2, 20
0,0:-4, 4, -2, -12, 6, 4, 10, 10, -16, 12, 10
0,0:-4, 4, -2, -12, 6, 4, 10, 10, -16, 12, 20
-2,7:-4, 4, -2, -12, 6, 4, 10, 10, 0, -12, 8
-2,7:-4, 4, -2, -12, 6, 4, 10, 10, 0, -12, 18
0,0:-4, 4, -2, -12, 6, 4, 10, 10, 2, 20, -16
0,-3:-4, 4, -2, -12, 6, 6, 12, 2, 0, -12, 16
0,-3:-4, 4, -2, -12, 6, 6, 12, 2, 0, -12, 20
0,-3:-4, 4, -2, -12, 6, 6, 12, 2, 0, 16, -12
4,-5:-4, 4, -2, -12, 6, 6, 12, 6, 18, 18, -16
-2,-1:-4, 4, -2, -8, -12, -24, 6, 6, 12, 16, -20
-2,-1:-4, 4, -2, -8, -12, -24, 6, 6, 12, 16, -10
-2,-1:-4, 4, -2, -8, -12, -10, 6, 6, 12, 16, -24
-2,-1:-4, 4, -2, -8, -12, -10, 6, 6, 12, 16, -22
-2,-1:-4, 4, -2, -8, -12, -10, 6, 6, 12, 16, -20
6,-3:-4, 4, -2, -8, -12, -2, -2, -2, 4, -12, 2
6,-3:-4, 4, -2, -8, -12, -2, -2, -2, 4, 2, -12
15,3:-4, 4, -2, -8, -10, -18, -20, -10, 6, 2, -14
16,-11:-4, 4, -2, -8, -10, -12, 0, -6, -8, -2, -4
16,-11:-4, 4, -2, -8, -10, -12, 0, -6, -8, -2, 0
-2,7:-4, 4, -2, -8, -10, -12, 0, 0, 6, -6, 2
3,7:-4, 4, -2, -8, -10, -2, -16, -18, 6, 2, -2
3,7:-4, 4, -2, -8, -10, -2, -16, -18, 6, 2, 0
3,7:-4, 4, -2, -8, -10, -2, -16, 6, 2, -2, -20
3,7:-4, 4, -2, -8, -10, -2, -16, 6, 2, -2, -18
3,7:-4, 4, -2, -8, -10, -2, -16, 6, 2, -2, -16
19,-2:-4, 4, -2, -8, -10, 2, -22, -16, -16, -10, -6
19,-2:-4, 4, -2, -8, -10, 2, -22, -16, -16, -10, -2
0,-3:-4, 4, -2, -8, 0, -10, 0, 6, 4, -12, -6
0,-3:-4, 4, -2, -8, 0, -10, 0, 6, 4, -12, -4
0,-3:-4, 4, -2, -8, 0, -10, 0, 6, 4, -12, -2
5,-4:-4, 4, -2, -8, 0, 6, 0, 10, 0, 2, -6
0,-3:-4, 4, -2, -8, 0, 6, 4, -12, 0, 2, -6
0,-3:-4, 4, -2, -8, 0, 6, 4, 0, 2, -12, 4
0,-3:-4, 4, -2, -8, 0, 6, 4, 0, 2, -12, 8
-3,-2:-4, 4, -2, 6, 0, -24, -2, 6, 6, 12, 16
-3,-2:-4, 4, -2, 6, 0, -24, -2, 6, 6, 12, 20
-3,-2:-4, 4, -2, 6, 0, -2, 6, 6, 12, 16, -24
-3,-2:-4, 4, -2, 6, 0, -2, 6, 6, 12, 16, -20
42,-7:-4, 4, -2, 6, 4, 0, -30, -36, -48, -48, -26
42,-7:-4, 4, -2, 6, 4, 0, -30, -36, -48, -48, -22
42,-7:-4, 4, -2, 6, 4, 0, -30, -36, -48, -26, -48
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 4, 4, 12
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 4, 6, 4
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 4, 6, 6
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 4, 6, 8
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 4, 10, -2
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 4, 10, 8
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 12, 12, 6
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 12, 12, 8
-2,-1:-4, 4, -2, 6, 6, 12, 18, -4, 12, 12, 10
15,-7:-4, 4, 4, -6, -14, 4, 6, -4, -14, -2, 6
15,-7:-4, 4, 4, -6, -14, 4, 6, -4, -14, -2, 8
15,-7:-4, 4, 4, -6, -14, 4, 6, -4, -14, 6, -2
5,6:-4, 4, 4, -6, 4, 6, -8, -10, -20, -6, 18
5,6:-4, 4, 4, -6, 4, 6, -8, -10, -20, -6, 22
5,6:-4, 4, 4, -6, 4, 6, -8, -10, -6, 18, -20
5,6:-4, 4, 4, -6, 4, 6, -8, -10, -6, 18, -10
-8,10:-4, 4, 4, -6, 4, 6, 0, -8, -18, 12, -18
-8,10:-4, 4, 4, -6, 4, 6, 0, -8, -18, 12, -16
-8,10:-4, 4, 4, -6, 4, 6, 0, -8, -18, 12, -14
1,7:-4, 4, 4, -6, 4, 16, 6, 14, -8, -6, -14
-11,18:-4, 4, 4, 4, -14, -6, -4, 8, -4, 12, 20
-11,18:-4, 4, 4, 4, -14, -6, -4, 8, -4, 12, 22
-11,18:-4, 4, 4, 4, -14, -6, 8, -4, 12, 20, -4
-11,18:-4, 4, 4, 4, -14, -6, 8, -4, 12, 20, 0
6,0:-4, 4, 4, 4, -4, 10, 10, -8, 14, -12, -12
14,-5:-4, 4, 4, 4, 6, -8, -4, -14, -10, -16, -4
4,7:-4, 4, 4, 4, 6, 0, -8, -20, -14, 2, 22
4,7:-4, 4, 4, 4, 6, 0, -8, -20, -14, 2, 30
4,2:-4, 4, 4, 4, 6, 0, 8, 20, -6, -4, 10
4,2:-4, 4, 4, 4, 6, 0, 8, 20, -6, -4, 12
4,2:-4, 4, 4, 4, 6, 0, 8, 20, -6, -4, 14
4,2:-4, 4, 4, 4, 6, 0, 8, 20, -6, 10, -4
3,-1:-4, 4, 4, 4, 6, 0, 8, 20, -6, 18, 12
3,-1:-4, 4, 4, 4, 6, 0, 8, 20, -6, 18, 14
3,-1:-4, 4, 4, 4, 6, 0, 8, 20, -6, 18, 16
6,13:-4, 4, 4, 4, 12, -8, -10, -16, 8, 20, 0
-2,1:-4, 4, 4, 6, 6, 4, 8, -6, -8, 2, -10
-2,1:-4, 4, 4, 6, 6, 4, 8, -6, -8, 2, -8
-2,1:-4, 4, 4, 6, 6, 4, 8, -6, -8, 2, -6
-2,-1:-4, 4, 4, 6, 6, 12, -6, -14, 8, 16, 6
-2,-1:-4, 4, 4, 6, 6, 12, -6, -14, 8, 16, 8
-2,-1:-4, 4, 4, 6, 6, 12, -6, -14, 8, 16, 10
-2,-1:-4, 4, 4, 6, 6, 12, -6, -14, 16, 4, 10
-2,-1:-4, 4, 4, 6, 6, 12, -6, -14, 16, 4, 20
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, -4, 12, 0
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, -4, 12, 2
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, -4, 12, 4
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 0, 2, 8
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 0, 2, 10
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 0, 2, 12
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 0, 10, 2
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 0, 10, 4
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 0, 10, 6
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 8, 2, 10
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 8, 2, 12
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 8, 2, 14
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 8, 10, 2
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 8, 10, 12
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 10, 8, 12
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 10, 8, 14
-2,-1:-4, 4, 4, 6, 6, 12, 4, -14, 10, 8, 16
-2,-1:-4, 4, 4, 6, 6, 12, 10, 12, -6, -14, 14
-2,-1:-4, 4, 4, 6, 6, 12, 10, 12, -6, -14, 16
-2,-1:-4, 4, 4, 6, 6, 12, 16, 4, -14, -4, 14
-2,-1:-4, 4, 4, 6, 6, 12, 16, 4, -14, 6, 4
-2,-1:-4, 4, 4, 6, 6, 12, 16, 4, -14, 6, 14
-2,-1:-4, 4, 4, 6, 6, 12, 18, 18, 4, -14, 4
-6,3:-4, 4, 6, 4, -8, -14, 6, -8, -2, 6, -16
-6,3:-4, 4, 6, 4, -8, -14, 6, -8, -2, 6, -6
15,-15:-4, 4, 6, 4, -8, 4, -18, -4, -10, -32, -12
15,-15:-4, 4, 6, 4, -8, 4, -18, -4, -10, -32, -10
15,-15:-4, 4, 6, 4, -8, 4, -18, -4, -10, -32, -8
15,-15:-4, 4, 6, 4, -8, 4, -18, -4, -10, -12, -32
14,-18:-4, 4, 6, 4, -8, 4, -18, -4, -10, -4, -10
14,-18:-4, 4, 6, 4, -8, 4, -18, -4, -10, -4, -8
14,-18:-4, 4, 6, 4, -8, 4, -18, -4, -10, -4, -6
2,1:-4, 4, 6, 4, 6, 6, -4, 6, -10, 4, 16
2,1:-4, 4, 6, 4, 6, 6, -4, 6, -10, 16, 4
2,1:-4, 4, 6, 4, 6, 6, -4, 6, -10, 16, 6
2,1:-4, 4, 6, 4, 6, 6, -4, 6, -10, 16, 8
5,10:-4, 4, 6, 4, 6, 6, -4, 6, 0, -14, 16
5,10:-4, 4, 6, 4, 6, 6, -4, 6, 0, 16, -14
-5,4:-4, 4, 6, 4, 6, 6, 0, 0, -4, -4, 4
-5,4:-4, 4, 6, 4, 6, 6, 0, 0, -4, -4, 14
-5,4:-4, 4, 6, 4, 6, 6, 8, 0, 0, -4, -2
-5,4:-4, 4, 6, 4, 6, 6, 8, 0, 0, -4, 0
-5,4:-4, 4, 6, 4, 6, 6, 8, 0, 0, -4, 2
9,5:-4, 4, 6, 6, 12, 10, 2, -14, -20, -6, 12
9,5:-4, 4, 6, 6, 12, 10, 2, -14, -20, -6, 14
9,5:-4, 4, 6, 6, 12, 10, 2, -14, -20, -6, 16
8,2:-4, 4, 6, 6, 12, 18, 8, -14, -20, 8, 8
8,2:-4, 4, 6, 6, 12, 18, 8, -14, -20, 8, 12
23,11:6, -4, -4, -14, 10, 10, 18, 12, 14, -4, 10
23,11:6, -4, -4, -14, 10, 10, 18, 12, 14, -4, 12
23,11:6, -4, -4, -14, 10, 10, 18, 12, 14, -4, 14
1,2:6, -4, -4, -12, -14, -4, 2, 6, 6, 12, -2
1,2:6, -4, -4, -12, -14, 4, 6, 6, 12, 16, -4
1,2:6, -4, -4, -12, -14, 4, 6, 6, 12, 16, -2
1,2:6, -4, -4, -12, -14, 4, 6, 6, 12, 16, 0
1,5:6, -4, -4, -12, -4, -4, -10, -18, -8, -8, -12
1,5:6, -4, -4, -12, -4, -4, -10, -18, -8, -6, -12
1,5:6, -4, -4, -12, -4, -4, -10, -18, -8, -6, -10
1,5:6, -4, -4, -12, -4, -4, -10, -18, -8, -6, -8
2,8:6, -4, -4, -12, -4, -4, -10, -18, -8, 4, -10
9,4:6, -4, -4, -12, 4, 6, 4, -2, -4, -2, 2
1,2:6, -4, -4, -6, -14, 6, 6, 12, 10, 10, 18
1,2:6, -4, -4, -6, -14, 6, 6, 12, 10, 12, 10
1,2:6, -4, -4, -6, -14, 6, 6, 12, 10, 12, 12
1,2:6, -4, -4, -6, -14, 6, 6, 12, 10, 12, 14
1,2:6, -4, -4, -6, -14, 6, 6, 12, 10, 16, 4
1,2:6, -4, -4, -6, -14, 6, 6, 12, 10, 16, 14
1,2:6, -4, -4, -6, -14, 6, 6, 12, 18, 18, 12
1,2:6, -4, -4, -6, -14, 6, 6, 12, 18, 18, 14
1,2:6, -4, -4, -6, -14, 6, 6, 12, 18, 18, 16
19,-13:6, -4, -4, -6, -8, -2, -12, -16, -18, -34, -28
3,5:6, -4, -4, -6, 6, 0, -8, -18, -2, -2, 4
3,0:6, -4, -4, -6, 6, 0, -8, -4, 10, -6, -14
3,0:6, -4, -4, -6, 6, 0, -8, -4, 10, -6, -12
3,0:6, -4, -4, -6, 6, 0, -8, -4, 10, -6, -10
7,0:6, -4, -4, -6, 6, 0, -8, 10, 6, -16, 4
-1,1:6, -4, -4, -6, 6, 0, -2, -30, -4, -14, 6
0,2:6, -4, -4, -6, 6, 10, -14, -4, 0, -6, 8
0,2:6, -4, -4, -6, 6, 10, -14, -4, 0, -6, 10
0,2:6, -4, -4, -6, 6, 10, -14, -4, 0, -6, 12
7,1:6, -4, -4, -6, 6, 10, 12, 14, 2, 2, -2
6,-7:6, -4, -4, 2, 0, -8, 4, -32, -46, -40, -36
6,-7:6, -4, -4, 2, 0, -8, 4, -32, -46, -40, -30
6,-7:6, -4, -4, 2, 0, -8, 4, -32, -46, -30, -40
6,-7:6, -4, -4, 2, 0, -8, 4, -32, -46, -30, -38
6,-7:6, -4, -4, 2, 0, -8, 4, -32, -46, -30, -36
16,22:6, -4, -4, 2, 2, -14, -10, 4, -2, -6, -4
16,22:6, -4, -4, 2, 2, -14, -10, 4, -2, -6, -2
16,22:6, -4, -4, 2, 2, -14, -10, 4, -2, -6, 0
17,25:6, -4, -4, 2, 2, -14, -10, 4, -2, -2, 6
12,2:6, -4, -4, 2, 2, -14, 6, -12, -18, -22, -20
12,2:6, -4, -4, 2, 2, -14, 6, -12, -18, -22, -18
12,2:6, -4, -4, 2, 2, -14, 6, -12, -18, -22, -16
13,5:6, -4, -4, 2, 2, -14, 6, -12, -18, -18, -10
15,-2:6, -4, -4, 2, 6, 0, -4, -18, -16, 4, -24
15,-2:6, -4, -4, 2, 6, 0, -4, -12, -10, 4, -14
15,-2:6, -4, -4, 2, 6, 0, -4, -12, -10, 4, -12
15,-2:6, -4, -4, 2, 6, 0, -4, -12, -10, 4, -10
15,-2:6, -4, -4, 2, 6, 0, -4, -8, -8, 4, -8
15,-2:6, -4, -4, 2, 6, 0, -4, -8, -8, 4, -4
9,2:6, -4, -4, 2, 6, 4, 10, -8, -4, 0, -14
8,-4:6, -4, -4, 2, 6, 6, 2, -4, -14, -2, 2
8,-4:6, -4, -4, 2, 6, 6, 2, -4, -14, -2, 12
12,8:6, -4, -4, 2, 6, 6, 12, -14, -20, -6, 16
12,8:6, -4, -4, 2, 6, 6, 12, -14, -20, -6, 20
11,5:6, -4, -4, 2, 6, 6, 12, -14, -20, 18, 10
11,5:6, -4, -4, 2, 6, 6, 12, -14, -20, 18, 12
11,5:6, -4, -4, 2, 6, 6, 12, -14, -20, 18, 14
11,5:6, -4, -4, 2, 6, 6, 12, -14, -18, 16, -14
11,5:6, -4, -4, 2, 6, 6, 12, -14, -18, 16, -12
1,2:6, -4, -4, 4, -2, -14, 6, 6, 12, 16, -12
1,2:6, -4, -4, 4, -2, -14, 6, 6, 12, 16, -6
20,-1:6, -4, -4, 4, -2, -12, -2, -2, -2, -8, 8
1,2:6, -4, -4, 4, -2, -12, 6, 6, 12, 16, -14
1,2:6, -4, -4, 4, -2, -12, 6, 6, 12, 16, -4
3,0:6, -4, -4, 4, -2, -8, 0, 6, 4, -12, -6
3,0:6, -4, -4, 4, -2, -8, 0, 6, 4, -12, -4
3,0:6, -4, -4, 4, -2, -8, 0, 6, 4, -12, -2
1,2:6, -4, -4, 4, -2, 6, 6, 12, 18, -4, 10
1,2:6, -4, -4, 4, -2, 6, 6, 12, 18, -4, 14
5,-1:6, -4, -4, 4, 4, 4, 6, 0, 8, 20, 10
5,-1:6, -4, -4, 4, 4, 4, 6, 0, 8, 20, 12
5,-1:6, -4, -4, 4, 4, 4, 6, 0, 8, 20, 14
11,8:6, -4, -4, 4, 4, 6, 6, 4, -14, 8, 2
11,8:6, -4, -4, 4, 4, 6, 6, 4, 8, 2, -14
1,2:6, -4, -4, 4, 4, 6, 6, 12, 4, -14, 6
4,5:6, -4, 6, -4, -4, -6, 6, 6, 12, 16, -14
4,5:6, -4, 6, -4, -4, -6, 6, 6, 12, 16, -4
18,1:6, -4, 6, -4, -4, 2, 6, 0, -4, -10, 4
18,1:6, -4, 6, -4, -4, 2, 6, 0, -4, -10, 6
18,1:6, -4, 6, -4, -4, 2, 6, 0, -4, -10, 8
18,1:6, -4, 6, -4, -4, 2, 6, 0, -4, 4, -10
6,3:6, -4, 6, -4, -4, 4, -2, -12, 6, 4, -12
4,5:6, -4, 6, -4, -4, 4, 6, 6, 12, 16, -14
-2,7:6, -4, 6, 6, -4, -4, -4, 10, 4, 8, 10
-2,7:6, -4, 6, 6, -4, -4, -4, 10, 4, 8, 12
-2,7:6, -4, 6, 6, -4, -4, -4, 10, 4, 8, 14
-13,18:6, -4, 6, 6, -4, 2, 10, -2, 14, 18, 20
-13,18:6, -4, 6, 6, -4, 2, 10, -2, 14, 18, 22
-13,18:6, -4, 6, 6, -4, 2, 10, -2, 14, 18, 24
-13,18:6, -4, 6, 6, -4, 2, 10, -2, 20, 14, 22
-13,18:6, -4, 6, 6, -4, 2, 10, -2, 20, 14, 24
6,7:6, -4, 6, 6, -2, 12, 0, 18, 8, 8, 12
14,3:6, -4, 6, 6, 8, -4, -8, 16, 6, 4, 2
14,3:6, -4, 6, 6, 8, -4, -8, 16, 6, 4, 6
-9,17:6, -4, 6, 6, 8, -4, -4, 10, 14, 6, 24
-10,14:6, -4, 6, 6, 8, -4, 10, 14, 6, 0, 14
-10,14:6, -4, 6, 6, 8, -4, 10, 14, 6, 14, 0
4,28:6, -4, 6, 6, 8, 2, 4, 8, 22, 16, 16
4,28:6, -4, 6, 6, 8, 2, 4, 8, 22, 16, 18
0,8:6, -4, 6, 6, 8, 2, 4, 24, 6, 0, 0
0,8:6, -4, 6, 6, 8, 2, 4, 24, 6, 0, 2
-17,20:6, -4, 6, 6, 8, 10, 2, 16, 4, 20, 28
-17,20:6, -4, 6, 6, 8, 10, 2, 16, 4, 20, 30
-2,8:6, -4, 6, 6, 14, 6, 6, 12, 16, 10, -4
-6,9:6, -4, 6, 6, 14, 10, 4, 16, 10, 8, 8
-6,9:6, -4, 6, 6, 14, 10, 4, 16, 10, 8, 10
-6,9:6, -4, 6, 6, 14, 10, 4, 16, 10, 8, 12
-6,9:6, -4, 6, 6, 14, 10, 4, 16, 10, 12, 14
-6,9:6, -4, 6, 6, 14, 10, 4, 16, 10, 14, 10
-6,9:6, -4, 6, 6, 14, 10, 4, 16, 10, 14, 14
23,-12:6, -4, 6, 6, 16, -8, -8, 0, -4, 0, -26
11,-2:6, 6, -4, -4, -4, -10, -8, -8, -2, 10, 4
-16,15:6, 6, -4, -4, -4, 0, 10, -2, 14, 22, -6
-16,15:6, 6, -4, -4, -4, 0, 10, -2, 14, 22, -4
-16,15:6, 6, -4, -4, -4, 0, 10, -2, 14, 22, -2
