8,-10:-4, -12, 4, -6, -14, -8, -12
-2,-4:-4, -6, 6, 6, 12, 16, 0
3,-2:-4, 4, -2, -12, -2, -2, -12
7,8:-4, 4, 4, 4, 6, 8, 16
7,3:6, 6, 8, -4, -8, 10, 4
2,-13:-4, -12, -8, -14, -22, 2, 4, -20
2,-9:-4, -12, -8, -14, -22, 2, 4, -14
2,-9:-4, -12, -8, -14, -22, 2, 4, -8
2,-9:-4, -12, -8, -14, 2, 4, -14, -18
2,-9:-4, -12, -8, -14, 2, 4, -14, -16
2,-9:-4, -12, -8, -14, 2, 4, -14, -14
2,-9:-4, -12, -8, -14, 2, 4, -8, -22
2,-9:-4, -12, -8, -14, 2, 4, -8, -20
2,-9:-4, -12, -8, -14, 2, 4, -8, -18
14,1:-4, -12, -8, -2, -14, -8, -20, -10
3,-12:-4, -12, -8, -2, -14, -8, -18, -12
14,1:-4, -12, -8, -2, -14, -8, -10, -20
14,1:-4, -12, -8, -2, -14, -8, -10, -18
-2,-4:-4, -6, -14, 6, 6, 12, 16, 0
12,-19:-4, 2, 0, -8, 4, -28, -22, -20
12,-19:-4, 2, 0, -8, 4, -22, -22, -28
15,4:-4, 2, 6, -14, -8, -12, -18, 4
15,4:-4, 2, 6, -14, -8, -12, 4, -18
15,4:-4, 2, 6, -14, -8, -12, 4, -16
1,-8:-4, 2, 6, -8, 6, -2, -14, -6
21,7:-4, 2, 6, 0, -4, -22, -22, 4
21,7:-4, 2, 6, 0, -4, -22, -22, 6
21,7:-4, 2, 6, 0, -4, -22, -22, 8
21,7:-4, 2, 6, 0, -4, -22, 4, -22
21,7:-4, 2, 6, 0, -4, -22, 4, -20
12,-8:-4, 2, 6, 0, -4, -10, 4, -18
-2,-4:-4, 2, 6, 6, 12, 16, 0, -12
-2,-4:-4, 2, 6, 6, 12, 16, 0, -2
0,-6:-4, 4, -2, -12, 6, 4, -12, -4
-1,-1:-4, 4, -2, -8, 6, 4, 2, -8
-1,-1:-4, 4, -2, -8, 6, 4, 2, -6
6,7:6, -4, -4, -6, 6, 10, -10, -2
11,7:6, 6, -2, -2, -2, -4, -6, -14
1,3:6, 6, -2, 4, 8, 4, 4, 14
-7,8:6, 6, -2, 14, 8, 16, 10, 14
-1,-2:6, 6, 8, -4, -4, -10, -18, 2
-2,-9:-4, 4, -2, -12, 6, 6, 10, -2, 10, 0
-2,-9:-4, 4, -2, -12, 6, 6, 10, -2, 10, 2
-2,-9:-4, 4, -2, -12, 6, 6, 10, -2, 10, 4
-2,-9:-4, 4, -2, -12, 6, 6, 10, 2, 12, 6
-2,-9:-4, 4, -2, -12, 6, 6, 10, 2, 12, 8
-2,-9:-4, 4, -2, -12, 6, 6, 10, 2, 12, 10
-2,-4:-4, 4, -2, -12, 6, 6, 12, 16, 0, -14
-2,-4:-4, 4, -2, -12, 6, 6, 12, 16, 0, -4
6,-4:-4, 4, -2, -8, -10, -12, 0, -8, -16, -26
6,-4:-4, 4, -2, -8, -10, -12, 0, -8, -16, -24
6,-4:-4, 4, -2, -8, -10, -12, 0, -8, -16, -22
-2,-9:-4, 4, -2, -8, 0, 6, 6, 10, -6, -8
-2,-9:-4, 4, -2, -8, 0, 6, 6, 10, -6, 2
-2,-9:-4, 4, -2, -8, 0, 6, 6, 10, 2, -6
-2,-9:-4, 4, -2, -8, 0, 6, 6, 10, 2, -4
-2,-9:-4, 4, -2, -8, 0, 6, 6, 10, 2, -2
-1,-1:-4, 4, -2, -8, 6, 4, 2, -12, -2, -8
-1,-1:-4, 4, -2, -8, 6, 4, 2, -12, -2, -6
-1,-1:-4, 4, -2, -8, 6, 4, 2, -12, -2, -4
1,6:-4, 4, -2, -8, 6, 6, 2, -16, -6, 4
1,6:-4, 4, -2, -8, 6, 6, 2, -16, 4, -6
1,6:-4, 4, -2, -8, 6, 6, 2, -16, 4, -4
-1,5:-4, 4, 4, -6, 0, 4, -8, -20, -14, 18
-1,5:-4, 4, 4, -6, 0, 4, -8, -20, 18, -14
-1,5:-4, 4, 4, -6, 0, 4, -8, -20, 18, -12
-1,5:-4, 4, 4, -6, 0, 4, -8, -20, 18, -10
3,11:-4, 4, 4, 6, 6, 4, -14, 8, -6, 8
8,2:-4, 4, 4, 6, 6, 4, -14, 8, 2, -4
3,11:-4, 4, 4, 6, 6, 4, 8, -6, 8, -14
3,11:-4, 4, 4, 6, 6, 4, 8, -6, 8, -4
8,2:-4, 4, 4, 6, 6, 4, 8, 2, -4, -14
-2,-4:-4, 4, 4, 6, 6, 12, -6, 16, 0, 14
-2,-4:-4, 4, 4, 6, 6, 12, 4, -6, 0, 2
-2,-4:-4, 4, 4, 6, 6, 12, 4, -6, 0, 12
-2,-4:-4, 4, 4, 6, 6, 12, 4, 10, 0, 6
-2,-4:-4, 4, 4, 6, 6, 12, 4, 10, 0, 10
12,-19:-4, 4, 6, 4, -8, 4, -28, -22, -20, -2
12,-19:-4, 4, 6, 4, -8, 4, -28, -22, -20, 0
12,-19:-4, 4, 6, 4, -8, 4, -28, -22, -20, 2
-2,-4:-4, 4, 6, 6, 12, 18, 18, 2, 0, -10
-2,-4:-4, 4, 6, 6, 12, 18, 18, 2, 0, -8
-2,-4:-4, 4, 6, 6, 12, 18, 18, 2, 0, -6
5,-10:6, -4, -4, -12, -8, -14, -22, 2, 4, -20
5,-6:6, -4, -4, -12, -8, -14, -22, 2, 4, -14
5,-6:6, -4, -4, -12, -8, -14, -22, 2, 4, -8
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -14, -18
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -14, -16
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -14, -14
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -8, -22
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -8, -20
5,-6:6, -4, -4, -12, -8, -14, 2, 4, -8, -18
17,4:6, -4, -4, -12, -8, -2, -14, -8, -20, -10
6,-9:6, -4, -4, -12, -8, -2, -14, -8, -18, -12
17,4:6, -4, -4, -12, -8, -2, -14, -8, -10, -20
17,4:6, -4, -4, -12, -8, -2, -14, -8, -10, -18
1,-1:6, -4, -4, -6, -14, 6, 6, 12, 16, 0
15,-16:6, -4, -4, 2, 0, -8, 4, -28, -22, -20
15,-16:6, -4, -4, 2, 0, -8, 4, -22, -22, -28
18,7:6, -4, -4, 2, 6, -14, -8, -12, -18, 4
18,7:6, -4, -4, 2, 6, -14, -8, -12, 4, -18
18,7:6, -4, -4, 2, 6, -14, -8, -12, 4, -16
4,-5:6, -4, -4, 2, 6, -8, 6, -2, -14, -6
24,10:6, -4, -4, 2, 6, 0, -4, -22, -22, 4
24,10:6, -4, -4, 2, 6, 0, -4, -22, -22, 6
24,10:6, -4, -4, 2, 6, 0, -4, -22, -22, 8
24,10:6, -4, -4, 2, 6, 0, -4, -22, 4, -22
24,10:6, -4, -4, 2, 6, 0, -4, -22, 4, -20
15,-5:6, -4, -4, 2, 6, 0, -4, -10, 4, -18
1,-1:6, -4, -4, 2, 6, 6, 12, 16, 0, -12
1,-1:6, -4, -4, 2, 6, 6, 12, 16, 0, -2
3,-3:6, -4, -4, 4, -2, -12, 6, 4, -12, -4
2,2:6, -4, -4, 4, -2, -8, 6, 4, 2, -8
2,2:6, -4, -4, 4, -2, -8, 6, 4, 2, -6
9,10:6, -4, 6, -4, -4, -6, 6, 10, -10, -2
14,10:6, -4, 6, 6, -2, -2, -2, -4, -6, -14
4,6:6, -4, 6, 6, -2, 4, 8, 4, 4, 14
-4,11:6, -4, 6, 6, -2, 14, 8, 16, 10, 14
2,1:6, -4, 6, 6, 8, -4, -4, -10, -18, 2
10,7:6, 6, -4, -4, -4, 0, 6, 0, -4, 16
10,7:6, 6, -4, -4, -4, 0, 6, 0, 16, -4
7,15:6, 6, -4, -4, -4, 16, 10, 14, 18, -6
7,15:6, 6, -4, -4, -4, 16, 10, 14, 18, -4
7,15:6, 6, -4, -4, -4, 16, 10, 14, 18, 2
10,21:6, 6, -4, -4, 2, 6, -6, 24, 28, 22
10,21:6, 6, -4, -4, 2, 6, -6, 24, 28, 24
10,21:6, 6, -4, -4, 2, 6, -6, 24, 28, 26
10,21:6, 6, -4, -4, 2, 6, 24, 22, -10, -8
10,21:6, 6, -4, -4, 2, 6, 24, 22, -10, -6
10,21:6, 6, -4, -4, 2, 6, 24, 22, -10, -4
0,8:6, 6, -4, -4, 2, 10, 14, -12, -6, 2
0,8:6, 6, -4, -4, 2, 10, 14, -12, -6, 4
0,8:6, 6, -4, -4, 2, 10, 14, -12, -6, 6
0,8:6, 6, -4, -4, 2, 10, 14, -12, 2, -6
7,15:6, 6, -4, -4, 16, -8, 10, 14, 18, -8
7,15:6, 6, -4, -4, 16, -8, 10, 14, 18, -6
7,15:6, 6, -4, -4, 16, -8, 10, 14, 18, -4
7,15:6, 6, -4, -4, 16, -2, 10, 14, 24, 18
7,15:6, 6, -4, -4, 16, -2, 10, 14, 24, 20
7,15:6, 6, -4, -4, 16, -2, 10, 14, 24, 22
7,15:6, 6, -4, -4, 16, 10, 2, -2, 4, 14
7,15:6, 6, -4, -4, 16, 10, 2, 14, 18, 0
2,15:6, 6, -4, 0, 10, 6, 18, 22, 2, 10
-16,12:6, 6, -4, 2, 10, -2, 14, 18, 30, 22
-1,-2:6, 6, -2, -4, -4, -10, -18, 12, 2, 12
-1,-2:6, 6, -2, -4, -4, -10, -18, 12, 2, 14
-1,-2:6, 6, -2, -4, -4, -10, -18, 12, 2, 16
-1,-2:6, 6, -2, -4, -4, -10, -18, 12, 12, 2
-6,-2:6, 6, -2, -4, -4, 4, 8, -8, -8, -4
-6,-2:6, 6, -2, -4, -4, 4, 8, -8, -8, -2
-6,-2:6, 6, -2, -4, -4, 4, 8, -8, -8, 0
-6,-2:6, 6, -2, -4, -4, 4, 8, -8, -4, -8
-6,-2:6, 6, -2, -4, -4, 4, 8, -8, -4, -4
2,0:6, 6, -2, -4, -4, 12, 12, 16, 2, -8
2,-1:6, 6, -2, -4, 4, -2, 10, 0, 14, 8
2,-1:6, 6, -2, -4, 4, -2, 10, 0, 14, 10
2,-1:6, 6, -2, -4, 4, -2, 10, 0, 14, 12
8,1:6, 6, -2, -4, 14, 10, 16, 22, 16, 18
11,5:6, 6, -2, -4, 16, 4, 24, 12, 22, 0
6,1:6, 6, -2, -2, 14, -2, -4, 10, 2, 12
6,1:6, 6, -2, -2, 14, -2, -4, 10, 2, 22
6,1:6, 6, -2, -2, 14, -2, -4, 10, 12, 2
3,1:6, 6, -2, 12, 0, 18, 8, 8, 12, 0
-7,8:6, 6, -2, 14, 8, 10, 10, 6, 14, 2
-7,8:6, 6, -2, 14, 8, 10, 10, 6, 14, 4
-7,8:6, 6, -2, 14, 8, 10, 10, 6, 14, 6
7,14:6, 6, 8, -4, -8, 0, 8, 0, 2, 4
8,6:6, 6, 8, -4, -8, 0, 16, 0, -10, 10
13,10:6, 6, 8, -4, -8, 2, 10, -2, 12, 12
11,-3:6, 6, 8, -4, -8, 16, 6, 4, -12, 2
11,-3:6, 6, 8, -4, -8, 16, 6, 4, -12, 6
11,-3:6, 6, 8, -4, -8, 16, 6, 4, 2, -12
-1,-2:6, 6, 8, -4, -4, -10, -16, -16, 2, -14
-1,-2:6, 6, 8, -4, -4, -10, -16, -16, 2, -12
-1,-2:6, 6, 8, -4, -4, -10, -16, -16, 2, -10
-1,-2:6, 6, 8, -4, -4, -10, -8, -14, 2, -12
-1,-2:6, 6, 8, -4, -4, -10, -8, -14, 2, -2
-1,-2:6, 6, 8, -4, -4, -10, -8, -10, 2, -12
-1,-2:6, 6, 8, -4, -4, -10, -8, -10, 2, -10
-1,-2:6, 6, 8, -4, -4, -10, -8, -10, 2, -8
3,5:6, 6, 8, 2, 10, 14, 2, -2, 16, 10
-20,14:6, 6, 8, 10, 2, 16, 4, 20, 28, 36
-20,14:6, 6, 8, 10, 2, 16, 4, 20, 36, 28
-6,2:6, 6, 14, 10, -4, 16, -2, 10, 26, 26
-6,2:6, 6, 14, 10, -4, 16, -2, 14, 20, 14
-6,2:6, 6, 14, 10, -4, 16, -2, 14, 20, 16
-6,2:6, 6, 14, 10, -4, 16, -2, 14, 20, 18
-6,2:6, 6, 14, 10, -4, 16, -2, 16, 24, 18
-6,2:6, 6, 14, 10, -4, 16, -2, 16, 24, 20
-6,2:6, 6, 14, 10, -4, 16, -2, 16, 24, 22
-1,0:6, 6, 14, 10, 6, 16, 22, 8, 16, 10
-1,0:6, 6, 14, 10, 6, 16, 22, 8, 16, 14
-5,16:6, 6, 14, 10, 16, 6, 14, 16, 8, 4
-5,16:6, 6, 14, 10, 16, 6, 22, 22, 8, 2
-5,16:6, 6, 14, 10, 16, 6, 22, 22, 8, 12
9,18:6, 6, 16, -16, 4, 2, 14, 18, -2, 6
11,10:6, 6, 16, -8, -8, -6, -4, -12, 2, -10
20,-18:6, 6, 16, -8, -8, 0, -4, 0, -26, -36
21,9:-4, -14, -12, -2, 14, -2, 0, -12, -16, 2, -4
-4,-5:-4, -14, -12, 10, 10, 2, 6, 0, 16, 18, -6
-4,-1:-4, -14, -12, 10, 10, 2, 6, 0, 16, 18, 0
-4,-1:-4, -14, -12, 10, 10, 2, 6, 0, 16, 18, 6
2,3:-4, -14, -12, 10, 10, 8, 14, 6, 12, 6, 8
-3,12:-4, -14, -12, 10, 10, 8, 20, 24, 4, 12, -10
-3,12:-4, -14, -12, 10, 10, 8, 20, 24, 4, 12, -8
-3,12:-4, -14, -12, 10, 10, 8, 20, 24, 4, 12, -6
22,-4:-4, -14, -12, 14, -12, -20, -4, -14, -22, -16, -20
12,2:-4, -14, -12, 14, -12, -14, -2, -2, 4, 8, -8
17,4:-4, -14, -12, 14, -12, -4, -10, -20, -10, -10, -20
21,14:-4, -14, -12, 14, -12, -4, -4, -4, -2, 0, 8
2,-2:-4, -14, -8, 10, 10, 2, 18, 8, 0, 6, 2
-8,4:-4, -14, -8, 10, 10, 8, 20, 20, 26, 30, 14
-3,6:-4, -14, -8, 10, 10, 18, 12, 2, 12, 12, 2
1,16:-4, -14, -8, 10, 10, 18, 18, 18, 20, 22, 30
1,11:-4, -14, -8, 10, 20, 20, 22, 10, 6, 24, 18
-10,3:-4, -14, -8, 20, 10, 10, 10, 4, -4, 16, 18
-10,3:-4, -14, -8, 20, 10, 10, 10, 4, -4, 16, 28
-14,6:-4, -14, -8, 20, 10, 10, 10, 24, 18, 26, 22
-14,17:-4, -14, -8, 20, 10, 10, 16, 20, 8, 26, 34
1,26:-4, -14, -8, 20, 10, 10, 16, 20, 8, 38, 36
1,26:-4, -14, -8, 20, 10, 10, 16, 20, 8, 38, 38
1,26:-4, -14, -8, 20, 10, 10, 16, 20, 38, 36, 8
1,26:-4, -14, -8, 20, 10, 10, 16, 20, 38, 36, 10
1,26:-4, -14, -8, 20, 10, 10, 16, 20, 38, 36, 12
-2,20:-4, -14, -8, 20, 10, 10, 30, 12, 24, 28, 32
-2,20:-4, -14, -8, 20, 10, 10, 30, 12, 24, 28, 34
-2,20:-4, -14, -8, 20, 10, 10, 30, 24, 28, 32, 12
-25,17:-4, -14, -8, 20, 10, 16, 24, 12, 28, 36, 44
-25,17:-4, -14, -8, 20, 10, 16, 24, 12, 28, 44, 36
-10,3:-4, -14, -8, 20, 12, 10, 10, 4, -4, 30, 16
-12,5:-4, -14, -8, 20, 12, 10, 18, 12, 22, 28, 20
-7,4:-4, -14, -8, 20, 12, 10, 18, 12, 24, 14, 22
-7,4:-4, -14, -8, 20, 12, 10, 18, 12, 24, 14, 24
-15,7:-4, -14, -8, 20, 28, 24, 10, 30, 12, 24, 34
-15,7:-4, -14, -8, 20, 28, 24, 10, 30, 12, 24, 36
-15,7:-4, -14, -8, 20, 28, 24, 10, 30, 12, 24, 38
-15,7:-4, -14, -8, 20, 28, 24, 10, 30, 12, 30, 30
-15,7:-4, -14, -8, 20, 28, 24, 10, 30, 12, 30, 32
-15,7:-4, -14, -8, 20, 28, 24, 10, 30, 12, 30, 34
-15,7:-4, -14, -8, 20, 28, 24, 10, 30, 12, 34, 24
-15,7:-4, -14, -8, 20, 28, 24, 10, 30, 12, 34, 30
-19,7:-4, -14, -8, 20, 28, 24, 10, 30, 12, 34, 36
-5,19:-4, -14, -8, 20, 28, 24, 18, 30, 24, 26, 34
-5,19:-4, -14, -8, 20, 28, 24, 18, 30, 24, 26, 36
-18,8:-4, -14, -8, 20, 28, 24, 18, 30, 24, 32, 28
-5,19:-4, -14, -8, 20, 28, 24, 18, 30, 24, 36, 26
11,20:-4, -14, 10, -2, -10, -12, -4, -10, 8, 4, 2
11,20:-4, -14, 10, -2, -10, -12, -4, -10, 8, 4, 4
12,6:-4, -14, 10, -2, -10, -4, 0, -4, -4, 6, 12
12,6:-4, -14, 10, -2, -10, -4, 0, -4, -4, 6, 14
12,6:-4, -14, 10, -2, -10, -4, 0, -4, -4, 6, 16
9,11:-4, -14, 10, -2, -10, 20, 10, 12, -4, 6, -6
15,14:-4, -14, 10, -2, 0, -12, 2, 2, -6, -4, 8
18,6:-4, -14, 10, -2, 0, -12, 20, -16, 2, -4, 14
18,6:-4, -14, 10, -2, 0, -12, 20, -16, 2, -4, 16
18,6:-4, -14, 10, -2, 0, -12, 20, -16, 2, -4, 18
9,16:-4, -14, 10, -2, 0, -6, 20, 20, 30, 28, 4
4,19:-4, -14, 10, -2, 0, 2, -6, 8, 20, -4, 8
10,8:-4, -14, 10, 10, 2, 6, 0, 12, 10, 16, 14
10,8:-4, -14, 10, 10, 2, 6, 0, 12, 10, 16, 16
10,8:-4, -14, 10, 10, 2, 6, 0, 12, 10, 16, 18
-18,17:-4, -14, 10, 10, 2, 6, 2, 26, 20, 38, 22
-18,17:-4, -14, 10, 10, 2, 6, 2, 26, 20, 38, 32
-18,17:-4, -14, 10, 10, 2, 6, 2, 32, 30, 38, 24
-18,17:-4, -14, 10, 10, 2, 6, 2, 32, 30, 38, 26
-18,17:-4, -14, 10, 10, 2, 6, 2, 32, 30, 38, 28
-18,17:-4, -14, 10, 10, 2, 6, 2, 34, 22, 38, 28
-18,17:-4, -14, 10, 10, 2, 6, 2, 34, 22, 38, 30
-18,17:-4, -14, 10, 10, 2, 6, 2, 34, 22, 38, 32
-18,17:-4, -14, 10, 10, 2, 6, 2, 38, 24, 38, 30
1,22:-4, -14, 10, 10, 2, 6, 2, 38, 32, 22, 32
2,-2:-4, -14, 10, 10, 2, 18, 8, 0, 6, 2, -8
2,-2:-4, -14, 10, 10, 2, 18, 8, 0, 6, 2, -6
2,-2:-4, -14, 10, 10, 2, 18, 8, 0, 6, 2, -4
-4,6:-4, -14, 10, 10, 2, 18, 18, 6, -2, 4, 16
-4,6:-4, -14, 10, 10, 2, 18, 18, 6, -2, 4, 18
-4,6:-4, -14, 10, 10, 2, 18, 18, 6, -2, 4, 20
10,8:-4, -14, 10, 10, 2, 18, 20, 6, 0, 12, 18
-5,-4:-4, -14, 10, 10, 8, 6, 10, 0, 0, -2, -4
2,12:-4, -14, 10, 10, 8, 20, 14, 6, 24, 2, -12
2,12:-4, -14, 10, 10, 8, 20, 14, 6, 24, 2, -10
2,12:-4, -14, 10, 10, 8, 20, 14, 6, 24, 2, -8
-8,4:-4, -14, 10, 10, 8, 20, 20, 26, 30, 14, -8
-8,4:-4, -14, 10, 10, 8, 20, 20, 26, 30, 14, -6
-8,4:-4, -14, 10, 10, 8, 20, 20, 26, 30, 14, -4
9,10:-4, -14, 10, 10, 16, 20, 0, 8, 24, 18, 16
13,19:-4, -14, 10, 10, 18, 12, 0, 6, 4, 0, 16
-3,6:-4, -14, 10, 10, 18, 12, 2, 12, 12, 2, -8
-3,6:-4, -14, 10, 10, 18, 12, 2, 12, 12, 2, -6
-3,6:-4, -14, 10, 10, 18, 12, 2, 12, 12, 2, -4
1,16:-4, -14, 10, 10, 18, 18, 18, 20, 22, 30, -8
1,16:-4, -14, 10, 10, 18, 18, 18, 20, 22, 30, -6
1,16:-4, -14, 10, 10, 18, 18, 18, 20, 22, 30, -4
-12,11:-4, -14, 10, 20, 20, 12, 10, 28, 30, 8, -4
1,11:-4, -14, 10, 20, 20, 22, 10, 6, 24, 18, -8
1,11:-4, -14, 10, 20, 20, 22, 10, 6, 24, 18, -6
1,11:-4, -14, 10, 20, 20, 22, 10, 6, 24, 18, -4
10,1:-4, -14, 14, -2, -12, -12, -12, -18, -26, -6, -4
10,1:-4, -14, 14, -2, -12, -12, -12, -18, -26, -6, 6
6,4:-4, -14, 14, -2, -12, -12, -12, 2, -4, 4, 0
6,15:-4, -14, 14, -2, -12, -12, -6, -2, -14, 4, 12
21,24:-4, -14, 14, -2, -12, -12, -6, -2, -14, 16, 14
21,24:-4, -14, 14, -2, -12, -12, -6, -2, -14, 16, 16
21,24:-4, -14, 14, -2, -12, -12, -6, -2, 16, 14, -14
21,24:-4, -14, 14, -2, -12, -12, -6, -2, 16, 14, -12
21,24:-4, -14, 14, -2, -12, -12, -6, -2, 16, 14, -10
18,18:-4, -14, 14, -2, -12, -12, 8, -10, 2, 6, 10
18,18:-4, -14, 14, -2, -12, -12, 8, -10, 2, 6, 12
18,18:-4, -14, 14, -2, -12, -12, 8, 2, 6, 10, -10
-5,15:-4, -14, 14, -2, -12, -6, 2, -10, 6, 14, 22
-5,15:-4, -14, 14, -2, -12, -6, 2, -10, 6, 22, 14
10,1:-4, -14, 14, -2, -10, -12, -12, -18, -26, 8, -6
8,3:-4, -14, 14, -2, -10, -12, -4, -10, 0, 6, -2
13,2:-4, -14, 14, -2, -10, -12, -4, -10, 2, -8, 0
13,2:-4, -14, 14, -2, -10, -12, -4, -10, 2, -8, 2
5,5:-4, -14, 14, -2, 6, 2, -12, 8, -10, 2, 12
5,5:-4, -14, 14, -2, 6, 2, -12, 8, -10, 2, 14
5,5:-4, -14, 14, -2, 6, 2, -12, 8, -10, 2, 16
5,5:-4, -14, 14, -2, 6, 2, -12, 8, -10, 8, 8
5,5:-4, -14, 14, -2, 6, 2, -12, 8, -10, 8, 10
5,5:-4, -14, 14, -2, 6, 2, -12, 8, -10, 8, 12
5,5:-4, -14, 14, -2, 6, 2, -12, 8, -10, 12, 2
5,5:-4, -14, 14, -2, 6, 2, -12, 8, -10, 12, 8
1,5:-4, -14, 14, -2, 6, 2, -12, 8, -10, 12, 14
15,17:-4, -14, 14, -2, 6, 2, -4, 8, 2, 4, 12
15,17:-4, -14, 14, -2, 6, 2, -4, 8, 2, 4, 14
2,6:-4, -14, 14, -2, 6, 2, -4, 8, 2, 10, 6
15,17:-4, -14, 14, -2, 6, 2, -4, 8, 2, 14, 4
-1,-2:-4, -12, -14, -4, -4, -6, -4, -4, -14, -8, 14
-1,-2:-4, -12, -14, -4, -4, -6, -4, -4, -14, -8, 16
-1,-2:-4, -12, -14, -4, -4, -6, -4, -4, -14, -8, 18
-1,-2:-4, -12, -14, -4, -4, -6, -4, -4, -14, 14, -8
-1,-2:-4, -12, -14, -4, -4, -6, -4, -4, -14, 14, -6
-1,-2:-4, -12, -14, -4, -4, -6, -4, -4, -14, 14, -4
28,8:-4, -12, -14, -4, -2, 2, 4, -8, -8, -2, 4
2,5:-4, -12, -14, -4, 2, -6, -14, -8, 0, -8, 6
-3,-3:-4, -12, -14, -4, 4, 2, 8, 6, 12, 0, 6
-3,-3:-4, -12, -14, -4, 4, 2, 8, 6, 12, 0, 10
-3,-3:-4, -12, -14, -4, 4, 2, 8, 6, 12, 6, 0
-3,-3:-4, -12, -14, -4, 4, 2, 8, 6, 12, 6, 2
6,-5:-4, -12, -14, 4, -6, -14, 6, 6, 10, 8, 12
6,-5:-4, -12, -14, 4, -6, -14, 6, 6, 10, 8, 14
6,-5:-4, -12, -14, 4, -6, -14, 6, 6, 10, 8, 16
4,-8:-4, -12, -14, 4, -6, 2, 2, 2, 8, -10, 12
4,-8:-4, -12, -14, 4, -6, 2, 2, 2, 8, -10, 14
4,-8:-4, -12, -14, 4, -6, 2, 2, 2, 8, 12, -10
26,8:-4, -12, -14, 4, 4, 4, 6, -6, -6, 0, 6
0,3:-4, -12, -8, -18, -20, -4, 8, 10, 4, 4, 6
-2,-8:-4, -12, -8, -18, -14, -24, -26, 8, 14, -14, -4
7,-8:-4, -12, -8, -18, -14, -24, -8, -18, -10, 2, 0
17,10:-4, -12, -8, -18, -14, -4, -26, -14, -6, -6, -4
2,-9:-4, -12, -8, -14, -22, 2, 4, -12, -20, -10, -16
2,-9:-4, -12, -8, -14, -22, 2, 4, -12, -20, -10, -14
2,-9:-4, -12, -8, -14, -22, 2, 4, -12, -20, -10, -12
16,-8:-4, -12, -8, -14, -20, -20, -4, -6, -4, -8, 0
2,-9:-4, -12, -8, -14, -20, -20, 2, 4, -10, -8, -16
2,-9:-4, -12, -8, -14, -20, -20, 2, 4, -10, -8, -14
2,-9:-4, -12, -8, -14, -20, -20, 2, 4, -10, -8, -12
-9,-2:-4, -12, -8, -14, -20, -14, -16, -10, -6, 6, 8
-9,-2:-4, -12, -8, -14, -20, -14, -16, -10, 6, 8, -6
-9,-2:-4, -12, -8, -14, -20, -14, -16, -10, 6, 8, -2
-9,-2:-4, -12, -8, -14, -20, -14, -16, -10, 6, 8, 4
-9,-2:-4, -12, -8, -14, -20, -14, -16, -6, 6, 8, -10
-9,-2:-4, -12, -8, -14, -20, -14, -16, -6, 6, 8, -8
-9,-2:-4, -12, -8, -14, -20, -14, -16, -6, 6, 8, -6
5,5:-4, -12, -8, -14, -20, -14, -16, -6, 18, -14, -10
11,-6:-4, -12, -8, -14, -20, -14, -10, -16, -14, -26, 0
17,-15:-4, -12, -8, -14, -20, -14, -10, -4, -16, -6, 6
2,-20:-4, -12, -8, -14, -20, -6, -18, -14, -16, 2, -22
-7,-4:-4, -12, -8, -14, -20, 0, -6, -8, 12, -16, 6
-7,-4:-4, -12, -8, -14, -20, 0, -6, -8, 12, 6, -16
-7,-4:-4, -12, -8, -14, -20, 0, -6, -8, 12, 6, -14
-7,-4:-4, -12, -8, -14, -20, 0, -6, -8, 12, 6, -12
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, -6, -2, 6
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, 0, -2, -6
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, 0, 0, -6
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, 0, 0, -4
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, 0, 0, -2
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, 2, -8, -6
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, 2, -8, -4
16,-8:-4, -12, -8, -14, -4, -12, -14, -6, 2, -8, -2
7,-2:-4, -12, -8, -14, -4, -12, -14, -6, 4, 0, -6
15,-2:-4, -12, -8, -14, 0, -20, -12, -10, -14, -4, 0
15,-2:-4, -12, -8, -14, 0, -20, -12, -10, -14, -4, 2
15,-2:-4, -12, -8, -14, 0, -20, -12, -10, -14, -4, 4
17,-5:-4, -12, -8, -14, 0, -14, -24, -24, -18, -28, -20
10,23:-4, -12, -8, -14, 0, -14, -24, -24, -10, -14, -28
20,1:-4, -12, -8, -14, 0, -14, -24, -24, -8, -24, -28
14,4:-4, -12, -8, -14, 0, -14, -22, -16, -6, -16, -24
14,4:-4, -12, -8, -14, 0, -14, -22, -16, -6, -16, -22
14,4:-4, -12, -8, -14, 0, -14, -22, -16, -6, -16, -20
14,-23:-4, -12, -8, -14, 2, -2, -34, -28, -26, -4, 0
14,-23:-4, -12, -8, -14, 2, -2, -34, -28, -26, -4, 2
14,-23:-4, -12, -8, -14, 2, -2, -34, -28, -26, -4, 4
2,-13:-4, -12, -8, -14, 2, 4, -24, -28, -30, -20, -34
2,-13:-4, -12, -8, -14, 2, 4, -24, -28, -30, -20, -30
