10,-5:-4, -6, -8, -20
5,-5:-4, -6, 6, -2, -4, 14
5,-5:-4, -6, 6, -2, -4, 16
5,-5:-4, -6, 6, -2, -4, 18
5,-5:-4, -6, 6, -2, 14, -4
7,3:-4, 4, 4, 4, -14, 8
7,3:-4, 4, 4, 4, 8, -14
13,-2:6, -4, -4, -6, -8, -20
0,0:6, 6, -2, 12, 12, 16
12,-9:-4, -6, 0, -8, -12, -14, -26
5,-5:-4, -6, 6, -2, -4, 22, 16
5,-5:-4, -6, 6, -2, -4, 22, 18
5,-5:-4, -6, 6, -2, -4, 22, 20
4,-6:-4, 2, 6, 0, 14, -16, -16
4,-6:-4, 2, 6, 0, 14, -16, -14
4,-6:-4, 2, 6, 0, 14, -16, -12
4,-6:-4, 2, 6, 0, 14, -12, -14
4,-6:-4, 2, 6, 0, 14, -12, -12
24,1:-4, -14, -12, 14, -12, -14, -16, -28
4,3:-4, -14, -8, 10, 10, 8, 6, -6
-9,5:-4, -14, -8, 20, 12, 26, 26, 30
11,3:-4, -14, 14, -2, -10, 4, 4, 8
10,6:-4, -12, -14, -4, -4, -6, 6, 2
10,-5:-4, -12, 4, 4, -6, -8, -20, -4
10,-5:-4, -12, 4, 4, -6, -8, -20, -2
10,-5:-4, -12, 4, 4, -6, -8, -20, 0
5,-13:-4, -6, -14, 6, -2, -16, -12, -4
5,-13:-4, -6, -14, 6, -2, -16, -12, 0
5,-13:-4, -6, -14, 6, -2, -16, -4, -12
18,-11:-4, -6, -8, -20, -20, -20, -22, -34
3,-7:-4, -6, -8, -10, -2, -8, -2, -8
-3,-5:-4, -6, 0, -2, -30, -4, -12, -4
-3,-5:-4, -6, 0, -2, -30, -4, -12, 2
17,-1:-4, -6, 0, -2, -14, -20, -28, -20
17,-1:-4, -6, 0, -2, -14, -20, -28, -14
0,-2:-4, -6, 6, -8, -12, -14, 0, 4
0,-2:-4, -6, 6, -8, -8, 0, 4, -18
0,-2:-4, -6, 6, -8, -8, 0, 4, -12
5,-5:-4, -6, 6, -2, -4, 12, 10, 18
5,-5:-4, -6, 6, -2, -4, 22, 12, 14
5,-5:-4, -6, 6, -2, -4, 22, 12, 16
5,-5:-4, -6, 6, -2, -4, 22, 12, 18
-4,5:-4, -6, 6, 0, -8, -4, 0, 14
8,-4:-4, 2, 2, -8, -14, 0, 0, 4
4,-6:-4, 2, 6, 0, 14, -16, -8, -14
4,-6:-4, 2, 6, 0, 14, -16, -8, -12
4,-6:-4, 2, 6, 0, 14, -16, -8, -10
4,-6:-4, 2, 6, 0, 14, -12, -16, -14
4,-6:-4, 2, 6, 0, 14, -12, -16, -12
4,-6:-4, 2, 6, 0, 14, -12, -16, -10
10,-5:-4, 4, 4, -6, 4, -8, -20, 10
10,-5:-4, 4, 4, -6, 4, -8, -20, 20
10,-5:-4, 4, 4, 4, 6, -8, -20, 4
10,-5:-4, 4, 4, 4, 6, -8, -20, 14
8,-2:-4, 4, 6, 6, -4, -16, -2, -2
8,-2:-4, 4, 6, 6, -4, -2, -2, -16
8,-2:6, -4, -4, -6, 6, -2, -4, 14
8,-2:6, -4, -4, -6, 6, -2, -4, 16
8,-2:6, -4, -4, -6, 6, -2, -4, 18
8,-2:6, -4, -4, -6, 6, -2, 14, -4
10,6:6, -4, -4, 4, 4, 4, -14, 8
10,6:6, -4, -4, 4, 4, 4, 8, -14
16,1:6, -4, 6, -4, -4, -6, -8, -20
3,3:6, -4, 6, 6, -2, 12, 12, 16
9,6:6, 6, -4, 0, 10, 6, 4, -8
6,6:6, 6, -2, -4, 12, 12, 16, 0
16,9:6, 6, 16, -16, 4, 2, 0, -12
10,-5:-4, -6, 6, -8, 0, 4, 0, -20, 2, 10
5,-5:-4, -6, 6, -2, -4, 12, 4, 12, 8, 4
5,-5:-4, -6, 6, -2, -4, 12, 4, 12, 8, 6
5,-5:-4, -6, 6, -2, -4, 12, 4, 12, 8, 8
5,-5:-4, -6, 6, -2, -4, 12, 10, 2, 14, 18
5,-5:-4, -6, 6, -2, -4, 12, 10, 2, 14, 20
5,-5:-4, -6, 6, -2, -4, 12, 10, 2, 14, 22
5,-5:-4, -6, 6, -2, -4, 12, 10, 8, 14, 0
5,-5:-4, -6, 6, -2, -4, 12, 10, 22, 22, 14
5,-5:-4, -6, 6, -2, -4, 12, 10, 22, 22, 26
5,-5:-4, -6, 6, -2, -4, 12, 20, 14, 4, 0
5,-5:-4, -6, 6, -2, -4, 12, 20, 14, 4, 4
5,-5:-4, -6, 6, -2, -4, 12, 20, 14, 4, 12
14,-11:-4, -6, 6, -2, -4, 14, -12, -16, -18, -30
5,-5:-4, -6, 6, -2, -4, 22, 12, 12, 10, 18
5,-5:-4, -6, 6, -2, -4, 22, 12, 22, 12, 14
5,-5:-4, -6, 6, -2, -4, 22, 12, 22, 12, 16
5,-5:-4, -6, 6, -2, -4, 22, 12, 22, 12, 18
-4,-3:-4, -6, 6, -2, 12, 10, 8, -12, -4, -22
-4,-3:-4, -6, 6, -2, 12, 10, 8, -12, -4, -18
-4,5:-4, -6, 6, 0, -8, -2, -2, 0, 14, -12
1,3:-4, -6, 6, 0, -8, -2, 8, 14, 6, 8
2,4:-4, -6, 6, 0, -8, 14, 0, -12, 8, -10
-3,-5:-4, -6, 6, 0, -2, -30, -4, -12, -4, 2
-3,-5:-4, -6, 6, 0, -2, -30, -4, -12, -4, 12
-5,-4:-4, -6, 6, 0, 8, 0, 16, 8, 12, 8
-5,-4:-4, -6, 6, 0, 8, 0, 16, 8, 12, 18
-5,-4:-4, -6, 6, 0, 8, 0, 16, 8, 18, 12
-8,6:-4, -6, 6, 0, 14, -14, 12, 4, 12, -14
-8,6:-4, -6, 6, 0, 14, -14, 12, 4, 12, -4
12,10:-4, -6, 6, 0, 14, 2, -4, -12, -4, -14
12,-9:-4, -6, 6, 4, -8, -12, -14, -26, 10, 4
12,-9:-4, -6, 6, 4, -8, -12, -14, -26, 10, 6
12,-9:-4, -6, 6, 4, -8, -12, -14, -26, 10, 8
5,7:-4, -6, 6, 6, 2, -8, -18, -20, 2, -10
5,7:-4, -6, 6, 6, 2, -8, -18, -20, 2, -6
5,7:-4, -6, 6, 6, 2, -8, -18, 2, -6, -20
5,7:-4, -6, 6, 6, 2, -8, -18, 2, -6, -10
12,-9:-4, -6, 6, 6, 2, -8, -12, -14, -26, 4
12,-9:-4, -6, 6, 6, 2, -8, -12, -14, -26, 6
12,-9:-4, -6, 6, 6, 2, -8, -12, -14, -26, 8
-3,-5:-4, -6, 6, 6, 2, -2, -30, -4, -12, -8
-3,-5:-4, -6, 6, 6, 2, -2, -30, -4, -12, -6
-3,-5:-4, -6, 6, 6, 2, -2, -30, -4, -12, -4
-3,-13:-4, -6, 6, 6, 12, 2, -8, 16, -14, -18
-3,-13:-4, -6, 6, 6, 12, 2, -8, 16, -14, -16
8,-2:-4, -6, 6, 10, -14, 12, -4, 2, 4, 10
8,-2:-4, -6, 6, 10, -14, 12, -4, 2, 4, 20
3,-2:-4, -6, 6, 10, -10, -14, -14, 2, -20, 4
9,3:-4, -6, 6, 10, -10, 0, 4, -14, 2, 2
9,3:-4, -6, 6, 10, -10, 0, 4, -14, 2, 8
9,-11:-4, 2, 0, -8, -14, -8, -4, 2, -18, -14
-7,-6:-4, 2, 0, -8, -14, 0, -12, -8, -4, -2
20,-12:-4, 2, 0, -8, 4, -30, -18, -12, -16, -24
9,-17:-4, 2, 0, -8, 4, -28, -18, -24, -30, -6
9,-17:-4, 2, 0, -8, 4, -28, -18, -24, -6, -30
9,-17:-4, 2, 0, -8, 4, -28, -18, -14, -30, -16
9,-17:-4, 2, 0, -8, 4, -28, -18, -14, -30, -6
17,2:-4, 2, 2, -8, -16, -12, -2, -6, -8, -20
14,2:-4, 2, 2, -8, -14, -16, 0, 0, 4, -12
24,5:-4, 2, 2, -8, 4, -28, -8, -10, -12, -24
26,-15:-4, 2, 2, -8, 4, -6, -30, -32, -34, -46
12,4:-4, 2, 6, -14, -22, -8, -12, -18, -2, 4
12,4:-4, 2, 6, -14, -22, -8, -12, -18, 4, -2
12,4:-4, 2, 6, -14, -22, -8, -12, -2, 4, -18
12,4:-4, 2, 6, -14, -22, -8, -12, -2, 4, -16
0,-2:-4, 2, 6, -14, -22, -6, -8, 0, 4, -20
0,-2:-4, 2, 6, -14, -22, -6, -8, 0, 4, -18
0,-2:-4, 2, 6, -14, -22, -6, -8, 0, 4, -16
0,-2:-4, 2, 6, -14, -18, -22, 2, 0, 4, -20
0,-2:-4, 2, 6, -14, -18, -22, 2, 0, 4, -18
0,-2:-4, 2, 6, -14, -18, -22, 2, 0, 4, -16
0,-2:-4, 2, 6, -14, -18, -18, -8, 0, 4, -12
0,-2:-4, 2, 6, -14, -18, -18, -8, 0, 4, -10
0,-2:-4, 2, 6, -14, -18, -18, -8, 0, 4, -8
0,-2:-4, 2, 6, -14, -8, -12, -18, 0, 4, -10
-2,-7:-4, 2, 6, -14, 2, -12, -8, 12, -12, -14
-2,-7:-4, 2, 6, -14, 2, -12, -8, 12, -12, -12
-2,-7:-4, 2, 6, -14, 2, -12, -8, 12, -12, -10
3,1:-4, 2, 6, -14, 6, 10, 10, 6, 14, 12
3,1:-4, 2, 6, -14, 6, 10, 10, 6, 14, 16
17,0:-4, 2, 6, -8, -14, -16, -16, -6, -14, -2
17,0:-4, 2, 6, -8, -14, -16, -16, -6, -14, 0
17,0:-4, 2, 6, -8, -14, -16, -16, -6, -14, 2
17,0:-4, 2, 6, -8, -14, -16, -16, -6, -2, -14
9,5:-4, 2, 6, -8, -14, -14, -16, 10, 2, 4
9,5:-4, 2, 6, -8, -14, -14, -16, 10, 4, 2
0,-2:-4, 2, 6, -8, -14, 4, -8, 0, 4, -14
0,-2:-4, 2, 6, -8, -14, 4, -8, 0, 4, -12
0,-2:-4, 2, 6, -8, -14, 4, -8, 0, 4, -10
14,0:-4, 2, 6, -8, 2, -6, 2, -22, -12, -8
14,0:-4, 2, 6, -8, 2, -6, 2, -12, -8, -22
-5,4:-4, 2, 6, 0, -8, -16, 6, 8, -8, 4
9,-3:-4, 2, 6, 0, -8, -4, 6, -4, 12, 10
4,-6:-4, 2, 6, 0, 14, -16, -8, -18, -8, -14
4,-6:-4, 2, 6, 0, 14, -16, -8, -18, -8, -12
4,-6:-4, 2, 6, 0, 14, -16, -8, -18, -8, -10
4,-6:-4, 2, 6, 0, 14, -16, -8, -8, -6, -14
4,-6:-4, 2, 6, 0, 14, -12, -16, -16, -18, -10
4,-6:-4, 2, 6, 0, 14, -12, -16, -6, -16, -14
4,-6:-4, 2, 6, 0, 14, -12, -16, -6, -16, -12
4,-6:-4, 2, 6, 0, 14, -12, -16, -6, -16, -10
3,17:-4, 2, 6, 4, 10, -8, -16, -12, 10, 20
16,-14:-4, 2, 6, 6, 12, 2, 10, 8, -6, -20
-4,-4:-4, 4, -10, -12, -14, 4, -2, 12, 12, 16
0,12:-4, 4, -10, -12, -12, -14, 6, 0, 4, 18
18,-5:-4, 4, -10, -12, -12, -12, -14, -16, -28, 2
0,12:-4, 4, -10, -12, -12, 6, 0, 4, 18, -14
0,12:-4, 4, -10, -12, -12, 6, 0, 4, 18, -4
11,-3:-4, 4, -10, -8, -16, -2, -2, 2, -2, 2
11,-3:-4, 4, -10, -8, -16, -2, -2, 2, -2, 4
11,-3:-4, 4, -10, -8, -16, -2, -2, 2, -2, 6
3,-13:-4, 4, -10, 2, -16, -24, -20, -16, -16, -2
15,-7:-4, 4, -10, 2, -16, -18, -6, -14, -16, -12
15,-7:-4, 4, -10, 2, -16, -18, -6, -14, -16, -8
15,-7:-4, 4, -10, 2, -16, -18, -6, -14, -12, -16
-5,2:-4, 4, -10, 6, 6, 6, 6, 6, -8, 4
-5,2:-4, 4, -10, 6, 6, 6, 6, 6, -8, 14
-5,2:-4, 4, -10, 6, 6, 6, 6, 6, 14, -8
19,-8:-4, 4, -10, 6, 6, 10, -16, -18, -20, -32
18,-3:-4, 4, -2, -14, -8, -10, -12, -14, -26, -4
18,-3:-4, 4, -2, -14, -8, -10, -12, -14, -26, 0
18,-3:-4, 4, -2, -14, -8, -10, -12, -14, -4, -26
-1,7:-4, 4, -2, -12, -6, 8, -20, 6, -2, 6
-1,7:-4, 4, -2, -12, -6, 8, -20, 6, -2, 12
19,11:-4, 4, -2, -12, -6, 8, -4, -10, -18, -10
19,11:-4, 4, -2, -12, -6, 8, -4, -10, -18, -4
2,-5:-4, 4, -2, -12, -2, -10, -16, -2, -10, -24
2,-5:-4, 4, -2, -12, -2, -10, -16, -2, -10, -14
2,7:-4, 4, -2, -12, -2, -10, 8, -4, 12, 16
11,-4:-4, 4, -2, -12, -2, 8, 12, -6, -2, 22
11,-4:-4, 4, -2, -12, -2, 8, 12, -6, -2, 26
11,-4:-4, 4, -2, -12, -2, 8, 12, -6, 22, -2
11,-4:-4, 4, -2, -12, -2, 8, 12, -6, 22, 0
11,-4:-4, 4, -2, -12, -2, 8, 12, -6, 22, 2
11,-4:-4, 4, -2, -12, -2, 8, 12, 2, 22, -6
11,-4:-4, 4, -2, -12, -2, 8, 12, 2, 22, -4
11,-4:-4, 4, -2, -12, -2, 8, 12, 6, 22, 4
6,-8:-4, 4, -2, -12, 0, -10, -16, -2, -2, 2
10,-8:-4, 4, -2, -8, -10, -18, -2, 2, -16, -12
5,-1:-4, 4, -2, -8, -10, -2, -10, 6, -6, 4
33,13:-4, 4, -2, -8, -10, 2, -28, -30, -42, -26
33,13:-4, 4, -2, -8, -10, 2, -28, -30, -26, -42
33,13:-4, 4, -2, -8, -10, 2, -28, -30, -26, -40
33,13:-4, 4, -2, -8, -10, 2, -28, -30, -26, -38
6,9:-4, 4, -2, -8, 0, -10, 6, 6, 2, -16
-3,4:-4, 4, 4, -6, -14, 4, 6, -4, -16, -14
-3,4:-4, 4, 4, -6, -14, 4, 6, -4, -14, -12
-3,4:-4, 4, 4, -6, -14, 4, 6, -4, -14, -6
-3,4:-4, 4, 4, -6, -14, 4, 6, -4, -6, -10
-3,4:-4, 4, 4, -6, -14, 4, 6, -4, -6, -8
4,7:-4, 4, 4, -6, 2, 4, 16, 12, 10, -2
10,-5:-4, 4, 4, -6, 4, -8, -20, 16, 12, 20
10,-5:-4, 4, 4, -6, 4, -8, -20, 22, -6, 10
10,-5:-4, 4, 4, -6, 4, -8, -20, 22, -6, 18
10,-5:-4, 4, 4, -6, 4, -8, -20, 22, 10, -6
10,-5:-4, 4, 4, -6, 4, -8, -20, 22, 10, 2
10,-5:-4, 4, 4, -6, 4, 16, 12, -8, -20, 4
16,-3:-4, 4, 4, 4, -14, 8, -6, -10, -12, -24
10,-5:-4, 4, 4, 4, -4, 2, 6, -8, -20, 4
10,-5:-4, 4, 4, 4, -4, 2, 6, -8, -20, 14
10,-5:-4, 4, 4, 4, -4, 2, 16, -8, -20, 0
10,-5:-4, 4, 4, 4, -4, 2, 16, -8, -20, 6
10,-5:-4, 4, 4, 4, -4, 2, 16, -8, -20, 14
10,-5:-4, 4, 4, 4, -4, 12, -8, -20, 8, 4
10,-5:-4, 4, 4, 4, -4, 12, -8, -20, 14, 0
10,-5:-4, 4, 4, 4, -4, 12, -8, -20, 14, 2
10,-5:-4, 4, 4, 4, -4, 12, -8, -20, 14, 4
10,-5:-4, 4, 4, 4, 0, 10, -8, -20, 14, 2
10,-5:-4, 4, 4, 4, 0, 10, -8, -20, 14, 4
10,-5:-4, 4, 4, 4, 0, 10, -8, -20, 14, 6
10,-5:-4, 4, 4, 4, 6, -8, -20, 8, 12, 4
20,-5:-4, 4, 4, 4, 6, -8, -10, -20, -2, -10
20,-5:-4, 4, 4, 4, 6, -8, -10, -2, -10, -10
10,-5:-4, 4, 4, 4, 6, 8, 12, -8, -20, 12
10,3:-4, 4, 4, 4, 12, -8, -10, -16, -6, 4
10,3:-4, 4, 4, 4, 12, -8, -10, -16, -6, 14
10,3:-4, 4, 4, 4, 12, -8, -10, -16, 4, -6
10,3:-4, 4, 4, 4, 12, -8, -10, -16, 4, -4
10,3:-4, 4, 4, 4, 12, -8, -10, -16, 4, -2
-5,-4:-4, 4, 4, 4, 12, 4, 4, -8, 8, -4
5,-5:-4, 4, 4, 6, -6, -2, -4, 8, 16, 6
5,-5:-4, 4, 4, 6, -6, -2, -4, 8, 16, 8
5,-5:-4, 4, 4, 6, -6, -2, -4, 8, 16, 10
5,-5:-4, 4, 4, 6, -6, -2, -4, 16, 4, 10
5,-5:-4, 4, 4, 6, -6, -2, -4, 16, 4, 20
16,7:-4, 4, 6, 4, -8, 0, 2, 0, -2, -14
7,7:-4, 4, 6, 4, 6, 6, -2, -10, 6, 6
10,12:-4, 4, 6, 4, 6, 6, 8, 10, -4, 12
10,12:-4, 4, 6, 4, 6, 6, 8, 10, -4, 22
8,-2:-4, 4, 6, 6, -4, -16, -2, 2, 2, 6
8,-2:-4, 4, 6, 6, -4, 0, -18, 2, 0, -2
8,-2:-4, 4, 6, 6, -4, 0, -18, 2, 0, 0
8,-2:-4, 4, 6, 6, -4, 0, -18, 2, 0, 2
13,9:6, -4, -4, -12, -14, -4, -4, -6, 6, 2
13,-2:6, -4, -4, -12, 4, 4, -6, -8, -20, -4
13,-2:6, -4, -4, -12, 4, 4, -6, -8, -20, -2
13,-2:6, -4, -4, -12, 4, 4, -6, -8, -20, 0
8,-10:6, -4, -4, -6, -14, 6, -2, -16, -12, -4
8,-10:6, -4, -4, -6, -14, 6, -2, -16, -12, 0
8,-10:6, -4, -4, -6, -14, 6, -2, -16, -4, -12
21,-8:6, -4, -4, -6, -8, -20, -20, -20, -22, -34
6,-4:6, -4, -4, -6, -8, -10, -2, -8, -2, -8
0,-2:6, -4, -4, -6, 0, -2, -30, -4, -12, -4
0,-2:6, -4, -4, -6, 0, -2, -30, -4, -12, 2
20,2:6, -4, -4, -6, 0, -2, -14, -20, -28, -20
20,2:6, -4, -4, -6, 0, -2, -14, -20, -28, -14
3,1:6, -4, -4, -6, 6, -8, -12, -14, 0, 4
3,1:6, -4, -4, -6, 6, -8, -8, 0, 4, -18
3,1:6, -4, -4, -6, 6, -8, -8, 0, 4, -12
8,-2:6, -4, -4, -6, 6, -2, -4, 12, 10, 18
8,-2:6, -4, -4, -6, 6, -2, -4, 22, 12, 14
8,-2:6, -4, -4, -6, 6, -2, -4, 22, 12, 16
8,-2:6, -4, -4, -6, 6, -2, -4, 22, 12, 18
-1,8:6, -4, -4, -6, 6, 0, -8, -4, 0, 14
11,-1:6, -4, -4, 2, 2, -8, -14, 0, 0, 4
7,-3:6, -4, -4, 2, 6, 0, 14, -16, -8, -14
7,-3:6, -4, -4, 2, 6, 0, 14, -16, -8, -12
7,-3:6, -4, -4, 2, 6, 0, 14, -16, -8, -10
7,-3:6, -4, -4, 2, 6, 0, 14, -12, -16, -14
7,-3:6, -4, -4, 2, 6, 0, 14, -12, -16, -12
7,-3:6, -4, -4, 2, 6, 0, 14, -12, -16, -10
13,-2:6, -4, -4, 4, 4, -6, 4, -8, -20, 10
13,-2:6, -4, -4, 4, 4, -6, 4, -8, -20, 20
13,-2:6, -4, -4, 4, 4, 4, 6, -8, -20, 4
13,-2:6, -4, -4, 4, 4, 4, 6, -8, -20, 14
11,1:6, -4, -4, 4, 6, 6, -4, -16, -2, -2
11,1:6, -4, -4, 4, 6, 6, -4, -2, -2, -16
11,1:6, -4, 6, -4, -4, -6, 6, -2, -4, 14
11,1:6, -4, 6, -4, -4, -6, 6, -2, -4, 16
11,1:6, -4, 6, -4, -4, -6, 6, -2, -4, 18
11,1:6, -4, 6, -4, -4, -6, 6, -2, 14, -4
13,9:6, -4, 6, -4, -4, 4, 4, 4, -14, 8
13,9:6, -4, 6, -4, -4, 4, 4, 4, 8, -14
19,4:6, -4, 6, -4, 6, -4, -4, -6, -8, -20
6,6:6, -4, 6, -4, 6, 6, -2, 12, 12, 16
12,9:6, -4, 6, 6, -4, 0, 10, 6, 4, -8
9,9:6, -4, 6, 6, -2, -4, 12, 12, 16, 0
19,12:6, -4, 6, 6, 16, -16, 4, 2, 0, -12
4,2:6, 6, -4, -4, -4, 0, 6, 0, -8, 6
4,2:6, 6, -4, -4, -4, 0, 6, 0, -8, 16
4,2:6, 6, -4, -4, -4, 0, 6, 0, 16, -8
-6,5:6, 6, -4, -4, -4, 0, 10, -2, 36, 22
8,12:6, 6, -4, -4, -2, -8, -8, -16, 8, -6
8,12:6, 6, -4, -4, -2, -8, -8, -16, 8, -4
8,12:6, 6, -4, -4, -2, -8, -8, -16, 8, -2
8,12:6, 6, -4, -4, -2, -8, -8, 8, -4, -16
8,12:6, 6, -4, -4, -2, -8, -8, 8, -4, -6
4,6:6, 6, -4, 0, 10, 6, 18, 10, 8, 26
4,6:6, 6, -4, 0, 10, 6, 18, 10, 8, 28
4,6:6, 6, -4, 0, 10, 6, 18, 10, 8, 30
6,14:6, 6, -4, 0, 10, 16, 16, 16, -2, 20
6,14:6, 6, -4, 0, 10, 16, 16, 16, 20, -2
6,10:6, 6, -2, -4, -4, -2, -2, -8, 8, 12
6,10:6, 6, -2, -4, -4, -2, -2, -8, 8, 14
6,10:6, 6, -2, -4, -4, -2, -2, -8, 8, 16
0,5:6, 6, -2, -4, -2, 10, 6, 12, 16, 10
18,-8:6, 6, -2, -2, 8, -2, 10, -20, -20, -6
18,-8:6, 6, -2, -2, 8, -2, 10, -20, -20, -4
18,-8:6, 6, -2, -2, 8, -2, 10, -20, -20, -2
18,-8:6, 6, -2, -2, 8, -2, 10, -20, -6, -20
16,3:6, 6, -2, -2, 14, -2, -4, -6, -18, 0
5,4:6, 6, -2, 4, 8, 2, 12, 8, 6, -6
-6,38:6, 6, -2, 12, 0, 18, 28, 14, 50, 8
-6,38:6, 6, -2, 12, 0, 18, 28, 14, 50, 10
-6,38:6, 6, -2, 12, 0, 18, 28, 14, 50, 12
-10,8:6, 6, -2, 14, 8, 16, 10, 4, 14, 24
2,-3:6, 6, 8, -4, 2, -6, -2, 6, 2, -8
-8,7:6, 6, 8, -4, 2, 10, -12, 18, 18, 12
-8,7:6, 6, 8, -4, 2, 10, -12, 18, 18, 14
-8,7:6, 6, 8, -4, 2, 10, -12, 18, 18, 16
-8,7:6, 6, 8, -4, 2, 10, -12, 18, 22, 24
-8,7:6, 6, 8, -4, 2, 10, -12, 18, 22, 26
-8,7:6, 6, 8, -4, 2, 10, -12, 18, 22, 28
5,26:6, 6, 8, -4, 10, -2, 20, 12, 18, 14
-2,18:6, 6, 8, -4, 10, 2, 0, 12, 12, 26
-2,18:6, 6, 8, -4, 10, 2, 0, 12, 26, 12
-12,2:6, 6, 8, 10, 18, 26, 30, 24, 38, 0
13,8:6, 6, 14, 6, 0, 0, 8, 4, 2, -10
16,5:6, 6, 14, 6, 4, 0, -2, -4, -16, 0
1,0:6, 6, 14, 6, 6, 12, -4, 6, 18, 10
1,0:6, 6, 14, 6, 6, 12, -4, 6, 18, 12
1,0:6, 6, 14, 6, 6, 12, -4, 6, 18, 14
11,-7:6, 6, 14, 6, 16, -2, -16, -12, -4, 2
11,-7:6, 6, 14, 6, 16, -2, -16, -12, -4, 6
11,-7:6, 6, 14, 6, 16, -2, -16, -4, 2, -12
4,0:6, 6, 14, 10, 16, 22, 16, 6, 6, 14
11,9:6, 6, 16, -16, 4, 2, 14, 6, 4, 22
11,9:6, 6, 16, -16, 4, 2, 14, 6, 4, 24
11,9:6, 6, 16, -16, 4, 2, 14, 6, 4, 26
11,9:6, 6, 16, -16, 4, 2, 14, 6, 22, 4
13,17:6, 6, 16, -16, 4, 12, 12, 12, -6, 16
13,17:6, 6, 16, -16, 4, 12, 12, 12, 16, -6
6,14:6, 6, 16, -16, 14, 14, 6, 20, 20, 24
16,9:6, 6, 16, -8, -18, 4, 2, 0, -12, -16
16,9:6, 6, 16, -8, -18, 4, 2, 0, -12, -14
8,-6:6, 6, 16, -8, -8, -16, -2, -2, 2, 6
8,-6:6, 6, 16, -8, -8, -16, -2, -2, 2, 8
8,-6:6, 6, 16, -8, -8, -16, -2, -2, 2, 10
8,-6:6, 6, 16, -8, -8, -16, -2, -2, 6, 2
1,11:-4, -14, -12, 10, 10, 18, 18, 18, 0, 22, -10
1,11:-4, -14, -12, 10, 10, 18, 18, 18, 0, 22, -8
1,11:-4, -14, -12, 10, 10, 18, 18, 18, 0, 22, -6
26,-3:-4, -14, -12, 14, -12, -14, -8, -16, -20, -22, -34
19,1:-4, -14, -12, 14, -12, -14, -2, -10, -12, 14, 8
19,1:-4, -14, -12, 14, -12, -14, -2, -10, -12, 14, 10
19,1:-4, -14, -12, 14, -12, -14, -2, -10, -12, 14, 12
18,0:-4, -14, -12, 14, -12, -6, -2, -8, 6, -24, -24
18,0:-4, -14, -12, 14, -12, -6, -2, -8, 6, -24, -22
18,0:-4, -14, -12, 14, -12, -6, -2, -8, 6, -24, -20
18,0:-4, -14, -12, 14, -12, -6, -2, -8, 6, -20, -22
18,0:-4, -14, -12, 14, -12, -6, -2, -8, 6, -20, -20
6,-1:-4, -14, -8, 10, 10, 8, 14, 6, 2, 0, -12
-1,3:-4, -14, -8, 10, 10, 8, 20, 12, 10, 36, 30
-1,3:-4, -14, -8, 10, 10, 8, 20, 12, 10, 36, 32
-1,3:-4, -14, -8, 10, 10, 8, 20, 12, 10, 36, 34
-2,2:-4, -14, -8, 10, 10, 16, 20, 14, 28, -2, -2
-2,2:-4, -14, -8, 10, 10, 16, 20, 14, 28, -2, 0
-2,2:-4, -14, -8, 10, 10, 16, 20, 14, 28, -2, 2
-2,2:-4, -14, -8, 10, 10, 16, 20, 14, 28, 2, 0
-2,2:-4, -14, -8, 10, 10, 16, 20, 14, 28, 2, 2
-9,11:-4, -14, -8, 20, 10, 10, 16, 2, 20, 22, 26
-15,15:-4, -14, -8, 20, 10, 14, 30, 2, 28, 20, 28
-15,15:-4, -14, -8, 20, 10, 14, 30, 2, 28, 20, 34
5,19:-4, -14, -8, 20, 10, 14, 30, 18, 12, 4, 12
5,19:-4, -14, -8, 20, 10, 14, 30, 18, 12, 4, 18
7,11:-4, -14, -8, 20, 12, 10, 12, 24, 30, 24, 26
-15,43:-4, -14, -8, 20, 12, 26, 14, 32, 42, 20, 64
-15,43:-4, -14, -8, 20, 12, 26, 14, 32, 42, 64, 20
-15,43:-4, -14, -8, 20, 12, 26, 14, 32, 42, 64, 22
-15,43:-4, -14, -8, 20, 12, 26, 14, 32, 42, 64, 24
1,14:-4, -14, -8, 20, 12, 26, 16, 24, 22, 20, 8
3,0:-4, -14, -8, 20, 12, 30, 18, 8, 6, 4, -8
-6,12:-4, -14, -8, 20, 22, 10, 6, 6, 10, 24, 18
-13,7:-4, -14, -8, 20, 22, 16, 24, 18, 32, 32, 36
-5,11:-4, -14, -8, 20, 22, 24, 26, 18, 20, 22, 26
-5,11:-4, -14, -8, 20, 22, 24, 26, 18, 20, 22, 36
-5,11:-4, -14, -8, 20, 22, 24, 26, 18, 20, 26, 22
-15,8:-4, -14, -8, 20, 22, 24, 32, 12, 32, 30, 18
-8,5:-4, -14, -8, 20, 28, 20, 20, 26, 10, 20, 30
-8,5:-4, -14, -8, 20, 28, 20, 20, 26, 10, 20, 34
-8,5:-4, -14, -8, 20, 28, 20, 20, 26, 10, 30, 20
-8,5:-4, -14, -8, 20, 28, 20, 20, 26, 10, 30, 30
-8,5:-4, -14, -8, 20, 28, 20, 20, 26, 30, 30, 10
-4,7:-4, -14, -8, 20, 28, 20, 24, 22, 20, 18, 6
7,14:-4, -14, -8, 20, 30, 6, 18, 16, 14, 2, 0
10,2:-4, -14, 10, -2, -12, 20, 10, 12, 4, -6, -2
17,9:-4, -14, 10, -2, -10, -12, 4, 4, 8, -8, 12
17,9:-4, -14, 10, -2, -10, -12, 4, 4, 8, -8, 14
