16,2:-4, -12, -8, -2, -14, -8, -20
5,-11:-4, -12, -8, -2, -14, -8, -18
5,-11:-4, -12, -8, -2, -14, -8, -16
10,-15:-4, -6, 6, -8, -12, 6, -4
14,-18:-4, 2, 0, -8, 4, -22, -22
14,-18:-4, 2, 0, -8, 4, -22, -20
3,-7:-4, 2, 6, -8, 6, -2, -14
3,-7:-4, 2, 6, -8, 6, -2, -12
3,-7:-4, 2, 6, -8, 6, -2, -10
-16,18:-4, -14, 10, 10, 2, 6, 2, 28
5,-11:-4, -12, -8, -2, -14, -8, -12, -12
5,-11:-4, -12, -8, -2, -14, -8, -12, -8
5,-11:-4, -12, -8, -2, -14, -8, -10, -12
5,-11:-4, -12, -8, -2, -14, -8, -6, -10
5,-11:-4, -12, -8, -2, -14, -8, -6, -8
5,-11:-4, -12, -8, -2, -14, -8, -6, -6
4,-7:-4, -12, -4, -4, -10, -18, -8, 6
16,-22:-4, -6, -8, -4, -14, -2, -28, -28
16,-22:-4, -6, -8, -4, -14, -2, -28, -26
4,-5:-4, -6, 0, -2, -30, -4, 2, 0
4,-5:-4, -6, 0, -2, -30, -4, 2, 2
24,-1:-4, -6, 0, -2, -14, -20, -14, -16
24,-1:-4, -6, 0, -2, -14, -20, -14, -14
10,-15:-4, -6, 6, -8, -12, -4, -12, 2
10,-15:-4, -6, 6, -8, -12, -4, 2, -12
13,-14:-4, -6, 6, -8, -12, 6, -4, -22
-1,9:-4, -6, 6, 10, -14, -4, -2, -4
-1,9:-4, -6, 6, 10, -14, -4, -2, 0
14,-18:-4, 2, 0, -8, 4, -22, -16, -22
14,-18:-4, 2, 0, -8, 4, -22, -16, -20
14,-18:-4, 2, 0, -8, 4, -22, -16, -18
14,-18:-4, 2, 0, -8, 4, -18, -12, -22
14,-18:-4, 2, 0, -8, 4, -18, -12, -20
3,-7:-4, 2, 6, -8, 6, -2, -6, -12
3,-7:-4, 2, 6, -8, 6, -2, -6, -10
3,-7:-4, 2, 6, -8, 6, -2, -6, -8
3,1:-4, 4, -10, 2, -16, -10, -6, -10
-3,13:6, 6, -4, -4, 2, 6, -6, 12
-3,13:6, 6, -4, -4, 2, 6, 12, -6
-3,13:6, 6, -4, -4, 2, 6, 12, -4
-3,13:6, 6, -4, -4, 2, 6, 12, -2
1,-1:6, 6, -2, -4, -4, -10, -18, 16
1,-1:6, 6, -2, -4, -4, -10, 16, -18
1,-1:6, 6, -2, -4, -4, -10, 16, -14
-1,1:6, 6, -2, -4, 4, -2, 8, 14
1,-1:6, 6, 8, -4, -4, -10, -18, 6
1,-1:6, 6, 8, -4, -4, -10, -18, 16
1,2:-4, -6, 6, -8, -12, -4, -24, -18, -22, -16
13,-14:-4, -6, 6, -8, -12, -4, -14, -22, 2, -12
13,-14:-4, -6, 6, -8, -12, -4, -14, -22, 2, -2
10,-15:-4, -6, 6, -8, -12, -4, -14, -6, -12, -26
10,-15:-4, -6, 6, -8, -12, -4, -14, -6, -12, -22
16,-13:-4, -6, 6, -8, -12, -4, -12, -22, -24, 2
13,-14:-4, -6, 6, -8, -12, -4, -12, -22, 6, 6
13,-14:-4, -6, 6, -8, -12, -4, -12, -22, 6, 8
13,-14:-4, -6, 6, -8, -12, -4, -12, -22, 6, 10
13,-14:-4, -6, 6, -8, -12, -4, -12, -22, 12, -4
13,-14:-4, -6, 6, -8, -12, -4, -12, -22, 12, 6
10,-15:-4, -6, 6, -8, -12, -4, -12, 6, 2, 4
10,-15:-4, -6, 6, -8, -12, -4, -12, 6, 2, 6
10,-15:-4, -6, 6, -8, -12, -4, -12, 6, 2, 8
10,-15:-4, -6, 6, -8, -12, -4, -2, -8, 2, -14
10,-15:-4, -6, 6, -8, -12, -4, -2, -8, 2, -12
10,-15:-4, -6, 6, -8, -12, -4, -2, -8, 2, -10
10,-15:-4, -6, 6, -8, -12, -4, -2, -8, 12, 2
10,-15:-4, -6, 6, -8, -12, -4, -2, -8, 12, 6
13,-14:-4, -6, 6, -8, -12, -4, 2, -4, -22, -10
13,-14:-4, -6, 6, -8, -12, -4, 2, -4, -22, 0
13,-14:-4, -6, 6, -8, -12, -4, 6, -4, -22, -4
13,-14:-4, -6, 6, -8, -12, -4, 6, -4, -22, 4
10,-15:-4, -6, 6, -8, -12, -4, 6, -4, -6, -6
10,-15:-4, -6, 6, -8, -12, -4, 6, -4, -6, -2
10,-15:-4, -6, 6, -8, -12, -4, 6, -4, -6, 4
10,-15:-4, -6, 6, -8, -12, -4, 6, -4, 0, 0
10,-15:-4, -6, 6, -8, -12, -4, 6, -4, 0, 4
10,-15:-4, -6, 6, -8, -12, -4, 6, 2, 4, -12
10,-15:-4, -6, 6, -8, -12, -4, 6, 2, 4, -2
13,-14:-4, -6, 6, -8, -12, 4, -4, -12, -22, -2
13,-14:-4, -6, 6, -8, -12, 4, -4, -12, -22, 0
13,-14:-4, -6, 6, -8, -12, 4, -4, -12, -22, 2
10,-15:-4, -6, 6, -8, -12, 4, -4, -12, 6, 0
10,-15:-4, -6, 6, -8, -12, 4, -4, -12, 6, 2
10,-15:-4, -6, 6, -8, -12, 4, -4, -12, 6, 4
19,-12:-4, -6, 6, -8, -12, 6, -4, -22, -24, -26
13,-14:-4, -6, 6, -8, -12, 10, -4, -12, -22, 6
13,-14:-4, -6, 6, -8, -12, 10, -4, -12, -22, 10
10,-15:-4, -6, 6, -8, -12, 10, 2, -4, -12, 2
-5,-4:-4, -6, 6, -8, -12, 10, 4, -14, -20, -8
-2,-8:-4, -6, 6, -8, -12, 10, 4, -14, -20, 2
-3,-4:-4, -6, 6, -2, 12, 4, 12, 8, -8, -14
-3,-4:-4, -6, 6, -2, 12, 4, 12, 8, -8, -4
4,2:-4, -6, 6, 0, -8, 14, -10, -20, -2, -4
4,2:-4, -6, 6, 0, -8, 14, -10, -2, -4, -20
4,2:-4, -6, 6, 0, -8, 14, -10, -2, -4, -10
1,-5:-4, -6, 6, 0, -2, -30, -4, -14, 0, -2
-1,6:-4, -6, 6, 0, 14, -14, 12, 18, 16, -14
-1,6:-4, -6, 6, 0, 14, -14, 12, 18, 16, -4
22,11:-4, -6, 6, 0, 14, 0, -4, 2, 0, -6
19,10:-4, -6, 6, 0, 14, 0, -4, 2, 6, 0
19,10:-4, -6, 6, 0, 14, 0, -4, 2, 6, 2
19,10:-4, -6, 6, 0, 14, 0, -4, 2, 6, 4
19,10:-4, -6, 6, 0, 14, 2, -4, 2, 0, -14
1,7:-4, -6, 6, 10, -14, -4, -12, -14, 0, -4
1,7:-4, -6, 6, 10, -14, -4, -12, -14, 0, 0
-1,9:-4, -6, 6, 10, -14, -4, -12, -2, 0, -14
-1,9:-4, -6, 6, 10, -14, -4, -12, -2, 0, -4
1,7:-4, -6, 6, 10, -14, -4, -12, 0, 0, -14
1,7:-4, -6, 6, 10, -14, -4, -12, 0, 0, -4
-1,9:-4, -6, 6, 10, -14, -4, -2, -2, -2, 0
-1,9:-4, -6, 6, 10, -14, -4, -2, -2, -2, 2
-1,9:-4, -6, 6, 10, -14, -4, -2, -2, -2, 4
7,19:-4, -6, 6, 10, -14, -4, 4, 4, 10, -2
3,-2:-4, -6, 6, 10, -14, 12, 16, 0, 8, 22
3,-2:-4, -6, 6, 10, -14, 12, 16, 0, 8, 26
3,-2:-4, -6, 6, 10, -14, 12, 16, 0, 22, 8
3,-2:-4, -6, 6, 10, -14, 12, 16, 0, 22, 10
3,-2:-4, -6, 6, 10, -14, 12, 16, 0, 22, 12
3,-2:-4, -6, 6, 10, -14, 12, 16, 8, 22, 0
0,-3:-4, -6, 6, 10, -14, 12, 16, 16, 22, 10
0,-3:-4, -6, 6, 10, -14, 12, 16, 16, 22, 12
0,-3:-4, -6, 6, 10, -14, 12, 16, 16, 22, 14
4,-5:-4, -6, 6, 10, -10, 2, 2, -6, -12, -24
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, -30, 2
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, 2, -30
10,-4:-4, -6, 6, 10, -6, -16, -16, -22, 2, -26
14,-1:-4, -6, 6, 10, -6, -2, 12, 22, -10, 12
14,-1:-4, -6, 6, 10, -6, -2, 12, 22, -10, 14
14,-1:-4, -6, 6, 10, -6, -2, 12, 22, -10, 16
14,-1:-4, -6, 6, 10, -6, -2, 12, 22, 12, -10
11,-2:-4, -6, 6, 10, -6, -2, 12, 22, 20, 14
11,-2:-4, -6, 6, 10, -6, -2, 12, 22, 20, 16
11,-2:-4, -6, 6, 10, -6, -2, 12, 22, 20, 18
0,4:-4, -6, 6, 10, 12, -6, -8, 14, 8, 0
5,-7:-4, 2, 0, -8, -14, -14, 4, -14, -4, -2
5,-7:-4, 2, 0, -8, -14, -14, 4, -14, -4, 0
5,-7:-4, 2, 0, -8, -14, -14, 4, -14, -4, 2
-3,4:-4, 2, 0, -8, -4, -16, -2, -14, -12, 6
-3,4:-4, 2, 0, -8, -4, -16, -2, -14, 6, -12
-3,4:-4, 2, 0, -8, -4, -16, -2, -14, 6, -8
-3,4:-4, 2, 0, -8, -4, -16, -2, 6, -8, -14
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, 2, -2
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, 2, 0
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, 2, 2
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, 8, -4
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, 8, -2
-1,-5:-4, 2, 0, -8, -4, -2, -14, -8, 8, 0
-1,-5:-4, 2, 0, -8, -4, -2, -14, -2, -2, 4
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, -6, -8
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, -6, -6
-1,-5:-4, 2, 0, -8, -4, -2, -14, 0, -6, -4
14,-18:-4, 2, 0, -8, 4, -22, -16, -16, -14, -22
14,-18:-4, 2, 0, -8, 4, -18, -14, -20, -22, -16
14,-18:-4, 2, 0, -8, 4, -18, -14, -20, -22, -6
14,-18:-4, 2, 0, -8, 4, -18, -12, -16, -26, -24
14,-18:-4, 2, 0, -8, 4, -18, -12, -16, -26, -22
14,-18:-4, 2, 0, -8, 4, -18, -12, -16, -26, -20
5,9:-4, 2, 2, -8, -16, -16, -10, -6, -18, 0
5,9:-4, 2, 2, -8, -16, -16, -10, -6, 0, -18
5,9:-4, 2, 2, -8, -16, -16, -10, -6, 0, -16
5,9:-4, 2, 2, -8, -16, -16, -10, -6, 0, -14
9,-5:-4, 2, 2, -8, -14, -16, -16, -22, -30, 4
9,-5:-4, 2, 2, -8, -14, -16, -16, -22, 4, -30
9,-5:-4, 2, 2, -8, -14, -16, -16, -22, 4, -26
7,-3:-4, 2, 2, -8, -14, -16, -8, -14, -4, 2
9,-5:-4, 2, 2, -8, -4, -16, -16, -22, -30, -6
9,-5:-4, 2, 2, -8, -4, -16, -16, -22, -30, 4
8,11:-4, 2, 6, -8, -16, -16, -10, 6, -24, -8
3,-7:-4, 2, 6, -8, 6, -2, -16, -26, -20, 2
3,-7:-4, 2, 6, -8, 6, -2, -16, -26, -20, 4
3,-7:-4, 2, 6, -8, 6, -2, -16, -26, -20, 6
3,-7:-4, 2, 6, -8, 6, -2, -16, -26, 2, -20
3,-7:-4, 2, 6, -8, 6, -2, -16, -26, 2, -18
3,-7:-4, 2, 6, -8, 6, -2, -16, -26, 2, -16
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -26, -16
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -26, -12
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -12, -26
3,-7:-4, 2, 6, -8, 6, -2, -16, -18, -12, -16
3,-7:-4, 2, 6, -8, 6, -2, -16, -10, -10, -24
3,-7:-4, 2, 6, -8, 6, -2, -16, -10, -10, -14
3,-7:-4, 2, 6, -8, 6, -2, -6, -16, -6, -12
3,-7:-4, 2, 6, -8, 6, -2, -6, -16, -6, -10
3,-7:-4, 2, 6, -8, 6, -2, -6, -16, -6, -8
3,-7:-4, 2, 6, -8, 6, -2, -6, -6, -4, -12
14,-18:-4, 2, 6, -8, 6, 4, -22, -22, 2, 4
14,-18:-4, 2, 6, -8, 6, 4, -22, -22, 2, 6
14,-18:-4, 2, 6, -8, 6, 4, -22, -22, 2, 8
5,-7:-4, 2, 6, 0, -8, -14, -14, 4, -14, 14
10,1:-4, 2, 6, 0, -8, -4, 14, 12, -8, 0
10,1:-4, 2, 6, 0, -8, -4, 14, 12, -8, 2
10,1:-4, 2, 6, 0, -8, -4, 14, 12, -8, 4
9,-5:-4, 2, 6, 0, 14, -16, -18, -26, -28, -12
9,-5:-4, 2, 6, 0, 14, -16, -18, -26, -28, -8
8,-7:-4, 2, 6, 4, 10, -8, -4, 0, -6, -10
8,-7:-4, 2, 6, 4, 10, -8, -4, 0, -6, -6
11,-6:-4, 2, 6, 4, 10, -8, -4, 0, -2, -12
2,4:-4, 2, 6, 6, 2, -8, -4, -10, -14, -4
-3,9:-4, 2, 6, 6, 12, 10, 10, 4, -8, -2
-1,6:-4, 4, -10, -12, 6, -14, 6, 0, 0, 12
-4,5:-4, 4, -10, -12, 6, -14, 6, 0, 2, -4
7,5:-4, 4, -10, -12, 6, -14, 6, 10, -2, -6
10,-15:-4, 4, -10, -12, 6, -4, -8, -12, -4, 10
0,-4:-4, 4, -10, -12, 6, -4, 10, -2, 10, 8
38,-1:-4, 4, -10, 2, -16, -26, -40, -8, -32, -42
14,-2:-4, 4, -10, 2, -16, -24, -16, -14, -2, -6
10,-1:-4, 4, -10, 2, -16, -24, -8, -2, -6, -16
10,-17:-4, 4, -10, 2, -16, -18, -2, -26, -18, -10
10,-17:-4, 4, -10, 2, -16, -18, -2, -26, -18, -8
10,-17:-4, 4, -10, 2, -16, -18, -2, -26, -18, -6
3,1:-4, 4, -10, 6, 0, -16, -10, -6, -10, 12
6,15:-4, 4, -10, 6, 6, 2, -8, -18, 4, -14
6,15:-4, 4, -10, 6, 6, 2, -8, -18, 4, -12
6,15:-4, 4, -10, 6, 6, 2, -8, -18, 4, -10
15,13:-4, 4, -10, 6, 6, 2, -8, 0, 12, 0
6,7:-4, 4, -2, -12, -6, 8, -20, 6, 12, 10
6,7:-4, 4, -2, -12, -6, 8, -20, 6, 12, 12
26,11:-4, 4, -2, -12, -6, 8, -4, -10, -4, -6
26,11:-4, 4, -2, -12, -6, 8, -4, -10, -4, -4
-4,-9:-4, 4, -2, -12, -2, -10, -18, -12, -4, -12
-10,-2:-4, 4, -2, -12, 6, -12, 6, 6, 0, -8
-10,-2:-4, 4, -2, -12, 6, -12, 6, 6, 0, -4
-4,1:-4, 4, -2, -12, 6, 0, 8, 4, -8, 4
4,-3:-4, 4, -2, -8, -10, -2, -2, -20, -20, -14
4,-3:-4, 4, -2, -8, -10, -2, -2, -20, -20, -12
17,-8:-4, 4, -2, -8, -10, -2, 2, -20, -12, 0
17,-8:-4, 4, -2, -8, -10, -2, 2, -20, -12, 2
17,-8:-4, 4, -2, -8, -10, -2, 2, -20, -12, 4
17,-8:-4, 4, -2, -8, -10, -2, 2, -20, 0, -12
17,-8:-4, 4, -2, -8, -10, -2, 2, -20, 0, -8
14,-9:-4, 4, -2, -8, -10, -2, 2, -12, -4, -2
14,-9:-4, 4, -2, -8, -10, -2, 2, -12, -4, 0
14,-9:-4, 4, -2, -8, -10, -2, 2, -12, -4, 2
17,-8:-4, 4, -2, -8, -10, -2, 2, -12, 0, -20
14,-9:-4, 4, -2, -8, -10, -2, 2, -10, 0, -6
14,-9:-4, 4, -2, -8, -10, -2, 2, -10, 0, -4
14,-9:-4, 4, -2, -8, -10, -2, 2, -10, 0, -2
19,1:-4, 4, -2, -8, 0, -10, -10, -4, -20, -4
19,1:-4, 4, -2, -8, 0, -10, -10, -4, -20, -2
19,1:-4, 4, -2, -8, 0, -10, -10, -4, -20, 0
17,-11:-4, 4, -2, 6, 4, 0, -30, -30, -36, -44
17,-11:-4, 4, -2, 6, 4, 0, -30, -30, -36, -40
-1,4:-4, 4, -2, 6, 6, 2, -16, -4, 2, -4
-2,13:-4, 4, -2, 6, 6, 12, 2, 18, -4, -2
-2,6:-4, 4, 4, 4, -14, 6, 8, 2, 20, -2
-3,3:-4, 4, 4, 6, 6, 4, -14, 10, 6, 0
-3,3:-4, 4, 4, 6, 6, 4, 10, 6, 0, -14
-3,3:-4, 4, 4, 6, 6, 4, 10, 6, 0, -4
14,-18:-4, 4, 6, 4, -8, 4, -22, -22, 6, 0
14,-18:-4, 4, 6, 4, -8, 4, -22, -22, 6, 2
14,-18:-4, 4, 6, 4, -8, 4, -22, -22, 6, 4
10,-5:-4, 4, 6, 4, 6, 6, 14, 2, -22, 0
10,-5:-4, 4, 6, 4, 6, 6, 14, 2, -22, 2
10,-5:-4, 4, 6, 4, 6, 6, 14, 2, -22, 4
10,-5:-4, 4, 6, 4, 6, 6, 14, 2, 0, -22
11,-18:-4, 4, 6, 6, 12, 10, 10, 6, -14, -14
11,-18:-4, 4, 6, 6, 12, 10, 10, 6, -14, -12
11,-18:-4, 4, 6, 6, 12, 10, 10, 6, -14, -10
-13,21:6, -4, -4, -14, 10, 10, 2, 6, 2, 28
8,-8:6, -4, -4, -12, -8, -2, -14, -8, -12, -12
8,-8:6, -4, -4, -12, -8, -2, -14, -8, -12, -8
8,-8:6, -4, -4, -12, -8, -2, -14, -8, -10, -12
8,-8:6, -4, -4, -12, -8, -2, -14, -8, -6, -10
8,-8:6, -4, -4, -12, -8, -2, -14, -8, -6, -8
8,-8:6, -4, -4, -12, -8, -2, -14, -8, -6, -6
7,-4:6, -4, -4, -12, -4, -4, -10, -18, -8, 6
19,-19:6, -4, -4, -6, -8, -4, -14, -2, -28, -28
19,-19:6, -4, -4, -6, -8, -4, -14, -2, -28, -26
7,-2:6, -4, -4, -6, 0, -2, -30, -4, 2, 0
7,-2:6, -4, -4, -6, 0, -2, -30, -4, 2, 2
27,2:6, -4, -4, -6, 0, -2, -14, -20, -14, -16
27,2:6, -4, -4, -6, 0, -2, -14, -20, -14, -14
13,-12:6, -4, -4, -6, 6, -8, -12, -4, -12, 2
13,-12:6, -4, -4, -6, 6, -8, -12, -4, 2, -12
16,-11:6, -4, -4, -6, 6, -8, -12, 6, -4, -22
2,12:6, -4, -4, -6, 6, 10, -14, -4, -2, -4
2,12:6, -4, -4, -6, 6, 10, -14, -4, -2, 0
17,-15:6, -4, -4, 2, 0, -8, 4, -22, -16, -22
17,-15:6, -4, -4, 2, 0, -8, 4, -22, -16, -20
17,-15:6, -4, -4, 2, 0, -8, 4, -22, -16, -18
17,-15:6, -4, -4, 2, 0, -8, 4, -18, -12, -22
17,-15:6, -4, -4, 2, 0, -8, 4, -18, -12, -20
6,-4:6, -4, -4, 2, 6, -8, 6, -2, -6, -12
6,-4:6, -4, -4, 2, 6, -8, 6, -2, -6, -10
6,-4:6, -4, -4, 2, 6, -8, 6, -2, -6, -8
6,4:6, -4, -4, 4, -10, 2, -16, -10, -6, -10
0,16:6, -4, 6, 6, -4, -4, 2, 6, -6, 12
0,16:6, -4, 6, 6, -4, -4, 2, 6, 12, -6
0,16:6, -4, 6, 6, -4, -4, 2, 6, 12, -4
0,16:6, -4, 6, 6, -4, -4, 2, 6, 12, -2
4,2:6, -4, 6, 6, -2, -4, -4, -10, -18, 16
4,2:6, -4, 6, 6, -2, -4, -4, -10, 16, -18
4,2:6, -4, 6, 6, -2, -4, -4, -10, 16, -14
2,4:6, -4, 6, 6, -2, -4, 4, -2, 8, 14
4,2:6, -4, 6, 6, 8, -4, -4, -10, -18, 6
4,2:6, -4, 6, 6, 8, -4, -4, -10, -18, 16
7,10:6, 6, -4, -4, -4, -10, -18, 16, 18, 8
4,9:6, 6, -4, -4, -4, -10, -18, 16, 20, 14
4,9:6, 6, -4, -4, -4, -10, -18, 16, 20, 16
4,9:6, 6, -4, -4, -4, -10, -16, 16, 18, -12
4,9:6, 6, -4, -4, -4, -10, -16, 16, 18, -10
4,9:6, 6, -4, -4, -4, -10, -16, 16, 18, -8
7,10:6, 6, -4, -4, -4, -10, 16, 18, 8, -18
7,10:6, 6, -4, -4, -4, -10, 16, 18, 8, -14
-5,6:6, 6, -4, -4, -4, 0, 6, 16, 4, -10
-5,6:6, 6, -4, -4, -4, 0, 6, 16, 4, 0
1,7:6, 6, -4, -4, -2, -8, 10, 6, 2, 16
-3,13:6, 6, -4, -4, 2, 6, -6, 10, 6, 6
-3,13:6, 6, -4, -4, 2, 6, -6, 10, 6, 10
-3,13:6, 6, -4, -4, 2, 6, -6, 14, 12, 12
-3,13:6, 6, -4, -4, 2, 6, -6, 14, 12, 14
-3,13:6, 6, -4, -4, 2, 6, -6, 14, 12, 16
-3,13:6, 6, -4, -4, 2, 6, -6, 20, 18, 26
4,11:6, 6, -4, 0, 16, -12, 14, 20, 18, 12
1,10:6, 6, -4, 0, 16, -12, 14, 20, 24, 18
1,10:6, 6, -4, 0, 16, -12, 14, 20, 24, 20
1,10:6, 6, -4, 0, 16, -12, 14, 20, 24, 22
24,15:6, 6, -4, 0, 16, 4, -2, 4, 2, -4
21,14:6, 6, -4, 0, 16, 4, -2, 4, 8, 2
21,14:6, 6, -4, 0, 16, 4, -2, 4, 8, 4
21,14:6, 6, -4, 0, 16, 4, -2, 4, 8, 6
-8,4:6, 6, -4, 2, 10, -2, 34, 48, 32, 38
-8,4:6, 6, -4, 2, 10, -2, 34, 48, 32, 40
-8,4:6, 6, -4, 2, 10, -2, 34, 48, 32, 42
-8,4:6, 6, -4, 2, 10, -2, 34, 48, 38, 32
-8,4:6, 6, -4, 2, 10, -2, 34, 48, 38, 38
1,-1:6, 6, -2, -4, -4, -10, -18, 4, 8, 6
1,-1:6, 6, -2, -4, -4, -10, -18, 4, 8, 16
1,-1:6, 6, -2, -4, -4, -10, -18, 4, 16, 8
1,-1:6, 6, -2, -4, -4, -10, -18, 4, 16, 14
1,-1:6, 6, -2, -4, -4, -10, -18, 14, 16, 2
1,-1:6, 6, -2, -4, -4, -10, -18, 14, 16, 4
1,-1:6, 6, -2, -4, -4, -10, -18, 14, 16, 6
1,-1:6, 6, -2, -4, -4, -10, -16, -16, 16, -14
1,-1:6, 6, -2, -4, -4, -10, -16, -16, 16, -12
1,-1:6, 6, -2, -4, -4, -10, -16, -16, 16, -10
1,-1:6, 6, -2, -4, -4, -10, -16, 4, 6, -12
1,-1:6, 6, -2, -4, -4, -10, -16, 4, 6, -8
1,-1:6, 6, -2, -4, -4, -10, -8, -14, 16, -12
1,-1:6, 6, -2, -4, -4, -10, -8, -14, 16, -2
1,-1:6, 6, -2, -4, -4, -10, -8, -10, 16, -12
1,-1:6, 6, -2, -4, -4, -10, -8, -10, 16, -10
1,-1:6, 6, -2, -4, -4, -10, -8, -10, 16, -8
1,-1:6, 6, -2, -4, -4, -10, -8, -8, 16, -16
1,-1:6, 6, -2, -4, -4, -10, -2, -2, 16, -4
7,9:6, 6, -2, -4, -4, -2, -2, -6, 0, 16
7,9:6, 6, -2, -4, -4, -2, -2, -6, 16, 0
3,7:6, 6, -2, -4, -2, 4, 4, 6, 4, 0
-1,1:6, 6, -2, -4, 4, -2, 10, 2, 14, 4
-1,1:6, 6, -2, -4, 4, -2, 10, 2, 14, 6
-1,1:6, 6, -2, -4, 4, -2, 10, 2, 14, 8
-2,3:6, 6, -2, -2, -2, -4, 2, -6, -18, -12
-2,3:6, 6, -2, -2, -2, -4, 2, -6, -18, -10
-2,3:6, 6, -2, -2, -2, -4, 2, -6, -18, -8
-2,18:6, 6, -2, 4, 8, 4, 4, 4, 10, -6
0,5:6, 6, 8, -4, -8, -10, -12, 0, 0, 4
1,-2:6, 6, 8, -4, -8, 16, 6, 2, 8, -10
1,-2:6, 6, 8, -4, -8, 16, 6, 2, 8, -8
1,-2:6, 6, 8, -4, -8, 16, 6, 2, 8, -6
0,-3:6, 6, 8, -4, 2, 4, 24, 6, 12, -4
-1,5:6, 6, 8, -4, 2, 10, -8, -4, 18, -2
-1,1:6, 6, 8, -4, 2, 10, 2, -8, 8, 12
-1,1:6, 6, 8, -4, 2, 10, 2, -8, 8, 14
-1,1:6, 6, 8, -4, 2, 10, 2, -8, 8, 16
4,1:6, 6, 8, -4, 2, 10, 4, 4, 20, -2
-14,17:6, 6, 8, 10, 4, 14, 18, 20, 32, 30
1,-1:6, 6, 14, 6, 0, -4, -4, -10, 16, 4
7,0:6, 6, 14, 6, 6, 12, 16, 10, -2, 12
4,-1:6, 6, 14, 6, 6, 12, 16, 10, 8, 10
4,-1:6, 6, 14, 6, 6, 12, 16, 10, 8, 12
4,-1:6, 6, 14, 6, 6, 12, 16, 10, 8, 14
4,-1:6, 6, 14, 6, 6, 12, 16, 10, 10, 14
7,0:6, 6, 14, 6, 6, 12, 16, 10, 12, -2
10,21:6, 6, 16, -8, -8, -16, -10, -12, 6, -12
10,21:6, 6, 16, -8, -8, -16, -10, -12, 6, -10
10,21:6, 6, 16, -8, -8, -16, -10, -12, 6, -8
10,22:-4, -14, -12, -2, 10, 10, 4, 24, 6, 14, 14
7,6:-4, -14, -12, 10, 10, 16, 16, -12, -22, -16, 4
7,6:-4, -14, -12, 10, 10, 16, 16, -12, -22, 4, -16
7,6:-4, -14, -12, 10, 10, 16, 16, -12, -22, 4, -14
7,6:-4, -14, -12, 10, 10, 16, 16, -12, -22, 4, -12
30,8:-4, -14, -12, 14, -12, -20, -16, -10, -22, -16, -28
19,-5:-4, -14, -12, 14, -12, -20, -16, -10, -22, -16, -26
19,-5:-4, -14, -12, 14, -12, -20, -16, -10, -22, -16, -24
24,-9:-4, -14, -12, 14, -12, -14, -2, -16, -20, -2, -12
28,-12:-4, -14, -12, 14, -12, -6, -8, -16, -4, -30, -30
28,-12:-4, -14, -12, 14, -12, -6, -8, -16, -4, -30, -28
17,-1:-4, -14, -12, 14, -12, -6, -2, -16, -2, -10, -22
17,-1:-4, -14, -12, 14, -12, -6, -2, -16, -2, -10, -20
17,-1:-4, -14, -12, 14, -12, -6, -2, -16, -2, -10, -18
42,3:-4, -14, -12, 14, -12, -4, -10, -16, -18, -6, -36
10,10:-4, -14, -8, 10, 10, 2, 6, 12, 0, 6, -6
-1,-3:-4, -14, -8, 10, 10, 2, 6, 12, 0, 6, -4
-1,-3:-4, -14, -8, 10, 10, 2, 6, 12, 0, 6, -2
4,-7:-4, -14, -8, 10, 10, 8, 20, 6, 2, 20, 10
8,-10:-4, -14, -8, 10, 10, 16, 14, 6, 18, -8, -8
8,-10:-4, -14, -8, 10, 10, 16, 14, 6, 18, -8, -6
-3,1:-4, -14, -8, 10, 10, 16, 20, 6, 20, 12, 0
-3,1:-4, -14, -8, 10, 10, 16, 20, 6, 20, 12, 2
-3,1:-4, -14, -8, 10, 10, 16, 20, 6, 20, 12, 4
-5,14:-4, -14, -8, 20, 10, 10, 10, 4, -4, 30, 32
-5,14:-4, -14, -8, 20, 10, 10, 10, 4, -4, 30, 36
-5,14:-4, -14, -8, 20, 10, 10, 10, 4, 30, 32, -4
-5,14:-4, -14, -8, 20, 10, 10, 10, 4, 30, 32, 0
-12,18:-4, -14, -8, 20, 10, 10, 16, 20, 4, 26, 6
-12,18:-4, -14, -8, 20, 10, 10, 16, 20, 4, 26, 8
-12,18:-4, -14, -8, 20, 10, 10, 16, 20, 4, 26, 10
-12,18:-4, -14, -8, 20, 10, 10, 16, 20, 8, 28, 22
-12,18:-4, -14, -8, 20, 10, 10, 16, 20, 8, 28, 28
-8,15:-4, -14, -8, 20, 10, 14, 30, 2, 28, 34, 32
-8,15:-4, -14, -8, 20, 10, 14, 30, 2, 28, 34, 34
12,19:-4, -14, -8, 20, 10, 14, 30, 18, 12, 18, 16
12,19:-4, -14, -8, 20, 10, 14, 30, 18, 12, 18, 18
