10,-9:-4, -6, 6, -8, -8, 4
10,-9:-4, -6, 6, -8, 4, -8
10,-9:-4, -6, 6, -8, -8, 0, -6
10,-9:-4, -6, 6, -8, -8, 0, 2
10,-9:-4, -6, 6, -8, -8, 6, 0
10,-9:-4, -6, 6, -8, -8, 6, 6
10,-9:-4, -6, 6, -8, -8, 6, 8
10,-9:-4, -6, 6, -8, -8, 10, 6
10,-9:-4, -6, 6, -8, -8, 10, 8
10,-9:-4, -6, 6, -8, -8, 10, 10
2,4:-4, -6, 6, 10, -10, -2, 4
4,3:-4, -6, 6, 10, 6, 6, -2
9,1:-4, 4, -2, -14, 6, 4, 4
9,1:-4, 4, -2, -14, 6, 4, 6
9,1:-4, 4, -2, 6, 4, 4, -14
-7,11:6, 6, 8, -4, 10, -2, 10
-7,11:6, 6, 8, -4, 10, 10, -2
0,1:-4, -14, 10, 10, 18, 12, 14, -6
0,1:-4, -14, 10, 10, 18, 12, 14, 4
7,-10:-4, -12, 4, -6, -14, -8, -12, -16
6,-10:-4, -6, 6, -8, -12, -24, -8, 4
6,-10:-4, -6, 6, -8, -12, -24, 4, -8
6,-10:-4, -6, 6, -8, -12, -24, 4, -6
6,-10:-4, -6, 6, -8, -12, -8, 4, -24
6,-10:-4, -6, 6, -8, -12, -8, 4, -22
10,-9:-4, -6, 6, -8, -8, 0, -2, -6
10,-9:-4, -6, 6, -8, -8, 0, -2, -2
10,-9:-4, -6, 6, -8, -8, 0, 4, -6
10,-9:-4, -6, 6, -8, -8, 0, 4, 0
10,-9:-4, -6, 6, -8, -8, 0, 4, 4
10,-9:-4, -6, 6, -8, -8, 6, 10, 4
10,-9:-4, -6, 6, -8, -8, 6, 10, 6
10,-9:-4, -6, 6, -8, -8, 6, 10, 8
10,-9:-4, -6, 6, -8, -8, 10, 2, 4
10,-9:-4, -6, 6, -8, -8, 10, 2, 6
10,-9:-4, -6, 6, -8, -8, 10, 2, 8
7,-3:-4, -6, 6, 4, -2, -30, -4, 2
7,-3:-4, -6, 6, 4, -2, -30, -4, 6
-3,-4:-4, -6, 6, 6, 12, 16, 0, 0
8,-10:-4, 2, 6, -8, 2, -6, 2, -8
0,6:-4, 2, 6, 0, -8, 6, -8, -22
0,6:-4, 2, 6, 0, -8, 6, -8, -18
6,7:-4, 2, 6, 0, 8, 12, 10, -6
9,1:-4, 4, -2, -14, 6, 4, 10, 4
9,1:-4, 4, -2, -14, 6, 4, 10, 6
9,1:-4, 4, -2, -14, 6, 4, 10, 8
9,1:-4, 4, -2, -14, 6, 6, 2, 6
9,1:-4, 4, -2, -14, 6, 6, 2, 8
9,1:-4, 4, -2, -14, 6, 6, 6, 2
2,-2:-4, 4, -2, -12, -2, -2, -12, -2
7,-1:-4, 4, -2, 6, 4, 4, -16, -8
6,8:-4, 4, 4, 4, 6, 8, 16, 4
-3,-3:-4, 4, 6, 4, -8, -4, -16, -8
13,-6:6, -4, -4, -6, 6, -8, -8, 4
13,-6:6, -4, -4, -6, 6, -8, 4, -8
3,10:6, 6, -2, -4, 4, -2, -4, 16
3,10:6, 6, -2, -4, 4, -2, 16, -4
3,10:6, 6, -2, -4, 4, -2, 16, -2
5,5:6, 6, 8, -4, -8, -8, -4, 4
6,3:6, 6, 8, -4, -8, 10, 4, -2
-7,11:6, 6, 8, -4, -4, 10, 10, -6
-7,11:6, 6, 8, -4, -4, 10, 10, -4
-7,11:6, 6, 8, -4, -4, 10, 10, 2
-7,11:6, 6, 8, -4, 10, -8, 10, -8
-7,11:6, 6, 8, -4, 10, -8, 10, -6
-7,11:6, 6, 8, -4, 10, -8, 10, -4
-7,11:6, 6, 8, -4, 10, 10, 2, 0
-7,11:6, 6, 8, -4, 10, 10, 2, 8
-1,8:6, 6, 8, -4, -2, 4, 24, 6, -2, -2, -8
-1,8:6, 6, 8, -4, -2, 4, 24, 6, -2, -2, -6
-1,8:6, 6, 8, -4, -2, 4, 24, 6, -2, -2, -4
-7,7:6, 6, 8, -4, 2, 10, -12, 2, -6, 22, -2
-7,7:6, 6, 8, -4, 2, 10, -12, 2, -6, 22, 0
-7,7:6, 6, 8, -4, 2, 10, -12, 2, -6, 22, 2
3,4:6, 6, 8, -4, 2, 10, -12, 12, 22, 12, 2
15,13:6, 6, 8, -4, 2, 10, -8, -4, 16, 6, 4
-1,12:6, 6, 8, -4, 2, 10, 4, 10, 4, 0, 22
-1,12:6, 6, 8, -4, 2, 10, 4, 10, 4, 22, 0
-1,12:6, 6, 8, -4, 2, 10, 4, 10, 4, 22, 2
-11,13:6, 6, 8, -4, 2, 10, 14, 2, 16, 16, -6
-7,11:6, 6, 8, -4, 10, -8, -10, -12, -20, 10, -10
-7,11:6, 6, 8, -4, 10, -8, -10, -12, -20, 10, -6
-7,11:6, 6, 8, -4, 10, -8, -10, -12, -6, 10, -20
-7,11:6, 6, 8, -4, 10, -8, -10, -12, -6, 10, -10
-7,11:6, 6, 8, -4, 10, -8, -10, -4, -4, 10, -18
-7,11:6, 6, 8, -4, 10, -8, -10, -4, -4, 10, -8
-3,-6:6, 6, 8, -4, 10, -8, -10, 14, 12, -20, 16
-3,-6:6, 6, 8, -4, 10, -8, -10, 14, 12, 16, -20
-3,-6:6, 6, 8, -4, 10, -8, -10, 14, 12, 16, -10
-7,11:6, 6, 8, -4, 10, -8, 0, -10, 0, 10, -6
-7,11:6, 6, 8, -4, 10, -8, 0, -10, 0, 10, -4
-7,11:6, 6, 8, -4, 10, -8, 0, -10, 0, 10, -2
-7,11:6, 6, 8, -4, 10, -8, 0, 10, 0, 2, -6
-8,7:6, 6, 8, -4, 10, -8, 0, 14, 8, 24, -6
-8,7:6, 6, 8, -4, 10, -8, 0, 14, 8, 24, -4
-8,7:6, 6, 8, -4, 10, -8, 0, 14, 8, 24, -2
-8,7:6, 6, 8, -4, 10, -2, 14, 8, 30, 20, 22
-8,7:6, 6, 8, -4, 10, -2, 14, 8, 30, 20, 24
-8,7:6, 6, 8, -4, 10, -2, 14, 8, 30, 20, 26
-7,11:6, 6, 8, -4, 10, 10, 2, -2, 6, 10, 2
-7,11:6, 6, 8, -4, 10, 10, 2, 4, -2, -2, 6
-7,11:6, 6, 8, -4, 10, 10, 2, 4, -2, 0, -2
-7,11:6, 6, 8, -4, 10, 10, 2, 4, -2, 0, 0
-7,11:6, 6, 8, -4, 10, 10, 2, 4, -2, 0, 2
-7,11:6, 6, 8, -4, 10, 10, 2, 4, -2, 4, -8
-7,11:6, 6, 8, -4, 10, 10, 2, 4, -2, 4, 2
-7,11:6, 6, 8, -4, 10, 10, 2, 4, 6, 6, 0
-7,11:6, 6, 8, -4, 10, 10, 2, 4, 6, 6, 2
-7,11:6, 6, 8, -4, 10, 10, 2, 4, 6, 6, 4
5,16:6, 6, 8, -4, 10, 14, 6, 0, 22, 2, 8
-8,7:6, 6, 8, -4, 10, 14, 8, 2, -2, 24, -2
-8,7:6, 6, 8, -4, 10, 14, 8, 2, -2, 24, 2
-8,7:6, 6, 8, -4, 10, 14, 8, 2, -2, 30, 4
-8,7:6, 6, 8, -4, 10, 14, 8, 2, 4, 24, 4
-8,7:6, 6, 8, -4, 10, 14, 8, 2, 4, 24, 8
9,13:6, 6, 8, -4, 10, 14, 20, 30, 28, 14, 16
-1,12:6, 6, 8, 2, 10, 4, 2, 10, 4, 22, 2
-1,12:6, 6, 8, 2, 10, 4, 2, 10, 4, 22, 4
1,7:6, 6, 8, 2, 10, 14, 2, -2, -2, 2, 10
-11,13:6, 6, 8, 2, 10, 14, 2, 2, 16, 16, 0
-11,13:6, 6, 8, 2, 10, 14, 2, 2, 16, 16, 2
-11,13:6, 6, 8, 2, 10, 14, 2, 2, 16, 16, 8
-11,13:6, 6, 8, 2, 10, 14, 2, 16, -2, 16, -2
-11,13:6, 6, 8, 2, 10, 14, 2, 16, -2, 16, 0
-11,13:6, 6, 8, 2, 10, 14, 2, 16, -2, 16, 2
-11,13:6, 6, 8, 2, 10, 14, 2, 16, 16, 8, 6
-11,13:6, 6, 8, 2, 10, 14, 2, 16, 16, 8, 14
-21,14:6, 6, 8, 10, 2, 16, 4, 20, 28, 36, 36
-21,14:6, 6, 8, 10, 2, 16, 4, 20, 36, 36, 28
-24,18:6, 6, 8, 10, 2, 16, 4, 40, 54, 14, 44
-24,18:6, 6, 8, 10, 2, 16, 4, 40, 54, 14, 46
-24,18:6, 6, 8, 10, 2, 16, 4, 40, 54, 14, 48
-24,18:6, 6, 8, 10, 2, 16, 4, 40, 54, 44, 14
-24,18:6, 6, 8, 10, 2, 16, 4, 40, 54, 44, 16
-5,12:6, 6, 8, 10, 2, 16, 22, 22, 4, 18, 18
-6,-1:6, 6, 8, 10, 18, -2, 18, 30, 16, 16, 28
-6,-1:6, 6, 8, 10, 18, -2, 18, 30, 16, 28, 16
-11,5:6, 6, 8, 10, 18, 12, 20, 16, 18, -4, 24
-10,-6:6, 6, 8, 10, 18, 12, 28, 30, 34, 12, 2
-10,-6:6, 6, 8, 10, 18, 12, 28, 30, 34, 12, 4
-10,-6:6, 6, 8, 10, 18, 12, 28, 30, 34, 12, 6
-6,-1:6, 6, 8, 10, 18, 18, 30, 16, 16, 28, -2
-6,-1:6, 6, 8, 10, 18, 18, 30, 16, 16, 28, 8
-9,3:6, 6, 8, 10, 18, 28, 14, -4, 2, 16, 14
-9,3:6, 6, 8, 10, 18, 28, 14, -4, 2, 26, 14
-5,-3:6, 6, 14, 6, 6, 2, 2, 0, 12, 16, -4
-5,-3:6, 6, 14, 6, 6, 2, 2, 0, 12, 16, -2
-5,-3:6, 6, 14, 6, 6, 2, 2, 0, 12, 16, 0
5,-2:6, 6, 14, 6, 10, 8, 6, 18, 4, 4, 16
5,-2:6, 6, 14, 6, 10, 8, 6, 18, 4, 16, 4
-5,14:6, 6, 14, 10, -4, 10, 16, 10, 16, 10, 28
-5,14:6, 6, 14, 10, -4, 10, 16, 10, 16, 28, 10
-7,2:6, 6, 14, 10, -4, 16, -2, 10, 10, 26, 26
-7,2:6, 6, 14, 10, -4, 16, -2, 14, 10, 20, 14
-7,2:6, 6, 14, 10, -4, 16, -2, 14, 10, 20, 16
-7,2:6, 6, 14, 10, -4, 16, -2, 14, 10, 20, 18
-7,2:6, 6, 14, 10, -4, 16, -2, 16, 10, 24, 18
-7,2:6, 6, 14, 10, -4, 16, -2, 16, 10, 24, 20
-7,2:6, 6, 14, 10, -4, 16, -2, 16, 10, 24, 22
-6,10:6, 6, 14, 10, -4, 16, 6, 22, 22, 10, 2
-6,10:6, 6, 14, 10, -4, 16, 6, 22, 22, 10, 6
0,13:6, 6, 14, 10, -4, 16, 12, 18, 16, -4, 16
-10,6:6, 6, 14, 10, 6, 16, 12, 18, 16, 4, -2
-10,6:6, 6, 14, 10, 6, 16, 12, 18, 16, 4, 0
-10,6:6, 6, 14, 10, 6, 16, 12, 18, 16, 4, 2
-2,0:6, 6, 14, 10, 6, 16, 22, 8, 16, 10, 4
-5,14:6, 6, 14, 10, 10, 16, 10, 16, 10, 28, -4
-5,14:6, 6, 14, 10, 10, 16, 10, 16, 10, 28, -2
-5,14:6, 6, 14, 10, 10, 16, 10, 16, 10, 28, 0
3,17:6, 6, 14, 10, 16, 2, 16, 22, 26, 24, 10
-6,16:6, 6, 14, 10, 16, 6, 14, 16, 8, 4, 24
-6,16:6, 6, 14, 10, 16, 6, 14, 16, 8, 24, 4
-6,16:6, 6, 14, 10, 16, 6, 22, 22, 8, 24, 2
-6,16:6, 6, 14, 10, 16, 6, 22, 22, 8, 24, 12
-10,6:6, 6, 14, 10, 16, 22, 8, 20, 16, 6, 2
16,5:6, 6, 16, -16, 4, 2, 14, 0, 0, 8, 2
16,5:6, 6, 16, -16, 4, 2, 14, 0, 0, 8, 10
16,5:6, 6, 16, -16, 4, 2, 14, 0, 0, 14, 8
16,5:6, 6, 16, -16, 4, 2, 14, 0, 0, 14, 14
16,5:6, 6, 16, -16, 4, 2, 14, 0, 0, 14, 16
16,5:6, 6, 16, -16, 4, 2, 14, 0, 0, 18, 14
16,5:6, 6, 16, -16, 4, 2, 14, 0, 0, 18, 16
16,5:6, 6, 16, -16, 4, 2, 14, 0, 0, 18, 18
8,18:6, 6, 16, -16, 4, 2, 14, 18, -2, 6, 12
10,17:6, 6, 16, -16, 4, 2, 14, 18, 14, 14, 6
15,15:6, 6, 16, -16, 4, 12, 6, -6, 14, 12, 12
15,15:6, 6, 16, -16, 4, 12, 6, -6, 14, 12, 14
15,15:6, 6, 16, -16, 4, 12, 6, 14, 12, 12, -6
-1,25:6, 6, 16, -16, 14, 14, 16, 4, 18, 6, 18
-1,25:6, 6, 16, -16, 14, 14, 16, 4, 18, 18, 6
9,-3:6, 6, 16, -8, -8, -18, -18, -4, -22, -10, -8
9,-3:6, 6, 16, -8, -8, -18, -18, -4, -22, -10, -6
9,-3:6, 6, 16, -8, -8, -18, -18, -4, -22, -10, -4
1,3:6, 6, 16, -8, -8, -16, -2, -14, 2, -6, -4
1,5:6, 6, 16, -8, -8, -6, -18, -4, -16, -4, 6
1,5:6, 6, 16, -8, -8, -6, -18, -4, -16, -4, 8
1,5:6, 6, 16, -8, -8, -6, -18, -4, -16, -4, 10
1,5:6, 6, 16, -8, -8, -6, -18, -4, -16, 6, -4
1,5:6, 6, 16, -8, -8, -6, -18, -4, -4, 6, -16
10,10:6, 6, 16, -8, -8, -6, -4, -12, 2, -10, 2
19,-18:6, 6, 16, -8, -8, 0, -4, 0, -26, -36, -36
27,0:-4, -14, -12, -2, 14, -12, -12, -14, -2, -16, -16, -4
27,0:-4, -14, -12, -2, 14, -12, -12, -14, -2, -16, -4, -16
17,16:-4, -14, -12, -2, 14, -2, -10, -12, -4, -10, -12, 8
17,16:-4, -14, -12, -2, 14, -2, -10, -12, -4, -10, 8, -12
17,16:-4, -14, -12, -2, 14, -2, -10, -12, -4, -10, 8, -10
19,11:-4, -14, -12, -2, 14, -2, 0, -12, -16, -16, -12, -4
20,9:-4, -14, -12, -2, 14, -2, 0, -12, -16, 2, -4, -10
7,17:-4, -14, -12, -2, 14, -2, 0, -12, -12, 2, 2, -14
7,17:-4, -14, -12, -2, 14, -2, 0, -12, -12, 2, 2, -12
7,17:-4, -14, -12, -2, 14, -2, 0, -12, -12, 2, 2, -6
7,17:-4, -14, -12, -2, 14, -2, 0, -12, 2, -16, 2, -16
7,17:-4, -14, -12, -2, 14, -2, 0, -12, 2, -16, 2, -14
7,17:-4, -14, -12, -2, 14, -2, 0, -12, 2, -16, 2, -12
7,17:-4, -14, -12, -2, 14, -2, 0, -12, 2, 2, -6, -8
7,17:-4, -14, -12, -2, 14, -2, 0, -12, 2, 2, -6, 0
-5,-5:-4, -14, -12, 10, 10, 2, 6, 0, 16, 18, -6, 2
-5,-1:-4, -14, -12, 10, 10, 2, 6, 0, 16, 18, 0, 6
-10,15:-4, -14, -12, 10, 10, 2, 10, 4, 20, 24, -2, 8
-10,15:-4, -14, -12, 10, 10, 2, 10, 4, 20, 24, -2, 14
0,7:-4, -14, -12, 10, 10, 2, 10, 4, 20, 24, -2, 26
0,7:-4, -14, -12, 10, 10, 2, 10, 4, 20, 24, -2, 32
-10,15:-4, -14, -12, 10, 10, 2, 10, 4, 20, 24, 8, -2
-10,15:-4, -14, -12, 10, 10, 2, 10, 4, 20, 24, 8, 0
-10,15:-4, -14, -12, 10, 10, 2, 10, 4, 20, 24, 8, 2
0,7:-4, -14, -12, 10, 10, 2, 10, 4, 20, 24, 26, -2
0,7:-4, -14, -12, 10, 10, 2, 10, 4, 20, 24, 26, 0
-7,5:-4, -14, -12, 10, 10, 2, 18, 8, -2, -2, 12, 6
1,3:-4, -14, -12, 10, 10, 8, 14, 6, 12, 6, 8, 4
4,-1:-4, -14, -12, 10, 10, 8, 20, 6, 6, 18, -2, -8
4,-1:-4, -14, -12, 10, 10, 8, 20, 6, 6, 18, -2, -6
4,-1:-4, -14, -12, 10, 10, 8, 20, 6, 6, 18, -2, -4
-4,12:-4, -14, -12, 10, 10, 8, 20, 24, 4, 12, 18, -10
-4,12:-4, -14, -12, 10, 10, 8, 20, 24, 4, 12, 18, -8
-4,12:-4, -14, -12, 10, 10, 8, 20, 24, 4, 12, 18, -6
-2,11:-4, -14, -12, 10, 10, 8, 20, 24, 20, 20, 12, -10
-2,11:-4, -14, -12, 10, 10, 8, 20, 24, 20, 20, 12, -8
-2,11:-4, -14, -12, 10, 10, 8, 20, 24, 20, 20, 12, -6
3,9:-4, -14, -12, 10, 10, 18, 12, 0, 20, 18, 18, -10
3,9:-4, -14, -12, 10, 10, 18, 12, 0, 20, 18, 18, -8
3,9:-4, -14, -12, 10, 10, 18, 12, 0, 20, 18, 18, -6
-5,9:-4, -14, -12, 10, 10, 18, 12, 20, 18, -2, 18, 4
7,2:-4, -14, -12, 10, 20, 10, 10, 8, 20, 6, 18, 6
15,6:-4, -14, -12, 10, 20, 10, 20, 10, 10, 8, 14, 12
3,16:-4, -14, -12, 10, 20, 10, 20, 20, 22, 12, 28, 26
3,16:-4, -14, -12, 10, 20, 10, 20, 20, 22, 12, 28, 28
14,7:-4, -14, -12, 14, -12, -22, 2, 2, 10, 4, 6, -14
14,7:-4, -14, -12, 14, -12, -22, 2, 2, 10, 4, 6, -4
21,-4:-4, -14, -12, 14, -12, -20, -4, -14, -22, -16, -20, -24
20,-4:-4, -14, -12, 14, -12, -14, -2, -16, -20, -32, -16, -4
20,-4:-4, -14, -12, 14, -12, -14, -2, -16, -20, -32, -4, -16
20,-4:-4, -14, -12, 14, -12, -14, -2, -16, -20, -32, -4, -14
20,-4:-4, -14, -12, 14, -12, -14, -2, -16, -20, -16, -4, -32
20,-4:-4, -14, -12, 14, -12, -14, -2, -16, -20, -16, -4, -30
24,-3:-4, -14, -12, 14, -12, -14, -2, -16, -16, -8, -10, -14
24,-3:-4, -14, -12, 14, -12, -14, -2, -16, -16, -8, -10, -10
24,-3:-4, -14, -12, 14, -12, -14, -2, -16, -16, -8, -4, -14
24,-3:-4, -14, -12, 14, -12, -14, -2, -16, -16, -8, -4, -8
24,-3:-4, -14, -12, 14, -12, -14, -2, -16, -16, -8, -4, -4
24,-3:-4, -14, -12, 14, -12, -14, -2, -16, -16, -2, 2, -4
24,-3:-4, -14, -12, 14, -12, -14, -2, -16, -16, -2, 2, -2
24,-3:-4, -14, -12, 14, -12, -14, -2, -16, -16, -2, 2, 0
24,-3:-4, -14, -12, 14, -12, -14, -2, -16, -16, 2, -6, -4
24,-3:-4, -14, -12, 14, -12, -14, -2, -16, -16, 2, -6, -2
24,-3:-4, -14, -12, 14, -12, -14, -2, -16, -16, 2, -6, 0
21,3:-4, -14, -12, 14, -12, -14, -2, -4, -10, -38, -12, -6
21,3:-4, -14, -12, 14, -12, -14, -2, -4, -10, -38, -12, -2
11,2:-4, -14, -12, 14, -12, -14, -2, -2, 4, 8, -8, -8
22,-4:-4, -14, -12, 14, -12, -6, -2, -16, -6, -14, -6, -16
14,12:-4, -14, -12, 14, -12, -6, -2, -8, -16, -2, -16, -30
14,12:-4, -14, -12, 14, -12, -6, -2, -8, -16, -2, -16, -26
20,13:-4, -14, -12, 14, -12, -6, -2, -8, 0, 4, 2, -14
23,7:-4, -14, -12, 14, -12, -4, -10, -22, -2, -4, 2, -4
23,7:-4, -14, -12, 14, -12, -4, -10, -22, -2, -4, 2, -2
23,7:-4, -14, -12, 14, -12, -4, -10, -22, -2, -4, 2, 0
23,7:-4, -14, -12, 14, -12, -4, -10, -22, -2, -2, -6, -2
23,7:-4, -14, -12, 14, -12, -4, -10, -22, -2, -2, -6, 0
23,7:-4, -14, -12, 14, -12, -4, -10, -22, -2, -2, -2, -6
21,5:-4, -14, -12, 14, -12, -4, -10, -2, -4, -4, -24, -16
20,14:-4, -14, -12, 14, -12, -4, -4, -4, -2, 0, 8, -4
11,3:-4, -14, -12, 14, -12, -4, -2, -4, -16, -12, -24, -16
-6,9:-4, -14, -8, 10, 10, 0, 24, 24, 32, 26, 28, 8
-6,9:-4, -14, -8, 10, 10, 0, 24, 24, 32, 26, 28, 18
1,-2:-4, -14, -8, 10, 10, 2, 18, 8, 0, 6, 2, -2
0,-2:-4, -14, -8, 10, 10, 8, 20, 6, 2, -10, 6, 18
0,-2:-4, -14, -8, 10, 10, 8, 20, 6, 2, -10, 18, 6
0,-2:-4, -14, -8, 10, 10, 8, 20, 6, 2, -10, 18, 8
0,-2:-4, -14, -8, 10, 10, 8, 20, 6, 2, 6, 18, -10
0,-2:-4, -14, -8, 10, 10, 8, 20, 6, 2, 6, 18, -8
4,-1:-4, -14, -8, 10, 10, 8, 20, 6, 6, 14, 12, 8
4,-1:-4, -14, -8, 10, 10, 8, 20, 6, 6, 14, 12, 12
4,-1:-4, -14, -8, 10, 10, 8, 20, 6, 6, 14, 18, 8
4,-1:-4, -14, -8, 10, 10, 8, 20, 6, 6, 14, 18, 14
4,-1:-4, -14, -8, 10, 10, 8, 20, 6, 6, 14, 18, 18
4,-1:-4, -14, -8, 10, 10, 8, 20, 6, 6, 20, 24, 18
4,-1:-4, -14, -8, 10, 10, 8, 20, 6, 6, 20, 24, 20
4,-1:-4, -14, -8, 10, 10, 8, 20, 6, 6, 20, 24, 22
4,-1:-4, -14, -8, 10, 10, 8, 20, 6, 6, 24, 16, 18
4,-1:-4, -14, -8, 10, 10, 8, 20, 6, 6, 24, 16, 20
4,-1:-4, -14, -8, 10, 10, 8, 20, 6, 6, 24, 16, 22
1,5:-4, -14, -8, 10, 10, 8, 20, 18, 12, -16, 10, 16
1,5:-4, -14, -8, 10, 10, 8, 20, 18, 12, -16, 10, 20
-9,4:-4, -14, -8, 10, 10, 8, 20, 20, 26, 30, 14, 14
2,-2:-4, -14, -8, 10, 10, 16, 20, 6, 16, 8, 16, 6
-6,14:-4, -14, -8, 10, 10, 16, 20, 14, 6, 20, 6, -8
-6,14:-4, -14, -8, 10, 10, 16, 20, 14, 6, 20, 6, -4
0,15:-4, -14, -8, 10, 10, 16, 20, 14, 22, 26, 24, 8
3,9:-4, -14, -8, 10, 10, 18, 12, 0, 20, 18, 24, 18
3,9:-4, -14, -8, 10, 10, 18, 12, 0, 20, 18, 24, 20
3,9:-4, -14, -8, 10, 10, 18, 12, 0, 20, 18, 24, 22
3,9:-4, -14, -8, 10, 10, 18, 12, 0, 20, 20, 16, 20
3,9:-4, -14, -8, 10, 10, 18, 12, 0, 20, 20, 16, 22
3,9:-4, -14, -8, 10, 10, 18, 12, 0, 20, 20, 20, 16
-4,6:-4, -14, -8, 10, 10, 18, 12, 2, 12, 12, 2, 12
1,7:-4, -14, -8, 10, 10, 18, 12, 20, 18, 18, -2, 6
0,16:-4, -14, -8, 10, 10, 18, 18, 18, 20, 22, 30, 18
-9,5:-4, -14, -8, 10, 10, 18, 20, 18, 6, 10, -2, 6
-3,18:-4, -14, -8, 10, 20, 20, 12, 10, 18, 12, 10, 30
-3,18:-4, -14, -8, 10, 20, 20, 12, 10, 18, 12, 30, 10
-3,18:-4, -14, -8, 10, 20, 20, 12, 10, 18, 12, 30, 12
-1,13:-4, -14, -8, 10, 20, 20, 22, 10, 6, 6, 10, 18
0,11:-4, -14, -8, 10, 20, 20, 22, 10, 6, 24, 18, 12
-13,19:-4, -14, -8, 10, 20, 20, 22, 10, 10, 24, 24, 8
-13,19:-4, -14, -8, 10, 20, 20, 22, 10, 10, 24, 24, 10
-13,19:-4, -14, -8, 10, 20, 20, 22, 10, 10, 24, 24, 16
-13,19:-4, -14, -8, 10, 20, 20, 22, 10, 24, 6, 24, 6
-13,19:-4, -14, -8, 10, 20, 20, 22, 10, 24, 6, 24, 8
-13,19:-4, -14, -8, 10, 20, 20, 22, 10, 24, 6, 24, 10
-13,19:-4, -14, -8, 10, 20, 20, 22, 10, 24, 24, 16, 14
-13,19:-4, -14, -8, 10, 20, 20, 22, 10, 24, 24, 16, 22
-11,3:-4, -14, -8, 20, 10, 10, 10, 4, -4, 16, 16, 18
-11,3:-4, -14, -8, 20, 10, 10, 10, 4, -4, 16, 16, 28
-8,14:-4, -14, -8, 20, 10, 10, 10, 4, -4, 30, 34, 18
-8,14:-4, -14, -8, 20, 10, 10, 10, 4, 30, 34, 18, -4
-8,14:-4, -14, -8, 20, 10, 10, 10, 4, 30, 34, 18, 0
-15,6:-4, -14, -8, 20, 10, 10, 10, 24, 18, 26, 22, 22
-7,7:-4, -14, -8, 20, 10, 10, 10, 24, 20, 32, 18, 36
-7,7:-4, -14, -8, 20, 10, 10, 10, 24, 20, 32, 18, 44
-1,17:-4, -14, -8, 20, 10, 10, 10, 24, 30, 24, 12, 6
-5,15:-4, -14, -8, 20, 10, 10, 12, 6, 16, 6, 22, 30
-15,17:-4, -14, -8, 20, 10, 10, 16, 20, 8, 26, 34, 34
0,26:-4, -14, -8, 20, 10, 10, 16, 20, 8, 28, 38, 36
0,26:-4, -14, -8, 20, 10, 10, 16, 20, 8, 28, 38, 38
0,26:-4, -14, -8, 20, 10, 10, 16, 20, 8, 38, 36, 28
0,26:-4, -14, -8, 20, 10, 10, 16, 20, 28, 38, 36, 8
0,26:-4, -14, -8, 20, 10, 10, 16, 20, 28, 38, 36, 10
0,26:-4, -14, -8, 20, 10, 10, 16, 20, 28, 38, 36, 12
-1,6:-4, -14, -8, 20, 10, 10, 16, 24, 10, 20, 20, 22
-1,6:-4, -14, -8, 20, 10, 10, 16, 24, 10, 20, 20, 26
-1,6:-4, -14, -8, 20, 10, 10, 16, 24, 10, 20, 22, 20
-1,6:-4, -14, -8, 20, 10, 10, 16, 24, 10, 20, 22, 30
-1,6:-4, -14, -8, 20, 10, 10, 16, 24, 10, 24, 36, 40
-1,6:-4, -14, -8, 20, 10, 10, 16, 24, 10, 24, 36, 42
-1,6:-4, -14, -8, 20, 10, 10, 16, 24, 10, 24, 36, 44
-1,6:-4, -14, -8, 20, 10, 10, 16, 24, 20, 26, 30, 10
-8,4:-4, -14, -8, 20, 10, 10, 16, 24, 28, 2, 16, 26
-8,4:-4, -14, -8, 20, 10, 10, 16, 24, 28, 2, 26, 16
-8,4:-4, -14, -8, 20, 10, 10, 16, 24, 28, 2, 26, 18
-8,4:-4, -14, -8, 20, 10, 10, 16, 24, 28, 2, 26, 20
-17,14:-4, -14, -8, 20, 10, 10, 24, 14, 22, 14, 18, 18
-17,14:-4, -14, -8, 20, 10, 10, 24, 14, 22, 14, 18, 20
-17,14:-4, -14, -8, 20, 10, 10, 24, 14, 22, 14, 18, 22
-17,14:-4, -14, -8, 20, 10, 10, 24, 14, 22, 14, 22, 20
-17,14:-4, -14, -8, 20, 10, 10, 24, 14, 22, 14, 22, 22
-17,14:-4, -14, -8, 20, 10, 10, 24, 14, 22, 14, 22, 28
-17,14:-4, -14, -8, 20, 10, 10, 24, 14, 22, 14, 28, 26
-17,14:-4, -14, -8, 20, 10, 10, 24, 14, 22, 14, 28, 34
-17,14:-4, -14, -8, 20, 10, 10, 24, 14, 22, 22, 20, 14
-18,12:-4, -14, -8, 20, 10, 10, 24, 30, 32, 30, 6, 16
-18,12:-4, -14, -8, 20, 10, 10, 24, 30, 32, 30, 6, 18
-18,12:-4, -14, -8, 20, 10, 10, 24, 30, 32, 30, 6, 20
-3,20:-4, -14, -8, 20, 10, 10, 30, 12, 24, 28, 24, 32
-3,20:-4, -14, -8, 20, 10, 10, 30, 12, 24, 28, 24, 34
-3,20:-4, -14, -8, 20, 10, 10, 30, 12, 24, 28, 32, 24
-13,9:-4, -14, -8, 20, 10, 10, 30, 14, 28, 24, 4, 14
-13,9:-4, -14, -8, 20, 10, 10, 30, 14, 28, 24, 4, 16
-3,20:-4, -14, -8, 20, 10, 10, 30, 24, 28, 24, 32, 12
0,7:-4, -14, -8, 20, 10, 14, 24, 20, 32, 18, 18, 30
