6,14:-4, 4, 4, -6, 2
5,-4:-4, -6, 6, 10, 0, 6
5,-4:-4, -6, 6, 10, 0, 8
5,-4:-4, -6, 6, 10, 0, 10
5,-4:-4, -6, 6, 10, 6, 0
5,-4:-4, -6, 6, 10, 6, 2
6,14:-4, 4, 4, -6, -14, -4
6,14:-4, 4, 4, -6, -14, 0
6,14:-4, 4, 4, -6, 0, -14
6,14:-4, 4, 4, -6, 0, -4
15,8:6, 6, -2, -2, 8, 0
5,-4:-4, -6, 6, 10, 0, 2, 4
5,-4:-4, -6, 6, 10, 0, 2, 6
5,-4:-4, -6, 6, 10, 0, 2, 8
5,-4:-4, -6, 6, 10, 6, 6, 0
5,-4:-4, -6, 6, 10, 6, 6, 2
5,-4:-4, -6, 6, 10, 6, 6, 4
5,-4:-4, -6, 6, 10, 12, 22, 12
5,-4:-4, -6, 6, 10, 12, 22, 14
5,-4:-4, -6, 6, 10, 12, 22, 16
6,14:-4, 4, 4, -6, -14, -2, 2
6,14:-4, 4, 4, 6, 6, -6, -2
9,17:6, -4, -4, 4, 4, -6, 2
15,8:6, 6, -2, -2, 8, 2, 6
15,8:6, 6, -2, -2, 8, 2, 16
15,8:6, 6, -2, -2, 8, 16, 2
15,8:6, 6, -2, -2, 8, 16, 6
-3,7:6, 6, 8, -4, -8, -8, 0
-3,7:6, 6, 8, -4, -8, -8, 2
-3,7:6, 6, 8, -4, -8, 2, -8
-3,7:6, 6, 8, -4, -8, 2, -6
-3,7:6, 6, 8, -4, -8, 2, -4
6,13:-4, -14, -8, 20, 12, 12, 22, 14
26,11:-4, -14, 14, -2, -10, -10, 0, -8
8,10:-4, -6, 0, -8, -2, -2, -12, -4
-3,4:-4, -6, 6, -8, -12, -24, -20, -4
-3,4:-4, -6, 6, -8, -12, -24, -16, -4
-3,4:-4, -6, 6, -8, -12, -16, -4, -24
-3,4:-4, -6, 6, -8, -12, -16, -4, -22
-3,4:-4, -6, 6, -8, -12, -16, -4, -20
-3,4:-4, -6, 6, -8, -12, -4, -24, -12
-3,4:-4, -6, 6, -8, -12, -4, -12, -24
-3,4:-4, -6, 6, -8, -12, -4, -2, -16
5,-4:-4, -6, 6, 10, 0, 2, 12, 6
5,-4:-4, -6, 6, 10, 0, 2, 12, 8
5,-4:-4, -6, 6, 10, 0, 2, 12, 10
5,-4:-4, -6, 6, 10, 0, 12, 14, 6
-9,10:-4, -6, 6, 10, 12, 14, 4, 6
23,4:-4, 2, 0, -8, -14, -14, -4, -8
23,4:-4, 2, 2, -8, -14, -14, -4, -12
6,14:-4, 4, 4, -6, -14, -2, -2, 0
6,14:-4, 4, 4, -6, -14, -2, -2, 2
6,14:-4, 4, 4, 6, -6, -14, 0, 2
6,14:-4, 4, 4, 6, -6, -2, -14, 16
6,14:-4, 4, 4, 6, -6, -2, -14, 18
6,14:-4, 4, 4, 6, -6, -2, 16, -14
6,14:-4, 4, 4, 6, -6, -2, 16, -6
6,14:-4, 4, 4, 6, 6, -6, -14, -2
8,-1:6, -4, -4, -6, 6, 10, 0, 6
8,-1:6, -4, -4, -6, 6, 10, 0, 8
8,-1:6, -4, -4, -6, 6, 10, 0, 10
8,-1:6, -4, -4, -6, 6, 10, 6, 0
8,-1:6, -4, -4, -6, 6, 10, 6, 2
9,17:6, -4, -4, 4, 4, -6, -14, -4
9,17:6, -4, -4, 4, 4, -6, -14, 0
9,17:6, -4, -4, 4, 4, -6, 0, -14
9,17:6, -4, -4, 4, 4, -6, 0, -4
18,11:6, -4, 6, 6, -2, -2, 8, 0
15,8:6, 6, -2, -4, -4, -2, 8, 4
15,8:6, 6, -2, -2, 8, 16, 4, 0
-3,7:6, 6, 8, -4, -8, -10, -20, -14
-3,7:6, 6, 8, -4, -8, -10, -20, -12
-3,7:6, 6, 8, -4, -8, -10, -20, -10
-3,7:6, 6, 8, -4, -8, -8, -4, -2
-3,7:6, 6, 8, -4, -8, -8, -4, 0
-3,7:6, 6, 8, -4, -8, -8, -4, 2
-3,7:6, 6, 8, -4, -8, 0, 2, -6
-3,7:6, 6, 8, -4, -8, 0, 2, -4
-3,7:6, 6, 8, -4, -8, 0, 2, -2
4,3:6, 6, -4, -4, -4, 16, -8, 0, 14, 10, 2
2,-3:6, 6, -4, -4, 10, 16, 2, 0, 0, -8, 8
2,-3:6, 6, -4, -4, 10, 16, 2, 0, 0, -8, 12
1,24:6, 6, -4, -4, 16, -8, -2, 14, 10, 0, 18
4,7:6, 6, -4, 0, 10, 6, 18, 22, 12, 14, 16
4,7:6, 6, -4, 0, 10, 6, 18, 22, 12, 14, 18
4,7:6, 6, -4, 0, 10, 6, 18, 22, 12, 14, 20
4,7:6, 6, -4, 0, 10, 6, 18, 22, 18, 18, 12
4,7:6, 6, -4, 0, 10, 6, 18, 22, 18, 18, 14
4,7:6, 6, -4, 0, 10, 6, 18, 22, 18, 18, 16
4,7:6, 6, -4, 0, 10, 6, 18, 22, 24, 34, 24
4,7:6, 6, -4, 0, 10, 6, 18, 22, 24, 34, 26
4,7:6, 6, -4, 0, 10, 6, 18, 22, 24, 34, 28
5,25:6, 6, -4, 0, 10, 16, 16, 6, -2, 10, 14
5,25:6, 6, -4, 0, 10, 16, 16, 18, 18, 6, 10
12,13:6, 6, -4, 0, 16, -12, 14, 6, 6, 16, 12
12,13:6, 6, -4, 0, 16, -12, 14, 6, 6, 16, 22
32,17:6, 6, -4, 0, 16, 4, -2, -10, -10, 0, -4
32,17:6, 6, -4, 0, 16, 4, -2, -10, -10, 0, 6
0,8:6, 6, -4, 2, 10, -2, 20, 16, 8, 32, 26
15,8:6, 6, -2, -4, -4, -10, -18, -2, 8, 2, 0
15,8:6, 6, -2, -4, -4, -10, -6, -2, 8, 6, -18
15,8:6, 6, -2, -4, -4, -10, -6, -2, 8, 6, -14
17,4:6, 6, -2, -4, -4, -10, -2, -8, -6, 12, 2
15,8:6, 6, -2, -4, -4, -6, -4, -2, 8, 16, 0
15,8:6, 6, -2, -4, -4, -6, -4, -2, 8, 16, 2
15,8:6, 6, -2, -4, -4, -6, -2, 8, 4, 12, 4
6,3:6, 6, -2, -4, -4, 6, 2, 2, 6, 12, 4
-2,18:6, 6, -2, -4, 12, -2, -8, -8, 10, -18, -4
-2,18:6, 6, -2, -4, 12, -2, -8, -8, 10, -18, 0
19,8:6, 6, -2, -4, 16, -2, 2, -6, -6, 4, -4
22,5:6, 6, -2, -4, 16, 2, -6, -12, -12, -2, -10
15,8:6, 6, -2, -2, -4, 8, 4, -16, 12, 14, 6
15,8:6, 6, -2, -2, -4, 8, 4, -16, 12, 14, 8
15,8:6, 6, -2, -2, -4, 8, 4, -16, 12, 14, 10
15,8:6, 6, -2, -2, -4, 8, 4, -16, 14, 22, 14
15,8:6, 6, -2, -2, -4, 8, 4, -16, 14, 22, 16
15,8:6, 6, -2, -2, -4, 8, 4, -16, 14, 22, 18
-3,7:6, 6, -2, -2, -4, 14, -8, -10, -16, -18, -16
-3,7:6, 6, -2, -2, -4, 14, -8, -10, -16, -18, -14
-3,7:6, 6, -2, -2, -4, 14, -8, -10, -16, -18, -12
-3,7:6, 6, -2, -2, -4, 14, -8, -10, -8, -14, -4
-3,7:6, 6, -2, -2, -4, 14, -8, -10, -8, -14, -2
-3,7:6, 6, -2, -2, -4, 14, -8, -10, -8, -14, 0
-3,7:6, 6, -2, -2, -4, 14, -8, -2, -2, 0, -12
-3,7:6, 6, -2, -2, -4, 14, -8, -2, -2, 0, -10
-3,7:6, 6, -2, -2, -4, 14, -8, -2, -2, 0, -8
12,22:6, 6, -2, -2, -2, 6, 6, 16, -4, -12, 2
12,22:6, 6, -2, -2, -2, 6, 6, 16, -4, 2, -12
12,22:6, 6, -2, -2, -2, 6, 6, 16, -4, 2, -2
-3,7:6, 6, -2, -2, 8, -2, -20, -4, -8, 2, 4
-3,7:6, 6, -2, -2, 8, -2, -20, -4, -8, 2, 6
-3,7:6, 6, -2, -2, 8, -2, -20, -4, -8, 2, 8
1,23:6, 6, -2, 4, 8, 2, 12, 18, 18, 8, 16
21,-2:6, 6, -2, 4, 8, 4, -6, 2, -12, 12, -8
-1,3:6, 6, -2, 4, 8, 4, 12, 8, 4, 12, 16
-1,3:6, 6, -2, 4, 8, 4, 12, 8, 4, 12, 18
-1,3:6, 6, -2, 4, 8, 4, 12, 8, 4, 12, 20
23,12:6, 6, -2, 4, 8, 8, 0, -6, -6, 4, -4
17,16:6, 6, -2, 4, 10, 12, 4, 4, 14, 6, 6
17,16:6, 6, -2, 4, 10, 12, 4, 4, 14, 6, 14
17,16:6, 6, -2, 4, 10, 12, 4, 4, 14, 6, 18
13,18:6, 6, -2, 12, 0, 6, 18, 10, 10, 20, 12
13,18:6, 6, -2, 12, 0, 18, 10, 10, 20, 12, 16
5,10:6, 6, -2, 12, 2, 10, 8, 20, 24, 14, 20
5,10:6, 6, -2, 12, 2, 10, 8, 20, 24, 14, 22
5,10:6, 6, -2, 12, 2, 10, 8, 20, 24, 14, 24
5,10:6, 6, -2, 12, 2, 10, 8, 20, 24, 20, 14
5,10:6, 6, -2, 12, 2, 10, 8, 20, 24, 20, 16
6,28:6, 6, -2, 12, 2, 10, 18, 18, 8, 0, 10
6,28:6, 6, -2, 12, 2, 10, 18, 18, 8, 0, 14
6,28:6, 6, -2, 12, 2, 10, 18, 18, 8, 14, 0
6,28:6, 6, -2, 12, 2, 10, 18, 18, 8, 14, 10
1,6:6, 6, -2, 12, 12, 14, 16, 14, 24, 2, 14
1,6:6, 6, -2, 12, 12, 14, 16, 14, 24, 2, 16
1,6:6, 6, -2, 12, 12, 14, 16, 14, 24, 2, 18
1,6:6, 6, -2, 12, 12, 14, 16, 14, 24, 14, 2
1,6:6, 6, -2, 12, 12, 14, 16, 14, 24, 14, 4
-6,8:6, 6, -2, 14, 8, 10, 4, 2, 10, 20, 14
-6,8:6, 6, -2, 14, 8, 10, 4, 2, 10, 20, 16
-6,8:6, 6, -2, 14, 8, 10, 4, 2, 10, 20, 18
-6,8:6, 6, -2, 14, 8, 10, 4, 10, 4, 12, -4
-6,8:6, 6, -2, 14, 8, 10, 4, 10, 4, 12, -2
-6,8:6, 6, -2, 14, 8, 10, 4, 10, 4, 12, 0
18,13:6, 6, -2, 14, 16, 8, 0, 0, 10, 2, 2
18,13:6, 6, -2, 14, 16, 8, 0, 0, 10, 2, 6
7,-4:6, 6, -2, 16, 4, -6, -8, 4, 8, -2, 4
7,-4:6, 6, -2, 16, 4, -6, -8, 4, 8, -2, 6
7,-4:6, 6, -2, 16, 4, -6, -8, 4, 8, -2, 8
7,-4:6, 6, -2, 16, 4, -6, -8, 4, 8, 4, -2
7,-4:6, 6, -2, 16, 4, -6, -8, 4, 8, 4, 0
8,14:6, 6, -2, 16, 4, -6, 2, 2, -8, -16, -6
8,14:6, 6, -2, 16, 4, -6, 2, 2, -8, -16, -2
8,14:6, 6, -2, 16, 4, -6, 2, 2, -8, -2, -16
8,14:6, 6, -2, 16, 4, -6, 2, 2, -8, -2, -6
17,8:6, 6, -2, 16, 4, 4, 4, -4, -4, 6, -2
-3,7:6, 6, 8, -4, -8, -10, -12, -20, 2, -8, -4
-3,7:6, 6, 8, -4, -8, -10, -12, -20, 2, -8, -2
-3,7:6, 6, 8, -4, -8, -10, -12, -20, 2, -8, 0
-3,7:6, 6, 8, -4, -8, -10, -12, -14, -26, 0, -22
-3,7:6, 6, 8, -4, -8, -10, -12, -14, -26, 0, -20
-3,7:6, 6, 8, -4, -8, -10, -12, -14, -8, 0, -22
-3,7:6, 6, 8, -4, -8, -10, -12, 0, -8, -16, -20
-3,7:6, 6, 8, -4, -8, -10, -12, 0, -8, -16, -16
-3,7:6, 6, 8, -4, -8, -10, -12, 0, -8, -10, -20
-3,7:6, 6, 8, -4, -8, -10, -12, 0, -8, -10, -14
-3,7:6, 6, 8, -4, -8, -10, -12, 0, -8, -10, -10
-3,7:6, 6, 8, -4, -8, -10, -12, 2, 0, 0, -8
-3,7:6, 6, 8, -4, -8, -10, -4, -6, -4, -4, -12
-3,7:6, 6, 8, -4, -8, -10, -4, -4, -20, 0, -2
-3,7:6, 6, 8, -4, -8, -10, -2, -16, -18, -20, -2
-3,7:6, 6, 8, -4, -8, -10, -2, -8, -18, 2, -22
-3,7:6, 6, 8, -4, -8, -10, -2, -8, -18, 2, -18
-3,7:6, 6, 8, -4, -8, -10, -2, -8, -18, 2, -10
-3,7:6, 6, 8, -4, -8, -8, -4, -4, -6, -14, -4
-3,7:6, 6, 8, -4, -8, -8, -4, -4, -6, -14, 0
-3,7:6, 6, 8, -4, -8, -8, -4, -4, -6, 0, -14
-3,7:6, 6, 8, -4, -8, -8, -4, -4, -6, 0, -4
-3,7:6, 6, 8, -4, -8, -8, -4, -4, 2, 2, -12
-3,7:6, 6, 8, -4, -8, -8, -4, -4, 2, 2, -2
-3,7:6, 6, 8, -4, -8, 0, -10, -10, -12, 2, -4
-3,7:6, 6, 8, -4, -8, 0, -10, 0, -10, 2, -8
-3,7:6, 6, 8, -4, -8, 0, -10, 0, -10, 2, -6
-3,7:6, 6, 8, -4, -8, 0, -10, 0, -10, 2, -4
6,4:6, 6, 8, -4, -8, 16, 6, 4, -12, -2, 4
11,10:6, 6, 8, -4, 2, 10, 4, 4, 14, 6, -10
-7,4:6, 6, 8, -4, 2, 10, 14, 2, 2, 16, 0
17,-6:6, 6, 8, -4, 4, -10, -18, -18, -8, -16, 8
17,-6:6, 6, 8, -4, 4, -10, -18, -18, -8, -16, 16
17,-6:6, 6, 8, -4, 4, -10, -18, -18, -8, 8, -16
1,17:6, 6, 8, -4, 10, 10, 2, 6, 14, 16, 24
5,-1:6, 6, 8, -4, 10, 14, 6, 4, 10, 26, 12
5,-1:6, 6, 8, -4, 10, 14, 6, 4, 10, 26, 14
5,-1:6, 6, 8, -4, 10, 14, 6, 4, 10, 26, 16
5,-1:6, 6, 8, -4, 10, 14, 6, 4, 22, 18, 28
5,-1:6, 6, 8, -4, 10, 14, 6, 4, 22, 32, 18
5,-1:6, 6, 8, -4, 10, 14, 6, 14, 22, 32, 26
5,-1:6, 6, 8, -4, 10, 14, 6, 14, 22, 32, 28
5,-1:6, 6, 8, -4, 10, 14, 6, 14, 22, 32, 30
5,-1:6, 6, 8, -4, 10, 14, 6, 14, 24, 24, 26
5,-1:6, 6, 8, -4, 10, 14, 6, 14, 24, 24, 28
5,-1:6, 6, 8, -4, 10, 14, 6, 14, 24, 24, 30
5,-1:6, 6, 8, -4, 10, 14, 6, 14, 24, 26, 30
5,-1:6, 6, 8, -4, 10, 14, 6, 14, 30, 26, 18
5,-1:6, 6, 8, -4, 10, 14, 6, 26, 20, 6, 20
5,-1:6, 6, 8, -4, 10, 14, 6, 26, 20, 6, 30
5,-1:6, 6, 8, -4, 10, 14, 18, 6, 20, 18, 26
5,-1:6, 6, 8, -4, 10, 14, 18, 6, 30, 20, 22
5,-1:6, 6, 8, -4, 10, 14, 18, 6, 30, 20, 24
5,-1:6, 6, 8, -4, 10, 14, 18, 6, 30, 20, 26
5,-1:6, 6, 8, -4, 10, 14, 18, 20, 6, 18, 20
5,-1:6, 6, 8, -4, 10, 14, 18, 20, 6, 18, 24
5,-1:6, 6, 8, -4, 10, 14, 18, 20, 6, 22, 12
5,-1:6, 6, 8, -4, 10, 14, 18, 20, 6, 22, 14
5,-1:6, 6, 8, -4, 10, 14, 18, 20, 6, 22, 16
5,-1:6, 6, 8, -4, 10, 14, 20, 6, 10, 28, 22
5,-1:6, 6, 8, -4, 10, 14, 20, 6, 10, 30, 20
5,-1:6, 6, 8, -4, 10, 14, 20, 6, 10, 30, 22
5,-1:6, 6, 8, -4, 10, 14, 20, 6, 10, 30, 24
5,-1:6, 6, 8, -4, 10, 14, 20, 6, 18, 24, 18
5,-1:6, 6, 8, -4, 10, 14, 20, 6, 18, 24, 22
5,-1:6, 6, 8, -4, 10, 14, 20, 6, 30, 10, 8
5,-1:6, 6, 8, -4, 10, 14, 20, 6, 30, 10, 12
5,-1:6, 6, 8, -4, 10, 14, 20, 6, 30, 24, 10
5,-1:6, 6, 8, -4, 10, 14, 20, 6, 30, 24, 12
5,-1:6, 6, 8, -4, 10, 14, 20, 10, 20, 6, 34
5,-1:6, 6, 8, -4, 10, 14, 24, 22, 14, 4, 6
3,37:6, 6, 8, 2, 4, 8, 22, 30, 30, 20, 14
3,37:6, 6, 8, 2, 4, 8, 22, 30, 30, 20, 24
-1,17:6, 6, 8, 2, 4, 24, 6, 14, 14, 4, -2
-1,17:6, 6, 8, 2, 4, 24, 6, 14, 14, 4, 8
11,10:6, 6, 8, 2, 10, 4, 2, 2, 4, 14, 10
11,10:6, 6, 8, 2, 10, 4, 4, 14, 22, 10, 6
-7,9:6, 6, 8, 2, 10, 14, 2, -2, -4, -14, -8
-7,9:6, 6, 8, 2, 10, 14, 2, -2, -4, -14, -6
-7,9:6, 6, 8, 2, 10, 14, 2, -2, -4, -14, -4
-7,9:6, 6, 8, 2, 10, 14, 2, -2, -2, 2, 4
-7,9:6, 6, 8, 2, 10, 14, 2, -2, -2, 2, 6
-7,9:6, 6, 8, 2, 10, 14, 2, -2, -2, 2, 8
-7,9:6, 6, 8, 2, 10, 14, 2, -2, 6, 8, 0
-7,9:6, 6, 8, 2, 10, 14, 2, -2, 6, 8, 2
-7,9:6, 6, 8, 2, 10, 14, 2, -2, 6, 8, 4
7,12:6, 6, 8, 10, 2, 10, 16, 10, 10, 20, 12
1,27:6, 6, 8, 10, 2, 16, 22, 22, 12, 20, 12
-11,4:6, 6, 8, 10, 18, -2, 18, 30, 34, 24, 30
-11,4:6, 6, 8, 10, 18, -2, 18, 30, 34, 24, 32
-11,4:6, 6, 8, 10, 18, -2, 18, 30, 34, 24, 34
-11,4:6, 6, 8, 10, 18, -2, 18, 30, 34, 30, 24
-11,4:6, 6, 8, 10, 18, -2, 18, 30, 34, 30, 26
-10,22:6, 6, 8, 10, 18, -2, 28, 28, 18, 10, 20
-10,22:6, 6, 8, 10, 18, -2, 28, 28, 18, 10, 24
-10,22:6, 6, 8, 10, 18, -2, 28, 28, 18, 24, 10
-10,22:6, 6, 8, 10, 18, -2, 28, 28, 18, 24, 20
-11,4:6, 6, 8, 10, 18, 18, 30, 34, 24, 30, -2
-11,4:6, 6, 8, 10, 18, 18, 30, 34, 24, 30, 8
9,27:6, 6, 14, 6, 0, 0, 8, 14, 14, 4, 12
-3,7:6, 6, 14, 6, 4, -4, -8, -10, -12, -20, -4
-3,7:6, 6, 14, 6, 4, -4, -8, -8, -4, -2, 2
-3,7:6, 6, 14, 6, 4, -4, -8, -8, -4, -2, 4
-3,7:6, 6, 14, 6, 4, -4, -8, -8, -4, -2, 6
-3,7:6, 6, 14, 6, 4, -4, -8, -8, -2, -18, -16
-3,7:6, 6, 14, 6, 4, -4, -8, -8, 10, -2, -10
2,3:6, 6, 14, 6, 6, 2, -4, -8, -10, 2, -20
-3,7:6, 6, 14, 6, 6, 2, -4, -8, -8, 0, 4
-3,7:6, 6, 14, 6, 6, 2, -4, -8, -8, 0, 6
-3,7:6, 6, 14, 6, 6, 2, -4, -8, -8, 0, 8
0,3:6, 6, 14, 6, 10, 8, 6, 18, 22, 12, 18
0,3:6, 6, 14, 6, 10, 8, 6, 18, 22, 12, 20
0,3:6, 6, 14, 6, 10, 8, 6, 18, 22, 12, 22
0,3:6, 6, 14, 6, 10, 8, 6, 18, 22, 18, 12
0,3:6, 6, 14, 6, 10, 8, 6, 18, 22, 18, 14
1,21:6, 6, 14, 6, 10, 8, 16, 16, 6, -2, 8
1,21:6, 6, 14, 6, 10, 8, 16, 16, 6, -2, 12
1,21:6, 6, 14, 6, 10, 8, 16, 16, 6, 12, -2
1,21:6, 6, 14, 6, 10, 8, 16, 16, 6, 12, 8
10,15:6, 6, 14, 6, 10, 18, 18, 10, 10, 20, 12
5,33:6, 6, 14, 10, 16, 2, 16, 24, 24, 14, 16
5,33:6, 6, 14, 10, 16, 2, 16, 24, 24, 14, 20
10,7:6, 6, 14, 10, 16, 12, 8, 2, 0, 12, 16
-11,15:6, 6, 14, 10, 16, 12, 18, 16, 4, 20, 0
-11,15:6, 6, 14, 10, 16, 12, 18, 16, 4, 20, 2
-11,15:6, 6, 14, 10, 16, 12, 18, 16, 4, 20, 4
11,10:6, 6, 16, -16, 4, 2, 14, 18, 8, 10, 12
11,10:6, 6, 16, -16, 4, 2, 14, 18, 8, 10, 14
11,10:6, 6, 16, -16, 4, 2, 14, 18, 8, 10, 16
11,10:6, 6, 16, -16, 4, 2, 14, 18, 14, 14, 8
11,10:6, 6, 16, -16, 4, 2, 14, 18, 14, 14, 10
11,10:6, 6, 16, -16, 4, 2, 14, 18, 14, 14, 12
11,10:6, 6, 16, -16, 4, 2, 14, 18, 20, 30, 20
11,10:6, 6, 16, -16, 4, 2, 14, 18, 20, 30, 22
11,10:6, 6, 16, -16, 4, 2, 14, 18, 20, 30, 24
12,28:6, 6, 16, -16, 4, 12, 12, 2, -6, 6, 10
12,28:6, 6, 16, -16, 4, 12, 12, 14, 14, 2, 6
21,22:6, 6, 16, -16, 14, 14, 6, 6, 16, 10, 14
21,22:6, 6, 16, -16, 14, 14, 6, 6, 16, 10, 24
21,22:6, 6, 16, -16, 14, 14, 6, 6, 16, 24, 10
21,22:6, 6, 16, -16, 14, 14, 6, 6, 16, 24, 14
3,21:6, 6, 16, -16, 14, 14, 16, 4, 0, 0, 8
3,21:6, 6, 16, -16, 14, 14, 16, 4, 0, 0, 10
3,21:6, 6, 16, -16, 14, 14, 16, 4, 0, 10, 0
3,21:6, 6, 16, -16, 14, 14, 16, 4, 0, 10, 2
3,21:6, 6, 16, -16, 14, 14, 16, 4, 0, 10, 4
17,11:6, 6, 16, -8, -18, -18, -10, -10, -20, -12, 6
17,11:6, 6, 16, -8, -18, -18, -10, -10, -20, -12, 8
17,11:6, 6, 16, -8, -18, -18, -10, -10, -20, -12, 10
23,2:6, 6, 16, -8, -8, -16, -16, -6, -14, 14, 8
23,2:6, 6, 16, -8, -8, -16, -16, -6, -14, 14, 10
23,2:6, 6, 16, -8, -8, -16, -16, -6, -14, 14, 12
23,2:6, 6, 16, -8, -8, -16, -16, -6, -12, 6, -8
23,2:6, 6, 16, -8, -8, -16, -16, -6, -12, 6, 2
23,2:6, 6, 16, -8, -8, -16, -16, -6, 2, 6, -12
23,2:6, 6, 16, -8, -8, -16, -16, -6, 2, 6, -8
5,1:6, 6, 16, -8, -8, -6, -18, -22, -22, -14, 6
5,1:6, 6, 16, -8, -8, -6, -18, -22, -22, -14, 8
5,1:6, 6, 16, -8, -8, -6, -18, -22, -22, -14, 10
5,1:6, 6, 16, -8, -8, -6, -18, -22, -22, 6, -14
5,1:6, 6, 16, -8, -8, -6, -18, -22, -22, 6, -12
5,1:6, 6, 16, -8, -8, -6, -18, -22, -12, 6, -22
5,1:6, 6, 16, -8, -8, -6, -18, -22, -12, 6, -20
5,1:6, 6, 16, -8, -8, -6, -18, -22, -12, 6, -18
0,22:-4, -14, -12, -2, 10, 10, 18, 18, 8, 16, -12, -10
0,22:-4, -14, -12, -2, 10, 10, 18, 18, 8, 16, -12, -8
0,22:-4, -14, -12, -2, 10, 10, 18, 18, 8, 16, -12, -6
22,5:-4, -14, -12, -2, 14, -12, -12, -14, -2, 2, -8, -2
22,5:-4, -14, -12, -2, 14, -12, -12, -14, -2, 2, -8, 0
22,5:-4, -14, -12, -2, 14, -12, -12, -14, -2, 2, -8, 2
22,5:-4, -14, -12, -2, 14, -12, -12, -14, -2, 2, -2, -8
22,5:-4, -14, -12, -2, 14, -12, -12, -14, -2, 2, -2, -6
23,23:-4, -14, -12, -2, 14, -12, -12, -4, -4, -14, -22, -12
23,23:-4, -14, -12, -2, 14, -12, -12, -4, -4, -14, -22, -8
23,23:-4, -14, -12, -2, 14, -12, -12, -4, -4, -14, -8, -22
23,23:-4, -14, -12, -2, 14, -12, -12, -4, -4, -14, -8, -12
32,17:-4, -14, -12, -2, 14, -12, -2, -2, -10, -10, 0, -8
29,14:-4, -14, -12, -2, 14, -2, -10, -12, -12, -10, 0, -4
29,14:-4, -14, -12, -2, 14, -2, -10, -10, 0, 8, -4, -8
11,13:-4, -14, -12, -2, 14, -2, 0, -12, -16, -18, -28, -22
11,13:-4, -14, -12, -2, 14, -2, 0, -12, -16, -18, -28, -20
11,13:-4, -14, -12, -2, 14, -2, 0, -12, -16, -18, -28, -18
11,13:-4, -14, -12, -2, 14, -2, 0, -12, -16, -16, -12, -10
11,13:-4, -14, -12, -2, 14, -2, 0, -12, -16, -16, -12, -8
11,13:-4, -14, -12, -2, 14, -2, 0, -12, -16, -16, -12, -6
11,13:-4, -14, -12, -2, 14, -2, 0, -12, -16, -8, -6, -14
11,13:-4, -14, -12, -2, 14, -2, 0, -12, -16, -8, -6, -12
11,13:-4, -14, -12, -2, 14, -2, 0, -12, -16, -8, -6, -10
-1,4:-4, -14, -12, 10, 10, 8, 20, 24, -2, 14, 20, -8
-1,4:-4, -14, -12, 10, 10, 8, 20, 24, -2, 14, 20, -6
-1,4:-4, -14, -12, 10, 10, 8, 20, 24, -2, 14, 20, -4
0,22:-4, -14, -12, 10, 10, 18, 18, 8, 16, -12, -14, -6
3,25:-4, -14, -12, 10, 20, 10, 10, 18, 18, 8, 16, -10
3,25:-4, -14, -12, 10, 20, 10, 10, 18, 18, 8, 16, -8
3,25:-4, -14, -12, 10, 20, 10, 10, 18, 18, 8, 16, -6
20,19:-4, -14, -12, 14, -12, -22, -16, 12, 4, 4, 14, 6
40,17:-4, -14, -12, 14, -12, -22, 6, -10, -18, -18, -8, -16
22,16:-4, -14, -12, 14, -12, -14, -8, -16, -10, -10, -20, -12
11,10:-4, -14, -12, 14, -12, -14, -2, -16, -20, -32, -28, -12
11,10:-4, -14, -12, 14, -12, -14, -2, -16, -20, -32, -24, -12
11,10:-4, -14, -12, 14, -12, -14, -2, -16, -20, -24, -12, -32
11,10:-4, -14, -12, 14, -12, -14, -2, -16, -20, -24, -12, -30
11,10:-4, -14, -12, 14, -12, -14, -2, -16, -20, -24, -12, -28
11,10:-4, -14, -12, 14, -12, -14, -2, -16, -20, -12, -32, -20
11,10:-4, -14, -12, 14, -12, -14, -2, -16, -20, -12, -20, -32
11,10:-4, -14, -12, 14, -12, -14, -2, -16, -20, -12, -10, -24
19,2:-4, -14, -12, 14, -12, -14, -2, 2, -8, -6, 4, -2
19,2:-4, -14, -12, 14, -12, -14, -2, 2, -8, -6, 4, 0
19,2:-4, -14, -12, 14, -12, -14, -2, 2, -8, -6, 4, 2
19,2:-4, -14, -12, 14, -12, -14, -2, 2, -8, 4, 6, -2
5,16:-4, -14, -12, 14, -12, -14, -2, 2, 4, 6, -4, -2
37,10:-4, -14, -12, 14, -12, -6, -8, -16, -22, -22, -12, -16
37,10:-4, -14, -12, 14, -12, -6, -6, -16, -22, -22, -12, -20
20,20:-4, -14, -12, 14, -12, -4, -4, -14, -22, -10, -10, -8
20,20:-4, -14, -12, 14, -12, -4, -4, -14, -22, -10, -10, -6
20,20:-4, -14, -12, 14, -12, -4, -4, -2, -14, -22, -8, -6
20,20:-4, -14, -12, 14, -12, -4, -4, -2, -14, -10, -22, 8
20,20:-4, -14, -12, 14, -12, -4, -4, -2, -14, -10, -22, 10
20,20:-4, -14, -12, 14, -12, -4, -4, -2, -14, -10, 8, -22
20,20:-4, -14, -12, 14, -12, -4, -4, -2, -14, -10, 8, -14
20,20:-4, -14, -12, 14, -12, -4, -4, -2, -2, -14, -22, -10
0,21:-4, -14, -8, 10, 10, 0, 6, 34, 26, 26, 36, 28
-9,12:-4, -14, -8, 10, 10, 8, 20, 6, 2, -10, -6, 10
-9,12:-4, -14, -8, 10, 10, 8, 20, 6, 2, -10, -2, 10
