1,2:6
4,2:-5, -6
3,3:-5, 5
3,3:6, -4
2,4:6, 7
6,3:-5, -6, -7
5,4:-5, -6, 4
5,4:-5, 5, -5
4,5:-5, 5, 6
-8,7:-4, -14, -9
-8,7:-4, -14, -8
-8,7:-4, -14, -7
-8,7:-4, -14, -6
-8,7:-4, -14, -5
-8,7:-4, -14, -4
12,5:-4, -14, 13
12,5:-4, -14, 14
12,5:-4, -14, 15
12,5:-4, -14, 16
12,5:-4, -14, 17
12,5:-4, -14, 18
9,8:-4, 7, -25
9,8:-4, 7, -24
9,8:-4, 7, -23
9,8:-4, 7, -22
9,8:-4, 7, -21
9,8:-4, 7, -20
11,-12:-4, 7, -3
11,-12:-4, 7, -2
11,-12:-4, 7, -1
11,-12:-4, 7, 0
11,-12:-4, 7, 1
11,-12:-4, 7, 2
-12,11:5, -6, -1
-12,11:5, -6, 0
-12,11:5, -6, 1
-12,11:5, -6, 2
-12,11:5, -6, 3
-12,11:5, -6, 4
8,9:5, -6, 21
8,9:5, -6, 22
8,9:5, -6, 23
8,9:5, -6, 24
8,9:5, -6, 25
8,9:5, -6, 26
5,12:5, 15, -17
5,12:5, 15, -16
5,12:5, 15, -15
5,12:5, 15, -14
5,12:5, 15, -13
5,12:5, 15, -12
7,-8:5, 15, 5
7,-8:5, 15, 6
7,-8:5, 15, 7
7,-8:5, 15, 8
7,-8:5, 15, 9
7,-8:5, 15, 10
4,5:6, 7, -3
3,6:6, 7, 8
2,5:-5, -5, -7, 5, 3, -8
2,5:-5, -5, -7, 5, 3, -5
2,5:-5, -5, -7, 5, 3, -4
14,1:-5, -5, 1, -4, -7, -12
11,5:-5, -5, 1, -4, -6, 1
9,-18:-5, -5, 1, 0, 0, -5
11,3:-5, -5, 1, 1, -12, -12
10,4:-5, -5, 1, 1, -12, -1
11,5:-5, -5, 1, 1, -4, -6
12,-1:-5, -5, 3, -11, 1, -5
12,-1:-5, -5, 3, -11, 1, -4
3,4:-5, -5, 3, -3, -16, -14
11,9:-5, -5, 6, -29, -30, -28
11,9:-5, -5, 6, -29, -30, -27
11,9:-5, -5, 6, -29, -30, -26
11,9:-5, -5, 6, -29, -30, -25
11,9:-5, -5, 6, -29, -30, -24
11,9:-5, -5, 6, -29, -30, -23
17,-9:-5, -5, 6, -29, -30, -4
17,-9:-5, -5, 6, -29, -30, -3
17,-9:-5, -5, 6, -29, -30, -2
17,-9:-5, -5, 6, -29, -30, -1
17,-9:-5, -5, 6, -29, -30, 0
17,-9:-5, -5, 6, -29, -30, 1
11,9:-5, -5, 6, -29, -19, -26
11,9:-5, -5, 6, -29, -19, -25
11,9:-5, -5, 6, -29, -19, -24
11,9:-5, -5, 6, -29, -19, -23
11,9:-5, -5, 6, -29, -19, -22
11,9:-5, -5, 6, -29, -19, -21
16,-8:-5, -5, 6, -29, -19, -4
16,-8:-5, -5, 6, -29, -19, -3
16,-8:-5, -5, 6, -29, -19, -2
16,-8:-5, -5, 6, -29, -19, -1
16,-8:-5, -5, 6, -29, -19, 0
16,-8:-5, -5, 6, -29, -19, 1
12,11:-5, -5, 6, -29, 4, -27
12,11:-5, -5, 6, -29, 4, -26
12,11:-5, -5, 6, -29, 4, -25
12,11:-5, -5, 6, -29, 4, -24
12,11:-5, -5, 6, -29, 4, -23
12,11:-5, -5, 6, -29, 4, -22
15,-10:-5, -5, 6, -29, 4, -3
15,-10:-5, -5, 6, -29, 4, -2
15,-10:-5, -5, 6, -29, 4, -1
15,-10:-5, -5, 6, -29, 4, 0
15,-10:-5, -5, 6, -29, 4, 1
15,-10:-5, -5, 6, -29, 4, 2
11,9:-5, -5, 6, -28, -30, -33
11,9:-5, -5, 6, -28, -30, -22
11,9:-5, -5, 6, -19, -22, -25
11,9:-5, -5, 6, -19, -22, -14
11,9:-5, -5, 6, -18, -17, -24
11,9:-5, -5, 6, -18, -17, -23
11,9:-5, -5, 6, -18, -17, -22
11,9:-5, -5, 6, -18, -17, -21
11,9:-5, -5, 6, -18, -17, -20
11,9:-5, -5, 6, -18, -17, -19
15,-7:-5, -5, 6, -18, -17, -4
15,-7:-5, -5, 6, -18, -17, -3
15,-7:-5, -5, 6, -18, -17, -2
15,-7:-5, -5, 6, -18, -17, -1
15,-7:-5, -5, 6, -18, -17, 0
15,-7:-5, -5, 6, -18, -17, 1
13,10:-5, -5, 6, -18, -7, -25
13,10:-5, -5, 6, -18, -7, -24
13,10:-5, -5, 6, -18, -7, -23
13,10:-5, -5, 6, -18, -7, -22
13,10:-5, -5, 6, -18, -7, -21
13,10:-5, -5, 6, -18, -7, -20
14,-9:-5, -5, 6, -18, -7, -5
14,-9:-5, -5, 6, -18, -7, -4
14,-9:-5, -5, 6, -18, -7, -3
14,-9:-5, -5, 6, -18, -7, -2
14,-9:-5, -5, 6, -18, -7, -1
14,-9:-5, -5, 6, -18, -7, 0
16,-8:-5, -5, 6, -18, -4, -28
15,-7:-5, -5, 6, -18, -4, -17
15,11:-5, -5, 6, -7, -8, -26
15,11:-5, -5, 6, -7, -8, -25
15,11:-5, -5, 6, -7, -8, -24
15,11:-5, -5, 6, -7, -8, -23
15,11:-5, -5, 6, -7, -8, -22
15,11:-5, -5, 6, -7, -8, -21
13,-11:-5, -5, 6, -7, -8, -6
13,-11:-5, -5, 6, -7, -8, -5
13,-11:-5, -5, 6, -7, -8, -4
13,-11:-5, -5, 6, -7, -8, -3
13,-11:-5, -5, 6, -7, -8, -2
13,-11:-5, -5, 6, -7, -8, -1
14,12:-5, -5, 6, -7, 3, -26
14,12:-5, -5, 6, -7, 3, -25
14,12:-5, -5, 6, -7, 3, -24
14,12:-5, -5, 6, -7, 3, -23
14,12:-5, -5, 6, -7, 3, -22
14,12:-5, -5, 6, -7, 3, -21
13,-11:-5, -5, 6, -7, 3, -4
13,-11:-5, -5, 6, -7, 3, -3
13,-11:-5, -5, 6, -7, 3, -2
13,-11:-5, -5, 6, -7, 3, -1
13,-11:-5, -5, 6, -7, 3, 0
13,-11:-5, -5, 6, -7, 3, 1
13,-11:-5, -5, 6, -6, -8, -11
13,-11:-5, -5, 6, -6, -8, 0
13,-11:-5, -5, 6, 3, 0, -3
13,-11:-5, -5, 6, 3, 0, 8
13,13:-5, -5, 6, 4, 5, -26
13,13:-5, -5, 6, 4, 5, -25
13,13:-5, -5, 6, 4, 5, -24
13,13:-5, -5, 6, 4, 5, -23
13,13:-5, -5, 6, 4, 5, -22
13,13:-5, -5, 6, 4, 5, -21
13,-11:-5, -5, 6, 4, 5, -2
13,-11:-5, -5, 6, 4, 5, -1
13,-11:-5, -5, 6, 4, 5, 0
13,-11:-5, -5, 6, 4, 5, 1
13,-11:-5, -5, 6, 4, 5, 2
13,-11:-5, -5, 6, 4, 5, 3
-10,12:-5, 4, -7, -5, -6, -4
-10,12:-5, 4, -7, -5, -6, -3
-10,12:-5, 4, -7, -5, -6, -2
-10,12:-5, 4, -7, -5, -6, -1
-10,12:-5, 4, -7, -5, -6, 0
-10,12:-5, 4, -7, -5, -6, 1
14,12:-5, 4, -7, -5, -6, 20
14,12:-5, 4, -7, -5, -6, 21
14,12:-5, 4, -7, -5, -6, 22
14,12:-5, 4, -7, -5, -6, 23
14,12:-5, 4, -7, -5, -6, 24
14,12:-5, 4, -7, -5, -6, 25
-10,12:-5, 4, -7, -5, 5, -2
-10,12:-5, 4, -7, -5, 5, -1
-10,12:-5, 4, -7, -5, 5, 0
-10,12:-5, 4, -7, -5, 5, 1
-10,12:-5, 4, -7, -5, 5, 2
-10,12:-5, 4, -7, -5, 5, 3
13,13:-5, 4, -7, -5, 5, 20
13,13:-5, 4, -7, -5, 5, 21
13,13:-5, 4, -7, -5, 5, 22
13,13:-5, 4, -7, -5, 5, 23
13,13:-5, 4, -7, -5, 5, 24
13,13:-5, 4, -7, -5, 5, 25
-9,14:-5, 4, -7, -5, 28, -3
-9,14:-5, 4, -7, -5, 28, -2
-9,14:-5, 4, -7, -5, 28, -1
-9,14:-5, 4, -7, -5, 28, 0
-9,14:-5, 4, -7, -5, 28, 1
-9,14:-5, 4, -7, -5, 28, 2
12,11:-5, 4, -7, -5, 28, 21
12,11:-5, 4, -7, -5, 28, 22
12,11:-5, 4, -7, -5, 28, 23
12,11:-5, 4, -7, -5, 28, 24
12,11:-5, 4, -7, -5, 28, 25
12,11:-5, 4, -7, -5, 28, 26
-10,12:-5, 4, -7, -4, -6, -9
-10,12:-5, 4, -7, -4, -6, 2
-7,15:-5, 4, -7, -2, 28, 18
-8,16:-5, 4, -7, -2, 28, 29
-10,12:-5, 4, -7, 5, 2, -1
-10,12:-5, 4, -7, 5, 2, 10
-10,12:-5, 4, -7, 6, 7, 0
-10,12:-5, 4, -7, 6, 7, 1
-10,12:-5, 4, -7, 6, 7, 2
-10,12:-5, 4, -7, 6, 7, 3
-10,12:-5, 4, -7, 6, 7, 4
-10,12:-5, 4, -7, 6, 7, 5
12,14:-5, 4, -7, 6, 7, 20
12,14:-5, 4, -7, 6, 7, 21
12,14:-5, 4, -7, 6, 7, 22
12,14:-5, 4, -7, 6, 7, 23
12,14:-5, 4, -7, 6, 7, 24
12,14:-5, 4, -7, 6, 7, 25
-8,13:-5, 4, -7, 6, 17, -1
-8,13:-5, 4, -7, 6, 17, 0
-8,13:-5, 4, -7, 6, 17, 1
-8,13:-5, 4, -7, 6, 17, 2
-8,13:-5, 4, -7, 6, 17, 3
-8,13:-5, 4, -7, 6, 17, 4
11,12:-5, 4, -7, 6, 17, 19
11,12:-5, 4, -7, 6, 17, 20
11,12:-5, 4, -7, 6, 17, 21
11,12:-5, 4, -7, 6, 17, 22
11,12:-5, 4, -7, 6, 17, 23
11,12:-5, 4, -7, 6, 17, 24
13,13:-5, 4, -7, 6, 20, -4
12,14:-5, 4, -7, 6, 20, 7
-6,14:-5, 4, -7, 17, 16, -2
-6,14:-5, 4, -7, 17, 16, -1
-6,14:-5, 4, -7, 17, 16, 0
-6,14:-5, 4, -7, 17, 16, 1
-6,14:-5, 4, -7, 17, 16, 2
-6,14:-5, 4, -7, 17, 16, 3
10,10:-5, 4, -7, 17, 16, 18
10,10:-5, 4, -7, 17, 16, 19
10,10:-5, 4, -7, 17, 16, 20
10,10:-5, 4, -7, 17, 16, 21
10,10:-5, 4, -7, 17, 16, 22
10,10:-5, 4, -7, 17, 16, 23
-7,15:-5, 4, -7, 17, 27, -2
-7,15:-5, 4, -7, 17, 27, -1
-7,15:-5, 4, -7, 17, 27, 0
-7,15:-5, 4, -7, 17, 27, 1
-7,15:-5, 4, -7, 17, 27, 2
-7,15:-5, 4, -7, 17, 27, 3
10,10:-5, 4, -7, 17, 27, 20
10,10:-5, 4, -7, 17, 27, 21
10,10:-5, 4, -7, 17, 27, 22
10,10:-5, 4, -7, 17, 27, 23
10,10:-5, 4, -7, 17, 27, 24
10,10:-5, 4, -7, 17, 27, 25
10,10:-5, 4, -7, 18, 16, 13
10,10:-5, 4, -7, 18, 16, 24
10,10:-5, 4, -7, 27, 24, 21
10,10:-5, 4, -7, 27, 24, 32
-8,16:-5, 4, -7, 28, 29, -2
-8,16:-5, 4, -7, 28, 29, -1
-8,16:-5, 4, -7, 28, 29, 0
-8,16:-5, 4, -7, 28, 29, 1
-8,16:-5, 4, -7, 28, 29, 2
-8,16:-5, 4, -7, 28, 29, 3
10,10:-5, 4, -7, 28, 29, 22
10,10:-5, 4, -7, 28, 29, 23
10,10:-5, 4, -7, 28, 29, 24
10,10:-5, 4, -7, 28, 29, 25
10,10:-5, 4, -7, 28, 29, 26
10,10:-5, 4, -7, 28, 29, 27
3,8:-5, 4, -6, -7, 11, 14
6,10:-5, 4, -6, -2, 3, 5
5,9:-5, 4, -6, -2, 11, 0
4,10:-5, 4, -6, -2, 11, 11
-17,8:-5, 4, -6, -1, -12, 4
5,0:-5, 4, -6, 3, -1, -9
4,1:-5, 4, -6, 3, -1, 2
6,10:-5, 4, -6, 3, 5, -2
2,13:-5, 4, -6, 3, 6, 11
5,9:-5, 4, -6, 11, 0, -2
4,10:-5, 4, -6, 11, 11, -2
3,8:-5, 4, -6, 11, 14, -7
5,6:-5, 4, -4, -7, 9, 14
6,1:-5, 4, -4, -6, 14, -4
7,7:-5, 4, -4, -4, 9, 9
5,2:-5, 4, -4, 2, 14, 13
6,8:-5, 4, -4, 9, 7, 9
5,6:-5, 4, -4, 9, 14, -7
0,11:-5, 4, -4, 10, -2, 3
0,11:-5, 4, -4, 10, -2, 4
-2,7:-5, 4, 1, -7, 5, 5
-3,8:-5, 4, 1, -7, 5, 16
-2,9:-5, 4, 1, -7, 13, 11
6,1:-5, 4, 1, -6, -4, 3
6,1:-5, 4, 1, -6, -4, 4
6,1:-5, 4, 1, -6, -4, 7
6,1:-5, 4, 1, -6, -4, 14
4,-13:-5, 4, 1, -6, 2, 5
4,-13:-5, 4, 1, -6, 2, 6
4,-13:-5, 4, 1, -6, 2, 13
4,-13:-5, 4, 1, -6, 2, 14
-4,6:-5, 4, 1, -6, 5, -9
-4,6:-5, 4, 1, -6, 5, -4
11,-1:-5, 4, 1, -1, -2, -2
-4,14:-5, 4, 1, 8, 9, 9
3,-1:-5, 4, 1, 13, 2, 11
3,-1:-5, 4, 1, 13, 2, 16
-16,7:-5, 4, 1, 13, 5, -7
-16,7:-5, 4, 1, 13, 5, -6
-16,7:-5, 4, 1, 13, 5, 1
-16,7:-5, 4, 1, 13, 5, 2
-2,9:-5, 4, 1, 13, 11, -7
-2,9:-5, 4, 1, 13, 11, 0
-2,9:-5, 4, 1, 13, 11, 3
-2,9:-5, 4, 1, 13, 11, 4
10,5:-5, 4, 9, 4, 1, -4
7,9:-5, 4, 9, 4, 2, 9
5,-14:-5, 4, 9, 8, 8, 3
7,7:-5, 4, 9, 9, -4, -4
6,8:-5, 4, 9, 9, -4, 7
7,9:-5, 4, 9, 9, 4, 2
8,3:-5, 4, 11, -3, 9, 3
8,3:-5, 4, 11, -3, 9, 4
-1,8:-5, 4, 11, 5, -8, -6
7,13:-5, 4, 14, -21, -22, -20
7,13:-5, 4, 14, -21, -22, -19
7,13:-5, 4, 14, -21, -22, -18
7,13:-5, 4, 14, -21, -22, -17
7,13:-5, 4, 14, -21, -22, -16
7,13:-5, 4, 14, -21, -22, -15
13,-5:-5, 4, 14, -21, -22, 4
13,-5:-5, 4, 14, -21, -22, 5
13,-5:-5, 4, 14, -21, -22, 6
13,-5:-5, 4, 14, -21, -22, 7
13,-5:-5, 4, 14, -21, -22, 8
13,-5:-5, 4, 14, -21, -22, 9
7,13:-5, 4, 14, -21, -11, -18
7,13:-5, 4, 14, -21, -11, -17
7,13:-5, 4, 14, -21, -11, -16
7,13:-5, 4, 14, -21, -11, -15
7,13:-5, 4, 14, -21, -11, -14
7,13:-5, 4, 14, -21, -11, -13
12,-4:-5, 4, 14, -21, -11, 4
12,-4:-5, 4, 14, -21, -11, 5
12,-4:-5, 4, 14, -21, -11, 6
12,-4:-5, 4, 14, -21, -11, 7
12,-4:-5, 4, 14, -21, -11, 8
12,-4:-5, 4, 14, -21, -11, 9
8,15:-5, 4, 14, -21, 12, -19
8,15:-5, 4, 14, -21, 12, -18
8,15:-5, 4, 14, -21, 12, -17
8,15:-5, 4, 14, -21, 12, -16
8,15:-5, 4, 14, -21, 12, -15
8,15:-5, 4, 14, -21, 12, -14
11,-6:-5, 4, 14, -21, 12, 5
11,-6:-5, 4, 14, -21, 12, 6
11,-6:-5, 4, 14, -21, 12, 7
11,-6:-5, 4, 14, -21, 12, 8
11,-6:-5, 4, 14, -21, 12, 9
11,-6:-5, 4, 14, -21, 12, 10
7,13:-5, 4, 14, -20, -22, -25
7,13:-5, 4, 14, -20, -22, -14
10,16:-5, 4, 14, -18, 12, 2
9,17:-5, 4, 14, -18, 12, 13
7,13:-5, 4, 14, -11, -14, -17
7,13:-5, 4, 14, -11, -14, -6
7,13:-5, 4, 14, -10, -9, -16
7,13:-5, 4, 14, -10, -9, -15
7,13:-5, 4, 14, -10, -9, -14
7,13:-5, 4, 14, -10, -9, -13
7,13:-5, 4, 14, -10, -9, -12
7,13:-5, 4, 14, -10, -9, -11
11,-3:-5, 4, 14, -10, -9, 4
11,-3:-5, 4, 14, -10, -9, 5
11,-3:-5, 4, 14, -10, -9, 6
11,-3:-5, 4, 14, -10, -9, 7
11,-3:-5, 4, 14, -10, -9, 8
11,-3:-5, 4, 14, -10, -9, 9
9,14:-5, 4, 14, -10, 1, -17
9,14:-5, 4, 14, -10, 1, -16
9,14:-5, 4, 14, -10, 1, -15
9,14:-5, 4, 14, -10, 1, -14
9,14:-5, 4, 14, -10, 1, -13
9,14:-5, 4, 14, -10, 1, -12
10,-5:-5, 4, 14, -10, 1, 3
10,-5:-5, 4, 14, -10, 1, 4
10,-5:-5, 4, 14, -10, 1, 5
10,-5:-5, 4, 14, -10, 1, 6
10,-5:-5, 4, 14, -10, 1, 7
10,-5:-5, 4, 14, -10, 1, 8
12,-4:-5, 4, 14, -10, 4, -20
11,-3:-5, 4, 14, -10, 4, -9
11,15:-5, 4, 14, 1, 0, -18
11,15:-5, 4, 14, 1, 0, -17
11,15:-5, 4, 14, 1, 0, -16
11,15:-5, 4, 14, 1, 0, -15
11,15:-5, 4, 14, 1, 0, -14
11,15:-5, 4, 14, 1, 0, -13
9,-7:-5, 4, 14, 1, 0, 2
9,-7:-5, 4, 14, 1, 0, 3
9,-7:-5, 4, 14, 1, 0, 4
9,-7:-5, 4, 14, 1, 0, 5
9,-7:-5, 4, 14, 1, 0, 6
9,-7:-5, 4, 14, 1, 0, 7
10,16:-5, 4, 14, 1, 11, -18
10,16:-5, 4, 14, 1, 11, -17
10,16:-5, 4, 14, 1, 11, -16
10,16:-5, 4, 14, 1, 11, -15
10,16:-5, 4, 14, 1, 11, -14
10,16:-5, 4, 14, 1, 11, -13
9,-7:-5, 4, 14, 1, 11, 4
9,-7:-5, 4, 14, 1, 11, 5
9,-7:-5, 4, 14, 1, 11, 6
9,-7:-5, 4, 14, 1, 11, 7
9,-7:-5, 4, 14, 1, 11, 8
9,-7:-5, 4, 14, 1, 11, 9
9,-7:-5, 4, 14, 2, 0, -3
9,-7:-5, 4, 14, 2, 0, 8
9,-7:-5, 4, 14, 11, 8, 5
9,-7:-5, 4, 14, 11, 8, 16
9,17:-5, 4, 14, 12, 13, -18
9,17:-5, 4, 14, 12, 13, -17
9,17:-5, 4, 14, 12, 13, -16
9,17:-5, 4, 14, 12, 13, -15
9,17:-5, 4, 14, 12, 13, -14
9,17:-5, 4, 14, 12, 13, -13
9,-7:-5, 4, 14, 12, 13, 6
9,-7:-5, 4, 14, 12, 13, 7
9,-7:-5, 4, 14, 12, 13, 8
9,-7:-5, 4, 14, 12, 13, 9
9,-7:-5, 4, 14, 12, 13, 10
9,-7:-5, 4, 14, 12, 13, 11
-5,10:-5, 5, -4, -14, -12, -10
-5,10:-5, 5, -4, -14, -12, -9
-5,10:-5, 5, -4, -14, -12, -8
-5,10:-5, 5, -4, -14, -12, -7
-5,10:-5, 5, -4, -14, -12, -6
-5,10:-5, 5, -4, -14, -12, -5
17,9:-5, 5, -4, -14, -12, 13
17,9:-5, 5, -4, -14, -12, 14
17,9:-5, 5, -4, -14, -12, 15
17,9:-5, 5, -4, -14, -12, 16
17,9:-5, 5, -4, -14, -12, 17
17,9:-5, 5, -4, -14, -12, 18
-5,10:-5, 5, -4, -14, -1, -8
-5,10:-5, 5, -4, -14, -1, -7
-5,10:-5, 5, -4, -14, -1, -6
-5,10:-5, 5, -4, -14, -1, -5
-5,10:-5, 5, -4, -14, -1, -4
-5,10:-5, 5, -4, -14, -1, -3
16,10:-5, 5, -4, -14, -1, 13
16,10:-5, 5, -4, -14, -1, 14
16,10:-5, 5, -4, -14, -1, 15
16,10:-5, 5, -4, -14, -1, 16
16,10:-5, 5, -4, -14, -1, 17
16,10:-5, 5, -4, -14, -1, 18
-3,11:-5, 5, -4, -14, 10, -9
-3,11:-5, 5, -4, -14, 10, -8
-3,11:-5, 5, -4, -14, 10, -7
-3,11:-5, 5, -4, -14, 10, -6
-3,11:-5, 5, -4, -14, 10, -5
-3,11:-5, 5, -4, -14, 10, -4
15,8:-5, 5, -4, -14, 10, 12
15,8:-5, 5, -4, -14, 10, 13
15,8:-5, 5, -4, -14, 10, 14
15,8:-5, 5, -4, -14, 10, 15
15,8:-5, 5, -4, -14, 10, 16
15,8:-5, 5, -4, -14, 10, 17
-4,12:-5, 5, -4, -14, 21, -9
-4,12:-5, 5, -4, -14, 21, -8
-4,12:-5, 5, -4, -14, 21, -7
-4,12:-5, 5, -4, -14, 21, -6
-4,12:-5, 5, -4, -14, 21, -5
-4,12:-5, 5, -4, -14, 21, -4
15,8:-5, 5, -4, -14, 21, 14
15,8:-5, 5, -4, -14, 21, 15
15,8:-5, 5, -4, -14, 21, 16
15,8:-5, 5, -4, -14, 21, 17
15,8:-5, 5, -4, -14, 21, 18
15,8:-5, 5, -4, -14, 21, 19
8,6:-5, 5, -4, -13, -9, 4
8,-3:-5, 5, -4, -13, -4, -8
8,-3:-5, 5, -4, -11, 7, -5
1,4:-5, 5, -4, -6, -14, -2
1,4:-5, 5, -4, 2, -3, 1
10,4:-5, 5, -4, 2, 2, -11
12,11:-5, 5, -4, 7, -28, -26
12,11:-5, 5, -4, 7, -28, -25
12,11:-5, 5, -4, 7, -28, -24
12,11:-5, 5, -4, 7, -28, -23
12,11:-5, 5, -4, 7, -28, -22
12,11:-5, 5, -4, 7, -28, -21
16,-8:-5, 5, -4, 7, -28, -3
16,-8:-5, 5, -4, 7, -28, -2
16,-8:-5, 5, -4, 7, -28, -1
16,-8:-5, 5, -4, 7, -28, 0
16,-8:-5, 5, -4, 7, -28, 1
16,-8:-5, 5, -4, 7, -28, 2
12,11:-5, 5, -4, 7, -17, -24
12,11:-5, 5, -4, 7, -17, -23
12,11:-5, 5, -4, 7, -17, -22
12,11:-5, 5, -4, 7, -17, -21
12,11:-5, 5, -4, 7, -17, -20
12,11:-5, 5, -4, 7, -17, -19
15,-7:-5, 5, -4, 7, -17, -3
15,-7:-5, 5, -4, 7, -17, -2
15,-7:-5, 5, -4, 7, -17, -1
15,-7:-5, 5, -4, 7, -17, 0
15,-7:-5, 5, -4, 7, -17, 1
15,-7:-5, 5, -4, 7, -17, 2
14,12:-5, 5, -4, 7, -6, -25
14,12:-5, 5, -4, 7, -6, -24
14,12:-5, 5, -4, 7, -6, -23
14,12:-5, 5, -4, 7, -6, -22
14,12:-5, 5, -4, 7, -6, -21
14,12:-5, 5, -4, 7, -6, -20
14,-9:-5, 5, -4, 7, -6, -4
14,-9:-5, 5, -4, 7, -6, -3
14,-9:-5, 5, -4, 7, -6, -2
14,-9:-5, 5, -4, 7, -6, -1
14,-9:-5, 5, -4, 7, -6, 0
14,-9:-5, 5, -4, 7, -6, 1
13,13:-5, 5, -4, 7, 5, -25
13,13:-5, 5, -4, 7, 5, -24
13,13:-5, 5, -4, 7, 5, -23
13,13:-5, 5, -4, 7, 5, -22
13,13:-5, 5, -4, 7, 5, -21
13,13:-5, 5, -4, 7, 5, -20
14,-9:-5, 5, -4, 7, 5, -2
14,-9:-5, 5, -4, 7, 5, -1
14,-9:-5, 5, -4, 7, 5, 0
14,-9:-5, 5, -4, 7, 5, 1
14,-9:-5, 5, -4, 7, 5, 2
14,-9:-5, 5, -4, 7, 5, 3
-9,14:-5, 5, 5, -6, -4, -2
-9,14:-5, 5, 5, -6, -4, -1
-9,14:-5, 5, 5, -6, -4, 0
-9,14:-5, 5, 5, -6, -4, 1
-9,14:-5, 5, 5, -6, -4, 2
-9,14:-5, 5, 5, -6, -4, 3
13,13:-5, 5, 5, -6, -4, 21
13,13:-5, 5, 5, -6, -4, 22
13,13:-5, 5, 5, -6, -4, 23
13,13:-5, 5, 5, -6, -4, 24
13,13:-5, 5, 5, -6, -4, 25
13,13:-5, 5, 5, -6, -4, 26
-9,14:-5, 5, 5, -6, 7, 0
-9,14:-5, 5, 5, -6, 7, 1
-9,14:-5, 5, 5, -6, 7, 2
-9,14:-5, 5, 5, -6, 7, 3
-9,14:-5, 5, 5, -6, 7, 4
-9,14:-5, 5, 5, -6, 7, 5
12,14:-5, 5, 5, -6, 7, 21
12,14:-5, 5, 5, -6, 7, 22
12,14:-5, 5, 5, -6, 7, 23
12,14:-5, 5, 5, -6, 7, 24
12,14:-5, 5, 5, -6, 7, 25
12,14:-5, 5, 5, -6, 7, 26
-7,15:-5, 5, 5, -6, 18, -1
-7,15:-5, 5, 5, -6, 18, 0
-7,15:-5, 5, 5, -6, 18, 1
-7,15:-5, 5, 5, -6, 18, 2
-7,15:-5, 5, 5, -6, 18, 3
-7,15:-5, 5, 5, -6, 18, 4
11,12:-5, 5, 5, -6, 18, 20
11,12:-5, 5, 5, -6, 18, 21
11,12:-5, 5, 5, -6, 18, 22
11,12:-5, 5, 5, -6, 18, 23
11,12:-5, 5, 5, -6, 18, 24
11,12:-5, 5, 5, -6, 18, 25
-8,16:-5, 5, 5, -6, 29, -1
-8,16:-5, 5, 5, -6, 29, 0
-8,16:-5, 5, 5, -6, 29, 1
-8,16:-5, 5, 5, -6, 29, 2
-8,16:-5, 5, 5, -6, 29, 3
-8,16:-5, 5, 5, -6, 29, 4
11,12:-5, 5, 5, -6, 29, 22
11,12:-5, 5, 5, -6, 29, 23
11,12:-5, 5, 5, -6, 29, 24
11,12:-5, 5, 5, -6, 29, 25
11,12:-5, 5, 5, -6, 29, 26
11,12:-5, 5, 5, -6, 29, 27
4,10:-5, 5, 5, -5, -1, 12
4,1:-5, 5, 5, -5, 4, 0
4,1:-5, 5, 5, -3, 15, 3
-3,8:-5, 5, 5, 2, -6, 6
-3,8:-5, 5, 5, 10, 5, 9
6,8:-5, 5, 5, 10, 10, -3
8,15:-5, 5, 5, 15, -20, -18
8,15:-5, 5, 5, 15, -20, -17
8,15:-5, 5, 5, 15, -20, -16
8,15:-5, 5, 5, 15, -20, -15
8,15:-5, 5, 5, 15, -20, -14
8,15:-5, 5, 5, 15, -20, -13
12,-4:-5, 5, 5, 15, -20, 5
12,-4:-5, 5, 5, 15, -20, 6
12,-4:-5, 5, 5, 15, -20, 7
12,-4:-5, 5, 5, 15, -20, 8
12,-4:-5, 5, 5, 15, -20, 9
12,-4:-5, 5, 5, 15, -20, 10
8,15:-5, 5, 5, 15, -9, -16
8,15:-5, 5, 5, 15, -9, -15
8,15:-5, 5, 5, 15, -9, -14
8,15:-5, 5, 5, 15, -9, -13
8,15:-5, 5, 5, 15, -9, -12
8,15:-5, 5, 5, 15, -9, -11
11,-3:-5, 5, 5, 15, -9, 5
11,-3:-5, 5, 5, 15, -9, 6
11,-3:-5, 5, 5, 15, -9, 7
11,-3:-5, 5, 5, 15, -9, 8
11,-3:-5, 5, 5, 15, -9, 9
11,-3:-5, 5, 5, 15, -9, 10
10,16:-5, 5, 5, 15, 2, -17
10,16:-5, 5, 5, 15, 2, -16
10,16:-5, 5, 5, 15, 2, -15
10,16:-5, 5, 5, 15, 2, -14
10,16:-5, 5, 5, 15, 2, -13
10,16:-5, 5, 5, 15, 2, -12
10,-5:-5, 5, 5, 15, 2, 4
10,-5:-5, 5, 5, 15, 2, 5
10,-5:-5, 5, 5, 15, 2, 6
10,-5:-5, 5, 5, 15, 2, 7
10,-5:-5, 5, 5, 15, 2, 8
10,-5:-5, 5, 5, 15, 2, 9
9,17:-5, 5, 5, 15, 13, -17
9,17:-5, 5, 5, 15, 13, -16
9,17:-5, 5, 5, 15, 13, -15
9,17:-5, 5, 5, 15, 13, -14
9,17:-5, 5, 5, 15, 13, -13
9,17:-5, 5, 5, 15, 13, -12
10,-5:-5, 5, 5, 15, 13, 6
10,-5:-5, 5, 5, 15, 13, 7
10,-5:-5, 5, 5, 15, 13, 8
