1,2:6
4,2:-5, -6
3,3:-5, 5
3,3:6, -4
2,4:6, 7
6,3:-5, -6, -7
5,4:-5, -6, 4
5,4:-5, 5, -5
4,5:-5, 5, 6
-8,7:-4, -14, -9
-8,7:-4, -14, -8
-8,7:-4, -14, -7
-8,7:-4, -14, -6
-8,7:-4, -14, -5
-8,7:-4, -14, -4
12,5:-4, -14, 13
12,5:-4, -14, 14
12,5:-4, -14, 15
12,5:-4, -14, 16
12,5:-4, -14, 17
12,5:-4, -14, 18
9,8:-4, 7, -25
9,8:-4, 7, -24
9,8:-4, 7, -23
9,8:-4, 7, -22
9,8:-4, 7, -21
9,8:-4, 7, -20
11,-12:-4, 7, -3
11,-12:-4, 7, -2
11,-12:-4, 7, -1
11,-12:-4, 7, 0
11,-12:-4, 7, 1
11,-12:-4, 7, 2
-12,11:5, -6, -1
-12,11:5, -6, 0
-12,11:5, -6, 1
-12,11:5, -6, 2
-12,11:5, -6, 3
-12,11:5, -6, 4
8,9:5, -6, 21
8,9:5, -6, 22
8,9:5, -6, 23
8,9:5, -6, 24
8,9:5, -6, 25
8,9:5, -6, 26
5,12:5, 15, -17
5,12:5, 15, -16
5,12:5, 15, -15
5,12:5, 15, -14
5,12:5, 15, -13
5,12:5, 15, -12
7,-8:5, 15, 5
7,-8:5, 15, 6
7,-8:5, 15, 7
7,-8:5, 15, 8
7,-8:5, 15, 9
7,-8:5, 15, 10
4,5:6, 7, -3
3,6:6, 7, 8
14,9:-4, -14, -1, 0, 16
14,9:-4, -14, -1, 0, 17
14,9:-4, -14, -1, 0, 18
-6,8:-4, -14, -1, 10, -8
-6,8:-4, -14, -1, 10, -7
-6,8:-4, -14, -1, 10, -6
-6,8:-4, -14, -1, 10, -5
-6,8:-4, -14, -1, 10, -4
-6,8:-4, -14, -1, 10, -3
13,7:-4, -14, -1, 10, 12
13,7:-4, -14, -1, 10, 13
13,7:-4, -14, -1, 10, 14
13,7:-4, -14, -1, 10, 15
13,7:-4, -14, -1, 10, 16
13,7:-4, -14, -1, 10, 17
15,8:-4, -14, -1, 13, -11
14,9:-4, -14, -1, 13, 0
-4,9:-4, -14, 10, 9, -9
-4,9:-4, -14, 10, 9, -8
-4,9:-4, -14, 10, 9, -7
-4,9:-4, -14, 10, 9, -6
-4,9:-4, -14, 10, 9, -5
-4,9:-4, -14, 10, 9, -4
12,5:-4, -14, 10, 9, 11
12,5:-4, -14, 10, 9, 12
12,5:-4, -14, 10, 9, 13
12,5:-4, -14, 10, 9, 14
12,5:-4, -14, 10, 9, 15
12,5:-4, -14, 10, 9, 16
-5,10:-4, -14, 10, 20, -9
-5,10:-4, -14, 10, 20, -8
-5,10:-4, -14, 10, 20, -7
-5,10:-4, -14, 10, 20, -6
-5,10:-4, -14, 10, 20, -5
-5,10:-4, -14, 10, 20, -4
12,5:-4, -14, 10, 20, 13
12,5:-4, -14, 10, 20, 14
12,5:-4, -14, 10, 20, 15
12,5:-4, -14, 10, 20, 16
12,5:-4, -14, 10, 20, 17
12,5:-4, -14, 10, 20, 18
12,5:-4, -14, 11, 9, 6
12,5:-4, -14, 11, 9, 17
12,5:-4, -14, 20, 17, 14
12,5:-4, -14, 20, 17, 25
-6,11:-4, -14, 21, 22, -9
-6,11:-4, -14, 21, 22, -8
-6,11:-4, -14, 21, 22, -7
-6,11:-4, -14, 21, 22, -6
-6,11:-4, -14, 21, 22, -5
-6,11:-4, -14, 21, 22, -4
12,5:-4, -14, 21, 22, 15
12,5:-4, -14, 21, 22, 16
12,5:-4, -14, 21, 22, 17
12,5:-4, -14, 21, 22, 18
12,5:-4, -14, 21, 22, 19
12,5:-4, -14, 21, 22, 20
5,3:-4, -13, -14, 4, 7
8,5:-4, -13, -9, -4, -2
7,4:-4, -13, -9, 4, -7
6,5:-4, -13, -9, 4, 4
-15,3:-4, -13, -8, -19, -3
7,-5:-4, -13, -4, -8, -16
6,-4:-4, -13, -4, -8, -5
8,5:-4, -13, -4, -2, -9
4,8:-4, -13, -4, -1, 4
7,4:-4, -13, 4, -7, -9
6,5:-4, -13, 4, 4, -9
5,3:-4, -13, 4, 7, -14
7,1:-4, -11, -14, 2, 7
8,-4:-4, -11, -13, 7, -11
9,2:-4, -11, -11, 2, 2
7,-3:-4, -11, -5, 7, 6
8,3:-4, -11, 2, 0, 2
7,1:-4, -11, 2, 7, -14
2,6:-4, -11, 3, -9, -4
2,6:-4, -11, 3, -9, -3
0,2:-4, -6, -14, -2, -2
-1,3:-4, -6, -14, -2, 9
0,4:-4, -6, -14, 6, 4
8,-4:-4, -6, -13, -11, -4
8,-4:-4, -6, -13, -11, -3
8,-4:-4, -6, -13, -11, 0
8,-4:-4, -6, -13, -11, 7
6,-18:-4, -6, -13, -5, -2
6,-18:-4, -6, -13, -5, -1
6,-18:-4, -6, -13, -5, 6
6,-18:-4, -6, -13, -5, 7
-2,1:-4, -6, -13, -2, -16
-2,1:-4, -6, -13, -2, -11
13,-6:-4, -6, -8, -9, -9
-2,9:-4, -6, 1, 2, 2
5,-6:-4, -6, 6, -5, 4
5,-6:-4, -6, 6, -5, 9
-14,2:-4, -6, 6, -2, -14
-14,2:-4, -6, 6, -2, -13
-14,2:-4, -6, 6, -2, -6
-14,2:-4, -6, 6, -2, -5
0,4:-4, -6, 6, 4, -14
0,4:-4, -6, 6, 4, -7
0,4:-4, -6, 6, 4, -4
0,4:-4, -6, 6, 4, -3
12,0:-4, 2, -3, -6, -11
9,4:-4, 2, -3, -5, 2
7,-19:-4, 2, 1, 1, -4
9,2:-4, 2, 2, -11, -11
8,3:-4, 2, 2, -11, 0
9,4:-4, 2, 2, -3, -5
10,-2:-4, 4, -10, 2, -4
10,-2:-4, 4, -10, 2, -3
1,3:-4, 4, -2, -15, -13
9,8:-4, 7, -28, -29, -27
9,8:-4, 7, -28, -29, -26
9,8:-4, 7, -28, -29, -25
9,8:-4, 7, -28, -29, -24
9,8:-4, 7, -28, -29, -23
9,8:-4, 7, -28, -29, -22
15,-10:-4, 7, -28, -29, -3
15,-10:-4, 7, -28, -29, -2
15,-10:-4, 7, -28, -29, -1
15,-10:-4, 7, -28, -29, 0
15,-10:-4, 7, -28, -29, 1
15,-10:-4, 7, -28, -29, 2
9,8:-4, 7, -28, -18, -25
9,8:-4, 7, -28, -18, -24
9,8:-4, 7, -28, -18, -23
9,8:-4, 7, -28, -18, -22
9,8:-4, 7, -28, -18, -21
9,8:-4, 7, -28, -18, -20
14,-9:-4, 7, -28, -18, -3
14,-9:-4, 7, -28, -18, -2
14,-9:-4, 7, -28, -18, -1
14,-9:-4, 7, -28, -18, 0
14,-9:-4, 7, -28, -18, 1
14,-9:-4, 7, -28, -18, 2
10,10:-4, 7, -28, 5, -26
10,10:-4, 7, -28, 5, -25
10,10:-4, 7, -28, 5, -24
10,10:-4, 7, -28, 5, -23
10,10:-4, 7, -28, 5, -22
10,10:-4, 7, -28, 5, -21
13,-11:-4, 7, -28, 5, -2
13,-11:-4, 7, -28, 5, -1
13,-11:-4, 7, -28, 5, 0
13,-11:-4, 7, -28, 5, 1
13,-11:-4, 7, -28, 5, 2
13,-11:-4, 7, -28, 5, 3
9,8:-4, 7, -27, -29, -32
9,8:-4, 7, -27, -29, -21
9,8:-4, 7, -18, -21, -24
9,8:-4, 7, -18, -21, -13
9,8:-4, 7, -17, -16, -23
9,8:-4, 7, -17, -16, -22
9,8:-4, 7, -17, -16, -21
9,8:-4, 7, -17, -16, -20
9,8:-4, 7, -17, -16, -19
9,8:-4, 7, -17, -16, -18
13,-8:-4, 7, -17, -16, -3
13,-8:-4, 7, -17, -16, -2
13,-8:-4, 7, -17, -16, -1
13,-8:-4, 7, -17, -16, 0
13,-8:-4, 7, -17, -16, 1
13,-8:-4, 7, -17, -16, 2
11,9:-4, 7, -17, -6, -24
11,9:-4, 7, -17, -6, -23
11,9:-4, 7, -17, -6, -22
11,9:-4, 7, -17, -6, -21
11,9:-4, 7, -17, -6, -20
11,9:-4, 7, -17, -6, -19
12,-10:-4, 7, -17, -6, -4
12,-10:-4, 7, -17, -6, -3
12,-10:-4, 7, -17, -6, -2
12,-10:-4, 7, -17, -6, -1
12,-10:-4, 7, -17, -6, 0
12,-10:-4, 7, -17, -6, 1
14,-9:-4, 7, -17, -3, -27
13,-8:-4, 7, -17, -3, -16
13,10:-4, 7, -6, -7, -25
13,10:-4, 7, -6, -7, -24
13,10:-4, 7, -6, -7, -23
13,10:-4, 7, -6, -7, -22
13,10:-4, 7, -6, -7, -21
13,10:-4, 7, -6, -7, -20
11,-12:-4, 7, -6, -7, -5
11,-12:-4, 7, -6, -7, -4
11,-12:-4, 7, -6, -7, -3
11,-12:-4, 7, -6, -7, -2
11,-12:-4, 7, -6, -7, -1
11,-12:-4, 7, -6, -7, 0
12,11:-4, 7, -6, 4, -25
12,11:-4, 7, -6, 4, -24
12,11:-4, 7, -6, 4, -23
12,11:-4, 7, -6, 4, -22
12,11:-4, 7, -6, 4, -21
12,11:-4, 7, -6, 4, -20
11,-12:-4, 7, -6, 4, -3
11,-12:-4, 7, -6, 4, -2
11,-12:-4, 7, -6, 4, -1
11,-12:-4, 7, -6, 4, 0
11,-12:-4, 7, -6, 4, 1
11,-12:-4, 7, -6, 4, 2
11,-12:-4, 7, -5, -7, -10
11,-12:-4, 7, -5, -7, 1
11,-12:-4, 7, 4, 1, -2
11,-12:-4, 7, 4, 1, 9
11,12:-4, 7, 5, 6, -25
11,12:-4, 7, 5, 6, -24
11,12:-4, 7, 5, 6, -23
11,12:-4, 7, 5, 6, -22
11,12:-4, 7, 5, 6, -21
11,12:-4, 7, 5, 6, -20
11,-12:-4, 7, 5, 6, -1
11,-12:-4, 7, 5, 6, 0
11,-12:-4, 7, 5, 6, 1
11,-12:-4, 7, 5, 6, 2
11,-12:-4, 7, 5, 6, 3
11,-12:-4, 7, 5, 6, 4
-12,11:5, -6, -4, -5, -3
-12,11:5, -6, -4, -5, -2
-12,11:5, -6, -4, -5, -1
-12,11:5, -6, -4, -5, 0
-12,11:5, -6, -4, -5, 1
-12,11:5, -6, -4, -5, 2
12,11:5, -6, -4, -5, 21
12,11:5, -6, -4, -5, 22
12,11:5, -6, -4, -5, 23
12,11:5, -6, -4, -5, 24
12,11:5, -6, -4, -5, 25
12,11:5, -6, -4, -5, 26
-12,11:5, -6, -4, 6, -1
-12,11:5, -6, -4, 6, 0
-12,11:5, -6, -4, 6, 1
-12,11:5, -6, -4, 6, 2
-12,11:5, -6, -4, 6, 3
-12,11:5, -6, -4, 6, 4
11,12:5, -6, -4, 6, 21
11,12:5, -6, -4, 6, 22
11,12:5, -6, -4, 6, 23
11,12:5, -6, -4, 6, 24
11,12:5, -6, -4, 6, 25
11,12:5, -6, -4, 6, 26
-11,13:5, -6, -4, 29, -2
-11,13:5, -6, -4, 29, -1
-11,13:5, -6, -4, 29, 0
-11,13:5, -6, -4, 29, 1
-11,13:5, -6, -4, 29, 2
-11,13:5, -6, -4, 29, 3
10,10:5, -6, -4, 29, 22
10,10:5, -6, -4, 29, 23
10,10:5, -6, -4, 29, 24
10,10:5, -6, -4, 29, 25
10,10:5, -6, -4, 29, 26
10,10:5, -6, -4, 29, 27
-12,11:5, -6, -3, -5, -8
-12,11:5, -6, -3, -5, 3
-9,14:5, -6, -1, 29, 19
-10,15:5, -6, -1, 29, 30
-12,11:5, -6, 6, 3, 0
-12,11:5, -6, 6, 3, 11
-12,11:5, -6, 7, 8, 1
-12,11:5, -6, 7, 8, 2
-12,11:5, -6, 7, 8, 3
-12,11:5, -6, 7, 8, 4
-12,11:5, -6, 7, 8, 5
-12,11:5, -6, 7, 8, 6
10,13:5, -6, 7, 8, 21
10,13:5, -6, 7, 8, 22
10,13:5, -6, 7, 8, 23
10,13:5, -6, 7, 8, 24
10,13:5, -6, 7, 8, 25
10,13:5, -6, 7, 8, 26
-10,12:5, -6, 7, 18, 0
-10,12:5, -6, 7, 18, 1
-10,12:5, -6, 7, 18, 2
-10,12:5, -6, 7, 18, 3
-10,12:5, -6, 7, 18, 4
-10,12:5, -6, 7, 18, 5
9,11:5, -6, 7, 18, 20
9,11:5, -6, 7, 18, 21
9,11:5, -6, 7, 18, 22
9,11:5, -6, 7, 18, 23
9,11:5, -6, 7, 18, 24
9,11:5, -6, 7, 18, 25
11,12:5, -6, 7, 21, -3
10,13:5, -6, 7, 21, 8
-8,13:5, -6, 18, 17, -1
-8,13:5, -6, 18, 17, 0
-8,13:5, -6, 18, 17, 1
-8,13:5, -6, 18, 17, 2
-8,13:5, -6, 18, 17, 3
-8,13:5, -6, 18, 17, 4
8,9:5, -6, 18, 17, 19
8,9:5, -6, 18, 17, 20
8,9:5, -6, 18, 17, 21
8,9:5, -6, 18, 17, 22
8,9:5, -6, 18, 17, 23
8,9:5, -6, 18, 17, 24
-9,14:5, -6, 18, 28, -1
-9,14:5, -6, 18, 28, 0
-9,14:5, -6, 18, 28, 1
-9,14:5, -6, 18, 28, 2
-9,14:5, -6, 18, 28, 3
-9,14:5, -6, 18, 28, 4
8,9:5, -6, 18, 28, 21
8,9:5, -6, 18, 28, 22
8,9:5, -6, 18, 28, 23
8,9:5, -6, 18, 28, 24
8,9:5, -6, 18, 28, 25
8,9:5, -6, 18, 28, 26
8,9:5, -6, 19, 17, 14
8,9:5, -6, 19, 17, 25
8,9:5, -6, 28, 25, 22
8,9:5, -6, 28, 25, 33
-10,15:5, -6, 29, 30, -1
-10,15:5, -6, 29, 30, 0
-10,15:5, -6, 29, 30, 1
-10,15:5, -6, 29, 30, 2
-10,15:5, -6, 29, 30, 3
-10,15:5, -6, 29, 30, 4
8,9:5, -6, 29, 30, 23
8,9:5, -6, 29, 30, 24
8,9:5, -6, 29, 30, 25
8,9:5, -6, 29, 30, 26
8,9:5, -6, 29, 30, 27
8,9:5, -6, 29, 30, 28
1,7:5, -5, -6, 12, 15
4,9:5, -5, -1, 4, 6
3,8:5, -5, -1, 12, 1
2,9:5, -5, -1, 12, 12
-19,7:5, -5, 0, -11, 5
3,-1:5, -5, 4, 0, -8
2,0:5, -5, 4, 0, 3
4,9:5, -5, 4, 6, -1
0,12:5, -5, 4, 7, 12
3,8:5, -5, 12, 1, -1
2,9:5, -5, 12, 12, -1
1,7:5, -5, 12, 15, -6
3,5:5, -3, -6, 10, 15
4,0:5, -3, -5, 15, -3
5,6:5, -3, -3, 10, 10
3,1:5, -3, 3, 15, 14
4,7:5, -3, 10, 8, 10
3,5:5, -3, 10, 15, -6
-2,10:5, -3, 11, -1, 4
-2,10:5, -3, 11, -1, 5
-4,6:5, 2, -6, 6, 6
-5,7:5, 2, -6, 6, 17
-4,8:5, 2, -6, 14, 12
4,0:5, 2, -5, -3, 4
4,0:5, 2, -5, -3, 5
4,0:5, 2, -5, -3, 8
4,0:5, 2, -5, -3, 15
2,-14:5, 2, -5, 3, 6
2,-14:5, 2, -5, 3, 7
2,-14:5, 2, -5, 3, 14
2,-14:5, 2, -5, 3, 15
-6,5:5, 2, -5, 6, -8
-6,5:5, 2, -5, 6, -3
9,-2:5, 2, 0, -1, -1
-6,13:5, 2, 9, 10, 10
1,-2:5, 2, 14, 3, 12
1,-2:5, 2, 14, 3, 17
-18,6:5, 2, 14, 6, -6
-18,6:5, 2, 14, 6, -5
-18,6:5, 2, 14, 6, 2
-18,6:5, 2, 14, 6, 3
-4,8:5, 2, 14, 12, -6
-4,8:5, 2, 14, 12, 1
-4,8:5, 2, 14, 12, 4
-4,8:5, 2, 14, 12, 5
8,4:5, 10, 5, 2, -3
5,8:5, 10, 5, 3, 10
3,-15:5, 10, 9, 9, 4
5,6:5, 10, 10, -3, -3
4,7:5, 10, 10, -3, 8
5,8:5, 10, 10, 5, 3
6,2:5, 12, -2, 10, 4
6,2:5, 12, -2, 10, 5
-3,7:5, 12, 6, -7, -5
5,12:5, 15, -20, -21, -19
5,12:5, 15, -20, -21, -18
5,12:5, 15, -20, -21, -17
5,12:5, 15, -20, -21, -16
5,12:5, 15, -20, -21, -15
5,12:5, 15, -20, -21, -14
11,-6:5, 15, -20, -21, 5
11,-6:5, 15, -20, -21, 6
11,-6:5, 15, -20, -21, 7
11,-6:5, 15, -20, -21, 8
11,-6:5, 15, -20, -21, 9
11,-6:5, 15, -20, -21, 10
5,12:5, 15, -20, -10, -17
5,12:5, 15, -20, -10, -16
5,12:5, 15, -20, -10, -15
5,12:5, 15, -20, -10, -14
5,12:5, 15, -20, -10, -13
5,12:5, 15, -20, -10, -12
10,-5:5, 15, -20, -10, 5
10,-5:5, 15, -20, -10, 6
10,-5:5, 15, -20, -10, 7
10,-5:5, 15, -20, -10, 8
10,-5:5, 15, -20, -10, 9
10,-5:5, 15, -20, -10, 10
6,14:5, 15, -20, 13, -18
6,14:5, 15, -20, 13, -17
6,14:5, 15, -20, 13, -16
6,14:5, 15, -20, 13, -15
6,14:5, 15, -20, 13, -14
6,14:5, 15, -20, 13, -13
9,-7:5, 15, -20, 13, 6
9,-7:5, 15, -20, 13, 7
9,-7:5, 15, -20, 13, 8
9,-7:5, 15, -20, 13, 9
9,-7:5, 15, -20, 13, 10
9,-7:5, 15, -20, 13, 11
5,12:5, 15, -19, -21, -24
5,12:5, 15, -19, -21, -13
8,15:5, 15, -17, 13, 3
7,16:5, 15, -17, 13, 14
5,12:5, 15, -10, -13, -16
5,12:5, 15, -10, -13, -5
5,12:5, 15, -9, -8, -15
5,12:5, 15, -9, -8, -14
5,12:5, 15, -9, -8, -13
5,12:5, 15, -9, -8, -12
5,12:5, 15, -9, -8, -11
5,12:5, 15, -9, -8, -10
9,-4:5, 15, -9, -8, 5
9,-4:5, 15, -9, -8, 6
9,-4:5, 15, -9, -8, 7
9,-4:5, 15, -9, -8, 8
9,-4:5, 15, -9, -8, 9
9,-4:5, 15, -9, -8, 10
7,13:5, 15, -9, 2, -16
7,13:5, 15, -9, 2, -15
7,13:5, 15, -9, 2, -14
7,13:5, 15, -9, 2, -13
7,13:5, 15, -9, 2, -12
7,13:5, 15, -9, 2, -11
8,-6:5, 15, -9, 2, 4
8,-6:5, 15, -9, 2, 5
8,-6:5, 15, -9, 2, 6
8,-6:5, 15, -9, 2, 7
8,-6:5, 15, -9, 2, 8
8,-6:5, 15, -9, 2, 9
10,-5:5, 15, -9, 5, -19
9,-4:5, 15, -9, 5, -8
9,14:5, 15, 2, 1, -17
9,14:5, 15, 2, 1, -16
9,14:5, 15, 2, 1, -15
9,14:5, 15, 2, 1, -14
9,14:5, 15, 2, 1, -13
9,14:5, 15, 2, 1, -12
7,-8:5, 15, 2, 1, 3
7,-8:5, 15, 2, 1, 4
7,-8:5, 15, 2, 1, 5
7,-8:5, 15, 2, 1, 6
7,-8:5, 15, 2, 1, 7
7,-8:5, 15, 2, 1, 8
8,15:5, 15, 2, 12, -17
8,15:5, 15, 2, 12, -16
8,15:5, 15, 2, 12, -15
8,15:5, 15, 2, 12, -14
8,15:5, 15, 2, 12, -13
8,15:5, 15, 2, 12, -12
7,-8:5, 15, 2, 12, 5
7,-8:5, 15, 2, 12, 6
7,-8:5, 15, 2, 12, 7
7,-8:5, 15, 2, 12, 8
7,-8:5, 15, 2, 12, 9
7,-8:5, 15, 2, 12, 10
7,-8:5, 15, 3, 1, -2
7,-8:5, 15, 3, 1, 9
7,-8:5, 15, 12, 9, 6
7,-8:5, 15, 12, 9, 17
7,16:5, 15, 13, 14, -17
7,16:5, 15, 13, 14, -16
7,16:5, 15, 13, 14, -15
7,16:5, 15, 13, 14, -14
7,16:5, 15, 13, 14, -13
7,16:5, 15, 13, 14, -12
7,-8:5, 15, 13, 14, 7
7,-8:5, 15, 13, 14, 8
7,-8:5, 15, 13, 14, 9
7,-8:5, 15, 13, 14, 10
7,-8:5, 15, 13, 14, 11
7,-8:5, 15, 13, 14, 12
-7,9:6, -3, -13, -11, -9
-7,9:6, -3, -13, -11, -8
-7,9:6, -3, -13, -11, -7
-7,9:6, -3, -13, -11, -6
-7,9:6, -3, -13, -11, -5
-7,9:6, -3, -13, -11, -4
15,8:6, -3, -13, -11, 14
15,8:6, -3, -13, -11, 15
15,8:6, -3, -13, -11, 16
15,8:6, -3, -13, -11, 17
15,8:6, -3, -13, -11, 18
15,8:6, -3, -13, -11, 19
-7,9:6, -3, -13, 0, -7
-7,9:6, -3, -13, 0, -6
-7,9:6, -3, -13, 0, -5
-7,9:6, -3, -13, 0, -4
-7,9:6, -3, -13, 0, -3
-7,9:6, -3, -13, 0, -2
14,9:6, -3, -13, 0, 14
14,9:6, -3, -13, 0, 15
14,9:6, -3, -13, 0, 16
14,9:6, -3, -13, 0, 17
14,9:6, -3, -13, 0, 18
14,9:6, -3, -13, 0, 19
-5,10:6, -3, -13, 11, -8
-5,10:6, -3, -13, 11, -7
-5,10:6, -3, -13, 11, -6
-5,10:6, -3, -13, 11, -5
-5,10:6, -3, -13, 11, -4
-5,10:6, -3, -13, 11, -3
13,7:6, -3, -13, 11, 13
13,7:6, -3, -13, 11, 14
13,7:6, -3, -13, 11, 15
13,7:6, -3, -13, 11, 16
13,7:6, -3, -13, 11, 17
13,7:6, -3, -13, 11, 18
-6,11:6, -3, -13, 22, -8
-6,11:6, -3, -13, 22, -7
-6,11:6, -3, -13, 22, -6
-6,11:6, -3, -13, 22, -5
-6,11:6, -3, -13, 22, -4
-6,11:6, -3, -13, 22, -3
13,7:6, -3, -13, 22, 15
13,7:6, -3, -13, 22, 16
13,7:6, -3, -13, 22, 17
13,7:6, -3, -13, 22, 18
13,7:6, -3, -13, 22, 19
13,7:6, -3, -13, 22, 20
6,5:6, -3, -12, -8, 5
6,-4:6, -3, -12, -3, -7
6,-4:6, -3, -10, 8, -4
-1,3:6, -3, -5, -13, -1
-1,3:6, -3, 3, -2, 2
8,3:6, -3, 3, 3, -10
10,10:6, -3, 8, -27, -25
10,10:6, -3, 8, -27, -24
10,10:6, -3, 8, -27, -23
10,10:6, -3, 8, -27, -22
10,10:6, -3, 8, -27, -21
10,10:6, -3, 8, -27, -20
14,-9:6, -3, 8, -27, -2
14,-9:6, -3, 8, -27, -1
14,-9:6, -3, 8, -27, 0
14,-9:6, -3, 8, -27, 1
14,-9:6, -3, 8, -27, 2
14,-9:6, -3, 8, -27, 3
10,10:6, -3, 8, -16, -23
10,10:6, -3, 8, -16, -22
10,10:6, -3, 8, -16, -21
10,10:6, -3, 8, -16, -20
10,10:6, -3, 8, -16, -19
10,10:6, -3, 8, -16, -18
13,-8:6, -3, 8, -16, -2
13,-8:6, -3, 8, -16, -1
13,-8:6, -3, 8, -16, 0
13,-8:6, -3, 8, -16, 1
13,-8:6, -3, 8, -16, 2
13,-8:6, -3, 8, -16, 3
12,11:6, -3, 8, -5, -24
12,11:6, -3, 8, -5, -23
12,11:6, -3, 8, -5, -22
12,11:6, -3, 8, -5, -21
12,11:6, -3, 8, -5, -20
12,11:6, -3, 8, -5, -19
12,-10:6, -3, 8, -5, -3
12,-10:6, -3, 8, -5, -2
12,-10:6, -3, 8, -5, -1
12,-10:6, -3, 8, -5, 0
12,-10:6, -3, 8, -5, 1
12,-10:6, -3, 8, -5, 2
11,12:6, -3, 8, 6, -24
11,12:6, -3, 8, 6, -23
11,12:6, -3, 8, 6, -22
11,12:6, -3, 8, 6, -21
11,12:6, -3, 8, 6, -20
11,12:6, -3, 8, 6, -19
12,-10:6, -3, 8, 6, -1
12,-10:6, -3, 8, 6, 0
12,-10:6, -3, 8, 6, 1
12,-10:6, -3, 8, 6, 2
12,-10:6, -3, 8, 6, 3
12,-10:6, -3, 8, 6, 4
-11,13:6, 6, -5, -3, -1
-11,13:6, 6, -5, -3, 0
-11,13:6, 6, -5, -3, 1
-11,13:6, 6, -5, -3, 2
-11,13:6, 6, -5, -3, 3
-11,13:6, 6, -5, -3, 4
11,12:6, 6, -5, -3, 22
11,12:6, 6, -5, -3, 23
11,12:6, 6, -5, -3, 24
11,12:6, 6, -5, -3, 25
11,12:6, 6, -5, -3, 26
11,12:6, 6, -5, -3, 27
-11,13:6, 6, -5, 8, 1
-11,13:6, 6, -5, 8, 2
-11,13:6, 6, -5, 8, 3
-11,13:6, 6, -5, 8, 4
-11,13:6, 6, -5, 8, 5
-11,13:6, 6, -5, 8, 6
10,13:6, 6, -5, 8, 22
10,13:6, 6, -5, 8, 23
10,13:6, 6, -5, 8, 24
10,13:6, 6, -5, 8, 25
10,13:6, 6, -5, 8, 26
10,13:6, 6, -5, 8, 27
-9,14:6, 6, -5, 19, 0
-9,14:6, 6, -5, 19, 1
-9,14:6, 6, -5, 19, 2
-9,14:6, 6, -5, 19, 3
-9,14:6, 6, -5, 19, 4
-9,14:6, 6, -5, 19, 5
9,11:6, 6, -5, 19, 21
9,11:6, 6, -5, 19, 22
9,11:6, 6, -5, 19, 23
9,11:6, 6, -5, 19, 24
9,11:6, 6, -5, 19, 25
9,11:6, 6, -5, 19, 26
-10,15:6, 6, -5, 30, 0
-10,15:6, 6, -5, 30, 1
-10,15:6, 6, -5, 30, 2
-10,15:6, 6, -5, 30, 3
-10,15:6, 6, -5, 30, 4
-10,15:6, 6, -5, 30, 5
9,11:6, 6, -5, 30, 23
9,11:6, 6, -5, 30, 24
9,11:6, 6, -5, 30, 25
9,11:6, 6, -5, 30, 26
9,11:6, 6, -5, 30, 27
9,11:6, 6, -5, 30, 28
2,9:6, 6, -4, 0, 13
2,0:6, 6, -4, 5, 1
2,0:6, 6, -2, 16, 4
-5,7:6, 6, 3, -5, 7
-5,7:6, 6, 11, 6, 10
4,7:6, 6, 11, 11, -2
6,14:6, 6, 16, -19, -17
6,14:6, 6, 16, -19, -16
6,14:6, 6, 16, -19, -15
6,14:6, 6, 16, -19, -14
6,14:6, 6, 16, -19, -13
6,14:6, 6, 16, -19, -12
10,-5:6, 6, 16, -19, 6
10,-5:6, 6, 16, -19, 7
10,-5:6, 6, 16, -19, 8
10,-5:6, 6, 16, -19, 9
10,-5:6, 6, 16, -19, 10
10,-5:6, 6, 16, -19, 11
6,14:6, 6, 16, -8, -15
6,14:6, 6, 16, -8, -14
6,14:6, 6, 16, -8, -13
6,14:6, 6, 16, -8, -12
6,14:6, 6, 16, -8, -11
6,14:6, 6, 16, -8, -10
9,-4:6, 6, 16, -8, 6
9,-4:6, 6, 16, -8, 7
9,-4:6, 6, 16, -8, 8
9,-4:6, 6, 16, -8, 9
9,-4:6, 6, 16, -8, 10
9,-4:6, 6, 16, -8, 11
8,15:6, 6, 16, 3, -16
8,15:6, 6, 16, 3, -15
8,15:6, 6, 16, 3, -14
8,15:6, 6, 16, 3, -13
8,15:6, 6, 16, 3, -12
8,15:6, 6, 16, 3, -11
8,-6:6, 6, 16, 3, 5
8,-6:6, 6, 16, 3, 6
8,-6:6, 6, 16, 3, 7
8,-6:6, 6, 16, 3, 8
8,-6:6, 6, 16, 3, 9
8,-6:6, 6, 16, 3, 10
7,16:6, 6, 16, 14, -16
7,16:6, 6, 16, 14, -15
7,16:6, 6, 16, 14, -14
7,16:6, 6, 16, 14, -13
7,16:6, 6, 16, 14, -12
7,16:6, 6, 16, 14, -11
8,-6:6, 6, 16, 14, 7
8,-6:6, 6, 16, 14, 8
8,-6:6, 6, 16, 14, 9
8,-6:6, 6, 16, 14, 10
8,-6:6, 6, 16, 14, 11
8,-6:6, 6, 16, 14, 12
-6,11:6, 7, -2, -12, -7
-6,11:6, 7, -2, -12, -6
-6,11:6, 7, -2, -12, -5
-6,11:6, 7, -2, -12, -4
-6,11:6, 7, -2, -12, -3
-6,11:6, 7, -2, -12, -2
14,9:6, 7, -2, -12, 15
14,9:6, 7, -2, -12, 16
14,9:6, 7, -2, -12, 17
14,9:6, 7, -2, -12, 18
14,9:6, 7, -2, -12, 19
14,9:6, 7, -2, -12, 20
11,12:6, 7, -2, 9, -23
11,12:6, 7, -2, 9, -22
