-1,0:-4, -6, -13, -5, -25
-1,0:-4, -6, -13, -5, -24
-1,0:-4, -6, -13, -5, -23
-1,0:-4, -6, -13, -5, -22
-1,0:-4, -6, -13, -5, -21
5,-6:-4, -6, 6, -2, 14
5,-6:-4, -6, 6, -2, 15
5,-6:-4, -6, 6, -2, 16
5,-6:-4, -6, 6, -2, 17
5,-6:-4, -6, 6, -2, 18
5,-6:-4, -6, 6, -2, 19
-5,4:5, 2, -5, 3, -18
-5,4:5, 2, -5, 3, -17
-5,4:5, 2, -5, 3, -16
-5,4:5, 2, -5, 3, -15
-5,4:5, 2, -5, 3, -14
-5,4:5, 2, -5, 3, -13
1,-2:5, 2, 14, 6, 22
1,-2:5, 2, 14, 6, 23
1,-2:5, 2, 14, 6, 24
1,-2:5, 2, 14, 6, 25
1,-2:5, 2, 14, 6, 26
1,-2:5, 2, 14, 6, 27
3,2:-5, -6, -6, -8, -15, -7, -20, -26
3,2:-5, -6, -6, -8, -15, -7, -20, -25
3,2:-5, -6, -6, -8, -15, -7, -20, -24
3,2:-5, -6, -6, -8, -15, -7, -20, -23
3,2:-5, -6, -6, -8, -15, -7, -20, -22
14,-11:-5, -6, -6, -8, -15, -4, -22, -1
14,-11:-5, -6, -6, -8, -15, -4, -22, 0
14,-11:-5, -6, -6, -8, -15, -4, -22, 1
14,-11:-5, -6, -6, -8, -15, -4, -22, 2
14,-11:-5, -6, -6, -8, -15, -4, -22, 3
14,-11:-5, -6, -6, -8, -15, -4, -22, 4
6,-3:-5, -6, -6, -8, -15, -4, -9, 0
6,-3:-5, -6, -6, -8, -15, -4, -9, 1
6,-3:-5, -6, -6, -8, -15, -4, -9, 2
6,-3:-5, -6, -6, -8, -15, -4, -9, 3
6,-3:-5, -6, -6, -8, -15, -4, -9, 4
14,-11:-5, -6, -6, -8, -15, -4, -1, -22
6,-3:-5, -6, -6, -8, -15, -4, -1, -9
4,-1:-5, -6, -6, -8, 4, -7, -15, -2
-4,7:-5, -6, -6, -8, 4, -7, -15, 11
4,-1:-5, -6, -6, -8, 4, -7, -2, -15
4,-1:-5, -6, -6, -8, 4, -7, -2, -14
4,-1:-5, -6, -6, -8, 4, -7, -2, -13
4,-1:-5, -6, -6, -8, 4, -7, -2, -12
4,-1:-5, -6, -6, -8, 4, -7, -2, -11
-4,7:-5, -6, -6, -8, 4, -7, 11, -15
-4,7:-5, -6, -6, -8, 4, -7, 11, -14
-4,7:-5, -6, -6, -8, 4, -7, 11, -13
-4,7:-5, -6, -6, -8, 4, -7, 11, -12
-4,7:-5, -6, -6, -8, 4, -7, 11, -11
-4,7:-5, -6, -6, -8, 4, -7, 11, -10
9,-4:-5, -6, -6, -8, 4, -4, 9, 11
9,-4:-5, -6, -6, -8, 4, -4, 9, 12
9,-4:-5, -6, -6, -8, 4, -4, 9, 13
9,-4:-5, -6, -6, -8, 4, -4, 9, 14
9,-4:-5, -6, -6, -8, 4, -4, 9, 15
9,-4:-5, -6, -6, -8, 4, -4, 9, 16
9,-4:-5, -6, -6, -8, 4, -4, 20, 13
9,-4:-5, -6, -6, -8, 4, -4, 20, 14
9,-4:-5, -6, -6, -8, 4, -4, 20, 15
9,-4:-5, -6, -6, -8, 4, -4, 20, 16
9,-4:-5, -6, -6, -8, 4, -4, 20, 17
9,-4:-5, -6, -6, -8, 4, -4, 20, 18
14,7:-5, -6, -6, 0, -5, -8, 5, -15
20,-1:-5, -6, -6, 2, -12, -19, -11, -9
20,-1:-5, -6, -6, 2, -12, -19, -11, -6
20,-1:-5, -6, -6, 2, -12, -19, -11, -1
20,-1:-5, -6, -6, 2, -12, -19, -11, 5
4,0:-5, -6, -6, 2, -1, -3, -5, -1
-4,8:-5, -6, -6, 2, -1, -3, -5, 12
14,7:-5, -6, -6, 2, 5, -13, -5, -17
19,2:-5, -6, -6, 5, -19, -19, -26, -34
19,2:-5, -6, -6, 5, -19, -19, -26, -33
19,2:-5, -6, -6, 5, -19, -19, -26, -32
19,2:-5, -6, -6, 5, -19, -19, -26, -31
19,2:-5, -6, -6, 5, -19, -19, -26, -30
19,2:-5, -6, -6, 5, -19, -19, -26, -29
5,16:-5, -6, 3, -8, 16, 16, 23, 26
5,16:-5, -6, 3, -8, 16, 16, 23, 27
5,16:-5, -6, 3, -8, 16, 16, 23, 28
5,16:-5, -6, 3, -8, 16, 16, 23, 29
5,16:-5, -6, 3, -8, 16, 16, 23, 30
5,16:-5, -6, 3, -8, 16, 16, 23, 31
10,11:-5, -6, 3, -7, -8, 2, 5, 12
10,11:-5, -6, 3, -5, -8, 10, -5, 14
11,-7:-5, -6, 3, -5, -2, -5, 2, -15
3,1:-5, -6, 3, -5, -2, -5, 2, -2
2,17:-5, -6, 3, -5, 9, 16, 8, -8
2,17:-5, -6, 3, -5, 9, 16, 8, -2
2,17:-5, -6, 3, -5, 9, 16, 8, 3
2,17:-5, -6, 3, -5, 9, 16, 8, 6
-1,6:-5, -6, 3, 0, -7, 1, -23, -21
-1,6:-5, -6, 3, 0, -7, 1, -23, -20
-1,6:-5, -6, 3, 0, -7, 1, -23, -19
-1,6:-5, -6, 3, 0, -7, 1, -23, -18
-1,6:-5, -6, 3, 0, -7, 1, -23, -17
-1,6:-5, -6, 3, 0, -7, 1, -23, -16
-1,6:-5, -6, 3, 0, -7, 1, -12, -19
-1,6:-5, -6, 3, 0, -7, 1, -12, -18
-1,6:-5, -6, 3, 0, -7, 1, -12, -17
-1,6:-5, -6, 3, 0, -7, 1, -12, -16
-1,6:-5, -6, 3, 0, -7, 1, -12, -15
-1,6:-5, -6, 3, 0, -7, 1, -12, -14
10,-7:-5, -6, 3, 0, -7, 4, -14, 7
10,-7:-5, -6, 3, 0, -7, 4, -14, 8
10,-7:-5, -6, 3, 0, -7, 4, -14, 9
10,-7:-5, -6, 3, 0, -7, 4, -14, 10
10,-7:-5, -6, 3, 0, -7, 4, -14, 11
10,-7:-5, -6, 3, 0, -7, 4, -14, 12
2,1:-5, -6, 3, 0, -7, 4, -1, 8
2,1:-5, -6, 3, 0, -7, 4, -1, 9
2,1:-5, -6, 3, 0, -7, 4, -1, 10
2,1:-5, -6, 3, 0, -7, 4, -1, 11
2,1:-5, -6, 3, 0, -7, 4, -1, 12
0,3:-5, -6, 3, 0, 12, 1, -7, 6
-8,11:-5, -6, 3, 0, 12, 1, -7, 19
0,3:-5, -6, 3, 0, 12, 1, 6, -7
0,3:-5, -6, 3, 0, 12, 1, 6, -6
0,3:-5, -6, 3, 0, 12, 1, 6, -5
0,3:-5, -6, 3, 0, 12, 1, 6, -4
0,3:-5, -6, 3, 0, 12, 1, 6, -3
-8,11:-5, -6, 3, 0, 12, 1, 19, -7
-8,11:-5, -6, 3, 0, 12, 1, 19, -6
-8,11:-5, -6, 3, 0, 12, 1, 19, -5
-8,11:-5, -6, 3, 0, 12, 1, 19, -4
-8,11:-5, -6, 3, 0, 12, 1, 19, -3
-8,11:-5, -6, 3, 0, 12, 1, 19, -2
5,0:-5, -6, 3, 0, 12, 4, 17, 19
5,0:-5, -6, 3, 0, 12, 4, 17, 20
5,0:-5, -6, 3, 0, 12, 4, 17, 21
5,0:-5, -6, 3, 0, 12, 4, 17, 22
5,0:-5, -6, 3, 0, 12, 4, 17, 23
5,0:-5, -6, 3, 0, 12, 4, 17, 24
5,0:-5, -6, 3, 0, 12, 4, 28, 21
5,0:-5, -6, 3, 0, 12, 4, 28, 22
5,0:-5, -6, 3, 0, 12, 4, 28, 23
5,0:-5, -6, 3, 0, 12, 4, 28, 24
5,0:-5, -6, 3, 0, 12, 4, 28, 25
5,0:-5, -6, 3, 0, 12, 4, 28, 26
10,11:-5, -6, 3, 8, 3, 0, 13, -7
16,3:-5, -6, 3, 10, -4, -11, -3, -1
16,3:-5, -6, 3, 10, -4, -11, -3, 2
16,3:-5, -6, 3, 10, -4, -11, -3, 7
16,3:-5, -6, 3, 10, -4, -11, -3, 13
0,4:-5, -6, 3, 10, 7, 5, 3, 7
-8,12:-5, -6, 3, 10, 7, 5, 3, 20
10,11:-5, -6, 3, 10, 13, -5, 3, -9
15,6:-5, -6, 3, 13, -11, -11, -18, -26
15,6:-5, -6, 3, 13, -11, -11, -18, -25
15,6:-5, -6, 3, 13, -11, -11, -18, -24
15,6:-5, -6, 3, 13, -11, -11, -18, -23
15,6:-5, -6, 3, 13, -11, -11, -18, -22
15,6:-5, -6, 3, 13, -11, -11, -18, -21
4,4:-5, -6, 4, -5, -7, -14, -6, -27
4,4:-5, -6, 4, -5, -7, -14, -6, -26
4,4:-5, -6, 4, -5, -7, -14, -6, -25
4,4:-5, -6, 4, -5, -7, -14, -6, -24
4,4:-5, -6, 4, -5, -7, -14, -6, -23
4,4:-5, -6, 4, -5, -7, -14, -6, -22
10,-2:-5, -6, 4, -5, -7, 5, -3, 13
10,-2:-5, -6, 4, -5, -7, 5, -3, 14
10,-2:-5, -6, 4, -5, -7, 5, -3, 15
10,-2:-5, -6, 4, -5, -7, 5, -3, 16
10,-2:-5, -6, 4, -5, -7, 5, -3, 17
10,-2:-5, -6, 4, -5, -7, 5, -3, 18
0,8:-5, -6, 4, 4, 1, -6, 2, -19
0,8:-5, -6, 4, 4, 1, -6, 2, -18
0,8:-5, -6, 4, 4, 1, -6, 2, -17
0,8:-5, -6, 4, 4, 1, -6, 2, -16
0,8:-5, -6, 4, 4, 1, -6, 2, -15
0,8:-5, -6, 4, 4, 1, -6, 2, -14
6,2:-5, -6, 4, 4, 1, 13, 5, 21
6,2:-5, -6, 4, 4, 1, 13, 5, 22
6,2:-5, -6, 4, 4, 1, 13, 5, 23
6,2:-5, -6, 4, 4, 1, 13, 5, 24
6,2:-5, -6, 4, 4, 1, 13, 5, 25
6,2:-5, -6, 4, 4, 1, 13, 5, 26
19,0:-5, -5, -15, -12, -14, -2, -10, 14
19,0:-5, -5, -15, -12, -14, -2, -10, 17
15,4:-5, -5, -15, -3, -6, 6, -2, 10
15,4:-5, -5, -15, -3, -6, 6, -2, 14
13,-13:-5, -5, -15, -3, 9, 9, 8, 4
13,-13:-5, -5, -15, -3, 9, 9, 8, 15
13,-13:-5, -5, -15, -3, 9, 9, 15, 8
7,11:-5, -5, -15, 9, 9, 16, 16, 18
7,11:-5, -5, -15, 9, 9, 16, 16, 19
7,11:-5, -5, -15, 9, 9, 16, 16, 20
7,11:-5, -5, -15, 9, 9, 16, 16, 21
7,11:-5, -5, -15, 9, 9, 16, 16, 22
7,11:-5, -5, -15, 9, 9, 16, 16, 23
7,11:-5, -5, -15, 9, 9, 16, 27, 20
7,11:-5, -5, -15, 9, 9, 16, 27, 21
7,11:-5, -5, -15, 9, 9, 16, 27, 22
7,11:-5, -5, -15, 9, 9, 16, 27, 23
7,11:-5, -5, -15, 9, 9, 16, 27, 24
7,11:-5, -5, -15, 9, 9, 16, 27, 25
12,6:-5, -5, -14, -15, -5, -6, -7, 5
2,-2:-5, -5, -14, -15, -5, -2, -9, -4
2,-2:-5, -5, -14, -15, -5, -2, -9, -3
2,-2:-5, -5, -14, -15, -5, -2, -9, -2
2,-2:-5, -5, -14, -15, -5, -2, -9, -1
2,-2:-5, -5, -14, -15, -5, -2, -9, 0
2,-2:-5, -5, -14, -15, -5, -2, -9, 1
5,0:-5, -5, -14, -14, -8, -22, -4, -2
-3,8:-5, -5, -14, -14, -8, -22, -4, 11
-7,10:-5, -5, -14, -10, -5, 3, -6, 6
-7,10:-5, -5, -14, -10, -5, 3, -6, 7
-7,10:-5, -5, -14, -10, -5, 3, -6, 10
-7,10:-5, -5, -14, -10, -5, 3, -6, 17
-7,10:-5, -5, -14, -10, -5, 3, 6, -6
-7,10:-5, -5, -14, -10, -5, 3, 6, 1
-7,10:-5, -5, -14, -10, -5, 3, 6, 4
-7,10:-5, -5, -14, -10, -5, 3, 6, 5
12,-3:-5, -5, -14, -10, -5, 6, -12, -1
12,-3:-5, -5, -14, -10, -5, 6, -12, 0
12,-3:-5, -5, -14, -10, -5, 6, -12, 1
12,-3:-5, -5, -14, -10, -5, 6, -12, 2
12,-3:-5, -5, -14, -10, -5, 6, -12, 3
12,-3:-5, -5, -14, -10, -5, 6, -12, 4
12,-3:-5, -5, -14, -10, -5, 6, 2, -12
4,5:-5, -5, -14, -10, -5, 6, 2, 1
1,-6:-5, -5, -14, -9, -18, -7, -7, -12
7,-9:-5, -5, -14, -9, -10, -11, -21, -23
7,-9:-5, -5, -14, -9, -10, -11, -21, -12
4,0:-5, -5, -14, -9, 8, -21, -39, 5
4,0:-5, -5, -14, -9, 8, -21, 5, -39
4,0:-5, -5, -14, -9, 8, -21, 5, -38
4,0:-5, -5, -14, -9, 8, -21, 5, -37
4,0:-5, -5, -14, -9, 8, -21, 5, -36
4,0:-5, -5, -14, -9, 8, -21, 5, -35
4,0:-5, -5, -14, -9, 8, -21, 5, -34
1,10:-5, -5, -14, -5, 1, 0, -13, 6
-7,10:-5, -5, -14, -5, 3, -6, 6, -10
-7,10:-5, -5, -14, -5, 3, -6, 6, 1
12,-3:-5, -5, -14, -5, 6, -12, -1, 1
3,6:-5, -5, -14, -5, 6, -7, -14, -8
3,6:-5, -5, -14, -5, 6, -7, -14, -1
3,6:-5, -5, -14, -5, 6, -7, -14, 2
3,6:-5, -5, -14, -5, 6, -7, -14, 3
3,6:-5, -5, -14, -5, 6, -7, -8, -14
3,6:-5, -5, -14, -5, 6, -7, -8, -13
3,6:-5, -5, -14, -5, 6, -7, -8, -12
3,6:-5, -5, -14, -5, 6, -7, -8, -11
3,6:-5, -5, -14, -5, 6, -7, -8, -10
3,6:-5, -5, -14, -5, 6, -7, -8, -9
4,5:-5, -5, -14, -5, 6, 2, 1, -10
11,-5:-5, -5, -14, 3, 2, -1, 3, -13
3,3:-5, -5, -14, 3, 2, -1, 3, 0
7,-5:-5, -5, -14, 3, 5, 3, -3, -2
7,-5:-5, -5, -14, 3, 5, 3, -3, -1
7,-5:-5, -5, -14, 3, 5, 3, -3, 0
7,-5:-5, -5, -14, 3, 5, 3, -3, 1
7,-5:-5, -5, -14, 3, 5, 3, -3, 2
12,6:-5, -5, -12, -15, -12, 0, 5, 16
12,6:-5, -5, -12, -15, -12, 0, 5, 17
12,6:-5, -5, -12, -15, -12, 0, 5, 18
12,6:-5, -5, -12, -15, -12, 0, 5, 19
12,6:-5, -5, -12, -15, -12, 0, 5, 20
12,6:-5, -5, -12, -15, -12, 0, 5, 21
8,-2:-5, -5, -12, -15, -6, 8, -7, -7
0,6:-5, -5, -12, -15, -6, 8, -7, 6
-1,3:-5, -5, -12, -15, 3, 4, 12, 1
13,0:-5, -5, -12, -14, -13, -6, -10, -5
13,0:-5, -5, -12, -14, -13, -6, -10, -2
13,0:-5, -5, -12, -14, -13, -6, -10, 5
1,1:-5, -5, -12, -14, -12, -6, -6, -11
1,1:-5, -5, -12, -14, -12, -6, -6, -10
1,1:-5, -5, -12, -14, -12, -6, -6, -9
1,1:-5, -5, -12, -14, -12, -6, -6, -8
1,1:-5, -5, -12, -14, -12, -6, -6, -7
-7,1:-5, -5, -12, -14, 6, -6, -15, -3
-7,1:-5, -5, -12, -14, 6, -6, -15, -2
-7,1:-5, -5, -12, -14, 6, -6, -15, 1
-7,1:-5, -5, -12, -14, 6, -6, -15, 8
-7,1:-5, -5, -12, -14, 6, -6, -3, -15
-7,1:-5, -5, -12, -14, 6, -6, -3, -8
-7,1:-5, -5, -12, -14, 6, -6, -3, -5
-7,1:-5, -5, -12, -14, 6, -6, -3, -4
12,-12:-5, -5, -12, -14, 6, -3, -21, -10
12,-12:-5, -5, -12, -14, 6, -3, -21, -9
12,-12:-5, -5, -12, -14, 6, -3, -21, -8
12,-12:-5, -5, -12, -14, 6, -3, -21, -7
12,-12:-5, -5, -12, -14, 6, -3, -21, -6
12,-12:-5, -5, -12, -14, 6, -3, -21, -5
-4,-9:-5, -5, -12, -12, -2, -12, -1, -3
4,-12:-5, -5, -12, -11, -20, -2, -15, -4
4,-12:-5, -5, -12, -11, -20, -2, -15, 3
4,-12:-5, -5, -12, -11, -20, -2, -15, 6
4,-12:-5, -5, -12, -11, -20, -2, -15, 7
4,-12:-5, -5, -12, -11, -20, -2, 3, -15
21,-1:-5, -5, -12, -11, -10, -20, -17, -11
-1,32:-5, -5, -12, 2, -10, 8, 18, -4
-1,32:-5, -5, -12, 2, -10, 8, 18, -3
-1,32:-5, -5, -12, 2, -10, 8, 18, -2
-1,32:-5, -5, -12, 2, -10, 8, 18, -1
-1,32:-5, -5, -12, 2, -10, 8, 18, 0
-1,32:-5, -5, -12, 2, -10, 8, 18, 1
4,12:-5, -5, -12, 2, 9, 1, -14, -10
4,12:-5, -5, -12, 2, 9, 1, -14, -5
4,12:-5, -5, -12, 2, 9, 1, -12, -11
4,12:-5, -5, -12, 2, 9, 1, -12, -4
4,12:-5, -5, -12, 2, 9, 1, -12, -1
4,12:-5, -5, -12, 2, 9, 1, -12, 0
4,12:-5, -5, -12, 2, 9, 1, -11, -7
4,12:-5, -5, -12, 2, 9, 1, -11, -3
4,12:-5, -5, -12, 2, 9, 1, -10, -9
4,12:-5, -5, -12, 2, 9, 1, -10, -8
4,12:-5, -5, -12, 2, 9, 1, -10, -7
4,12:-5, -5, -12, 2, 9, 1, -10, -6
4,12:-5, -5, -12, 2, 9, 1, -10, -5
4,12:-5, -5, -12, 2, 9, 1, -10, -4
4,12:-5, -5, -12, 2, 9, 1, -7, -14
4,12:-5, -5, -12, 2, 9, 1, -7, -9
4,12:-5, -5, -12, 2, 9, 1, -7, -8
4,12:-5, -5, -12, 2, 9, 1, -7, -3
4,12:-5, -5, -12, 2, 9, 1, -5, -15
4,12:-5, -5, -12, 2, 9, 1, -5, -8
4,12:-5, -5, -12, 2, 9, 1, -5, -5
4,12:-5, -5, -12, 2, 9, 1, -5, -4
-6,6:-5, -5, -7, -15, 5, -6, 12, -4
-6,6:-5, -5, -7, -15, 5, -6, 12, -3
-6,6:-5, -5, -7, -15, 5, -6, 12, -2
-6,6:-5, -5, -7, -15, 5, -6, 12, -1
-6,6:-5, -5, -7, -15, 5, -6, 12, 0
-6,6:-5, -5, -7, -15, 5, -6, 12, 1
7,-13:-5, -5, -7, -15, 5, -3, -17, -5
7,-13:-5, -5, -7, -15, 5, -3, -17, -4
7,-13:-5, -5, -7, -15, 5, -3, -17, -1
7,-13:-5, -5, -7, -15, 5, -3, -17, 6
7,-13:-5, -5, -7, -15, 5, -3, -5, -17
7,-13:-5, -5, -7, -15, 5, -3, -5, -10
7,-13:-5, -5, -7, -15, 5, -3, -5, -7
7,-13:-5, -5, -7, -15, 5, -3, -5, -6
7,10:-5, -5, -7, -14, -11, -2, 2, 4
1,1:-5, -5, -7, -14, -6, -30, -31, -29
1,1:-5, -5, -7, -14, -6, -30, -31, -28
1,1:-5, -5, -7, -14, -6, -30, -31, -27
1,1:-5, -5, -7, -14, -6, -30, -31, -26
1,1:-5, -5, -7, -14, -6, -30, -31, -25
1,1:-5, -5, -7, -14, -6, -30, -31, -24
1,1:-5, -5, -7, -14, -6, -30, -20, -27
1,1:-5, -5, -7, -14, -6, -30, -20, -26
1,1:-5, -5, -7, -14, -6, -30, -20, -25
1,1:-5, -5, -7, -14, -6, -30, -20, -24
1,1:-5, -5, -7, -14, -6, -30, -20, -23
1,1:-5, -5, -7, -14, -6, -30, -20, -22
1,1:-5, -5, -7, -14, -6, -29, -31, -34
1,1:-5, -5, -7, -14, -6, -29, -31, -23
1,1:-5, -5, -7, -14, -6, -20, -23, -26
1,1:-5, -5, -7, -14, -6, -20, -23, -15
1,1:-5, -5, -7, -14, -6, -19, -18, -25
1,1:-5, -5, -7, -14, -6, -19, -18, -24
1,1:-5, -5, -7, -14, -6, -19, -18, -23
1,1:-5, -5, -7, -14, -6, -19, -18, -22
1,1:-5, -5, -7, -14, -6, -19, -18, -21
1,1:-5, -5, -7, -14, -6, -19, -18, -20
12,-12:-5, -5, -7, -14, -3, -21, -3, -1
12,-12:-5, -5, -7, -14, -3, -21, -3, 0
12,-12:-5, -5, -7, -14, -3, -21, -3, 1
12,-12:-5, -5, -7, -14, -3, -21, -3, 2
12,-12:-5, -5, -7, -14, -3, -21, -3, 3
12,-12:-5, -5, -7, -14, -3, -21, -3, 4
12,-12:-5, -5, -7, -14, -3, -21, 8, 1
12,-12:-5, -5, -7, -14, -3, -21, 8, 2
12,-12:-5, -5, -7, -14, -3, -21, 8, 3
12,-12:-5, -5, -7, -14, -3, -21, 8, 4
12,-12:-5, -5, -7, -14, -3, -21, 8, 5
12,-12:-5, -5, -7, -14, -3, -21, 8, 6
4,-4:-5, -5, -7, -14, -3, -8, 8, 1
4,-4:-5, -5, -7, -14, -3, -8, 8, 2
4,-4:-5, -5, -7, -14, -3, -8, 8, 3
4,-4:-5, -5, -7, -14, -3, -8, 8, 4
4,-4:-5, -5, -7, -14, -3, -8, 8, 5
4,-4:-5, -5, -7, -14, -3, -8, 8, 6
4,-4:-5, -5, -7, -14, -3, -3, -8, 0
4,-4:-5, -5, -7, -14, -3, -3, -8, 1
4,-4:-5, -5, -7, -14, -3, -3, -8, 2
4,-4:-5, -5, -7, -14, -3, -3, -8, 3
4,-4:-5, -5, -7, -14, -3, -3, -8, 4
12,-12:-5, -5, -7, -14, 0, -21, 0, 4
12,-12:-5, -5, -7, -14, 0, -21, 0, 9
12,-12:-5, -5, -7, -14, 0, -21, 0, 10
12,-12:-5, -5, -7, -14, 0, -21, 0, 15
12,-12:-5, -5, -7, -14, 0, -21, 1, 1
12,-12:-5, -5, -7, -14, 0, -21, 1, 2
12,-12:-5, -5, -7, -14, 0, -21, 1, 5
12,-12:-5, -5, -7, -14, 0, -21, 1, 12
12,-12:-5, -5, -7, -14, 0, -21, 4, 6
12,-12:-5, -5, -7, -14, 0, -21, 4, 7
4,-4:-5, -5, -7, -14, 0, 0, -8, 4
4,-4:-5, -5, -7, -14, 0, 0, -8, 9
4,-4:-5, -5, -7, -14, 0, 0, -8, 10
4,-4:-5, -5, -7, -14, 0, 0, -8, 15
4,-4:-5, -5, -7, -14, 0, 1, -8, 1
4,-4:-5, -5, -7, -14, 0, 1, -8, 2
4,-4:-5, -5, -7, -14, 0, 1, -8, 5
4,-4:-5, -5, -7, -14, 0, 1, -8, 12
15,-9:-5, -5, -7, -9, -18, -21, -18, -18
5,7:-5, -5, -7, -9, -17, -9, -41, -5
5,7:-5, -5, -7, -9, -17, -9, -5, -41
5,7:-5, -5, -7, -9, -17, -9, -5, -40
5,7:-5, -5, -7, -9, -17, -9, -5, -39
5,7:-5, -5, -7, -9, -17, -9, -5, -38
5,7:-5, -5, -7, -9, -17, -9, -5, -37
5,7:-5, -5, -7, -9, -17, -9, -5, -36
6,3:-5, -5, -7, -9, -11, -21, -3, -9
6,3:-5, -5, -7, -9, -11, -21, -3, -8
6,3:-5, -5, -7, -9, -11, -21, -3, -7
6,3:-5, -5, -7, -9, -11, -21, -3, -6
6,3:-5, -5, -7, -9, -11, -21, -3, -5
6,3:-5, -5, -7, -9, -11, -3, -9, -21
6,3:-5, -5, -7, -9, -11, -3, -9, -14
6,3:-5, -5, -7, -9, -11, -3, -9, -11
6,3:-5, -5, -7, -9, -11, -3, -9, -10
22,-10:-5, -5, -7, -9, -10, -12, -24, -12
14,2:-5, -5, -7, -9, -5, -10, -13, -20
19,6:-5, -5, -7, -9, 0, -7, -9, -6
12,13:-5, -5, -7, 0, -9, -2, -3, -3
8,8:-5, -5, -7, 0, -8, 1, 4, 11
-4,16:-5, -5, -7, 0, 1, 3, 15, 3
9,0:-5, -5, -7, 0, 2, -6, -4, 1
9,0:-5, -5, -7, 0, 2, -6, -4, 2
9,0:-5, -5, -7, 0, 2, -6, -4, 5
9,0:-5, -5, -7, 0, 2, -6, -4, 12
9,0:-5, -5, -7, 0, 2, -6, 5, -4
9,0:-5, -5, -7, 0, 2, -6, 5, -3
9,0:-5, -5, -7, 0, 2, -6, 5, -2
9,0:-5, -5, -7, 0, 2, -6, 5, -1
9,0:-5, -5, -7, 0, 2, -6, 5, 0
13,-1:-5, -5, -7, 0, 8, 0, -4, 27
13,-1:-5, -5, -7, 0, 8, 0, -4, 28
13,-1:-5, -5, -7, 0, 8, 0, -4, 29
13,-1:-5, -5, -7, 0, 8, 0, -4, 30
13,-1:-5, -5, -7, 0, 8, 0, -4, 31
13,-1:-5, -5, -7, 0, 8, 0, -4, 32
13,-1:-5, -5, -7, 0, 8, 0, 27, -4
-3,9:-5, -5, -7, 0, 9, 9, 12, 9
-6,6:-5, -5, -7, 5, -9, -13, 12, -16
-6,6:-5, -5, -7, 5, -9, -13, 12, -15
2,-2:-5, -5, -7, 5, -9, -10, -1, -21
2,-2:-5, -5, -7, 5, -9, -10, -1, -14
2,-2:-5, -5, -7, 5, -9, -10, -1, -11
2,-2:-5, -5, -7, 5, -9, -10, -1, -10
-6,6:-5, -5, -7, 5, -9, -10, 12, -21
-6,6:-5, -5, -7, 5, -9, -10, 12, -14
-6,6:-5, -5, -7, 5, -9, -10, 12, -11
-6,6:-5, -5, -7, 5, -9, -10, 12, -10
2,-2:-5, -5, -7, 5, -9, -9, -1, -24
2,-2:-5, -5, -7, 5, -9, -9, -1, -19
2,-2:-5, -5, -7, 5, -9, -9, -1, -18
2,-2:-5, -5, -7, 5, -9, -9, -1, -13
-6,6:-5, -5, -7, 5, -9, -9, 12, -24
-6,6:-5, -5, -7, 5, -9, -9, 12, -19
-6,6:-5, -5, -7, 5, -9, -9, 12, -18
-6,6:-5, -5, -7, 5, -9, -9, 12, -13
2,-2:-5, -5, -7, 5, -6, -17, -1, -15
2,-2:-5, -5, -7, 5, -6, -17, -1, -14
2,-2:-5, -5, -7, 5, -6, -17, -1, -13
2,-2:-5, -5, -7, 5, -6, -17, -1, -12
2,-2:-5, -5, -7, 5, -6, -17, -1, -11
2,-2:-5, -5, -7, 5, -6, -17, -1, -10
-6,6:-5, -5, -7, 5, -6, -17, 12, -15
-6,6:-5, -5, -7, 5, -6, -17, 12, -14
-6,6:-5, -5, -7, 5, -6, -17, 12, -13
-6,6:-5, -5, -7, 5, -6, -17, 12, -12
-6,6:-5, -5, -7, 5, -6, -17, 12, -11
-6,6:-5, -5, -7, 5, -6, -17, 12, -10
2,-2:-5, -5, -7, 5, -6, -6, -1, -13
2,-2:-5, -5, -7, 5, -6, -6, -1, -12
2,-2:-5, -5, -7, 5, -6, -6, -1, -11
2,-2:-5, -5, -7, 5, -6, -6, -1, -10
2,-2:-5, -5, -7, 5, -6, -6, -1, -9
-6,6:-5, -5, -7, 5, -6, -6, 12, -13
-6,6:-5, -5, -7, 5, -6, -6, 12, -12
-6,6:-5, -5, -7, 5, -6, -6, 12, -11
-6,6:-5, -5, -7, 5, -6, -6, 12, -10
-6,6:-5, -5, -7, 5, -6, -6, 12, -9
-6,6:-5, -5, -7, 5, -6, -6, 12, -8
7,-5:-5, -5, -7, 5, -3, 10, 9, 11
7,-5:-5, -5, -7, 5, -3, 10, 9, 12
7,-5:-5, -5, -7, 5, -3, 10, 9, 13
7,-5:-5, -5, -7, 5, -3, 10, 9, 14
7,-5:-5, -5, -7, 5, -3, 10, 9, 15
7,-5:-5, -5, -7, 5, -3, 10, 9, 16
7,-5:-5, -5, -7, 5, -3, 10, 20, 13
7,-5:-5, -5, -7, 5, -3, 10, 20, 14
7,-5:-5, -5, -7, 5, -3, 10, 20, 15
7,-5:-5, -5, -7, 5, -3, 10, 20, 16
7,-5:-5, -5, -7, 5, -3, 10, 20, 17
7,-5:-5, -5, -7, 5, -3, 10, 20, 18
7,-5:-5, -5, -7, 5, -3, 11, 9, 6
7,-5:-5, -5, -7, 5, -3, 11, 9, 17
7,-5:-5, -5, -7, 5, -3, 20, 17, 14
7,-5:-5, -5, -7, 5, -3, 20, 17, 25
